,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
9456104,9456104,houseunit,houseunit,noprice,forsale,7000,xl,,,,,,3,225,,,,,,,1,,
9456112,9456112,house,house,noprice,forsale,2900,m,,,,,211,3,365,,true,,true,,,,,
9456127,9456127,house,house,noprice,forsale,9140,l,installed,,good,gas,410,3,40,,true,,true,,,,,
9456179,9456179,house,house,244000,forsale,30840,m,installed,2020,asnew,,,3,0,,,,,,,,,
9456215,9456215,house,house,noprice,forsale,9270,xl,,1991,asnew,electric,606,3,576,,,,true,,,2,,
9456288,9456288,house,manorhouse,2199000,forsale,9111,xl,installed,1957,,fueloil,288,4,9819,,true,,,,,2,,
9456468,9456468,house,house,noprice,forsale,9308,xl,,,good,gas,384,3,223,true,,84,true,,,,,
9456489,9456489,house,house,169000,forsale,7730,m,semiequipped,1930,tobedoneup,gas,531,3,405,,true,,true,true,,,,
9456384,9456384,house,exceptionalproperty,noprice,forsale,2018,l,usahyperequipped,1909,asnew,gas,229,4,370,true,true,200,true,true,,1,3,
9456747,9456747,house,house,noprice,forsale,6769,xl,semiequipped,,,,372,2,151,,true,,,,,,,
9456974,9456974,house,house,noprice,forsale,1800,l,,,,,281,4,90,,,,,,,,,
9456766,9456766,house,house,noprice,forsale,4610,l,,,good,fueloil,239,3,213,,true,,true,,,,,
9457054,9457054,house,house,noprice,forsale,5000,m,installed,,justrenovated,gas,383,3,270,,true,,true,,,,,
9456986,9456986,house,house,noprice,forsale,4800,l,installed,,asnew,gas,,4,149,true,true,12,true,true,,1,2,
9457269,9457269,house,castle,614800,forsale,21400,m,,,,,,5,484,,,,,,,,,
9457058,9457058,house,house,noprice,forsale,1180,xl,,1996,good,,281,3,256,,,100,true,,,5,1,
9457076,9457076,house,mansion,1800000,forsale,2018,l,semiequipped,1931,torenovate,gas,294,10,425,,true,,,,,,,
9457239,9457239,house,house,250000,forsale,1480,m,installed,1950,tobedoneup,gas,597,5,375,true,true,152,true,true,,,1,
9457394,9457394,house,mansion,320000,forsale,61140,m,,,,,169,6,950,,,,,,,,,
9457607,9457607,house,house,530000,forsale,09543,m,,,,,,3,0,,true,,,,,,1,
9457521,9457521,house,manorhouse,noprice,forsale,3640,l,,1994,,,221,6,8084,,true,,,,true,1,,
9457409,9457409,house,house,noprice,forsale,9550,xl,hyperequipped,,good,gas,137,4,1130,true,true,910,true,,,,1,
9457456,9457456,house,villa,noprice,forsale,6640,xl,installed,2015,,,66,4,968,,true,,,true,,1,,
9457705,9457705,house,house,365000,forsale,1370,xl,installed,,justrenovated,fueloil,198,4,246,,true,,true,,,,1,
9457734,9457734,house,house,noprice,forsale,8000,xl,,,,pellet,564,3,783,,,,true,,,,,
9457710,9457710,house,house,noprice,forsale,3520,l,,1957,good,fueloil,443,3,548,,,,,,true,,,
9457808,9457808,house,house,noprice,forsale,6700,xl,installed,,good,pellet,452,6,11381,,true,,true,,,1,,
9457895,9457895,house,house,noprice,forsale,9300,xl,hyperequipped,,good,gas,248,2,121,true,true,,true,true,,1,,
9458567,9458567,house,house,noprice,forrent,8570,m,hyperequipped,2009,good,gas,234,3,400,,true,,,,,,,
9458561,9458561,house,villa,850000,forsale,56047,xl,,1990,,gas,,6,660,,,,,,,3,,
9458523,9458523,house,house,354500,forsale,2350,l,usainstalled,,,,,3,219,true,,,true,,,,1,1
9458625,9458625,house,house,135000,forsale,7160,m,installed,,torenovate,gas,505,3,275,,true,,,,,,,
9458794,9458794,house,villa,noprice,forsale,3580,m,,1994,good,fueloil,218,8,3877,,true,,,,,1,,
9458803,9458803,house,house,noprice,forsale,8680,xl,installed,,good,,348,3,948,,true,,,,,1,,
9459113,9459113,house,house,180000,forsale,7700,m,,,,gas,767,5,0,,,,,,,,,
9459056,9459056,house,mansion,745000,forsale,34500,m,,,,,88,14,15880,,,,,,,,,
9459302,9459302,house,house,noprice,forsale,3545,l,,1935,torenovate,fueloil,743,4,278,,true,,,true,,,,
9459341,9459341,house,house,noprice,forrent,9990,l,installed,2003,good,gas,157,3,90,,,,true,,,1,,
9459349,9459349,house,villa,noprice,forsale,9070,xl,installed,1987,good,gas,187,4,940,,,,true,true,,2,,
9459480,9459480,house,house,noprice,forsale,7711,m,,,tobedoneup,gas,332,2,0,,,,true,,,,,
9459524,9459524,house,house,noprice,forsale,2400,m,semiequipped,,tobedoneup,fueloil,668,3,269,true,true,,true,,,1,,
9459550,9459550,house,villa,noprice,forsale,4970,m,,1987,tobedoneup,fueloil,275,3,1668,,,,true,,,1,8,
9459574,9459574,house,house,noprice,forsale,8420,xl,,,,,,3,315,,,,,,,1,,
9459575,9459575,house,house,noprice,forsale,8420,xl,,,,,,4,338,,,,,,,1,,
9459636,9459636,housegroup,housegroup,284450-324865,forsale,3830,xl,,,,,,,,,,,,,,,,1
9459643,9459643,houseunit,houseunit,noprice,forsale,3830,xl,hyperequipped,2021,asnew,gas,,3,166,,,,,,,,1,
9459642,9459642,houseunit,houseunit,311865,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,198,,,,,,,,1,1
9459644,9459644,houseunit,houseunit,noprice,forsale,3830,xl,hyperequipped,2021,asnew,gas,,3,130,,,,,,,,1,
9459645,9459645,houseunit,houseunit,287350,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,150,,,,,,,,1,1
9459646,9459646,houseunit,houseunit,324865,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,311,,,,,,,,1,1
9459647,9459647,houseunit,houseunit,314865,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,233,,,,,,,,1,1
9459648,9459648,houseunit,houseunit,308865,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,186,,,,,,,,1,1
9459651,9459651,houseunit,houseunit,284450,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,122,,,,,,,,1,1
9459649,9459649,houseunit,houseunit,noprice,forsale,3830,xl,hyperequipped,2021,asnew,gas,,3,163,,,,,,,,1,
9459650,9459650,houseunit,houseunit,319865,forsale,3830,xl,hyperequipped,2022,asnew,gas,,3,279,,,,,,,,1,1
9459707,9459707,house,villa,2950000,forsale,1640,xl,,,,,,5,3422,,true,,,true,true,3,6,
9459713,9459713,house,house,noprice,forrent,9090,m,,,good,gas,558,3,129,,true,,true,,,,,
9459754,9459754,house,house,noprice,forrent,9970,m,installed,,,gas,423,2,0,,,,,,,1,,
9460066,9460066,house,apartmentblock,349000,forsale,7100,xl,installed,,good,gas,104,3,0,true,true,,true,,,1,1,
9460067,9460067,house,house,noprice,forsale,7170,xl,installed,,good,gas,278,3,61,,true,,true,,,1,1,
9460068,9460068,house,house,179999,forsale,6030,xl,installed,1960,tobedoneup,fueloil,388,3,1200,true,true,653,,,,,1,
9460070,9460070,house,house,noprice,forsale,7100,xl,notinstalled,,torenovate,gas,336,2,65,true,true,,,,,,,
9460069,9460069,house,house,noprice,forsale,7170,xl,semiequipped,,tobedoneup,gas,780,2,240,true,,150,true,true,,,1,
9460071,9460071,house,house,noprice,forsale,7170,xl,installed,,good,gas,451,2,70,,,,true,,,,,
9460155,9460155,house,house,646000,forsale,03590,l,usainstalled,,,,,3,1,,,,true,,true,,,
9460105,9460105,house,house,noprice,forsale,2640,l,installed,1955,,gas,420,3,84,,true,,true,,,,,
9460199,9460199,house,villa,733255,forsale,03590,l,,,,,,4,1,,,,true,,true,,,
9460183,9460183,house,villa,690000,forsale,03189,l,usainstalled,,,,,3,598,,,,true,,true,,,
9460283,9460283,house,house,noprice,forsale,4053,xl,notinstalled,1958,,fueloil,462,3,598,,true,,true,,,,,
9460487,9460487,housegroup,housegroup,599000-629000,forsale,2970,m,,,,,,,,,,,,,,,,1
9460489,9460489,houseunit,houseunit,629000,forsale,2970,m,installed,,,,,5,954,,,700,true,,,1,,1
9575542,9575542,house,chalet,300000,forsale,30720,xl,,,asnew,,,3,162,,,,true,,true,,1,
9460506,9460506,house,house,noprice,forsale,4041,m,semiequipped,,good,gas,522,3,214,,true,159,true,,,,,
9575311,9575311,house,house,noprice,forsale,2300,m,,1960,,,215,2,272,true,,,,,,1,,
9460488,9460488,houseunit,houseunit,599000,forsale,2970,m,installed,,,,,5,500,,,300,true,,,1,,1
9575579,9575579,house,villa,260000,forsale,7830,m,installed,1976,good,gas,519,3,1148,true,,1100,true,,,1,6,
9575798,9575798,house,exceptionalproperty,noprice,forsale,5575,xl,usainstalled,,asnew,fueloil,209,7,2031,,,1717,true,true,,,1,
9575799,9575799,house,otherproperty,noprice,forsale,6880,xl,,,torenovate,,,1,1020,,,600,true,,,,6,
9575963,9575963,house,villa,noprice,forsale,8000,xl,installed,2015,asnew,gas,142,4,515,true,,205,true,true,,2,3,
9575872,9575872,house,house,noprice,forsale,9470,m,hyperequipped,,,gas,346,4,751,true,true,751,true,true,,1,2,
9575913,9575913,house,villa,noprice,forsale,5020,xl,installed,,,electric,437,4,2290,,,2000,true,,,1,,
9576040,9576040,house,villa,270000,forsale,7040,m,installed,1968,good,fueloil,705,3,5442,,,,true,true,,,,
9575916,9575916,house,house,noprice,forsale,1180,m,installed,1952,,gas,364,3,0,,,25,true,,,1,,
9576065,9576065,house,house,282000,forsale,4460,m,,,,gas,,3,181,true,,,,,,,1,1
9576207,9576207,house,house,noprice,forsale,1420,xl,hyperequipped,1956,asnew,gas,160,4,234,true,true,30,true,true,,,1,
9576104,9576104,house,house,297000,forsale,4670,m,,,,gas,,3,611,,,,,,,,2,1
9576245,9576245,house,house,noprice,forsale,2250,m,semiequipped,,good,fueloil,517,3,1167,true,true,,true,,,,,
9575978,9575978,house,house,noprice,forsale,8740,m,,1997,good,gas,136,3,1134,,,,true,true,,,,
9576283,9576283,house,house,395000,forsale,8790,l,installed,1965,good,,454,5,261,,,,,,,,,
9576251,9576251,house,house,417500,forsale,8581,m,hyperequipped,,,,,3,390,,true,278,true,,,,2,1
9576098,9576098,house,manorhouse,1450000,forsale,04553,m,installed,1980,asnew,gas,,5,11110,true,,,true,true,,2,,
9576584,9576584,house,house,463000,forsale,59000,m,,1920,,gas,161,6,0,,true,,true,,,,,
9576070,9576070,house,house,noprice,forsale,8560,m,installed,,good,gas,642,3,351,true,true,,true,,,,,
9576841,9576841,house,house,noprice,forsale,4460,l,,,tobedoneup,gas,462,2,215,true,,130,true,,,,,
9576291,9576291,house,house,noprice,forrent,2230,l,,1978,,fueloil,396,3,800,,,,true,true,,,,
9576652,9576652,house,house,noprice,forsale,4031,l,,,torestore,gas,592,2,25,,true,,,,,,,
9576605,9576605,house,house,noprice,forsale,3720,l,,1962,,fueloil,595,3,689,,true,,,,,,,
9576300,9576300,house,house,noprice,forsale,4190,m,semiequipped,,torestore,fueloil,309,3,599,,true,599,,,,2,,
9576847,9576847,house,mansion,2100000,forsale,92160,m,,,,,113,6,0,,,,,,,,,
9577076,9577076,house,house,noprice,forsale,1490,xl,installed,1906,justrenovated,fueloil,394,3,500,,true,,true,true,,1,2,
9577115,9577115,house,house,550061,forsale,4260,l,,,,,,4,5652,,,,,,,,,1
9576944,9576944,house,house,369000,forsale,2610,m,installed,,,,,2,118,,,55,true,,,,,1
9577116,9577116,house,house,332215,forsale,4260,l,,,,,,3,700,,,,,,,,,1
9577185,9577185,house,house,noprice,forsale,2580,m,installed,1962,good,fueloil,877,2,372,,,,,,,1,,
9577122,9577122,house,house,387264,forsale,4217,l,,,,,,4,1354,,,,,,,,,1
9577184,9577184,house,house,299000,forsale,3200,m,,1967,good,,791,3,1970,,,,,,,,,
9577303,9577303,house,apartmentblock,350000,forsale,2830,m,installed,,justrenovated,gas,,2,0,,,,,,,,,
9577069,9577069,house,house,1500000,forsale,6940,xl,installed,2014,good,pellet,107,4,10133,,,,,,,1,15,
9577248,9577248,house,house,noprice,forsale,7864,xl,,,asnew,fueloil,211,3,563,,true,,true,true,,1,1,
9577208,9577208,houseunit,houseunit,noprice,forsale,7000,xl,,,,,,3,305,,,,,,,1,,
9577379,9577379,house,house,noprice,forsale,8870,xl,installed,1994,asnew,fueloil,250,3,1448,,,,true,,,1,,
9577428,9577428,house,house,330346,forsale,3800,xl,installed,2021,,gas,,3,150,,,,true,,,,,1
9577429,9577429,house,house,291968,forsale,3800,xl,installed,2021,,gas,,3,150,,,,true,,,,,1
9577431,9577431,house,house,341493,forsale,3800,xl,installed,2020,,gas,,4,150,,,,,,,1,,1
9577430,9577430,house,house,297348,forsale,3800,xl,installed,2021,,gas,,3,161,,,,,,,,,1
9577432,9577432,house,house,340347,forsale,3800,xl,installed,2020,,gas,,3,150,,,,,true,,1,,1
9577434,9577434,house,house,320039,forsale,3800,xl,installed,2020,,gas,,3,150,,,,,,,1,,1
9577433,9577433,house,house,339325,forsale,3800,xl,installed,2020,,gas,,3,150,,,,,true,,1,,1
9577435,9577435,house,house,340347,forsale,3800,xl,installed,2020,,gas,,3,150,,,,,true,,1,,1
9577437,9577437,house,house,327440,forsale,3800,xl,installed,2021,,gas,,3,172,,,,,,,,,1
9577436,9577436,house,house,349296,forsale,3800,xl,installed,2020,,gas,,3,150,,,,,true,,1,,1
9577438,9577438,house,house,297348,forsale,3800,xl,installed,2021,,gas,,3,172,,,,,,,,,1
9577439,9577439,house,house,314576,forsale,3800,xl,installed,2021,,gas,,3,161,,,,,,,,,1
9577467,9577467,house,villa,4400,forrent,3090,xl,hyperequipped,1972,asnew,gas,166,4,7500,true,true,7500,true,true,,1,9,
9577686,9577686,house,castle,4500000,forsale,73800,m,,,good,,,14,70000,,,66000,true,,,1,40,
9577454,9577454,house,apartmentblock,845000,forsale,1040,xl,installed,1930,tobedoneup,gas,378,7,135,,true,52,true,,,,,
9577440,9577440,house,house,348217,forsale,3800,xl,installed,2020,,gas,,4,150,,,,,,,1,,1
9577787,9577787,house,house,325000,forsale,4420,l,,,asnew,gas,147,4,0,,,35,true,,,1,,
9577894,9577894,house,house,noprice,forsale,9550,xl,installed,,good,gas,133,4,585,true,true,250,true,,,1,1,
9578157,9578157,house,apartmentblock,noprice,forsale,5590,l,installed,,good,electric,369,8,470,,true,,true,true,,,,
9577948,9577948,house,villa,noprice,forsale,1390,xl,hyperequipped,1950,asnew,fueloil,313,3,1859,,true,1859,true,true,,2,10,
9578261,9578261,house,house,noprice,forsale,1780,m,installed,1930,,fueloil,354,3,143,,true,,,,,,,
9577912,9577912,house,villa,noprice,forsale,5001,m,installed,1974,good,gas,321,4,620,,,620,true,,,1,1,
9578280,9578280,house,bungalow,145000,forsale,09400,l,hyperequipped,,,,,2,700,,,,,,,,,
9578281,9578281,house,bungalow,165000,forsale,09270,l,hyperequipped,,,,,3,700,,,,,,,,,
9578278,9578278,house,house,175000,forsale,09270,l,hyperequipped,,,,,4,700,,,,,,,,2,
9578279,9578279,house,house,175000,forsale,09400,l,hyperequipped,,,,,4,700,,,,,,,,,
9578283,9578283,house,villa,185000,forsale,09270,l,hyperequipped,,,,,4,700,,,,,,,,,
9578284,9578284,house,house,175000,forsale,09270,l,hyperequipped,,,,,4,500,,,,,,,,,
9578282,9578282,house,bungalow,165000,forsale,48400,l,,,,,,3,700,,,,,,,,,
9578332,9578332,house,house,noprice,forsale,9060,l,notinstalled,,torenovate,gas,,3,150,true,,,,,,2,,
9578528,9578528,house,house,10000,forsale,6141,l,installed,,,gas,573,3,500,,true,,,,,,,
9578524,9578524,houseunit,houseunit,599000,forsale,2970,m,installed,,,,,5,500,,,300,true,,,1,,1
9578894,9578894,house,house,noprice,forsale,4530,m,installed,,good,fueloil,449,4,380,,,,,,,2,,
9578787,9578787,house,mixedusebuilding,790000,forsale,7000,m,installed,,torenovate,gas,1735,18,580,,true,,,,,6,,
9578605,9578605,house,house,315000,forsale,4432,m,,1999,tobedoneup,,255,4,1200,,true,1000,true,,,3,4,
9579013,9579013,house,castle,430000,forsale,6200,l,installed,,,fueloil,344,2,25000,,,,,,,,,
9578968,9578968,house,apartmentblock,430000,forsale,6200,l,installed,,,fueloil,344,2,25000,,,,,,,,,
9579147,9579147,house,apartmentblock,500000,forsale,1300,m,semiequipped,,tobedoneup,gas,1155,7,386,,,,,,,4,,
9579160,9579160,housegroup,housegroup,292686-324981,forsale,8800,l,,,,,,,,,,,,,,,,1
9578941,9578941,house,house,350000,forsale,6852,m,installed,1969,,,281,3,2195,,true,,true,,,2,,
9579165,9579165,houseunit,houseunit,293273,forsale,8800,l,,,,,,3,165,,,,,,,,,1
9579163,9579163,houseunit,houseunit,noprice,forsale,8800,l,,,,,,3,233,,,,,,,,,
9579246,9579246,houseunit,houseunit,noprice,forsale,3520,xl,,,,,,3,320,,,,,,,,,
9579164,9579164,houseunit,houseunit,292686,forsale,8800,l,,,,,,3,163,,,,,,,,,1
9579166,9579166,houseunit,houseunit,324981,forsale,8800,l,,,,,,3,261,,,,,,,,,1
9579247,9579247,houseunit,houseunit,noprice,forsale,3520,xl,,,,,,3,323,,,,,,,,,
9579248,9579248,houseunit,houseunit,noprice,forsale,3520,xl,,,,,,3,326,,,,,,,,,
9579249,9579249,houseunit,houseunit,noprice,forsale,3520,xl,,,,,,3,329,,,,,,,,,
9579254,9579254,housegroup,housegroup,noprice,forsale,4621,xl,,,,,,,,,,,,,,,,1
9579255,9579255,houseunit,houseunit,noprice,forsale,4621,xl,,,,,,3,634,,,,true,,,1,,
9579256,9579256,houseunit,houseunit,noprice,forsale,4621,xl,,,,,,3,520,,,,true,,,1,,
9579268,9579268,house,apartmentblock,349000,forsale,9300,l,,,,,,0,0,,,,,,,,,
9579415,9579415,house,house,noprice,forsale,8501,xl,,2018,asnew,,64.71,3,305,,,,,,,,,
9579497,9579497,house,house,1480000,forsale,1150,xl,hyperequipped,1932,asnew,gas,214,7,1750,,true,1600,true,,true,2,5,
9579836,9579836,house,house,noprice,forsale,3730,l,hyperequipped,2021,good,gas,,3,171,,,,,,,,,
9580114,9580114,house,house,noprice,forsale,8560,m,installed,,good,,830,3,770,true,true,,true,,,1,,
9579670,9579670,house,house,noprice,forsale,5060,m,hyperequipped,,good,fueloil,335,4,572,true,,380,true,,,1,,
9579510,9579510,house,house,378950,forsale,1760,m,usahyperequipped,2023,asnew,gas,1,3,0,,,120,true,,,,22,1
9580115,9580115,house,house,noprice,forsale,8501,m,installed,,asnew,gas,43,3,209,,,,,,,,,
9579963,9579963,house,house,noprice,forsale,1740,m,hyperequipped,2004,good,gas,136,3,242,true,,242,true,true,,,2,
9580140,9580140,house,house,noprice,forrent,9880,l,installed,2008,asnew,,156.75,4,0,,,,,,,1,,
9580145,9580145,house,house,noprice,forsale,9060,l,notinstalled,,torenovate,gas,764,2,360,,,,,,,,,
9580264,9580264,house,house,noprice,forsale,7712,m,,,,gas,232,3,0,,,,,,,,,
9580262,9580262,house,house,329000,forsale,7500,m,,,,fueloil,632,4,1075,,true,585,,,,1,5,
9580261,9580261,house,house,329000,forsale,7530,m,,,,fueloil,632,4,1075,,true,585,,,,1,5,
9580459,9580459,house,townhouse,noprice,forrent,8420,m,hyperequipped,1993,asnew,electric,411,3,100,,,,true,,,1,1,
9580258,9580258,house,house,noprice,forsale,9500,m,,,torenovate,gas,513,1,30,true,,,,,,,,
9580558,9580558,house,house,159000,forsale,7700,m,installed,,good,gas,571,3,167,true,true,,true,,,,,
9460847,9460847,house,house,noprice,forsale,7020,l,hyperequipped,,good,gas,360,3,264,,,,true,,,,2,
9460566,9460566,house,house,239000,forsale,3270,l,semiequipped,1940,good,gas,232,4,112,,,,,,,,,
9460859,9460859,house,farmhouse,339000,forsale,4300,xl,,,tobedoneup,fueloil,462,2,1620,,,,,,,1,,
9460883,9460883,house,house,noprice,forsale,6180,l,installed,1912,,fueloil,283,4,2800,,true,,,,,2,,
9461051,9461051,house,house,235000,forsale,4031,xl,notinstalled,,tobedoneup,gas,357,5,0,,true,,true,,,,,
9461226,9461226,house,house,noprice,forsale,2880,m,hyperequipped,1934,tobedoneup,gas,497,3,128,,true,36,,,,,,
9461237,9461237,house,house,noprice,forsale,9900,l,,2014,,gas,71,3,265,,,,,,,,,
9461091,9461091,house,house,noprice,forsale,5100,m,installed,2008,,electric,614,2,154,,,,true,true,,,1,
9461675,9461675,house,house,noprice,forsale,8970,m,installed,,good,gas,575,5,531,,,,true,,,,1,
9461571,9461571,house,apartmentblock,1700000,forsale,6720,l,hyperequipped,,asnew,fueloil,98,15,0,,,,true,,,1,10,
9461300,9461300,house,house,noprice,forsale,9120,xl,,,torenovate,,649,4,320,,true,,true,,,1,2,
9461530,9461530,house,apartmentblock,noprice,forsale,7100,xl,,2011,asnew,gas,260,4,248,true,,,true,,,,,
9461808,9461808,house,house,noprice,forsale,1360,l,installed,1950,good,fueloil,293,4,780,,true,600,true,true,,1,3,
9461843,9461843,house,house,noprice,forsale,4990,l,notinstalled,,,gas,407,4,1260,,,,,,,1,2,
9461968,9461968,house,house,noprice,forsale,1800,l,,,,,179,3,0,,,,,,,,,
9462209,9462209,house,house,noprice,forsale,1800,l,,,,,179,3,0,,,,,,,,,
9462182,9462182,house,house,noprice,forsale,5580,xl,semiequipped,1933,torenovate,fueloil,439,2,321,,,,true,true,,2,,
9462643,9462643,house,house,noprice,forsale,5580,xl,notinstalled,1899,torenovate,pellet,990,3,216,,,,true,,,1,2,
9462697,9462697,house,villa,832000,forsale,03726,l,usainstalled,,,,,3,1,,,,true,,true,,,
9462715,9462715,house,villa,860000,forsale,03726,l,usainstalled,,,,,3,708,,,,true,,true,,,
9462761,9462761,house,villa,904400,forsale,03726,l,usainstalled,,,,,4,1,,,,true,,true,,,
9462792,9462792,house,villa,915000,forsale,03726,l,usainstalled,,,,,3,1,,,,true,,true,,,
9462821,9462821,house,villa,1534500,forsale,03726,l,usainstalled,,,,,3,1,,,,true,,true,,,
9462722,9462722,house,house,255000,forsale,9300,m,semiequipped,1964,torenovate,fueloil,589,3,1005,true,true,700,true,,,,5,
9462956,9462956,house,house,noprice,forsale,1000,xl,,,torenovate,gas,,0,160,,true,,,,,,,
9462930,9462930,house,villa,1662500,forsale,03726,l,usainstalled,,,,,4,1,,,,true,,true,,,
9463095,9463095,housegroup,housegroup,noprice,forsale,9070,m,,,,,,,,,,,,,,,,
9463096,9463096,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,277,,,,true,,,,,
9463097,9463097,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,278,,,,true,,,,,
9463100,9463100,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,281,,,,true,,,,,
9463098,9463098,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,280,,,,true,,,,,
9463099,9463099,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,281,,,,true,,,,,
9463101,9463101,houseunit,houseunit,noprice,forsale,9070,m,,,,gas,,3,281,,,,true,,,,,
9463141,9463141,house,house,noprice,forsale,2400,m,hyperequipped,,asnew,gas,94,3,0,true,true,,true,,,1,1,
9463386,9463386,house,house,noprice,forsale,9185,l,installed,1956,asnew,gas,169,4,511,,,,true,,,,,
9463212,9463212,house,apartmentblock,noprice,forsale,4020,l,installed,1915,tobedoneup,gas,619,5,589,true,true,300,true,,,1,5,
9463702,9463702,house,house,325000,forsale,5560,m,installed,,good,fueloil,109,2,131,,,,true,,,1,,
9463860,9463860,housegroup,housegroup,385900-437600,forsale,3370,xl,,,,,,,,,,,,,,,,1
9463861,9463861,houseunit,houseunit,noprice,forsale,3370,xl,hyperequipped,2021,asnew,gas,,3,451,,,,,,,,,
9463862,9463862,houseunit,houseunit,437600,forsale,3370,xl,hyperequipped,2021,asnew,gas,,3,466,,,,,,,,,1
9463865,9463865,houseunit,houseunit,385900,forsale,3370,xl,hyperequipped,2021,asnew,gas,,3,319,,,,,,,,,1
9463863,9463863,houseunit,houseunit,427600,forsale,3370,xl,hyperequipped,2021,asnew,gas,,3,443,,,,,,,,,1
9463864,9463864,houseunit,houseunit,noprice,forsale,3370,xl,hyperequipped,2021,asnew,gas,,3,404,,,,,,,,,
9463871,9463871,house,house,noprice,forrent,8810,l,installed,2012,good,fueloil,123,3,484,,,,,,,1,,
9463902,9463902,house,house,noprice,forsale,7520,m,notinstalled,,,fueloil,499,4,750,,true,,,,,1,,
9463881,9463881,housegroup,housegroup,noprice,forsale,9500,xl,,,,,,,,,,,,,,,,
9464514,9464514,house,house,noprice,forsale,6660,xl,installed,,good,pellet,372,3,0,,true,,,true,,,,
9464556,9464556,house,house,125000,forsale,7370,m,installed,,tobedoneup,fueloil,448,2,160,true,true,,,true,,,,
9464101,9464101,house,house,noprice,forsale,4360,m,,,good,fueloil,553,4,1063,,true,,true,,,1,6,
9464360,9464360,house,house,noprice,forsale,9400,m,semiequipped,1930,tobedoneup,pellet,298,2,248,true,,248,true,,,,,
9464245,9464245,house,house,145000,forsale,6180,l,installed,,tobedoneup,fueloil,496,2,247,true,true,,true,,,,,
9464608,9464608,house,villa,315900,forsale,03189,m,usahyperequipped,2021,asnew,,,3,0,,,,true,,true,,1,
9464712,9464712,house,house,noprice,forsale,7711,m,,,,gas,201,3,0,,true,,,,,1,,
9464720,9464720,house,house,839000,forsale,9690,m,,,asnew,,227,3,1500,,true,,true,true,,,,
9464754,9464754,house,house,noprice,forsale,6900,m,semiequipped,1932,justrenovated,fueloil,402,4,700,,true,700,true,,,2,4,
9464839,9464839,house,house,noprice,forsale,3271,xl,semiequipped,,tobedoneup,gas,233,2,668,true,true,400,,,,,1,
9464835,9464835,house,house,550000,forsale,09656,m,,1969,torenovate,electric,,2,1334,,true,,true,,,2,3,
9465317,9465317,house,house,noprice,forsale,8000,xl,,,good,,434,4,100,,,,true,,,,,
9465384,9465384,house,house,noprice,forsale,9030,m,installed,1958,,gas,198,3,129,,true,,,,,,,
9465377,9465377,house,countrycottage,noprice,forsale,9930,m,hyperequipped,1830,,fueloil,411,6,10413,,true,,,,,,6,
9465455,9465455,house,house,464282,forsale,1315,l,,,,,,4,3364,,,,,,,,,1
9465568,9465568,house,house,798000,forsale,50700,m,,,,,152,5,49805,,,,,,,,,
9465457,9465457,house,house,475543,forsale,1315,l,,,,,,3,3364,,,,,,,,,1
9465562,9465562,house,mixedusebuilding,235000,forsale,1547,xl,installed,1967,,gas,266,1,187,,true,,,true,,,,
9465962,9465962,house,villa,235000,forsale,30710,m,,,asnew,,,3,116,,,,true,,,,,
9465569,9465569,house,house,noprice,forsale,9570,xl,installed,,asnew,gas,331,4,1581,true,true,1050,,,,1,,
9465961,9465961,house,villa,309900,forsale,03189,m,,,asnew,,,3,226,,,,true,,,,2,
9465590,9465590,house,house,noprice,forsale,8300,m,,,justrenovated,,132,4,124,,,,,,,,,
9466111,9466111,house,house,noprice,forrent,4840,l,hyperequipped,,asnew,gas,301,1,0,,true,,,true,,,,
9466103,9466103,house,house,275000,forsale,1030,m,notinstalled,,torenovate,gas,529,0,112,true,true,40,,true,,,,
9466119,9466119,houseunit,houseunit,332400,forsale,8791,xl,,,asnew,,,2,293,,,,,,,,,1
9466121,9466121,houseunit,houseunit,329400,forsale,8791,xl,,,asnew,,,2,268,,,,,,,,,1
9466117,9466117,housegroup,housegroup,329400-333400,forsale,8791,xl,,,,,,,,,,,,,,,,1
9466120,9466120,houseunit,houseunit,333400,forsale,8791,xl,,,asnew,,,2,302,,,,,,,,,1
9466122,9466122,houseunit,houseunit,329400,forsale,8791,xl,,,asnew,,,2,267,,,,,,,,,1
9466124,9466124,houseunit,houseunit,noprice,forsale,8791,xl,,,asnew,,,3,164,,,,,,,,,
