,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318043,villa,210000,33610,,,,,3,400,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318050,villa,270000,33610,,,,,3,365,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318054,villa,2300000,03170,,,,,5,1723,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318056,villa,850000,03509,,,,,3,454,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318059,villa,243850,30740,,,,,3,120,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318060,villa,372000,30739,,,,,3,214,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318064,villa,339000,04620,,,,,3,230,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318065,villa,1601250,03590,,,,,3,1046,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318067,villa,324000,03159,,,,,3,218,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318068,house,201000,03130,,,,,3,110,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318130,house,noprice,9120,,1991,tobedoneup,,4,960,true,,true,,1,3
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318075,house,179000,03380,,,,,3,105,,,,true,,
