,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
7685370,7685370,house,house,noprice,forsale,3290,m,,,good,,226,2,76,,,,true,,,,,
7687129,7687129,house,villa,noprice,forsale,8300,m,,1975,torenovate,gas,276,4,1258,,,,,,,,,
7687223,7687223,house,house,noprice,forsale,3945,m,installed,1966,good,fueloil,596,3,750,,,286,,,,1,,
7688882,7688882,house,house,noprice,forrent,9990,l,installed,,good,,404,4,0,,,,,,,1,,
7688429,7688429,house,house,noprice,forsale,9230,xl,,,,,241,2,147,,,,,true,,,,
7689103,7689103,house,house,noprice,forsale,4500,xl,installed,1900,good,fueloil,87,4,21170,,true,,true,true,,4,5,
7687225,7687225,house,house,noprice,forsale,3550,m,installed,1960,good,fueloil,495,4,895,,true,384,,,,2,4,
7690992,7690992,house,house,noprice,forsale,1800,l,,,,,1130,2,0,,,,,,,,,
7690618,7690618,house,house,noprice,forsale,9450,m,,,asnew,,587,3,735,,true,,true,,,1,1,
7690565,7690565,house,villa,noprice,forsale,8200,xl,,1965,,,339,5,1037,,true,,true,true,,1,4,
7692938,7692938,house,house,noprice,forsale,4000,m,installed,,good,gas,496,3,150,,,80,true,,,1,,
7693303,7693303,house,house,noprice,forsale,4500,xl,,,torenovate,gas,374,4,240,,true,150,true,,,,,
7694202,7694202,house,house,noprice,forrent,9990,l,,1955,good,,702,2,0,,,,,,,,,
7696250,7696250,house,house,noprice,forsale,4432,l,hyperequipped,,asnew,gas,333,3,227,,true,157,true,,,,2,
7696678,7696678,house,house,noprice,forsale,2830,m,,1918,,,522,2,105,,,,,,,,,
7698241,7698241,house,house,noprice,forsale,9570,xl,,1971,asnew,,471,3,1340,,true,,true,,,1,4,
7702628,7702628,house,house,noprice,forsale,1800,l,,2009,,,100,4,173,,,,,,,,,
7699822,7699822,houseunit,houseunit,noprice,forsale,1300,xl,,,,,,3,848,,,,,,,1,,
7698026,7698026,house,house,noprice,forsale,8420,xl,,2009,asnew,,116,4,125,,,,,,,,1,
7704009,7704009,house,apartmentblock,noprice,forsale,4500,xl,installed,,good,gas,489,5,580,,true,,,,,,,
7704519,7704519,house,manorhouse,2295000,forsale,4503gb,l,installed,2000,asnew,,,6,39250,,,,,,true,3,,
7708764,7708764,house,house,noprice,forsale,4000,m,,,torenovate,gas,453,2,0,true,true,,,,,,,
7704936,7704936,house,house,noprice,forsale,9620,xl,,1951,asnew,fueloil,557,2,615,true,true,,,true,,1,,
7704520,7704520,house,house,noprice,forsale,4504ab,l,,1949,,,,3,729,,,413,,,,,1,
7710756,7710756,house,house,noprice,forrent,1800,l,,,,,245,0,0,,,,,,,,,
7710610,7710610,house,villa,noprice,forsale,1750,xl,installed,1987,good,,239,4,1147,,true,,,,,1,,
7710166,7710166,house,house,5850000,forsale,2950,xl,hyperequipped,2015,asnew,,61,5,9312,,true,9000,true,true,true,4,,
7711878,7711878,house,house,noprice,forsale,8000,xl,,1976,,,498,3,609,,,,true,true,,1,1,
7712330,7712330,house,house,noprice,forsale,8490,xl,installed,1978,good,,291,4,148,,,105,,,,1,,
7716981,7716981,house,house,noprice,forsale,1140,l,,1956,,,243,4,117,,,,,,,,,
7713058,7713058,house,house,noprice,forsale,4500,xl,,,tobedoneup,gas,511,2,27,,,,,true,,1,,
7713498,7713498,house,house,noprice,forsale,8000,xl,,1967,torenovate,,747,3,227,,,,,,,1,,
7713084,7713084,house,house,noprice,forsale,5190,m,semiequipped,,tobedoneup,fueloil,368,3,150,true,true,20,true,true,,1,,
7714613,7714613,house,house,980,forsale,7130,l,hyperequipped,,justrenovated,gas,280,3,150,true,true,50,true,true,,,,
7717868,7717868,house,otherproperty,noprice,forsale,4287,l,,,torestore,,,0,10622,,,,,,,,,
7718027,7718027,house,house,noprice,forsale,8370,xl,,,asnew,,131,4,85,,,,true,,,,,
7717046,7717046,house,house,noprice,forsale,8450,xl,installed,,good,,516,3,180,,,96,,,,,,
7718029,7718029,house,house,noprice,forsale,8370,xl,,,asnew,,468,3,120,,,,true,,,,,
7718563,7718563,house,house,noprice,forsale,8490,xl,,1971,,,506,3,881,,,,true,,,1,1,
7720397,7720397,house,villa,noprice,forsale,4920,l,,1998,asnew,,235,4,3628,,,3500,true,,,1,,
7719103,7719103,house,house,noprice,forsale,3550,m,installed,1960,good,fueloil,411,4,486,,true,330,true,,,1,2,
7720894,7720894,house,house,noprice,forsale,8460,xl,installed,1947,good,,201,3,0,,true,,,,,,,
7720896,7720896,house,house,noprice,forsale,8460,xl,installed,1947,good,,199,3,0,,true,,,,,,,
7723976,7723976,house,house,noprice,forsale,4500,xl,,,torenovate,,,2,0,,,,,,,,,
7721720,7721720,house,house,noprice,forsale,1800,l,,,,,431,2,40,,,,,,,,,
7720897,7720897,house,house,noprice,forsale,8460,xl,installed,1947,good,,188,2,0,,,,,,,,,
7725246,7725246,house,house,noprice,forsale,4500,xl,,,,fueloil,404,2,0,,,,,,,2,,
7728040,7728040,house,house,noprice,forsale,9000,l,,,asnew,gas,189,3,136,,,,true,true,,,,
7724257,7724257,house,house,noprice,forsale,3582,m,installed,1977,good,gas,333,2,414,,,71,true,,,2,1,
9629315,9629315,house,house,noprice,forsale,7700,m,,,,,,3,0,,true,,true,,,1,,
9629376,9629376,house,house,noprice,forsale,2060,l,usasemiequipped,,,gas,490,4,90,,true,,true,,,,,
9629393,9629393,house,exceptionalproperty,noprice,forrent,8300,xl,,2021,asnew,gas,,5,720,,,,true,,,2,2,
7728354,7728354,house,house,noprice,forsale,3550,m,,1974,good,gas,301,4,764,,true,298,true,,,1,2,
9630006,9630006,house,mixedusebuilding,120000,forsale,6220,m,,,torenovate,,224,2,90,,,,,,,,,
9629670,9629670,house,house,noprice,forsale,9320,xl,installed,,good,,599,3,240,true,,70,true,true,,1,1,
9629989,9629989,house,house,noprice,forsale,1331,xl,usahyperequipped,1978,asnew,electric,379,3,400,true,true,400,true,,,2,3,
9629897,9629897,house,house,noprice,forsale,5060,l,semiequipped,,,,700,2,1550,,true,1200,true,true,,1,2,
9630007,9630007,house,mixedusebuilding,120000,forsale,6220,m,,,torenovate,,224,2,90,,,,,,,,,
9630133,9630133,house,house,noprice,forsale,9470,m,hyperequipped,1958,justrenovated,gas,911,3,770,true,true,390,true,,,,6,
9630140,9630140,house,house,265000,forsale,4101,l,,,asnew,,,4,1500,,true,,true,true,,1,3,1
9630156,9630156,house,house,230000,forsale,5031,xl,semiequipped,,good,electric,528,2,820,true,,,true,,,1,3,
9630246,9630246,house,house,250000,forsale,5620,m,installed,1875,good,fueloil,377,5,2849,true,true,,true,true,,1,1,
9630521,9630521,house,house,noprice,forrent,8400,xl,,,good,,271,2,0,,,,,,,,,
9630269,9630269,house,house,noprice,forsale,6747,xl,installed,1830,,electric,292,1,0,,true,225,,,,,,
9630443,9630443,house,house,150000,forsale,5380,xl,,,,,511,4,1469,,,,,,,,,
9630304,9630304,house,house,245000,forsale,3550,xl,,1952,torenovate,,404,2,285,,true,,,,,,,
9630580,9630580,house,mixedusebuilding,395000,forsale,1435,m,installed,,justrenovated,gas,,0,678,,true,,,true,,,9,
9630792,9630792,house,house,noprice,forsale,6810,xl,,1918,tobedoneup,fueloil,,3,1951,,true,,,,,,,
9630743,9630743,house,bungalow,noprice,forsale,8670,xl,semiequipped,,tobedoneup,gas,,3,0,,,,true,,,,1,
9630633,9630633,house,villa,noprice,forsale,6700,xl,,2010,,,97,4,1068,,,,,true,,,,
9630964,9630964,house,house,199999,forsale,4051,xl,installed,,good,gas,,6,224,,,150,true,,,,,
9630997,9630997,house,house,noprice,forsale,6811,xl,,1990,justrenovated,electric,,3,1995,,true,,,,,,,
9631048,9631048,house,villa,noprice,forrent,8930,m,installed,,good,gas,374,2,592,true,true,,true,,,1,1,
9630812,9630812,house,apartmentblock,209000,forsale,6041,m,installed,,good,gas,403,5,389,true,true,,true,true,,1,,
9631117,9631117,house,townhouse,255000,forsale,8400,xl,,2022,,gas,,3,63,,,,true,,,,,
9631165,9631165,house,house,noprice,forsale,9500,m,hyperequipped,1964,good,gas,310,3,1210,,true,,true,true,,2,6,
9631210,9631210,house,otherproperty,495000,forsale,5370,xl,,1899,good,fueloil,297,4,1520,,,,,true,,,,
9631335,9631335,house,house,noprice,forsale,9040,xl,installed,,good,,259,4,212,,,60,true,,,1,,
9631320,9631320,house,house,noprice,forrent,9000,xl,installed,,good,gas,206,2,0,,true,,true,,,,,
9631249,9631249,house,villa,noprice,forsale,6800,xl,hyperequipped,1991,good,fueloil,354,5,4959,,true,,true,true,true,,,
9631372,9631372,house,house,noprice,forsale,1800,l,,,,,258,3,90,,true,,,,,,,
9631384,9631384,house,house,275000,forsale,4000,m,notinstalled,,,gas,212,2,0,,,,true,,,,,
9631373,9631373,house,house,noprice,forsale,1800,l,,1999,,,127,4,320,,,,,,,1,1,
9631748,9631748,house,house,335000,forsale,9402,xl,,1951,good,,383,3,1237,,,,,,,,,
9631815,9631815,house,house,noprice,forsale,8211,m,,1974,good,fueloil,594,3,677,,true,,true,,,,1,
9631841,9631841,houseunit,houseunit,364500,forsale,3520,xl,,,,,,3,585,,,,,,,,,1
9631580,9631580,house,apartmentblock,649000,forsale,1190,l,,,asnew,gas,210,0,50,,,,true,,,,,
9631834,9631834,house,house,noprice,forsale,9600,xl,,,asnew,,548,3,180,true,,115,,,,,,
9631857,9631857,house,house,noprice,forsale,9550,xl,installed,2016,asnew,,,2,139,,,,true,,,,1,
9631874,9631874,house,house,noprice,forsale,9270,xl,,1900,torenovate,gas,798,2,365,,,,,,,1,,
9631876,9631876,house,villa,980000,forsale,03169,l,,2022,,,,3,465,,,,true,,true,2,,
9632017,9632017,house,house,noprice,forsale,9230,m,installed,,asnew,electric,272,3,56,,,,,,,,,
9631952,9631952,house,house,noprice,forsale,3665,m,,1954,asnew,,511,2,381,,,,,,,,,
9632237,9632237,house,mixedusebuilding,noprice,forsale,9320,xl,installed,,good,gas,175,4,430,true,true,310,true,true,,,2,
9632364,9632364,house,villa,noprice,forsale,7387,xl,installed,2010,asnew,electric,274,3,774,,,,true,,,1,4,
9632393,9632393,house,house,100000,forsale,7340,m,,,torenovate,fueloil,,2,187,true,,70,true,,,1,1,
9632363,9632363,house,villa,noprice,forsale,7370,xl,installed,2010,asnew,electric,274,3,0,,,,true,,,1,4,
9632413,9632413,house,house,269000,forsale,7900,m,installed,,justrenovated,gas,131,3,206,,true,130,true,,,,1,
9632584,9632584,house,house,650000,forsale,1200,xl,usainstalled,1927,good,gas,443,4,148,,true,70,true,,,,,
9632542,9632542,house,countrycottage,noprice,forsale,3800,l,,1930,good,gas,206,3,1962,,,,,,,,,
9632704,9632704,house,bungalow,noprice,forsale,9401,m,installed,1977,good,fueloil,330,3,497,true,true,155,true,true,,2,3,
9632870,9632870,housegroup,housegroup,325000-399000,forsale,2590,l,,,,,,,,,,,,,,,,1
9632708,9632708,house,villa,noprice,forsale,1600,l,installed,2004,good,gas,177,5,696,,,,true,,,,3,
9632871,9632871,houseunit,houseunit,375000,forsale,2590,l,,2021,,,,3,0,,,49,true,,,,,1
9632872,9632872,houseunit,houseunit,365000,forsale,2590,l,,2021,,,,3,0,,,47,true,,,,,1
9632873,9632873,houseunit,houseunit,325000,forsale,2590,l,,2021,,,,2,0,,,49,true,,,,,1
9632874,9632874,houseunit,houseunit,399000,forsale,2590,l,,2021,,,,3,0,,,59,true,,,,,1
9632875,9632875,houseunit,houseunit,393000,forsale,2590,l,,2021,,,,3,0,,,60,true,,,,,1
9632877,9632877,houseunit,houseunit,347000,forsale,2590,l,,2021,,,,3,0,,,62,true,,,,,1
9632876,9632876,houseunit,houseunit,347000,forsale,2590,l,,2021,,,,3,0,,,62,true,,,,,1
9632878,9632878,houseunit,houseunit,noprice,forsale,2590,l,,2021,,,,3,0,,,157,true,,,,,
9632911,9632911,house,house,346207,forsale,6800,m,,,,,,4,325,,,,,,,,,1
9632962,9632962,house,house,395000,forsale,1400,xl,semiequipped,,good,gas,287,2,120,,true,,,,,1,,
9632963,9632963,house,apartmentblock,395000,forsale,1400,m,semiequipped,,good,gas,287,2,120,,true,,,,,1,,
9632966,9632966,house,mansion,175000,forsale,1495,m,notinstalled,,torestore,,775,3,780,,true,,true,,,1,,
9632983,9632983,house,house,298000,forsale,2430,m,,,,,,3,645,,,,,,,,,1
9632964,9632964,house,apartmentblock,575000,forsale,1080,m,installed,1930,asnew,gas,103,4,86,,true,,true,,,1,1,
9633116,9633116,house,house,noprice,forsale,5000,m,semiequipped,,torenovate,gas,355,3,181,,,,true,,,1,,
9633238,9633238,house,villa,noprice,forsale,6680,m,installed,,tobedoneup,fueloil,414,4,1436,true,true,,,,,,2,
9633118,9633118,house,house,noprice,forsale,7972,m,hyperequipped,,justrenovated,gas,235,3,235,,,108,true,,,,,
9633292,9633292,house,house,17500,forrent,1000,xl,hyperequipped,1928,asnew,gas,,6,0,,true,,true,true,,2,2,
9633306,9633306,house,house,89000,forsale,6030,m,semiequipped,,,gas,710,3,98,true,true,,true,,,,,
9633418,9633418,house,house,650000,forsale,1490,xl,semiequipped,1974,good,electric,382,4,2474,,true,,true,,,1,2,
9633469,9633469,house,house,noprice,forsale,1082,m,notinstalled,1961,justrenovated,gas,,4,193,,,65,,,,1,2,
9633634,9633634,house,house,185000,forsale,6250,m,installed,,,,243,2,0,,,,,,,,,
9633627,9633627,house,house,noprice,forsale,9400,m,installed,1989,good,,244,4,1012,,,,true,true,,1,,
9633528,9633528,house,house,noprice,forsale,6600,xl,,2012,,,106,4,730,,,,true,,,,,
9633646,9633646,house,house,163900,forsale,8430,m,installed,1973,tobedoneup,gas,487,3,158,true,true,55,,,,,,
9633794,9633794,house,house,347500,forsale,8730,m,,2022,,,,3,303,,,,,,,,,1
9633789,9633789,house,house,800000,forsale,9300,m,semiequipped,,tobedoneup,gas,544,9,140,,,,,,,,,
9633795,9633795,house,house,350000,forsale,8730,m,,2022,,,,3,290,,,,,,,,,1
9633808,9633808,house,mixedusebuilding,noprice,forsale,8000,xl,,,asnew,,,0,4899,,,,,,,,,
9633856,9633856,houseunit,houseunit,noprice,forsale,7800,xl,,,,,,3,219,,,,,,,,,
9633857,9633857,houseunit,houseunit,noprice,forsale,7800,xl,,,,,,3,220,,,,,,,,,
9633858,9633858,houseunit,houseunit,noprice,forsale,7800,xl,,,,,,3,350,,,,,,,,,
9633860,9633860,houseunit,houseunit,noprice,forsale,7800,xl,,,,,,3,351,,,,,,,,,
9633859,9633859,houseunit,houseunit,239900,forsale,7800,xl,,,,,,3,219,,,,,,,,,1
9633861,9633861,houseunit,houseunit,261900,forsale,7800,xl,,,,,,3,376,,,,,,,,,1
9633864,9633864,house,house,noprice,forsale,5020,m,,,,,,3,301,,,,true,,,1,,
9633862,9633862,houseunit,houseunit,248900,forsale,7800,xl,,,,,,3,236,,,,,,,,,1
9633863,9633863,houseunit,houseunit,noprice,forsale,7800,xl,,,,,,3,387,,,,,,,,,
9634011,9634011,house,house,noprice,forsale,9185,m,,1978,asnew,gas,343,5,871,,true,,,,,,,
9634165,9634165,house,countrycottage,149500,forsale,6666,m,,,torenovate,,732,4,766,,,,,,,,,
9634091,9634091,house,exceptionalproperty,7000,forrent,1000,xl,hyperequipped,,asnew,gas,227,6,200,,true,50,true,,,1,2,
9634100,9634100,house,house,565601,forsale,3071,l,,,,,,3,594,,,,true,,,1,1,1
9634296,9634296,house,house,730000,forsale,1040,xl,semiequipped,1905,good,gas,271,5,128,,true,40,true,true,,,,
9634305,9634305,house,apartmentblock,415000,forsale,6001,m,,,good,,146,6,0,,,,true,,,,,
9634425,9634425,house,house,145000,forsale,7903,m,installed,,tobedoneup,,750,4,550,,true,,true,,,,,
9634317,9634317,house,countrycottage,noprice,forsale,9500,l,,1785,,,211,4,2620,,true,,,true,,,,
9634316,9634316,house,villa,noprice,forsale,9320,l,,1997,,,339,4,966,,true,,true,true,,1,2,
9634543,9634543,house,apartmentblock,670000,forsale,7000,m,,,justrenovated,,,2,570,,,,,,,11,,
9634664,9634664,house,house,199000,forsale,4700,m,,1850,tobedoneup,gas,332,1,167,true,true,,,,,,,
9057119,9057119,house,villa,noprice,forsale,7543,m,,1960,,fueloil,733,2,800,,true,,true,,,1,,
9634613,9634613,house,house,199000,forsale,6760,l,installed,1960,asnew,fueloil,288,3,170,true,true,,,,,1,1,
9634455,9634455,house,villa,1390000,forsale,1180,xl,usahyperequipped,1928,justrenovated,gas,127,5,590,,true,500,true,,,1,2,
9057147,9057147,house,house,noprice,forsale,1800,l,,1962,,,508,3,315,,,,,,,,,
9057418,9057418,house,house,noprice,forsale,9920,xl,semiequipped,1960,torenovate,fueloil,705,2,410,,true,,,,,1,,
9057505,9057505,house,house,noprice,forsale,8630,m,,1918,torenovate,fueloil,755,2,275,,,,true,,,,,
9057423,9057423,house,house,noprice,forsale,9000,xl,installed,1995,asnew,gas,226,3,135,,,,true,,,1,,
9057726,9057726,house,house,noprice,forsale,7170,xl,semiequipped,,torenovate,pellet,329,2,460,true,true,250,true,,,,1,
9057725,9057725,house,villa,249999,forsale,6150,xl,installed,1988,good,gas,501,3,720,true,true,720,true,,,1,3,
9057858,9057858,house,house,noprice,forrent,9320,xl,installed,,good,gas,413,2,105,true,,,true,,,,1,
9058057,9058057,house,house,159000,forsale,4100,l,,,torenovate,gas,856,2,745,,,690,,,,1,,
9058184,9058184,housegroup,housegroup,225000-225000,forsale,4252,l,,,,,,,,,,,,,,,,1
9058231,9058231,houseunit,houseunit,225000,forsale,4252,l,installed,,,gas,,2,256,,,,true,,,,2,1
9058233,9058233,houseunit,houseunit,225000,forsale,4252,l,installed,,,gas,,2,255,,,,true,,,,2,1
9058245,9058245,house,house,250000,forsale,7140,xl,,,torenovate,gas,680,3,730,,,,,true,,,1,
9058234,9058234,houseunit,houseunit,noprice,forsale,4252,l,installed,,,gas,,2,370,,,,true,,,,2,
9058232,9058232,houseunit,houseunit,noprice,forsale,4252,l,installed,,,gas,,2,255,,,,true,,,,2,
9058305,9058305,house,house,259000,forsale,8900,l,,2021,good,,,4,123,,,,,,,,,
9058334,9058334,houseunit,houseunit,noprice,forsale,4252,l,installed,,,gas,,2,188,,,,true,,,,2,
9058536,9058536,house,house,noprice,forrent,8972,l,installed,,asnew,gas,91,0,0,,,,,,,,,
9058554,9058554,house,house,noprice,forsale,9700,xl,,,,gas,230,2,119,,,,,,,,,
9058335,9058335,houseunit,houseunit,noprice,forsale,4252,l,installed,,,gas,,2,188,,,,true,,,,2,
9058945,9058945,house,house,119000,forsale,7620,m,,,,,575,2,850,,true,,,,,,,
9058571,9058571,house,house,noprice,forsale,4020,m,installed,,good,gas,216,2,0,true,true,,,,,,,
9058844,9058844,house,house,noprice,forsale,7080,xl,installed,,good,gas,320,3,340,true,true,,true,,,,,
9058898,9058898,house,house,248000,forsale,9320,m,installed,1932,good,gas,656,3,780,true,,670,true,true,,,,
9058991,9058991,house,house,85000,forsale,7340,m,notinstalled,,,,65822,2,370,,true,,,,,,,
9058992,9058992,house,house,noprice,forsale,7340,m,notinstalled,,,,336,3,170,,,,,,,,,
9058993,9058993,house,house,72000,forsale,7340,m,notinstalled,,,,57447,2,90,,,,,,,,,
9059033,9059033,house,house,noprice,forsale,2460,m,,,torenovate,,321,3,377,,,,,,,1,1,
9058994,9058994,house,house,150000,forsale,7700,xl,semiequipped,,good,fueloil,218,3,164,,true,,true,true,,,,
9059188,9059188,houseunit,houseunit,noprice,forsale,2590,xl,,,,,,4,216,,,,,,,,,
9059189,9059189,houseunit,houseunit,noprice,forsale,2590,xl,,,,,,4,301,,,,,true,,,,
9059190,9059190,houseunit,houseunit,noprice,forsale,2590,xl,,,,,,4,289,,,,,,,,,
9059191,9059191,houseunit,houseunit,noprice,forsale,2590,xl,,,,,,4,205,,,,,,,,,
9059195,9059195,house,house,noprice,forsale,8750,m,,,,,,3,267,,,,,,,1,,
9059192,9059192,houseunit,houseunit,noprice,forsale,2590,xl,,,,,,4,340,,,,,true,,,,
9059196,9059196,house,house,noprice,forsale,8750,m,,,,,,3,225,,,,,,,1,,
9059197,9059197,house,house,noprice,forsale,8750,m,,,,,,3,288,,,,,,,1,,
9059243,9059243,house,countrycottage,noprice,forsale,3220,xl,,,,,455,4,0,,,,,,,,,
9059862,9059862,house,mixedusebuilding,noprice,forsale,5537,m,hyperequipped,,asnew,gas,137,3,680,,true,,true,,,,30,
9060652,9060652,house,chalet,noprice,forsale,5542,m,,,good,,,2,632,,,,,,,,1,
9059670,9059670,house,house,noprice,forsale,4690,l,usainstalled,,asnew,fueloil,315,3,165,,true,,true,true,,,1,
9059986,9059986,house,house,noprice,forsale,2400,m,semiequipped,,tobedoneup,gas,555,3,425,true,true,,true,,,,,
9060778,9060778,house,house,noprice,forsale,7700,m,,,torenovate,wood,401,2,0,,,,,,,1,,
9060712,9060712,house,house,189900,forsale,7950,xl,,2021,,gas,,3,450,,,,,,,,,1
9060844,9060844,house,house,noprice,forrent,9800,xl,,,,,276,3,0,,true,,,,,1,,
9060806,9060806,house,house,249000,forsale,9050,xl,,1905,,,430,3,59,,,,,,,,,
9061060,9061060,house,house,noprice,forsale,8793,xl,,2009,asnew,gas,,3,199,,,,,,,1,,
9061246,9061246,house,house,287009,forsale,9991,m,installed,2022,asnew,gas,35,3,593,,,,,,,,,1
9061247,9061247,house,house,287009,forsale,9991,m,installed,2022,asnew,gas,35,3,593,,,,,,,,,1
9061320,9061320,house,house,noprice,forsale,9600,xl,,1963,,fueloil,444,5,2030,,true,,,,,,,
9061323,9061323,house,house,noprice,forsale,3500,l,,1980,good,gas,131,3,432,,,,,,,,,
9061282,9061282,house,house,noprice,forsale,9660,xl,installed,1995,asnew,,171,4,620,,,,true,,,1,,
9061426,9061426,house,house,noprice,forrent,8930,m,semiequipped,,,gas,,3,147,true,true,88,true,,,,,
9062046,9062046,house,villa,noprice,forsale,4607,l,usainstalled,,asnew,fueloil,239,4,1269,,true,1170,true,,,,3,
9062129,9062129,house,house,noprice,forsale,5020,xl,installed,1976,good,fueloil,411,2,574,true,true,,true,,,2,1,
9062115,9062115,house,house,noprice,forsale,1380,xl,,,tobedoneup,,436,2,242,true,,,true,true,,,,
9062610,9062610,house,house,noprice,forsale,7700,m,notinstalled,,good,gas,303,3,0,,,,,,,1,,
9062630,9062630,house,house,noprice,forsale,6810,xl,installed,2004,good,fueloil,214,3,2090,,true,,,,,1,,
9062622,9062622,house,house,noprice,forsale,6700,xl,installed,2000,good,fueloil,199,3,1165,,true,,true,,,2,,
9062258,9062258,house,countrycottage,noprice,forsale,8670,xl,hyperequipped,,asnew,gas,122,3,213,true,,,true,,,,,
9062631,9062631,house,house,noprice,forsale,6723,xl,installed,1999,good,fueloil,338,2,3246,,,,,,,1,2,
9063437,9063437,house,house,noprice,forsale,9660,xl,,,,,,3,0,,,,,,,,,
9062642,9062642,house,house,noprice,forsale,6706,xl,semiequipped,,good,electric,326,6,4130,,,,,,,1,,
9062640,9062640,house,house,noprice,forsale,6740,xl,installed,1997,good,fueloil,266,5,738,,true,,true,,,1,2,
9063605,9063605,house,house,noprice,forrent,8530,xl,,,,,333,3,0,,true,20,true,,,,,
9063621,9063621,house,house,noprice,forrent,2260,l,,1931,good,gas,186,2,0,,,,true,,,,,
9063671,9063671,house,house,noprice,forsale,9060,m,,1956,asnew,electric,945,3,0,,,,true,,,2,,
9064075,9064075,house,apartmentblock,1150000,forsale,4000,l,,,asnew,,,5,481,,,,true,,,,,
9064184,9064184,house,villa,noprice,forsale,6110,m,installed,,good,gas,692,4,1440,,true,,true,true,,,3,
9064185,9064185,house,house,noprice,forsale,3800,xl,installed,1963,,fueloil,683,2,76,,,,,,,1,,
9064233,9064233,house,house,288000,forsale,8540,m,,2020,,,,3,259,,,,,,,,,1
9064209,9064209,house,house,2495000,forsale,1180,xl,usahyperequipped,2004,good,gas,197,4,1050,,,,true,,,3,,
9064275,9064275,house,house,noprice,forsale,6200,m,notinstalled,,torenovate,gas,592,3,300,true,true,,,,,,2,
9064675,9064675,house,bungalow,noprice,forsale,4300,m,,1976,good,fueloil,452,3,494,true,,,true,,,1,1,
9064397,9064397,house,house,noprice,forsale,4020,m,,,tobedoneup,,199,3,0,true,true,,true,,,,,
9064813,9064813,house,house,noprice,forsale,5060,l,installed,,good,,675,3,0,true,true,,,,,2,1,
9065323,9065323,house,countrycottage,noprice,forsale,9831,xl,installed,,justrenovated,fueloil,454,2,1073,,,,,,,1,2,
9065636,9065636,house,house,390577,forsale,8790,l,,,,,,3,252,,,,,,,,,
9065339,9065339,house,bungalow,noprice,forsale,3730,m,installed,1973,good,,444,3,570,,,390,true,,,,2,
9065633,9065633,house,house,411607,forsale,8790,l,,,,,,3,282,,,,,,,,,
9065393,9065393,house,house,noprice,forsale,2440,m,,1974,torenovate,gas,514,3,510,,true,,,,,1,,
9065657,9065657,house,mixedusebuilding,699000,forsale,3945,m,installed,1987,good,gas,492,4,1087,,,,,,,1,,
9065967,9065967,house,house,289990,forsale,03189,xl,,,,,,3,0,,,,,,true,1,1,
9066079,9066079,house,house,noprice,forsale,5575,xl,notinstalled,,torenovate,fueloil,440,4,440,,,,true,,,,,
9066104,9066104,house,villa,259000,forsale,03180,l,installed,2020,asnew,electric,,3,204,,,,true,,true,,2,
9066038,9066038,house,house,noprice,forsale,6044,xl,installed,1960,good,fueloil,617,3,764,true,true,,true,true,,1,6,
9066107,9066107,house,house,noprice,forsale,7100,xl,installed,,good,gas,172,6,260,true,true,146,true,true,,,,
9066835,9066835,house,house,noprice,forsale,7134,m,installed,,good,fueloil,423,3,0,,true,,true,,,,,
9066122,9066122,house,house,299900,forsale,2430,l,,2020,asnew,,,3,213,,,,true,,,,,
9066661,9066661,house,house,noprice,forsale,7850,xl,installed,,good,gas,300,3,695,,,,,,,,,
9067710,9067710,house,house,noprice,forsale,8560,m,installed,,good,,399,3,631,,,,,,,,,
9067986,9067986,house,house,65000,forsale,7370,m,notinstalled,,,,422,3,0,,true,,,,,,,
9068521,9068521,house,house,280000,forsale,9000,xl,,1936,good,,,4,65,,,,,,,,,
9068949,9068949,house,house,noprice,forsale,8620,xl,,,,,634,5,0,,,,,,,,,
9069007,9069007,house,house,noprice,forsale,8630,m,,1963,torenovate,fueloil,1003,2,630,,,,,,,,,
9069008,9069008,house,mansion,noprice,forsale,2018,xl,,1918,asnew,gas,237,4,70,,true,,true,,,,,
9069013,9069013,house,house,noprice,forsale,3800,l,,1899,good,gas,222,0,259,,,,,,,,,
9069360,9069360,house,villa,285000,forsale,03169,xl,usahyperequipped,,asnew,,,3,0,,,,true,,true,,2,
9069361,9069361,house,villa,225000,forsale,03178,xl,usahyperequipped,,asnew,,,3,0,,,,true,,,,,
9069134,9069134,house,bungalow,noprice,forsale,4130,l,,1968,good,fueloil,531,3,300,,true,,true,true,,2,2,
9069300,9069300,house,house,noprice,forsale,6782,xl,hyperequipped,,asnew,,107,3,360,,true,210,true,true,,,,
9069473,9069473,house,house,noprice,forsale,4430,l,installed,1957,tobedoneup,fueloil,,3,152,,true,,true,true,,1,,
9069987,9069987,house,house,noprice,forsale,2660,l,,,good,,,4,0,,,39,,,,,,
9069818,9069818,house,house,425000,forsale,4910,l,installed,,,,444,6,780,,,,,,,,,
9070416,9070416,house,house,noprice,forrent,9160,m,installed,,good,,,3,0,,,,,,,1,,
9070388,9070388,house,house,noprice,forrent,8800,l,installed,,,gas,,3,0,,,,true,,,1,2,
