,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
10098917,10098917,housegroup,housegroup,755000-755000,forsale,1410,xl,,,,,93,,,,,,,,,8,8,1,Waloon Brabant,At delivery,2 - Brabant Wallon,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,93 kWh/m²kilowatt hour per square meters,B,1,23 kg CO₂/m²,Not specified,,,,,,,,,,,No,Av. Reine Astrid 215 1410- Waterloo,http://www.latouretpetit.be,4903579,Waloon Brabant,,,,,,December 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744955,9744955,house,house,230000,forsale,1390,xl,semiequipped,1918,good,fueloil,446,3,355,,,,true,true,,,1,,Waloon Brabant,After signing the deed,,1918,Good,,3,,1,Countryside,,113m²square meters,19m²square meters,Semi equipped,10m²square meters,3,12m²square meters,12m²square meters,16m²square meters,,1,,1,No,355m²square meters,,Connected,No,,,No,No,Yes,446 kWh/m²kilowatt hour per square meters,F,20220206011350,110 kg CO₂/m²,63471 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 230,000230000 €",€ 413413 €,No,Place Ernest Dubois 6 1390- Grez-Doiceau,,4641619,Waloon Brabant,Yes,,,No,Yes,March 1 2022 - 12:00 AM,10m²square meters,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093094,10093094,house,house,760000,forsale,1330,xl,hyperequipped,1900,good,gas,127,5,800,,true,520,true,true,,,3,,Waloon Brabant,After signing the deed,Brabant Wallon,1900,Good,9 m,2,,3,Urban,Link to the virtual visit,237m²square meters,30m²square meters,Hyper equipped,25m²square meters,5,15m²square meters,24m²square meters,16m²square meters,28m²square meters,2,1,3,No,800m²square meters,10.8 mmeters,Connected,Yes,520m²square meters,85m²square meters,No,No,Yes,127 kWh/m²kilowatt hour per square meters,B,20220720006839,18 kg CO₂/m²,32781 kWh/year,No,Gas,,120m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 760,000Make an offer starting from760000 €",,No,Avenue Fond Jean Rosy 17A 1330- Rixensart,http://www.weinvest.be,4866905,Waloon Brabant,Yes,55m²square meters,,No,Yes,,15m²square meters,Yes,Yes,,,,No,,Yes,,,,,Yes,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135164,10135164,house,villa,1250000,forsale,1420,xl,usahyperequipped,1975,asnew,fueloil,296,5,4677,true,true,4300,true,true,,2,2,,Waloon Brabant,After signing the deed,,1975,As new,23 m,4,2,2,"Living area (residential, urban or rural)",Link to the virtual visit,420m²square meters,63m²square meters,USA hyper equipped,21m²square meters,5,28m²square meters,24m²square meters,21m²square meters,15m²square meters,4,4,5,No,4677m²square meters,,Not connected,Yes,4300m²square meters,80m²square meters,No,No,Yes,296 kWh/m²kilowatt hour per square meters,D,20210910012683,74 kg CO₂/m²,133062 kWh/year,,Fuel oil,,325m²square meters,,,,,"€ 1,250,0001250000 €","€ 7,6157615 €",No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4945051,Waloon Brabant,Yes,,,No,Yes,January 30 2023 - 12:00 AM,24m²square meters,Yes,,Yes,Yes,,,,,,,,,Yes,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160200,10160200,house,house,495000,forsale,1330,xl,semiequipped,1938,good,gas,294,5,610,,true,600,true,true,,,2,,Waloon Brabant,After signing the deed,Brabant Wallon,1938,Good,,4,,2,"Living area (residential, urban or rural)",Link to the virtual visit,190m²square meters,30m²square meters,Semi equipped,20m²square meters,5,15m²square meters,9m²square meters,9m²square meters,12m²square meters,2,1,2,No,610m²square meters,,Connected,Yes,600m²square meters,20m²square meters,,,,294 kWh/m²kilowatt hour per square meters,D,20221007001261,57 kg CO₂/m²,62596 kWh/year,,Gas,,,,,,,"€ 495,000495000 €","€ 1,5391539 €",No,"Rue de Wavre, 27 1300- Wavre",http://www.hendrix.be,4959949,Waloon Brabant,,,,,Yes,,12m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045468,10045468,house,house,180000,forsale,1300,xl,notinstalled,1899,torenovate,gas,415,3,72,,true,,,true,,,,,Waloon Brabant,Immediately,,1899,To renovate,,2,,,Urban,Link to the virtual visit,190m²square meters,,Not installed,,3,16m²square meters,13m²square meters,10m²square meters,,1,1,2,,72m²square meters,,Connected,,,,,,,415 kWh/m²kilowatt hour per square meters,E,20220727001977,72 kg CO₂/m²,75518 kWh/year,,Gas,,,,,Recognized flood zone,,"Make an offer starting from€ 180,000Make an offer starting from180000 €",€ 845845 €,No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4766189,Waloon Brabant,,,,,,August 4 2022 - 12:00 AM,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147050,10147050,house,villa,995000,forsale,1380,xl,installed,1980,good,fueloil,212,6,5541,true,true,5341,true,true,true,,6,,Waloon Brabant,After signing the deed,Brabant Wallon,1980,Good,30 m,4,,6,Isolated,Link to the virtual visit,278m²square meters,30m²square meters,Installed,15m²square meters,6,15m²square meters,11m²square meters,10m²square meters,25m²square meters,4,4,3,No,5541m²square meters,100 mmeters,Connected,No,5341m²square meters,21m²square meters,No,No,Yes,212 kWh/m²kilowatt hour per square meters,C,20220706006850,52 kg CO₂/m²,64571 kWh/year,,Fuel oil,Yes,200m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 995,000Make an offer starting from995000 €","€ 3,6143614 €",No,Avenue Fond Jean Rosy 17A 1330- Rixensart,http://www.weinvest.be,4964650,Waloon Brabant,Yes,60m²square meters,36m²square meters,Yes,Yes,,23m²square meters,Yes,Yes,,,,Yes,40m²square meters,Yes,,,,,Yes,,23m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026502,10026502,house,house,195000,forsale,1400,xl,usasemiequipped,1900,asnew,gas,256,3,37,true,,,,,,,,,Waloon Brabant,After signing the deed,,1900,As new,5.3 m,2,,,Urban,,105m²square meters,,USA semi equipped,,3,20m²square meters,10m²square meters,10m²square meters,,1,1,2,No,37m²square meters,,Connected,Yes,,,No,No,Yes,256 kWh/m²kilowatt hour per square meters,D,Not specified,51 kg CO₂/m²,26853 kWh/year,,Gas,,105m²square meters,,,,,"€ 195,000195000 €",,No,Bld. Brand Whitlock 108 1200- Woluwe-Saint-Lambert,,4848661,Waloon Brabant,,,,No,Yes,September 15 2022 - 12:00 AM,,,,,Yes,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082717,10082717,house,house,650000,forsale,1310,xl,installed,2010,asnew,gas,247,4,0,,true,850,true,true,,2,2,,Waloon Brabant,After signing the deed,,2010,As new,,3,2,2,,Link to the virtual visit,240m²square meters,50m²square meters,Installed,50m²square meters,4,20m²square meters,14m²square meters,13m²square meters,10m²square meters,4,4,4,No,,,Connected,No,850m²square meters,60m²square meters,No,No,No,247 kWh/m²kilowatt hour per square meters,C,20190621015697,82 kg CO₂/m²,141996 kWh/year,No,Gas,,,No,No,,,"€ 650,000650000 €","€ 2,5002500 €",No,"Avenue d'Auderghem, 277 1040- Etterbeek",http://www.ibp.be,00616cla,Waloon Brabant,,,,No,Yes,,25m²square meters,Yes,No,Yes,,,Yes,,Yes,,No,,,Yes,,,No,No,Yes,,No,Yes,No,No,No,No,West,West,No,No,No,Clara MALAXOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135147,10135147,house,house,650000,forsale,1410,xl,installed,2010,asnew,gas,247,4,0,,true,850,true,true,,2,2,,Waloon Brabant,After signing the deed,,2010,As new,,3,2,2,,Link to the virtual visit,240m²square meters,50m²square meters,Installed,50m²square meters,4,20m²square meters,14m²square meters,13m²square meters,10m²square meters,4,4,4,No,,,Connected,No,850m²square meters,60m²square meters,No,No,No,247 kWh/m²kilowatt hour per square meters,C,20190621015697,82 kg CO₂/m²,141996 kWh/year,No,Gas,,,No,No,,,"€ 650,000650000 €","€ 2,5002500 €",No,"Avenue d'Auderghem, 277 1040- Etterbeek",http://www.ibp.be,00630cla,Waloon Brabant,,,,No,Yes,,25m²square meters,Yes,No,Yes,,,Yes,,Yes,,No,,,Yes,,,No,No,Yes,,No,Yes,No,No,No,No,West,West,No,No,No,Clara MALAXOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
9755780,9755780,house,house,315000,forsale,1325,xl,notinstalled,1987,torenovate,fueloil,326,2,1332,,true,1332,true,,,2,2,,Waloon Brabant,After signing the deed,Clos du Verger,1987,To renovate,,4,2,2,,Link to the virtual visit,110m²square meters,25m²square meters,Not installed,11m²square meters,2,18m²square meters,17m²square meters,,,1,,2,No,1332m²square meters,33 mmeters,,,1332m²square meters,30m²square meters,,,,326 kWh/m²kilowatt hour per square meters,D,20220207016226,82 kg CO₂/m²,46529 kWh/year,No,Fuel oil,,,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 315,000Make an offer starting from315000 €","€ 1,7601760 €",No,Grand' Route 69 A 1435- Corbais,http://www.gilmont.be,8899 - 345345992,Waloon Brabant,,43m²square meters,,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,South,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10123527,10123527,house,house,395000,forsale,1331,xl,notinstalled,1956,torenovate,fueloil,579,2,783,true,true,700,true,true,,1,2,,Waloon Brabant,After signing the deed,Brabant Wallon,1956,To renovate,,4,1,2,Isolated,,115m²square meters,,Not installed,9m²square meters,2,13m²square meters,14m²square meters,,,1,1,1,No,783m²square meters,,Not connected,No,700m²square meters,10m²square meters,,,,579 kWh/m²kilowatt hour per square meters,G,20220729003494,145 kg CO₂/m²,66553 kWh/year,,Fuel oil,,,No,,,"Living area (residential, urban or rural)","€ 395,000395000 €","€ 1,4001400 €",No,"Rue de Wavre, 27 1300- Wavre",http://www.hendrix.be,4892828,Waloon Brabant,,,,,,January 2 2023 - 12:00 AM,9m²square meters,Yes,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069685,10069685,house,villa,365000,forsale,1400,xl,semiequipped,1975,torenovate,gas,388,4,954,,true,,,,,1,5,,Waloon Brabant,After signing the deed,,1975,To renovate,,4,1,5,"Living area (residential, urban or rural)",Link to the virtual visit,215m²square meters,45m²square meters,Semi equipped,13m²square meters,4,16m²square meters,15m²square meters,9m²square meters,,2,,2,No,954m²square meters,19.26 mmeters,,Yes,,,,,,388 kWh/m²kilowatt hour per square meters,E,20220816001785,Not specified,Not specified,No,Gas,,,,,,,"€ 365,000365000 €","€ 1,2491249 €",No,Avenue Zénobe Gramme 30 1er étage 1301- Wavre,,759 - 3391363,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,North East,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10045469,10045469,house,house,450000,forsale,1380,xl,semiequipped,1900,torenovate,fueloil,828,1,2435,,true,2435,true,,,1,2,,Waloon Brabant,After signing the deed,,1900,To renovate,,3,1,2,Isolated,Link to the virtual visit,92m²square meters,23m²square meters,Semi equipped,4m²square meters,1,12m²square meters,,,,1,1,1,,2435m²square meters,,,No,2435m²square meters,20m²square meters,No,No,,828 kWh/m²kilowatt hour per square meters,G,20220619003066,206 kg CO₂/m²,56795 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 450,000450000 €",€ 577577 €,No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4798006,Waloon Brabant,,60m²square meters,,No,Yes,September 1 2022 - 12:00 AM,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964892,9964892,house,villa,399000,forsale,1325,xl,installed,1984,good,electric,327,3,866,,,766,true,,,2,3,,Waloon Brabant,To be defined,,1984,Good,,4,2,3,,,125m²square meters,35m²square meters,Installed,9m²square meters,3,32m²square meters,31m²square meters,,,,1,1,No,866m²square meters,35.5 mmeters,,Yes,766m²square meters,10m²square meters,,,,327 kWh/m²kilowatt hour per square meters,D,20220608019137,93 kg CO₂/m²,55588 kWh/year,No,Electric,Yes,,,No,Non flood zone,,"€ 399,000399000 €","€ 1,6261626 €",No,Grand' Route 69 A 1435- Corbais,http://www.gilmont.be,8971 - 345346034,Waloon Brabant,,,,,Yes,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041196,10041196,house,house,650000,forsale,1380,xl,semiequipped,1900,torenovate,fueloil,438,5,6742,,true,6742,,true,,1,3,,Waloon Brabant,After signing the deed,,1900,To renovate,,3,1,3,,Link to the virtual visit,240m²square meters,25m²square meters,Semi equipped,,5,25m²square meters,20m²square meters,16m²square meters,14m²square meters,1,1,2,No,6742m²square meters,,,No,6742m²square meters,,,,,438 kWh/m²kilowatt hour per square meters,F,20220619002969,27 kg CO₂/m²,109536 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 650,000650000 €","€ 2,0422042 €",No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4798009,Waloon Brabant,Yes,60m²square meters,,,Yes,June 21 2022 - 12:00 AM,12m²square meters,Yes,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087293,10087293,house,villa,525000,forsale,1332,xl,installed,1989,good,fueloil,422,4,1388,true,,1388,true,,,1,2,,Waloon Brabant,To be defined,Brabant Wallon,1989,Good,13 m,4,1,2,Isolated,Link to the virtual visit,160m²square meters,50m²square meters,Installed,14m²square meters,4,12m²square meters,12m²square meters,18m²square meters,9m²square meters,1,,2,No,1388m²square meters,29.85 mmeters,Connected,No,1388m²square meters,113m²square meters,No,No,Yes,422 kWh/m²kilowatt hour per square meters,E,20210818009724,104 kg CO₂/m²,73629 kWh/year,,Fuel oil,Yes,113m²square meters,No,No,Non flood zone,Residential park,"€ 525,000525000 €",,No,Avenue Fond Jean Rosy 17A 1330- Rixensart,http://www.weinvest.be,4898486,Waloon Brabant,Yes,,35m²square meters,No,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012770,10012770,house,house,560000,forsale,1330,xl,installed,1967,tobedoneup,gas,402,3,902,,true,902,true,true,,1,5,,Waloon Brabant,After signing the deed,,1967,To be done up,,4,1,5,Isolated,Link to the virtual visit,160m²square meters,30m²square meters,Installed,13m²square meters,3,14m²square meters,12m²square meters,10m²square meters,,1,1,2,No,902m²square meters,,Connected,Yes,902m²square meters,28m²square meters,No,No,,402 kWh/m²kilowatt hour per square meters,E,20220512020004,74 kg CO₂/m²,105297 kWh/year,,Gas,,,,,,,"€ 560,000560000 €","€ 2,4462446 €",No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4792215,Waloon Brabant,,82m²square meters,,No,Yes,September 1 2022 - 12:00 AM,17m²square meters,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104085,10104085,house,villa,685000,forsale,1410,xl,hyperequipped,1975,asnew,gas,314,4,729,true,true,,true,true,,2,2,,Waloon Brabant,After signing the deed,,1975,As new,,4,2,2,"Living area (residential, urban or rural)",,184m²square meters,45m²square meters,Hyper equipped,16m²square meters,4,20m²square meters,16m²square meters,14m²square meters,11m²square meters,1,1,3,No,729m²square meters,,,,,,,,,314 kWh/m²kilowatt hour per square meters,D,20180417011508,58 kg CO₂/m²,Not specified,,Gas,,,,,,"Living area (residential, urban or rural)","€ 685,000685000 €","€ 4,1914191 €",,Chaussée de Tervuren 186 1410- Waterloo,,,Waloon Brabant,Yes,48m²square meters,,,Yes,,11m²square meters,Yes,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,South,South,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10029513,10029513,house,house,900000,forsale,1301,xl,hyperequipped,1974,good,fueloil,213,5,1500,,true,1500,true,true,,1,3,,Waloon Brabant,After signing the deed,Brabant Wallon,1974,Good,,4,1,3,"Living area (residential, urban or rural)",,255m²square meters,52m²square meters,Hyper equipped,22m²square meters,5,20m²square meters,16m²square meters,15m²square meters,12m²square meters,2,2,2,No,1500m²square meters,,,No,1500m²square meters,100m²square meters,No,No,,213 kWh/m²kilowatt hour per square meters,C,20220415015359,53 kg CO₂/m²,53982 kWh/year,,Fuel oil,,,,,,"Living area (residential, urban or rural)","€ 900,000900000 €","€ 3,1353135 €",No,"Rue de Wavre, 27 1300- Wavre",http://www.hendrix.be,4843575,Waloon Brabant,,,,No,Yes,October 3 2022 - 12:00 AM,16m²square meters,Yes,,Yes,,,,16m²square meters,,,,,,Yes,,1m²square meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103876,10103876,house,villa,685000,forsale,1410,xl,hyperequipped,1975,asnew,gas,314,4,729,true,true,,true,true,,2,2,,Waloon Brabant,After signing the deed,,1975,As new,,4,2,2,"Living area (residential, urban or rural)",,184m²square meters,45m²square meters,Hyper equipped,16m²square meters,4,20m²square meters,16m²square meters,14m²square meters,11m²square meters,1,1,3,No,729m²square meters,,,Yes,,,,,,314 kWh/m²kilowatt hour per square meters,D,20180417011508,58 kg CO₂/m²,Not specified,,Gas,,,,,,"Living area (residential, urban or rural)","€ 685,000685000 €","€ 4,1914191 €",,Chaussée de Tervuren 186 1410- Waterloo,,,Waloon Brabant,Yes,48m²square meters,,,Yes,,11m²square meters,Yes,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,South,South,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9966449,9966449,house,villa,699000,forsale,1332,xl,installed,1900,torenovate,fueloil,408,6,2046,,,2000,true,true,,1,3,,Waloon Brabant,After signing the deed,,1900,To renovate,,4,1,3,Countryside,,300m²square meters,48m²square meters,Installed,25m²square meters,6,19m²square meters,16m²square meters,16m²square meters,9m²square meters,2,2,3,No,2046m²square meters,,,,2000m²square meters,,,,,408 kWh/m²kilowatt hour per square meters,E,Not specified,106 kg CO₂/m²,Not specified,,Fuel oil,,,,,,,"€ 699,000699000 €","€ 2,3152315 €",No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4795063,Waloon Brabant,,,,,,June 15 2022 - 12:00 AM,18m²square meters,Yes,,,,Yes,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060997,10060997,house,villa,945000,forsale,1330,xl,usahyperequipped,2004,asnew,gas,137,3,1110,,,500,true,,true,,2,,Waloon Brabant,After signing the deed,,2004,As new,,4,,2,"Living area (residential, urban or rural)",Link to the virtual visit,300m²square meters,,USA hyper equipped,,3,15m²square meters,11m²square meters,11m²square meters,,2,2,2,No,1110m²square meters,,Connected,Yes,500m²square meters,,No,No,,137 kWh/m²kilowatt hour per square meters,B,20170328014446,25 kg CO₂/m²,41435 kWh/year,,Gas,,,,,Non flood zone,,"€ 945,000945000 €","€ 3,9143914 €",No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4869479,Waloon Brabant,,,,Yes,Yes,June 1 2022 - 12:00 AM,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111090,10111090,house,exceptionalproperty,2475000,forsale,1380,xl,usahyperequipped,2007,asnew,fueloil,166,6,12901,,true,10000,true,true,true,2,8,,Waloon Brabant,After signing the deed,,2007,As new,,4,2,8,Isolated,Link to the virtual visit,764m²square meters,68m²square meters,USA hyper equipped,51m²square meters,6,79m²square meters,38m²square meters,26m²square meters,23m²square meters,4,4,6,No,12901m²square meters,,Not connected,No,10000m²square meters,80m²square meters,No,No,,166 kWh/m²kilowatt hour per square meters,B,20190926018078,42 kg CO₂/m²,Not specified,,Fuel oil,,318m²square meters,,,Non flood zone,,"€ 2,475,0002475000 €","€ 8,7408740 €",No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4904118,Waloon Brabant,Yes,,,Yes,Yes,January 1 2023 - 12:00 AM,50m²square meters,Yes,,Yes,,,,50m²square meters,Yes,,,,,Yes,,19m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041195,10041195,house,exceptionalproperty,1350000,forsale,1332,xl,installed,1900,asnew,fueloil,430,4,1153,,true,1154,true,,,4,4,,Waloon Brabant,After signing the deed,,1900,As new,,4,4,4,"Living area (residential, urban or rural)",Link to the virtual visit,457m²square meters,52m²square meters,Installed,30m²square meters,4,12m²square meters,14m²square meters,20m²square meters,46m²square meters,4,4,4,No,1153m²square meters,,Not connected,No,1154m²square meters,,No,No,Yes,430 kWh/m²kilowatt hour per square meters,F,20220309018203,106 kg CO₂/m²,226774 kWh/year,,Fuel oil,,,No,No,Non flood zone,,"€ 1,350,0001350000 €","€ 3,4533453 €",No,Avenue de Mérode 16B 1330- Rixensart,http://www.amelotproperties.be,4765335,Waloon Brabant,Yes,55m²square meters,,No,Yes,June 1 2022 - 12:00 AM,,,,,,Yes,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865170,9865170,house,exceptionalproperty,1795000,forsale,1301,xl,installed,1995,tobedoneup,fueloil,178,8,28800,true,true,28000,true,true,true,3,8,,Waloon Brabant,To be defined,Brabant Wallon,1995,To be done up,,4,3,8,Isolated,,870m²square meters,60m²square meters,Installed,34m²square meters,8,40m²square meters,20m²square meters,18m²square meters,23m²square meters,8,,8,No,28800m²square meters,,,No,28000m²square meters,120m²square meters,No,No,,178 kWh/m²kilowatt hour per square meters,C,20220408004106,44 kg CO₂/m²,139065 kWh/year,,Fuel oil,,870m²square meters,,,,Farming area,"Make an offer starting from€ 1,795,000Make an offer starting from1795000 €","€ 7,6937693 €",No,"Rue de Wavre, 27 1300- Wavre",http://www.hendrix.be,4707919,Waloon Brabant,Yes,,,Yes,Yes,November 1 2022 - 12:00 AM,25m²square meters,Yes,,Yes,Yes,,,80m²square meters,,,,,,,,48m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140917,10140917,house,house,175000,forsale,1470,xl,notinstalled,1875,tobedoneup,gas,282,2,260,true,true,,true,,,,,,Waloon Brabant,After signing the deed,Genappe,1875,To be done up,3.6 m,2,,,Urban,,95m²square meters,15m²square meters,Not installed,10m²square meters,2,17m²square meters,15m²square meters,,,1,5,1,No,260m²square meters,3.6 mmeters,Connected,Yes,,,No,No,Yes,282 kWh/m²kilowatt hour per square meters,D,20220927026303,Not specified,26792 kWh/year,,Gas,,50m²square meters,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 175,000Make an offer starting from175000 €",€ 339339 €,No,Grand Place 2 1470- Genappe,http://www.daloze.be,4935031,Waloon Brabant,Yes,,,,Yes,,,,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952160,9952160,house,villa,690000,forsale,1420,xl,hyperequipped,1993,good,gas,360,6,945,true,true,945,true,true,,1,1,,Waloon Brabant,After signing the deed,,1993,Good,14 m,4,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,271m²square meters,42m²square meters,Hyper equipped,20m²square meters,6,16m²square meters,16m²square meters,16m²square meters,16m²square meters,3,1,3,No,945m²square meters,13 mmeters,Connected,Yes,945m²square meters,20m²square meters,No,No,Yes,360 kWh/m²kilowatt hour per square meters,E,Not specified,66 kg CO₂/m²,Not specified,,Gas,,,,,,,"€ 690,000690000 €",,No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4771413,Waloon Brabant,,,,No,Yes,May 25 2022 - 12:00 AM,,Yes,,Yes,Yes,,,10m²square meters,,,,,,Yes,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079137,10079137,house,house,485000,forsale,1410,xl,installed,1972,good,gas,270,4,268,true,true,164,true,,,1,2,,Waloon Brabant,After signing the deed,Waterloo-Lasne-Rixensart-La Hu,1972,Good,8 m,3,1,2,Isolated,,308m²square meters,50m²square meters,Installed,14m²square meters,4,19m²square meters,18m²square meters,12m²square meters,12m²square meters,1,1,2,No,268m²square meters,8 mmeters,Connected,Yes,164m²square meters,13m²square meters,No,No,Yes,270 kWh/m²kilowatt hour per square meters,D,20220818007739,Not specified,83327 kWh/year,No,Gas,,105m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 485,000Make an offer starting from485000 €","€ 2,2322232 €",No,Grand Place 2 1470- Genappe,http://www.daloze.be,4867169,Waloon Brabant,,,,No,Yes,,,,,Yes,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
