,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
10165258,10165258,house,house,375000,forsale,1420,l,installed,1979,,gas,358,4,163,,,60,true,,,1,2,,Waloon Brabant,,,1979,,,2,1,2,"Living area (residential, urban or rural)",,180m²square meters,37m²square meters,Installed,,4,,,,,1,1,3,No,163m²square meters,,,,60m²square meters,10m²square meters,,,,358 kWh/m²kilowatt hour per square meters,E,20220805009330,Not specified,72633 kWh/year,No,Gas,,,,,,,"€ 375,000375000 €","€ 1,5691569 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,7109-2022-1-1-1-1-1,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,West,South,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103104,10103104,house,house,260000,forsale,1367,l,semiequipped,1977,good,gas,535,2,1350,,,55,,true,,2,3,,Waloon Brabant,,,1977,Good,30 m,4,2,3,,,76m²square meters,24m²square meters,Semi equipped,8m²square meters,2,12m²square meters,9m²square meters,,,1,,1,No,1350m²square meters,30 mmeters,,,55m²square meters,,,,,535 kWh/m²kilowatt hour per square meters,G,20220905025911,Not specified,53926 kWh/year,No,Gas,,,No,No,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,Industrial area,"€ 260,000260000 €",,No,Place Albert 1er 9 5081- Saint-Denis-Bovesse,http://www.hexpertimmo.be,1776 - 202764,Waloon Brabant,,,,,,,6m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120581,10120581,house,villa,415000,forsale,1420,l,semiequipped,1886,torenovate,gas,351,3,600,true,true,500,,true,,,,,Waloon Brabant,Immediately,,1886,To renovate,,4,,,"Living area (residential, urban or rural)",,230m²square meters,,Semi equipped,12m²square meters,3,12m²square meters,8m²square meters,9m²square meters,,1,1,2,,600m²square meters,,,Yes,500m²square meters,,No,No,Yes,351 kWh/m²kilowatt hour per square meters,E,20220603016852,Not specified,Not specified,,Gas,,,,No,Non flood zone,,"€ 415,000415000 €","€ 3,2833283 €",No,,,,Waloon Brabant,Yes,,,No,Yes,,,Yes,No,Yes,Yes,,,,No,,,,,No,Yes,,No,No,No,Yes,No,,Yes,No,No,Yes,,,No,No,No,,1,,,,No,€ 350350 €,No,No,No,Villa,No,,,,,,,,,,,,,,,,
9888278,9888278,house,house,445000,forsale,1450,l,installed,1965,good,gas,508,2,788,,true,200,,true,,3,,,Waloon Brabant,,,1965,Good,,4,3,,,,92m²square meters,30m²square meters,Installed,8m²square meters,2,16m²square meters,16m²square meters,,,,1,1,No,788m²square meters,21 mmeters,,Yes,200m²square meters,,,,,508 kWh/m²kilowatt hour per square meters,F,20220405021742,Not specified,68711 kWh/year,No,Gas,,,,,,,"€ 445,000445000 €",€ 868868 €,No,Place Albert 1er 9 5081- Saint-Denis-Bovesse,http://www.hexpertimmo.be,1576 - 202695,Waloon Brabant,,,,,Yes,,8m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10113173,10113173,house,house,350000,forsale,1480,l,semiequipped,2007,good,gas,243,4,465,,,,true,,,1,3,,Waloon Brabant,After signing the deed,,2007,Good,,3,1,3,,Link to the virtual visit,130m²square meters,30m²square meters,Semi equipped,7m²square meters,4,14m²square meters,14m²square meters,13m²square meters,9m²square meters,1,1,2,No,465m²square meters,,,,,,,,,243 kWh/m²kilowatt hour per square meters,C,20220809000269,Not specified,33549 kWh/year,No,Gas,,,,,,,"€ 350,000350000 €","€ 1,0491049 €",No,Rue De Mons 46 1480- Tubize,http://www.treviconseil.be,3567 - 2472,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,South East,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10050787,10050787,house,villa,480000,forsale,1420,l,installed,,,gas,321,4,630,,true,,true,,,4,4,,Waloon Brabant,After signing the deed,,,,8 m,4,4,4,,,270m²square meters,,Installed,,4,,,,,,3,3,No,630m²square meters,,,,,,,,,321 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,82328 kWh/year,No,Gas,,,,,Non flood zone,,"Make an offer starting from€ 480,000Make an offer starting from480000 €","€ 2,9372937 €",No,7 rue de Namur 1400- Nivelles,,3782 - 2096,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10161869,10161869,house,house,349000,forsale,1357,l,installed,,,gas,102,3,248,,,,,true,,1,3,1,Waloon Brabant,After signing the deed,,,,,3,1,3,,,150m²square meters,,Installed,,3,16m²square meters,12m²square meters,12m²square meters,,1,,2,No,248m²square meters,,,Yes,,,,,,102 kWh/m²kilowatt hour per square meters,B,RWPEB-113618,Not specified,17300 kWh/year,No,Gas,,,,,,,"€ 349,000349000 €",,No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,43095 - 20251,Waloon Brabant,,,,,Yes,,7m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,South West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10126371,10126371,house,villa,475000,forsale,1341,l,installed,1989,tobedoneup,electric,384,4,1412,,true,500,true,true,,1,5,,Waloon Brabant,Immediately,,1989,To be done up,,4,1,5,"Living area (residential, urban or rural)",,275m²square meters,45m²square meters,Installed,15m²square meters,4,14m²square meters,13m²square meters,12m²square meters,10m²square meters,2,,2,,1412m²square meters,,Connected,Yes,500m²square meters,25m²square meters,No,No,Yes,384 kWh/m²kilowatt hour per square meters,E,20220824014774,Not specified,Not specified,,Electric,,,,,,,"€ 475,000475000 €","€ 1,6001600 €",No,,,,Waloon Brabant,,50m²square meters,,No,Yes,,47m²square meters,Yes,No,,,,,,Yes,,,,,No,,,No,No,No,Yes,No,,No,No,Yes,Yes,South West,South West,No,No,Yes,,1,,,,No,,No,No,Yes,All kind,,,,,,,,,,,,,,,,,
10165383,10165383,house,villa,645000,forsale,1410,l,installed,,asnew,gas,314,4,500,,true,,true,true,,,6,,Waloon Brabant,,,,As new,,4,,6,,,180m²square meters,,Installed,20m²square meters,4,20m²square meters,12m²square meters,12m²square meters,9m²square meters,1,2,2,No,500m²square meters,,,Yes,,,,,,314 kWh/m²kilowatt hour per square meters,D,20221009002341,58 kg CO₂/m²,55664 kWh/year,No,Gas,,,,,,,"€ 645,000645000 €",,No,Chaussée de Louvain 244 1300- Wavre,,43111 - 20060/WBC,Waloon Brabant,,30m²square meters,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10152301,10152301,house,house,625000,forsale,1350,l,installed,,asnew,fueloil,328,5,1995,,true,,true,,,6,10,,Waloon Brabant,After signing the deed,,,As new,,3,6,10,,,250m²square meters,38m²square meters,Installed,22m²square meters,5,14m²square meters,12m²square meters,9m²square meters,,2,1,,No,1995m²square meters,,,Yes,,,,,,328 kWh/m²kilowatt hour per square meters,D,20220928016716,80 kg CO₂/m²,60332 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 625,000Make an offer starting from625000 €","€ 1,0261026 €",No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,43078 - 20246,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,South,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10147970,10147970,house,villa,800000,forsale,1390,l,hyperequipped,1983,justrenovated,,292,4,5300,true,true,,,,true,3,4,,Waloon Brabant,After signing the deed,,1983,Just renovated,,4,3,4,Countryside,,225m²square meters,46m²square meters,Hyper equipped,24m²square meters,4,18m²square meters,16m²square meters,12m²square meters,10m²square meters,1,1,2,,5300m²square meters,,Connected,Yes,,,No,No,No,292 kWh/m²kilowatt hour per square meters,D,20220913002779,Not specified,Not specified,,,,,,,Non flood zone,,"€ 800,000800000 €","€ 2,3162316 €",No,,,,Waloon Brabant,,100m²square meters,,Yes,Yes,,,No,No,,Yes,,,,No,,,,,No,,,No,No,No,No,No,Yes,No,No,Yes,No,,,Yes,No,No,,1,,,,No,,Yes,No,No,All kind,,,,,,,,,,,,,,,,,
9971688,9971688,house,house,350000,forsale,1480,l,semiequipped,1970,tobedoneup,gas,788,5,600,true,true,400,true,true,,1,3,,Waloon Brabant,After signing the deed,,1970,To be done up,,4,1,3,,,350m²square meters,30m²square meters,Semi equipped,20m²square meters,5,18m²square meters,25m²square meters,12m²square meters,13m²square meters,1,,3,No,600m²square meters,,Connected,Yes,400m²square meters,30m²square meters,,Yes,Yes,788 kWh/m²kilowatt hour per square meters,G,20220304015769,Not specified,Not specified,,Gas,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 350,000350000 €","€ 1,7001700 €",Yes,Rue du Try 2 1480- Tubize,http://www.immowautier.be,,Waloon Brabant,,60m²square meters,45m²square meters,,Yes,,20m²square meters,Yes,,,,,,100m²square meters,,,"Yes, not conform",,,,,14m²square meters,,,,Yes,,,Yes,,,,South East,South East,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10149664,10149664,house,house,850000,forsale,1348,l,,1998,good,gas,,7,265,true,true,1,true,true,,,2,,Waloon Brabant,,,1998,Good,9 m,2,,2,"Living area (residential, urban or rural)",,300m²square meters,21m²square meters,,15m²square meters,7,18m²square meters,16m²square meters,17m²square meters,21m²square meters,4,,4,,265m²square meters,9 mmeters,Connected,Yes,1m²square meter,1m²square meter,No,No,Yes,Not specified,B,Not specified,Not specified,Not specified,,Gas,Yes,90m²square meters,,No,Non flood zone,,"€ 850,000850000 €","€ 4,2294229 €",No,,,,Waloon Brabant,Yes,17m²square meters,10m²square meters,No,Yes,,,Yes,No,,,,Yes,,Yes,,,,,No,,14m²square meters,No,No,No,Yes,No,Yes,No,No,Yes,No,North West,North West,No,Yes,No,,1,,,,No,,No,No,Yes,,,Yes,,,,,,,,,,,,,,,
10120200,10120200,house,house,650000,forsale,1350,l,installed,,,fueloil,418,5,2197,,,,,,,,,,Waloon Brabant,,,,,,3,,,,,350m²square meters,,Installed,,5,,,,,3,,,No,2197m²square meters,,,,,,,,,418 kWh/m²kilowatt hour per square meters,E,20190830011117,Not specified,146079 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 650,000Make an offer starting from650000 €",,No,"Quai de la Batte, 4 4500- Huy",http://www.comptoir-foncier.be,3122 - 1234,Waloon Brabant,,,,,Yes,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951697,9951697,house,house,290000,forsale,1315,l,,,torenovate,fueloil,461,4,1057,,true,,true,true,,1,5,,Waloon Brabant,After signing the deed,,,To renovate,,4,1,5,,,245m²square meters,,,15m²square meters,4,17m²square meters,16m²square meters,14m²square meters,13m²square meters,1,,2,No,1057m²square meters,,,Yes,,,,,,461 kWh/m²kilowatt hour per square meters,F,20220516028379,Not specified,100866 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 290,000Make an offer starting from290000 €",,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009525 - 1029,Waloon Brabant,Yes,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,West,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10157369,10157369,house,house,325000,forsale,1357,l,,,tobedoneup,fueloil,333,3,1980,,true,,,true,,1,2,,Waloon Brabant,After signing the deed,,,To be done up,,3,1,2,,,180m²square meters,36m²square meters,,,3,20m²square meters,10m²square meters,8m²square meters,,1,,2,No,1980m²square meters,,,Yes,,,,,,333 kWh/m²kilowatt hour per square meters,D,20221009002533,84 kg CO₂/m²,73523 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 325,000Make an offer starting from325000 €",,No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,43063 - 20244,Waloon Brabant,,20m²square meters,,,Yes,,12m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10118506,10118506,house,house,250000,forsale,1390,l,installed,1931,tobedoneup,fueloil,,3,278,,,1,true,,,,1,,Waloon Brabant,Immediately,,1931,To be done up,12 m,3,,1,,,134m²square meters,25m²square meters,Installed,10m²square meters,3,11m²square meters,11m²square meters,16m²square meters,,1,,1,,278m²square meters,,,Yes,1m²square meter,30m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,,134m²square meters,,,Non flood zone,"Living area (residential, urban or rural)","€ 250,000250000 €",€ 661661 €,No,,,,Waloon Brabant,Yes,,,,Yes,,,No,No,,,,,,,,,,,,,,No,,,No,No,Yes,Yes,No,No,Yes,South,South,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139741,10139741,house,house,225000,forsale,1495,l,installed,1974,tobedoneup,fueloil,496,2,493,,,481,true,true,,1,,,Waloon Brabant,After signing the deed,,1974,To be done up,,4,1,,"Living area (residential, urban or rural)",Link to the virtual visit,153m²square meters,33m²square meters,Installed,10m²square meters,2,16m²square meters,10m²square meters,,,1,,1,,493m²square meters,,Connected,,481m²square meters,,,,,496 kWh/m²kilowatt hour per square meters,F,20220920013542,Not specified,66870 kWh/year,,Fuel oil,Yes,,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 225,000Make an offer starting from225000 €","€ 1,1271127 €",No,Avenue des Peupliers 18 1495- VILLERS-LA-VILLE,,,Waloon Brabant,,,,,Yes,,4m²square meters,Yes,No,,,Yes,No,,,,,,,,,,,,,,,,,,,Yes,,,No,,,Kathleen CHARLES,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017436,10017436,house,house,250000,forsale,1367,l,notinstalled,1978,tobedoneup,electric,532,3,1146,,true,,true,,,2,2,,Waloon Brabant,,,1978,To be done up,,4,2,2,,,120m²square meters,,Not installed,,3,16m²square meters,10m²square meters,10m²square meters,,1,1,,No,1146m²square meters,,,Yes,,,,,,532 kWh/m²kilowatt hour per square meters,G,20220706019285,Not specified,64503 kWh/year,No,Electric,,,,,,,"€ 250,000250000 €","€ 1,0331033 €",No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009553 - 933,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055161,10055161,house,house,195000,forsale,1315,l,,,torenovate,,612,3,550,,true,,,,,,,,Waloon Brabant,After signing the deed,,,To renovate,,3,,,,,120m²square meters,,,15m²square meters,3,14m²square meters,12m²square meters,7m²square meters,,1,,1,No,550m²square meters,,,,,,,,,612 kWh/m²kilowatt hour per square meters,G,20220803002924,Not specified,84200 kWh/year,No,,,,,,,,"€ 195,000195000 €",€ 495495 €,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009575 - 1046,Waloon Brabant,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,South West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9943604,9943604,house,house,389000,forsale,1410,l,hyperequipped,1972,asnew,gas,181,3,120,true,,,true,,,1,,,Waloon Brabant,To be defined,,1972,As new,,3,1,,,,132m²square meters,,Hyper equipped,,3,,,,,1,,2,,120m²square meters,,Connected,Yes,,,No,,Yes,181 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 389,000389000 €","€ 1,4351435 €",No,Winderickxplein 25 1652- Alsemberg,,4785632,Waloon Brabant,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820901,9820901,house,house,360000,forsale,1332,l,semiequipped,,tobedoneup,gas,723,5,500,,true,,,,,1,5,,Waloon Brabant,,,,To be done up,,3,1,5,,Link to the virtual visit,200m²square meters,29m²square meters,Semi equipped,5m²square meters,5,32m²square meters,24m²square meters,14m²square meters,13m²square meters,2,1,2,No,500m²square meters,12.2 mmeters,,Yes,,,,,,723 kWh/m²kilowatt hour per square meters,G,20120823024034,193 kg CO₂/m²,145053 kWh/year,No,Gas,,,No,,,"Living area (residential, urban or rural)","€ 360,000360000 €","€ 1,2981298 €",No,"Avenue Albert Ier, 304 1332- Genval",http://www.venturi.be,5706 - 2286392,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,North West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9887752,9887752,house,villa,479000,forsale,1332,l,installed,,good,gas,456,3,394,,true,300,true,,,,2,,Waloon Brabant,After signing the deed,,,Good,,4,,2,,,120m²square meters,,Installed,15m²square meters,3,23m²square meters,8m²square meters,7m²square meters,,,1,2,No,394m²square meters,,,,300m²square meters,50m²square meters,,,,456 kWh/m²kilowatt hour per square meters,F,20220427010733,84 kg CO₂/m²,77548 kWh/year,No,Gas,,,,,,,"€ 479,000479000 €","€ 1,4121412 €",No,"Avenue du Hockey, 40 1150- Woluwe-St-Pierre",http://www.grandplace.be,6444 - 4802,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105790,10105790,house,villa,499000,forsale,1420,l,,,torenovate,,339,4,1700,true,,,true,,,2,3,,Waloon Brabant,After signing the deed,,,To renovate,,4,2,3,,,170m²square meters,26m²square meters,,27m²square meters,4,10m²square meters,14m²square meters,20m²square meters,,2,,2,No,1700m²square meters,,,Yes,,,,,,339 kWh/m²kilowatt hour per square meters,D,20210406020678,Not specified,80821 kWh/year,,,,,,,,,"Make an offer starting from€ 499,000Make an offer starting from499000 €","€ 2,3862386 €",No,"Brusselsesteenweg, 518 3090- Overijse",https://www.immoferco.be,4891363,Waloon Brabant,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909053,9909053,house,house,389999,forsale,1315,l,installed,2001,,electric,320,3,707,,,,true,,,,3,,Waloon Brabant,After signing the deed,,2001,,,4,,3,,Link to the virtual visit,103m²square meters,30m²square meters,Installed,9m²square meters,3,14m²square meters,14m²square meters,10m²square meters,,1,1,2,No,707m²square meters,21.62 mmeters,,Yes,,,,,,320 kWh/m²kilowatt hour per square meters,D,2022042901079,63 kg CO₂/m²,44739 kWh/year,No,Electric,Yes,,No,,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,"Living area (residential, urban or rural)","€ 389,999389999 €",€ 889889 €,No,Rue d'Incourt 37 1315- Opprebais,http://www.immobienetre.be,4362 - 5402,Waloon Brabant,,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,North West,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10026982,10026982,house,mixedusebuilding,650000,forsale,1300,l,,1963,torestore,,474,10,1800,,true,,true,,,3,4,,Waloon Brabant,After signing the deed,,1963,To restore,18 m,3,3,4,"Living area (residential, urban or rural)",,644m²square meters,,,,10,,,,,,,,No,1800m²square meters,30 mmeters,Connected,Yes,,,,,,474 kWh/m²kilowatt hour per square meters,F,20190315008745,Not specified,Not specified,,,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 650,000650000 €","€ 3,9813981 €",Yes,"Rue Pierre Broodcoorens, 2 1310- La Hulpe",,,Waloon Brabant,,40m²square meters,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,North,,,,,Anne de Patoul,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9911580,9911580,house,house,1495000,forsale,1380,l,installed,1988,good,fueloil,255,4,4000,,,,true,,true,2,6,,Waloon Brabant,After signing the deed,,1988,Good,,4,2,6,,,450m²square meters,,Installed,,4,25m²square meters,16m²square meters,15m²square meters,35m²square meters,2,2,4,,4000m²square meters,,,,,,No,,,255 kWh/m²kilowatt hour per square meters,C,20211014016766,56 kg CO₂/m²,85255 kWh/year,,Fuel oil,,,,,,,"€ 1,495,0001495000 €",,No,Rue Edith Cavell 226 1180- Bruxelles,,4758069,Waloon Brabant,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162441,10162441,house,countrycottage,297000,forsale,1370,l,semiequipped,,torenovate,fueloil,546,5,2098,,true,,,,,1,,,Waloon Brabant,,,,To renovate,,3,1,,,,325m²square meters,31m²square meters,Semi equipped,23m²square meters,5,14m²square meters,12m²square meters,11m²square meters,10m²square meters,1,1,,No,2098m²square meters,,,,,,,,,546 kWh/m²kilowatt hour per square meters,G,20220506002167,136 kg CO₂/m²,110618 kWh/year,No,Fuel oil,,,,,,,"€ 297,000297000 €",,No,Rue Albert Ier 105 4280- Hannut,,43108 - 19010,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9992738,9992738,house,house,649000,forsale,1340,l,installed,2007,asnew,gas,111,5,632,,true,,true,,,1,3,,Waloon Brabant,After signing the deed,,2007,As new,,3,1,3,,Link to the virtual visit,290m²square meters,35m²square meters,Installed,,5,,,,,1,1,2,No,632m²square meters,,,,,40m²square meters,,,,111 kWh/m²kilowatt hour per square meters,B,20220525018963,19 kg CO₂/m²,32058 kWh/year,No,Gas,,,,,,,"€ 649,000649000 €",,No,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104425 - 996595,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166978,10166978,house,mixedusebuilding,490000,forsale,1440,l,,1875,tobedoneup,fueloil,294,0,150,,true,,true,,,,,,Waloon Brabant,After signing the deed,Brabant Wallon,1875,To be done up,,2,,,Urban,,,,,,,,,,,2,,4,No,150m²square meters,,Connected,Yes,,,No,,Yes,294 kWh/m²kilowatt hour per square meters,D,20220615009404,Not specified,20112 kWh/year,,Fuel oil,,,,,Non flood zone,,"Make an offer starting from€ 490,000Make an offer starting from490000 €",,Yes,Rue de Nivelles 1 1440- Braine-le-Château,,4973048,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052628,10052628,house,house,258000,forsale,1400,l,notinstalled,,good,gas,466,3,150,,true,,true,,,,,,Waloon Brabant,After signing the deed,,,Good,,,,,,,114m²square meters,23m²square meters,Not installed,,3,,,,,1,,1,No,150m²square meters,,,,,,,,,466 kWh/m²kilowatt hour per square meters,F,20220804008561,Not specified,Not specified,No,Gas,,,,,,,"€ 258,000258000 €",€ 637637 €,No,Rue de Namur 151400- Nivelles,http://www.immoroman.com,1072 - 739,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10053253,10053253,house,villa,440000,forsale,1420,l,installed,1966,,fueloil,674,4,503,,,250,true,,,1,2,,Waloon Brabant,,,1966,,,4,1,2,"Living area (residential, urban or rural)",Link to the virtual visit,160m²square meters,28m²square meters,Installed,,4,,,,,1,1,2,No,503m²square meters,,,,250m²square meters,16m²square meters,,,,674 kWh/m²kilowatt hour per square meters,G,20220805006804,Not specified,117410 kWh/year,No,Fuel oil,,,,,,,"€ 440,000440000 €","€ 1,7371737 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,7461,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,South East,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107536,10107536,house,mansion,480000,forsale,1340,l,hyperequipped,,good,gas,,5,360,,true,240,,,,2,1,,Waloon Brabant,To be defined,,,Good,6 m,2,2,1,"Living area (residential, urban or rural)",,210m²square meters,25m²square meters,Hyper equipped,19m²square meters,5,20m²square meters,20m²square meters,16m²square meters,12m²square meters,2,,2,,360m²square meters,6 mmeters,Connected,Yes,240m²square meters,,,,,Not specified,E,Not specified,Not specified,Not specified,,Gas,Yes,,,No,,,"€ 480,000480000 €",,No,,,,Waloon Brabant,Yes,30m²square meters,,,Yes,,,No,No,,,,,,,,No,,,,,8m²square meters,No,,,No,No,,No,No,No,Yes,South,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092472,10092472,house,house,385000,forsale,1315,l,installed,1985,tobedoneup,pellet,322,3,1268,,true,,true,true,,1,3,,Waloon Brabant,After signing the deed,,1985,To be done up,,4,1,3,,,170m²square meters,28m²square meters,Installed,7m²square meters,3,19m²square meters,12m²square meters,11m²square meters,,1,,,No,1268m²square meters,,,Yes,,,,,,322 kWh/m²kilowatt hour per square meters,D,20220828002838,10 kg CO₂/m²,51681 kWh/year,No,Pellet,,,,,,,"€ 385,000385000 €",,No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,42966 - 20227,Waloon Brabant,,,,,Yes,,10m²square meters,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
