,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
9972008,9972008,house,house,69000,forsale,4102,m,,,,,673,2,100,,true,,,,,,,,Liege,After signing the deed,,,4 m,,,,,,92m²square meters,,,2,,,,,,1,1,,,100m²square meters,6 mmeters,,Yes,,,,,,,673 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,,,,,,,,,"€ 69,00069000 €",€ 315315 €,No,rue Saint-Gilles 590 4000- Liège,http://www.igg.immo,197 - 93363902,Liege,,,12m²square meters,,,,,,,Yes,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670567,9670567,house,house,100000,forsale,4500,m,semiequipped,,good,electric,743,2,320,,true,,,,,2,1,,Liege,,,Good,,3,2,1,,,77m²square meters,,Semi equipped,2,,,,,,,1,,,320m²square meters,,,,,,,,,,743 kWh/m²kilowatt hour per square meters,G,20211217005152,Not specified,57250 kWh/year,Electric,,,,,,,,"Make an offer starting from€ 100,000Make an offer starting from100000 €",,No,Rue Rogier 2 5300- Andenne,http://www.absil-immobiliere.com,229 - 1467,Liege,,,,,,1,,,,Yes,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073287,10073287,house,house,109000,forsale,4990,m,semiequipped,1850,good,fueloil,343,2,215,,true,215,true,true,,,,,Liege,After signing the deed,1850,Good,,2,,,,,120m²square meters,,Semi equipped,2,,,,,,1,1,,,215m²square meters,,,Yes,215m²square meters,,,,,,343 kWh/m²kilowatt hour per square meters,E,20220204005927,Not specified,47805 kWh/year,Fuel oil,,,,,,,,"€ 109,000109000 €",€ 602602 €,No,"Rue de Hotton, 22 6987- Rendeux",http://www.bg-immo.be,2659 - 2347,Liege,,,30m²square meters,,,1,8m²square meters,Yes,,Yes,,No,10m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061496,10061496,house,house,135000,forsale,4610,m,installed,,torenovate,gas,,2,105,true,,,,,,,,,Liege,After signing the deed,,To renovate,4 m,2,,,Urban,,83m²square meters,,Installed,2,16m²square meters,10m²square meters,,,,1,1,,,105m²square meters,,Connected,Yes,,,,,Yes,,Not specified,E,20220809008327,357 kg CO₂/m²,29588 kWh/year,Gas,,,,,,,,"€ 135,000135000 €",€ 220220 €,No,Avenue des Pins 40 4121- Neupré,,,Liege,,,19m²square meters,,13m²square meters,,,,,,Yes,No,,Yes,,,,,,,,,,,JB IMMO,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10057743,10057743,house,house,125000,forsale,4540,m,installed,1900,torenovate,fueloil,467,3,507,true,,450,true,,,1,1,,Liege,To be defined,1900,To renovate,,2,1,1,"Living area (residential, urban or rural)",,100m²square meters,Yes,Installed,3,13m²square meters,19m²square meters,8m²square meters,,,1,1,,,507m²square meters,,Connected,No,450m²square meters,,No,No,Yes,,467 kWh/m²kilowatt hour per square meters,F,20211117017245,Not specified,66940 kWh/year,Fuel oil,,,,,,Non flood zone,,"Make an offer starting from€ 125,000Make an offer starting from125000 €",,No,Rue Ernou 14 4540- Jehay,http://www.immodubois.be,4863032,Liege,,,,,,1,,,,,Yes,No,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113471,10113471,house,house,140000,forsale,4031,m,,,torenovate,gas,453,3,104,,true,,true,true,,,,,Liege,After signing the deed,,To renovate,,,,,,,143m²square meters,,,3,,,,,,1,,61m²square meters,,104m²square meters,,,,,Yes,,,,,453 kWh/m²kilowatt hour per square meters,F,20211220021186,Not specified,64911 kWh/year,Gas,,,,,,Non flood zone,,"€ 140,000140000 €",€ 701701 €,No,Bld. Frère-Orban 24000- Liège,http://www.immodt.be/,11638 - 656/8041,Liege,,,37m²square meters,Yes,13m²square meters,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040020,10040020,house,townhouse,155000,forsale,4170,m,hyperequipped,,good,pellet,,3,96,,,,true,,,,1,,Liege,After signing the deed,,Good,5.5 m,2,,1,Countryside,,121m²square meters,,Hyper equipped,3,15m²square meters,11m²square meters,10m²square meters,,,1,1,,,96m²square meters,5.5 mmeters,Connected,Yes,,,,,Yes,,Not specified,E,20220728016963,350 kg CO₂/m²,42478 kWh/year,Pellet,,,,,,,,"€ 155,000155000 €",€ 423423 €,No,Avenue des Pins 40 4121- Neupré,,,Liege,,,28m²square meters,,8m²square meters,,,,,,,No,14m²square meters,Yes,,,,,,,,,,No,JB IMMO,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098766,10098766,house,house,140000,forsale,4820,m,,,torenovate,fueloil,497,3,320,,true,,,,,1,1,,Liege,After signing the deed,,To renovate,,2,1,1,Urban,,152m²square meters,,,3,,,,,,1,2,,,320m²square meters,,,,,,,,,,497 kWh/m²kilowatt hour per square meters,F,20220823008367,Not specified,75335 kWh/year,Fuel oil,,,No,No,No,,"Living area (residential, urban or rural)","€ 140,000140000 €",€ 582582 €,No,Avenue de Spa 85 4802- Verviers,,,Liege,,,,,,,,,,Yes,,,,,,,,,,,No,,,,Anaïs SACCARO,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,
9874209,9874209,house,house,139000,forsale,4820,m,,,torenovate,gas,280,4,0,true,,100,true,true,,,,,Liege,After signing the deed,,To renovate,,2,,,,,276m²square meters,,,4,31m²square meters,14m²square meters,12m²square meters,11m²square meters,,2,2,,,,,Connected,No,100m²square meters,,,,,,280 kWh/m²kilowatt hour per square meters,D,20200222008920,Not specified,77099 kWh/year,Gas,,276m²square meters,No,No,No,,,"€ 139,000139000 €",€ 977977 €,No,Rue du Château d'Eau 12 3364- Leudelange,http://www.swixim.com,6908601,Liege,,,30m²square meters,,12m²square meters,,6m²square meters,Yes,,,Yes,No,22m²square meters,Yes,,No,,,,,No,,1,No,Cindy HARDY,,,,,,,,,,No,Yes,No,No,No,No,Yes,,No,No,No,,,,,,,,,,,,,,,,,,,,
9634664,9634664,house,house,199000,forsale,4700,m,,1850,tobedoneup,gas,332,1,167,true,true,,,,,,,,Liege,After signing the deed,1850,To be done up,,2,,,"Living area (residential, urban or rural)",,,,,1,25m²square meters,,,,,1,3,,,167m²square meters,,,,,,,,,,332 kWh/m²kilowatt hour per square meters,D,20211117021492,Not specified,Not specified,Gas,,,,,,,,"€ 199,000199000 €","€ 1,3371337 €",,Village 5 4841- Henri - Chapelle,http://www.nyssen.be,,Liege,,,,,,2,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129344,10129344,house,house,200000,forsale,4590,m,,1965,good,fueloil,634,3,904,true,,,,,,,2,,Liege,After signing the deed,1965,Good,,3,,2,Countryside,,,Yes,,3,,,,,,2,2,,,904m²square meters,,,,,,,,Yes,,634 kWh/m²kilowatt hour per square meters,G,20220914012169,Not specified,85651 kWh/year,Fuel oil,,,No,,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 200,000Make an offer starting from200000 €",€ 877877 €,No,Rue du Hamoir 3 4590- Ouffet,,,Liege,,,,Yes,,,,,,,Yes,,,Yes,,,,,,,No,,1,,Maud DUCHESNE,,,,,,,,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
9935106,9935106,house,house,200000,forsale,4020,m,hyperequipped,,good,gas,296,1,26,,true,,true,,,,,,Liege,After signing the deed,,Good,,2,,,"Living area (residential, urban or rural)",,80m²square meters,,Hyper equipped,1,,,,,,,,,,26m²square meters,,Connected,Yes,,Yes,,,,,296 kWh/m²kilowatt hour per square meters,D,20160708012469,55 kg CO₂/m²,23288 kWh/year,Gas,,,No,,,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",€ 418418 €,No,Quai de Gaulle 7 4020- Liège,http://www.icare-immobiliere.be,,Liege,,,,,,1,,,,Yes,,,,,,,,,,,,,,,Icare,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667453,9667453,house,house,210000,forsale,4000,m,,1961,tobedoneup,,503,3,216,,,110,,,,1,1,,Liege,After signing the deed,1961,To be done up,6 m,,1,1,,,110m²square meters,,,3,,,,,,1,1,,,216m²square meters,,,,110m²square meters,,,,,,503 kWh/m²kilowatt hour per square meters,F,20211214018623,Not specified,62703 kWh/year,,,,,,,,,"€ 210,000210000 €",€ 897897 €,No,"Chaussée de Tongres, 269 4000- Rocourt",http://www.aries-immo.be,446 - ROC VIC 94,Liege,,,,,,,,,,,,No,,,South East,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121626,10121626,house,house,202000,forsale,4130,m,,1961,tobedoneup,fueloil,813,2,1134,,true,,,,,1,,,Liege,After signing the deed,1961,To be done up,,4,1,,Countryside,,94m²square meters,Yes,,2,,,,,,1,1,,,1134m²square meters,,Connected,,,,,,,,813 kWh/m²kilowatt hour per square meters,G,20220621036282,Not specified,76117 kWh/year,Fuel oil,,,,No,,,"Living area (residential, urban or rural)","€ 202,000202000 €",€ 900900 €,No,"Rue Haute Wez, 170 4030- LIEGE (GRIVEGNEE)",,,Liege,,,,,,,,,,Yes,,,,Yes,South East,,,Yes,,,No,,,,Marlène PIRON,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10088244,10088244,house,mixedusebuilding,219000,forsale,4000,m,,,torenovate,gas,249,0,61,true,true,,,,,,,,Liege,After signing the deed,,To renovate,,2,,,Urban,Link to the virtual visit,175m²square meters,,,,,,,,,,,,,61m²square meters,,,,,,,,,,249 kWh/m²kilowatt hour per square meters,C,20220315031905,46 kg CO₂/m²,21545 kWh/year,Gas,,,,,,,,"€ 219,000219000 €","€ 1,8931893 €",Yes,Rue de la Cathédrale 17 4000- Liège,http://www.stolerimmo.be,668/2532,Liege,,Liege,,,,,,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086904,10086904,house,house,225000,forsale,4102,m,installed,,good,gas,315,4,0,true,true,,,,,,,,Liege,After signing the deed,,Good,,3,,,,,172m²square meters,,Installed,4,20m²square meters,19m²square meters,16m²square meters,15m²square meters,,1,1,5m²square meters,,,,Not connected,No,,,,,,,315 kWh/m²kilowatt hour per square meters,D,D,13374 kg CO₂/m²,69091 kWh/year,Gas,,305m²square meters,No,No,No,,,"€ 225,000225000 €",,No,Rue des Guillemins4000- Liège,http://www.belgique.immoliaison.fr,7336064,Liege,,,35m²square meters,,,,,No,,,Yes,No,,No,,No,,,,,No,,,No,Dimitri PORTMANN,,,,,,,,,,No,Yes,No,No,No,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
9942760,9942760,house,apartmentblock,245000,forsale,4800,m,semiequipped,,torenovate,gas,,6,102,,true,,,,,,,,Liege,,,To renovate,,,,,,,375m²square meters,,Semi equipped,6,24m²square meters,23m²square meters,18m²square meters,16m²square meters,16m²square meters,1,2,,,102m²square meters,,,,,,,,,,Not specified,G_F,20211117024093,Not specified,Not specified,Gas,,,,,,,,"€ 245,000245000 €",,Yes,"Rue des Minières, 65 4800- Verviers",http://www.flech-euro.be/,3326 - 075-14,Liege,,,,,17m²square meters,1,,,,Yes,,No,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,,,,,,,,,,,,,,,,,
10131107,10131107,house,house,240000,forsale,4780,m,,1948,,fueloil,484,3,2300,true,true,,,,,1,2,,Liege,After signing the deed,1948,,,4,1,2,Countryside,,70m²square meters,,,3,11m²square meters,7m²square meters,13m²square meters,,,1,1,30m²square meters,,2300m²square meters,,Not connected,Yes,,,,,,,484 kWh/m²kilowatt hour per square meters,F,20140616003896,120 kg CO₂/m²,53281 kWh/year,Fuel oil,,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 240,000240000 €",€ 647647 €,,Poteauerstrasse 90 4780- St-Vith,http://www.immokeul.be,,Liege,,,13m²square meters,Yes,11m²square meters,,,,,,Yes,,,Yes,,,,,,,,,,"Yes, conform",,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9981837,9981837,house,mansion,249000,forsale,4100,m,installed,,justrenovated,gas,,4,610,,true,,true,,,1,,,Liege,After signing the deed,,Just renovated,9 m,3,1,,Urban,,196m²square meters,,Installed,4,17m²square meters,15m²square meters,15m²square meters,14m²square meters,,2,2,,,610m²square meters,,Connected,Yes,,,,,Yes,,Not specified,E,20210812013006,347 kg CO₂/m²,67907 kWh/year,Gas,,,,,,,,"€ 249,000249000 €","€ 1,1101110 €",No,Avenue des Pins 40 4121- Neupré,,,Liege,,,57m²square meters,,11m²square meters,,,,,Yes,,,18m²square meters,Yes,,,Yes,,,,,,,,JB IMMO,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9440584,9440584,house,house,310000,forsale,4460,m,,2013,asnew,,,4,708,,,,,,,2,2,,Liege,After signing the deed,2013,As new,10 m,3,2,2,,,140m²square meters,,,4,,,,,,1,1,,,708m²square meters,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 310,000310000 €","€ 1,0011001 €",No,"Chaussée de Tongres, 269 4000- Rocourt",http://www.aries-immo.be,412 - GHO JEF 16,Liege,,,,,,,,,,,,No,,,North,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128816,10128816,house,townhouse,300000,forsale,4520,m,installed,,asnew,gas,107,3,456,,,383,,,,2,2,,Liege,After signing the deed,,As new,,3,2,2,,,182m²square meters,Yes,Installed,3,,,,,,1,2,,,456m²square meters,,,,383m²square meters,,,,,,107 kWh/m²kilowatt hour per square meters,B,20210616504243,Not specified,16954 kWh/year,Gas,Yes,,No,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 300,000Make an offer starting from300000 €","€ 1,0301030 €",No,Rue du Marché 24 4500- Huy,,,Liege,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,Sophie LEVEAU,,,,,,,,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10123993,10123993,house,apartmentblock,263000,forsale,4821,m,semiequipped,,good,gas,145,7,160,,true,,true,,,,,,Liege,After signing the deed,,Good,6.7 m,2,,,Urban,,224m²square meters,,Semi equipped,7,,,,,,4,,,,160m²square meters,,Connected,Yes,,Yes,No,No,Yes,,145 kWh/m²kilowatt hour per square meters,B,20220113000659,27 kg CO₂/m²,10818 kWh/year,Gas,,90m²square meters,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 263,000263000 €",,Yes,"Rue Centrale,30 4950- Robertville",https://homes-immo.be,4933093,Liege,,VERVIERS,,,,,,,,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105860,10105860,house,chalet,369000,forsale,4780,m,,,asnew,,404,4,1880,,,,true,,,,,,Liege,After signing the deed,,As new,,4,,,,,135m²square meters,,,4,,,,,,2,,,,1880m²square meters,,Not connected,No,,,,,,,404 kWh/m²kilowatt hour per square meters,E,20190127000616,115 kg CO₂/m²,54528 kWh/year,,Yes,,Yes,,,,,"€ 369,000369000 €",€ 568568 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4905082,Liege,,,,,,,,,,,,Yes,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029993,10029993,house,farmhouse,325000,forsale,4970,m,notinstalled,1937,torenovate,fueloil,,3,1650,true,true,15,true,,,1,15,,Liege,After signing the deed,1937,To renovate,,4,1,15,Landscape,,250m²square meters,Yes,Not installed,3,,,,,,1,1,,,1650m²square meters,,Not connected,Yes,15m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,,,,,Non flood zone,,"€ 325,000325000 €",€ 480480 €,No,,,,Liege,,,,Yes,,1,,No,,Yes,Yes,,80m²square meters,Yes,South West,,,,,,No,,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,,No,No,No,,,No,South West,,,,,,,,,,,,,Yes,,,
9969808,9969808,house,exceptionalproperty,550000,forsale,4300,m,,,justrenovated,fueloil,219,6,977,,true,,true,,,,,,Liege,To be defined,,Just renovated,,2,,,Urban,,360m²square meters,,,6,,,,,,3,3,,,977m²square meters,,Connected,Yes,,Yes,,,,,219 kWh/m²kilowatt hour per square meters,C,20130213007563,Not specified,32129 kWh/year,Fuel oil,,,,,,,"Living area (residential, urban or rural)","€ 550,000550000 €","€ 2,3802380 €",,Avenue Guillaume Joachim 42 4300- Waremme,http://www.wafina.be,,Liege,,,,,,,,,,Yes,,,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,West,,,,,,,,,,,,,,,,
10141780,10141780,house,house,125000,forsale,4051,m,,,torenovate,,406,2,0,,,,,,,,,,Liege,After signing the deed,,To renovate,,,,,,,140m²square meters,,,2,,,,,,,,,,,,,,,,,,,,406 kWh/m²kilowatt hour per square meters,E,20221003003079,Not specified,65341 kWh/year,,,,,,,,,"€ 125,000125000 €",€ 443443 €,No,Rue de Serbie 66 4000- Liège,http://www.immolegia.be,134 - 4505915,Liege,,,,Yes,14m²square meters,,,,,,,No,,,North West,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989202,9989202,house,house,399000,forsale,4960,m,,,tobedoneup,fueloil,294,4,2000,true,,,true,,,1,6,,Liege,After signing the deed,,To be done up,9 m,4,1,6,Countryside,,124m²square meters,,,4,13m²square meters,8m²square meters,17m²square meters,18m²square meters,,2,,,21m²square meters,2000m²square meters,35 mmeters,,No,,,No,No,Yes,,294 kWh/m²kilowatt hour per square meters,D,20220705000768,Not specified,49900 kWh/year,Fuel oil,Yes,84m²square meters,No,,,,,"€ 399,000399000 €",€ 832832 €,No,Avenue Monbijou 14 4960- Malmedy,http://www.scheen-lecoq.be,4805444,Liege,,Malmedy,34m²square meters,,11m²square meters,2,,,,,,No,35m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092217,10092217,house,house,174000,forsale,4480,m,,2023,,gas,103,3,122,,,,,,,,,1,Liege,,2023,,,,,,,,,,,3,,,,,,1,2,,,122m²square meters,,,,,,,,,,103 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 174,000174000 €",,No,Grand Route 63a/006 4367- Crisnée,http://www.accordimmo.be,1569 - 2017417,Liege,,,,,,,,,,,,No,,,South,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140595,10140595,house,house,200000,forsale,4480,m,installed,1933,good,gas,529,4,235,true,true,,true,,,,,,Liege,After signing the deed,1933,Good,,2,,,,,202m²square meters,,Installed,4,16m²square meters,12m²square meters,,,,2,2,,43m²square meters,235m²square meters,,Connected,Yes,,Yes,,,,,529 kWh/m²kilowatt hour per square meters,G,20150224019453,Not specified,101523 kWh/year,Gas,,,,,,,,"€ 200,000200000 €",€ 421421 €,No,Rue de la Verrerie 196 4100- Seraing,http://www.br-immobilier.be,4961019,Liege,,Liège,10m²square meters,Yes,15m²square meters,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042016,10042016,house,house,82000,forsale,4101,m,semiequipped,,,gas,508,1,35,,,,,,,,,,Liege,After signing the deed,,,,2,,,,,75m²square meters,,Semi equipped,1,24m²square meters,23m²square meters,,,,,1,,,35m²square meters,4.5 mmeters,,,,,Yes,,,,508 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,50127 kWh/year,Gas,,,,,,,,"€ 82,00082000 €",€ 200200 €,No,rue Joseph Heusdens 1024460- Grace-Hollogne,http://www.bureauip.be,2724 - 1413,Liege,,,21m²square meters,,7m²square meters,2,,,,,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147203,10147203,house,apartmentblock,315000,forsale,4020,m,installed,,good,gas,313,3,385,true,,150,true,true,,2,,,Liege,Depending on the tenant,,Good,,3,2,,Urban,,173m²square meters,,Installed,3,15m²square meters,13m²square meters,10m²square meters,,,2,3,,,385m²square meters,,Connected,Yes,150m²square meters,,No,No,Yes,,313 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,22069 kWh/year,Gas,,,,,,,,"€ 315,000315000 €","€ 1,0151015 €",Yes,Rue du Parc 10 4800- Verviers,,4964865,Liege,,Liège,25m²square meters,Yes,8m²square meters,2,,Yes,,,Yes,No,40m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159098,10159098,house,house,109000,forsale,4860,m,,,torenovate,gas,473,4,295,,true,,,,,,,,Liege,After signing the deed,,To renovate,,2,,,Urban,,147m²square meters,Yes,,4,,,,,,1,1,,,295m²square meters,,Connected,,,,,,Yes,,473 kWh/m²kilowatt hour per square meters,F,20220902024404,Not specified,69436 kWh/year,Gas,,,No,,No,,"Living area (residential, urban or rural)","€ 109,000109000 €",€ 418418 €,No,"rue Jean-Martin Maréchal, 32 4800- ENSIVAL-VERVIERS",,,Liege,,,,Yes,,,,,,Yes,,,,Yes,,,,,,,No,,,,Michel CANFIN,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,
10159065,10159065,house,house,210000,forsale,4400,m,,,torenovate,fueloil,526,3,10063,,true,,,,,,,,Liege,After signing the deed,,To renovate,,4,,,Countryside,,158m²square meters,,,3,,,,,,1,1,,,10063m²square meters,,,,,,,,,,526 kWh/m²kilowatt hour per square meters,G,20220808003082,Not specified,83143 kWh/year,Fuel oil,,,,,,,Mixed living area (accommodation &amp; economic activities),"€ 210,000210000 €",€ 599599 €,No,Grand' Route 364 4400- Flemalle,,,Liege,,,,Yes,,,,,,Yes,,,,,,,,,,,No,,,No,Jonathan KNAPIK,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10159230,10159230,house,apartmentblock,289000,forsale,4100,m,,1961,torenovate,gas,460,4,253,,true,,,,,2,,,Liege,Depending on the tenant,1961,To renovate,,2,2,,,,258m²square meters,,,4,11m²square meters,15m²square meters,,,,2,,,,253m²square meters,,Connected,Yes,,,,,,,460 kWh/m²kilowatt hour per square meters,F,20180116015302,Not specified,39753 kWh/year,Gas,,,,,,,,"€ 289,000289000 €","€ 1,5931593 €",Yes,Rue de la Verrerie 196 4100- Seraing,http://www.br-immobilier.be,4962723,Liege,,Seraing -Haut,26m²square meters,,5m²square meters,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147962,10147962,house,house,230000,forsale,4360,m,hyperequipped,,asnew,pellet,,3,155,,,,true,,,,2,1,Liege,After signing the deed,,As new,,2,,2,Countryside,,115m²square meters,,Hyper equipped,3,14m²square meters,12m²square meters,12m²square meters,,,1,2,,,155m²square meters,,,No,,,No,No,Yes,No,Not specified,B,Not specified,Not specified,Not specified,Pellet,,,,,,Recognized flood zone,,"€ 230,000230000 €",,No,,,,Liege,,Bergilers,27m²square meters,,15m²square meters,1,,No,,,,No,15m²square meters,Yes,,,No,,No,,Yes,No,,No,,,,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,No,,,No,South East,No,No,No,All kind,,,Yes,,,,,,,,,
10140004,10140004,house,house,189000,forsale,4420,m,installed,,,,280,3,127,,,,,,,,,,Liege,After signing the deed,,,,2,,,,,100m²square meters,,Installed,3,,,,,,,,,,127m²square meters,,,Yes,,,,,,,280 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,48297 kWh/year,,,,,,,,,"€ 189,000189000 €",€ 436436 €,No,rue Saint-Gilles 590 4000- Liège,http://www.igg.immo,233 - 93363927,Liege,,,32m²square meters,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138761,10138761,house,house,180000,forsale,4800,m,notinstalled,,torenovate,gas,245,2,153,true,true,,true,true,,1,,,Liege,After signing the deed,,To renovate,4.8 m,2,1,,Isolated,,112m²square meters,,Not installed,2,12m²square meters,12m²square meters,,,,1,1,,,153m²square meters,4.8 mmeters,Connected,Yes,,Yes,No,No,Yes,No,245 kWh/m²kilowatt hour per square meters,C,20220919012570,Not specified,25637 kWh/year,Gas,,,,,,Non flood zone,,"€ 180,000180000 €",€ 731731 €,No,Rue du Parc 10 4800- Verviers,,4933488,Liege,,Verviers et alentours,11m²square meters,Yes,16m²square meters,1,12m²square meters,Yes,,Yes,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
