,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
9998460,9998460,house,house,249000,forsale,4850,l,notinstalled,1950,,fueloil,5102,4,791,true,true,,,,,1,,,Liege,To be defined,1950,,13 m,4,1,,Countryside,,,Yes,Not installed,4,,,,,,1,2,,,791m²square meters,,Connected,Yes,,,No,Yes,Yes,No,5102 kWh/m²kilowatt hour per square meters,F,20220615007900,Not specified,Not specified,Fuel oil,,,,,,Non flood zone,,"€ 249,000249000 €",€ 929929 €,No,,,,Liege,,,,Yes,,,,No,,Yes,Yes,,,No,,,No,,No,,No,No,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,,No,,No,No,No,,,,No,,,,,,,,,
10130447,10130447,house,bungalow,230000,forsale,4590,l,installed,,good,fueloil,404,3,1294,,,1162,true,true,,1,2,,Liege,After signing the deed,,Good,14.7 m,4,1,2,Isolated,,140m²square meters,,Installed,3,13m²square meters,11m²square meters,9m²square meters,,,1,2,,,1294m²square meters,,Not connected,No,1162m²square meters,,Yes,Yes,Yes,No,404 kWh/m²kilowatt hour per square meters,E,20220921019157,Not specified,58606 kWh/year,Fuel oil,,132m²square meters,No,No,No,Non flood zone,,"€ 230,000230000 €",€ 699699 €,No,Voie de l'Ardenne 1794053- Embourg,http://www.bourse-immobiliere.be,4936968,Liege,,,20m²square meters,Yes,8m²square meters,,6m²square meters,Yes,,,,No,30m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060476,10060476,house,townhouse,295000,forsale,4360,l,usainstalled,1997,asnew,fueloil,,3,610,,true,400,true,,,2,3,,Liege,To be defined,1997,As new,,2,2,3,Countryside,,,,USA installed,3,15m²square meters,14m²square meters,10m²square meters,,,1,2,13m²square meters,,610m²square meters,,Connected,No,400m²square meters,,No,No,Yes,No,Not specified,B,Not specified,Not specified,Not specified,Fuel oil,,,,,,,,"€ 295,000295000 €",,No,,,,Liege,,,16m²square meters,Yes,12m²square meters,1,,No,,,,,40m²square meters,Yes,South East,,Yes,,Yes,,No,Yes,,"Yes, conform",,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,Yes,No,,,No,South East,No,No,Yes,All kind,,,No,,,,,,,,,
10075290,10075290,house,mixedusebuilding,325000,forsale,4000,l,,1970,tobedoneup,gas,,3,0,,,,,,,,,,Liege,After signing the deed,1970,To be done up,,1,,,Shop street,,250m²square meters,,,3,8m²square meters,13m²square meters,10m²square meters,,,,4,,,,,Connected,Yes,,,No,No,Yes,No,Not specified,C,Not specified,Not specified,Not specified,Gas,Yes,57m²square meters,,No,,Non flood zone,,"€ 325,000325000 €","€ 2,6402640 €",Yes,,,,Liege,,,,,,4,,No,,,,,,Yes,,,No,,Yes,,No,No,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,,,No,,No,No,Yes,Apartment building,,,No,,,,,,,,,
10103793,10103793,house,house,299000,forsale,4041,l,installed,1980,good,gas,283,3,478,,,290,true,,,1,,,Liege,To be defined,1980,Good,8 m,3,1,,,,184m²square meters,,Installed,3,15m²square meters,14m²square meters,14m²square meters,,,1,2,,,478m²square meters,8 mmeters,Connected,Yes,290m²square meters,,No,No,Yes,No,283 kWh/m²kilowatt hour per square meters,D,20220906009547,Not specified,52104 kWh/year,Gas,,84m²square meters,,,,,,"Make an offer starting from€ 299,000Make an offer starting from299000 €","€ 1,4351435 €",No,"Place Lucien Molitor, 1A/01 4681- Hermalle sous Argenteau",http://forward-realestate.com,4897887,Liege,,,59m²square meters,,12m²square meters,,,,,,,No,40m²square meters,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964102,9964102,house,house,399000,forsale,4710,l,hyperequipped,2022,asnew,,,4,376,,,189,true,true,,,1,,Liege,At delivery,2022,As new,6.7 m,3,,1,Isolated,Link to the virtual visit,170m²square meters,,Hyper equipped,4,11m²square meters,12m²square meters,12m²square meters,24m²square meters,,1,2,,,376m²square meters,,Connected,No,189m²square meters,,No,No,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,Non flood zone,,"€ 399,000399000 €",,No,Rue des Raines 1 4800- Verviers,http://www.myplace.immo,4792460,Liege,,,38m²square meters,,19m²square meters,,,Yes,,,,No,18m²square meters,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964100,9964100,house,house,396000,forsale,4710,l,hyperequipped,2022,asnew,,,4,341,,,136,true,true,,,2,,Liege,At delivery,2022,As new,6.7 m,3,,2,Isolated,Link to the virtual visit,170m²square meters,,Hyper equipped,4,11m²square meters,12m²square meters,12m²square meters,24m²square meters,,1,2,,,341m²square meters,,Connected,No,136m²square meters,,No,No,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,Non flood zone,,"€ 396,000396000 €",,No,Rue des Raines 1 4800- Verviers,http://www.myplace.immo,4792432,Liege,,,38m²square meters,,19m²square meters,,,Yes,,,,No,39m²square meters,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116256,10116256,house,house,430000,forsale,4000,l,,,good,gas,,5,300,,,200,true,,,,,,Liege,,,Good,,2,,,,,240m²square meters,,,5,17m²square meters,18m²square meters,17m²square meters,18m²square meters,40m²square meters,1,2,,,300m²square meters,,,Yes,200m²square meters,,No,No,No,No,Not specified,Not specified,20210528003222,Not specified,Not specified,Gas,,,,,,,,"€ 430,000430000 €","€ 1,2411241 €",No,,,,Liege,,,18m²square meters,Yes,17m²square meters,,,No,,,,,10m²square meters,Yes,South,,Yes,,No,,No,No,,,,,,,,,,,,,No,,No,No,No,No,Yes,No,No,No,No,,,No,,No,No,No,All kind,,,No,,,,,,,,,
10099567,10099567,house,house,280000,forsale,4430,l,hyperequipped,,good,gas,802,3,328,,,90,true,,,,4,,Liege,After signing the deed,,Good,5.6 m,3,,4,,Link to the virtual visit,124m²square meters,,Hyper equipped,3,15m²square meters,16m²square meters,20m²square meters,,,1,1,,,328m²square meters,5.6 mmeters,Connected,Yes,90m²square meters,,No,No,,,802 kWh/m²kilowatt hour per square meters,G,20170522012751,Not specified,74770 kWh/year,Gas,,108m²square meters,,,,,,"€ 280,000280000 €",€ 490490 €,No,Rue Giacomo Matteoti 10 4460- Grace-Hollogne,http://www.renato-mammo.be,4893386,Liege,,,16m²square meters,Yes,20m²square meters,,,,,,,No,30m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141150,10141150,house,house,250000,forsale,4287,l,,,good,fueloil,311,3,630,,true,,true,true,,,3,,Liege,Immediately,,Good,,3,,3,,,165m²square meters,,,3,26m²square meters,25m²square meters,12m²square meters,,,1,2,,,630m²square meters,,,,,Yes,,,,,311 kWh/m²kilowatt hour per square meters,D,20160914022430,Not specified,14365 kWh/year,Fuel oil,,,,,,Non flood zone,,"€ 250,000250000 €",,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009607 - 935,Liege,,,,,,1,,Yes,,Yes,,No,,Yes,,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147213,10147213,house,bungalow,229000,forsale,4610,l,installed,1966,,gas,658,2,413,,,,,,,1,,,Liege,,1966,,,3,1,,,,77m²square meters,,Installed,2,,,,,,,1,,,413m²square meters,,,,,,,,,,658 kWh/m²kilowatt hour per square meters,G,20220829009940,119 kg CO₂/m²,50884 kWh/year,Gas,,,,,,,,"€ 229,000229000 €",€ 575575 €,No,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3453,Liege,,,15m²square meters,,,1,,,,,,No,,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
10080459,10080459,house,house,438980,forsale,4700,l,,,,,,4,468,true,,,true,,,1,1,1,Liege,After signing the deed,,,7.26 m,3,1,1,,,142m²square meters,,,4,13m²square meters,14m²square meters,11m²square meters,10m²square meters,,1,2,,,468m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 438,980438980 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4895005,Liege,,,31m²square meters,,11m²square meters,,,,,,Yes,,30m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056089,10056089,house,villa,299000,forsale,4950,l,,2020,,,,3,2261,true,true,1208,,true,,1,4,1,Liege,,2020,,13 m,4,1,4,Countryside,,200m²square meters,,,3,11m²square meters,11m²square meters,12m²square meters,,,1,2,58m²square meters,86m²square meters,2261m²square meters,19.7 mmeters,Not connected,No,1208m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,169m²square meters,No,,,,,"€ 299,000299000 €",,No,"Avenue du chêne, 177 4802- Heusy",http://www.ekilibre.be,4854081,Liege,,WAIMES,41m²square meters,,19m²square meters,1,16m²square meters,Yes,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106034,10106034,house,house,442920,forsale,4700,l,,,,,,4,482,true,,,true,,,1,1,1,Liege,After signing the deed,,,9.9 m,2,1,1,,,164m²square meters,,,4,21m²square meters,14m²square meters,12m²square meters,12m²square meters,,1,2,,,482m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 442,920442920 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4928118,Liege,,,35m²square meters,,11m²square meters,,,,,,Yes,,30m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148153,10148153,house,house,445000,forsale,4620,l,installed,1959,,fueloil,718,7,2284,,,,true,,,23,4,,Liege,,1959,,,4,23,4,,,156m²square meters,,Installed,7,,,,,,1,2,,,2284m²square meters,,,,,,,,,,718 kWh/m²kilowatt hour per square meters,G,20200221000700,178 kg CO₂/m²,112308 kWh/year,Fuel oil,,,,,,,,"€ 445,000445000 €","€ 3,0633063 €",No,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3425,Liege,,,32m²square meters,,,,,,,,,No,103m²square meters,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
10018947,10018947,house,house,449000,forsale,4802,l,usahyperequipped,,,,85,4,406,true,,,true,,,1,1,1,Liege,After signing the deed,,,7.7 m,3,1,1,,,,,USA hyper equipped,4,14m²square meters,14m²square meters,12m²square meters,10m²square meters,,1,2,,,406m²square meters,,Connected,No,,,,,,,85 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,,,,,,,"€ 449,000449000 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4845667,Liege,,,32m²square meters,,12m²square meters,,,,,,Yes,,29m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018949,10018949,house,house,473972,forsale,4042,l,usahyperequipped,,,,,4,731,true,,,true,,,1,1,1,Liege,After signing the deed,,,7.33 m,3,1,1,,,139m²square meters,,USA hyper equipped,4,15m²square meters,14m²square meters,12m²square meters,8m²square meters,,1,2,,,731m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 473,972473972 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4845677,Liege,,,28m²square meters,,11m²square meters,,,,,,Yes,,24m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152119,10152119,house,apartmentblock,269000,forsale,4400,l,,1953,,gas,480,4,380,,true,100,,,,,,,Liege,,1953,,,4,,,,,128m²square meters,Yes,,4,13m²square meters,12m²square meters,10m²square meters,7m²square meters,,2,2,,,380m²square meters,,Connected,,100m²square meters,,,,,,480 kWh/m²kilowatt hour per square meters,F,20160926013019,Not specified,36147 kWh/year,Gas,,,,,,,,"€ 269,000269000 €",€ 899899 €,Yes,Rue Joseph Wettinck 40 4101- Jemeppe-sur-Meuse,http://www.gpimmobilier.be,4929387,Liege,,,,,,2,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 7070 €,,,,,,,,,,
9825076,9825076,house,house,275000,forsale,4632,l,installed,1925,good,fueloil,251,3,0,true,,,,true,,1,,,Liege,To be defined,1925,Good,,2,1,,,,204m²square meters,Yes,Installed,3,,,,,,1,2,,,,,Connected,No,,,,,,,251 kWh/m²kilowatt hour per square meters,C,20130919018457,63 kg CO₂/m²,51.11 kWh/year,Fuel oil,,190m²square meters,No,No,No,,,"€ 275,000275000 €",€ 550550 €,No,Rue Royale 41 4690- Glons,,6827891,Liege,,,,,,,,Yes,,,Yes,No,,Yes,,No,,,,,No,,,No,Jérome FRANCESCHINI,,,,,,,,,,No,Yes,No,No,No,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
10140157,10140157,house,house,825000,forsale,4557,l,hyperequipped,,good,fueloil,,6,14850,true,true,220,true,true,,2,10,,Liege,After signing the deed,,Good,,4,2,10,,,926m²square meters,Yes,Hyper equipped,6,,,,,,5,6,,,14850m²square meters,,Connected,Yes,220m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,,,,,Non flood zone,,"€ 825,000825000 €",€ 890890 €,Yes,,,,Liege,,,,Yes,,,,Yes,,Yes,Yes,,130m²square meters,No,,,,,,,No,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,No,,No,No,No,,,Yes,,,,,All kind,,,,,,,,,Yes,,,
10149141,10149141,house,house,350000,forsale,4460,l,,1950,,,748,1,963,true,,175,,true,,1,20,,Liege,,1950,,,3,1,20,,,113m²square meters,,,1,19m²square meters,,,,,1,1,,,963m²square meters,,,,175m²square meters,,,,,,748 kWh/m²kilowatt hour per square meters,G,20211118002199,Not specified,103330 kWh/year,,,,,,,,,"€ 350,000350000 €",€ 609609 €,No,Rue Joseph Wettinck 40 4101- Jemeppe-sur-Meuse,http://www.gpimmobilier.be,4963231,Liege,,,20m²square meters,Yes,10m²square meters,1,13m²square meters,Yes,,,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143796,10143796,house,house,295000,forsale,4000,l,,,,gas,447,4,140,,true,35,true,,,,,,Liege,After signing the deed,,,6 m,2,,,,,150m²square meters,,,4,15m²square meters,14m²square meters,13m²square meters,12m²square meters,,1,3,27m²square meters,,140m²square meters,6 mmeters,,Yes,35m²square meters,,,,,,447 kWh/m²kilowatt hour per square meters,F,20211110016090,Not specified,72222 kWh/year,Gas,,,,,,,,"€ 295,000295000 €",€ 701701 €,No,Route du Condroz 94 4121- Neupré,http://www.immocosy.be,1645 - LR55,Liege,,,12m²square meters,Yes,12m²square meters,1,,,,,,No,7m²square meters,Yes,South,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149127,10149127,house,house,155000,forsale,4870,l,semiequipped,,good,fueloil,519,3,387,true,true,281,,,,,,,Liege,Immediately,,Good,,2,,,,,,,Semi equipped,3,13m²square meters,12m²square meters,9m²square meters,,,1,2,4m²square meters,29m²square meters,387m²square meters,,,No,281m²square meters,,,,,,519 kWh/m²kilowatt hour per square meters,G,20160122019159,128 kg CO₂/m²,81993 kWh/year,Fuel oil,,,,,,Non flood zone,,"€ 155,000155000 €",€ 464464 €,No,"rue Gretry 97, Bt 002 4020- Liège",http://www.inforim.be,4965674,Liege,,,19m²square meters,,14m²square meters,1,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955068,9955068,house,house,99000,forsale,4801,l,,1900,torenovate,wood,303,0,1900,,true,,,,,,,,Liege,After signing the deed,1900,To renovate,20 m,4,,,,Link to the virtual visit,,,,,,,,,,,,50m²square meters,,1900m²square meters,,Connected,No,,,,,,,303 kWh/m²kilowatt hour per square meters,D,20220607014371,303 kg CO₂/m²,1062 kWh/year,Wood,,,,,,,,"€ 99,00099000 €",€ 739739 €,No,Route de Givet 20 5377- Somme-Leuze,,7084873,Liege,,,,,,,,No,,,,No,,No,,No,,,,,No,,,No,Ingrid HECK,,,,,,,,,,No,,No,Yes,No,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
10034467,10034467,house,house,139000,forsale,4000,l,,1918,,gas,507,4,65,,true,,true,,,,,,Liege,,1918,,,2,,,,,104m²square meters,,,4,14m²square meters,14m²square meters,14m²square meters,11m²square meters,,1,1,,,65m²square meters,,Connected,Yes,,,,,,,507 kWh/m²kilowatt hour per square meters,F,20220315004899,Not specified,61826 kWh/year,Gas,,,,,,,,"€ 139,000139000 €",€ 307307 €,No,Rue Joseph Wettinck 40 4101- Jemeppe-sur-Meuse,http://www.gpimmobilier.be,4852757,Liege,,,14m²square meters,Yes,10m²square meters,1,,,,Yes,,,5m²square meters,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060003,10060003,house,house,130000,forsale,4102,l,notinstalled,,tobedoneup,fueloil,,2,140,true,,60,,,,1,,,Liege,After signing the deed,,To be done up,,2,1,,"Living area (residential, urban or rural)",,130m²square meters,,Not installed,2,16m²square meters,12m²square meters,,,,1,2,,8m²square meters,140m²square meters,,Connected,Yes,60m²square meters,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,,,,,,,"€ 130,000130000 €",€ 609609 €,No,,,,Liege,,,12m²square meters,Yes,,,,No,,,,,,Yes,South East,,No,,No,,No,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,,,No,,No,No,No,,,,Yes,,,,,,,,,
10000078,10000078,house,townhouse,165000,forsale,4000,l,installed,,good,gas,,2,395,,true,1,true,,,1,,,Liege,After signing the deed,,Good,5 m,2,1,,Urban,,89m²square meters,Yes,Installed,2,,,,,,,,,,395m²square meters,,,Yes,1m²square meter,,,,,,Not specified,D,20170313020696,Not specified,Not specified,Gas,,,,No,,,,"€ 165,000165000 €",€ 656656 €,No,,,,Liege,,,,Yes,20m²square meters,1,,No,,Yes,,,1m²square meter,Yes,,,,,,,No,,,No,,,,,,,,,,,No,Yes,No,No,No,No,Yes,,No,No,No,,,No,South West,,,,All kind,,,,,,,,,,,,
10086349,10086349,house,house,169500,forsale,4101,l,usainstalled,,justrenovated,electric,,2,490,,true,490,,,,,,,Liege,After signing the deed,,Just renovated,4 m,2,,,Urban,,,,USA installed,2,16m²square meters,15m²square meters,,,,1,1,12m²square meters,,490m²square meters,,Connected,Yes,490m²square meters,,No,No,Yes,No,Not specified,D,20191014012506,Not specified,26352 kWh/year,Electric,,,,,,,,"€ 169,500169500 €",€ 215215 €,No,,,,Liege,,,14m²square meters,Yes,11m²square meters,,,No,,,,,,Yes,,,No,,No,,No,No,,,,,,,,,,,,,No,,No,No,No,Yes,No,No,Yes,No,No,,,No,,No,No,Yes,,,,Yes,,,,,,,,,
9651392,9651392,house,mixedusebuilding,199000,forsale,4180,l,semiequipped,1945,torenovate,electric,462,1,390,true,,,true,,,,1,,Liege,After signing the deed,1945,To renovate,,3,,1,,Link to the virtual visit,186m²square meters,,Semi equipped,1,,,,,,1,,,,390m²square meters,,Not connected,,,Yes,,,,,462 kWh/m²kilowatt hour per square meters,F,20211108001940,Not specified,36098 kWh/year,Electric,,98m²square meters,,,,,,"€ 199,000199000 €",€ 848848 €,Yes,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4526377,Liege,,,17m²square meters,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901597,9901597,house,house,195000,forsale,4280,l,,,asnew,fueloil,522,3,270,,true,,true,,,,1,,Liege,After signing the deed,,As new,,2,,1,,,110m²square meters,,,3,28m²square meters,15m²square meters,9m²square meters,,,1,2,,,270m²square meters,,,Yes,,Yes,,,,,522 kWh/m²kilowatt hour per square meters,G,20220506012563,Not specified,67368 kWh/year,Fuel oil,,,,,,,,"€ 195,000195000 €",,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009508 - 1020,Liege,,,28m²square meters,,13m²square meters,,,,,Yes,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003178,10003178,house,mixedusebuilding,210000,forsale,4170,l,,1980,good,fueloil,439,2,250,true,true,,true,,,,,,Liege,Depending on the tenant,1980,Good,,2,,,,Link to the virtual visit,123m²square meters,,,2,,,,,,1,,,,250m²square meters,,Not connected,No,,,,,Yes,No,439 kWh/m²kilowatt hour per square meters,F,20210525003993,Not specified,31656 kWh/year,Fuel oil,,97m²square meters,,,,,,"Make an offer starting from€ 210,000Make an offer starting from210000 €","€ 1,1131113 €",Yes,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4805050,Liege,,,18m²square meters,,,,,,,Yes,Yes,No,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128599,10128599,house,house,250000,forsale,4420,l,semiequipped,,tobedoneup,fueloil,502,3,341,,true,,,,,,1,,Liege,After signing the deed,,To be done up,,2,,1,,,118m²square meters,,Semi equipped,3,,,,,,1,2,,,341m²square meters,,,,,,,,,,502 kWh/m²kilowatt hour per square meters,F,20220908013706,Not specified,Not specified,Fuel oil,,,,,,,,"€ 250,000250000 €",€ 743743 €,No,Route du Condroz 94 4121- Neupré,http://www.immocosy.be,1635 - MC220,Liege,,,34m²square meters,,,,,,,Yes,,No,,Yes,South,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681860,9681860,house,house,235000,forsale,4170,l,,,justrenovated,gas,,3,14,,,14,true,,,,2,,Liege,,,Just renovated,4 m,2,,2,Countryside,,95m²square meters,,,3,14m²square meters,8m²square meters,8m²square meters,,,1,1,,,14m²square meters,4 mmeters,Connected,Yes,14m²square meters,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,,Non flood zone,,"€ 235,000235000 €",€ 600600 €,No,,,,Liege,,,12m²square meters,Yes,7m²square meters,,,No,,,,No,14m²square meters,Yes,,,No,,No,,No,No,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,,,No,North,No,No,Yes,,,€ 5050 €,No,,,,,,,,,
10072211,10072211,house,house,249000,forsale,4801,l,,,asnew,gas,173,3,100,,,,true,true,,1,,,Liege,,,As new,,2,1,,Urban,,180m²square meters,Yes,,3,22m²square meters,22m²square meters,22m²square meters,,,1,2,,,100m²square meters,,Connected,No,,,,,,,173 kWh/m²kilowatt hour per square meters,C,2022082004688,Not specified,33311 kWh/year,Gas,,68m²square meters,,,,,,"Make an offer starting from€ 249,000Make an offer starting from249000 €",,No,"Avenue du chêne, 177 4802- Heusy",http://www.ekilibre.be,4892097,Liege,,GRAND VERVIERS,,,,,8m²square meters,Yes,,,,No,22m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9739925,9739925,house,house,265000,forsale,4860,l,installed,1961,good,fueloil,499,3,591,true,true,,true,,,1,1,,Liege,After signing the deed,1961,Good,,4,1,1,Countryside,,,Yes,Installed,3,,,,,,1,,,,591m²square meters,,,,,Yes,,,,,499 kWh/m²kilowatt hour per square meters,F,20191216008790,Not specified,66055 kWh/year,Fuel oil,,,No,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 265,000Make an offer starting from265000 €",€ 963963 €,No,"rue Félix Defays, 13 4860- PEPINSTER",,,Liege,,,,Yes,,,,,,Yes,Yes,,,Yes,North West,,,Yes,,,No,,1,No,David BREUER,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10127186,10127186,house,mixedusebuilding,250000,forsale,4900,l,installed,1920,good,gas,,3,41,,true,,true,,,,,,Liege,After signing the deed,1920,Good,,2,,,Urban,,,,Installed,3,,,,,,1,2,,,41m²square meters,,Connected,Yes,,,,,,,Not specified,D,Not specified,Not specified,Not specified,Gas,,,,,,,"Living area (residential, urban or rural)","€ 250,000250000 €",€ 865865 €,Yes,Rue du Marché 10 4900- Spa,,,Liege,,Pouhon Pierre le Grand,,,,,,,,Yes,,No,6m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,100,,,,,,,,
10100598,10100598,house,house,285000,forsale,4420,l,,,good,fueloil,289,3,310,,true,100,true,true,,1,2,,Liege,After signing the deed,,Good,,3,1,2,,,160m²square meters,,,3,27m²square meters,18m²square meters,12m²square meters,,,1,,,,310m²square meters,,Connected,Yes,100m²square meters,Yes,No,,Yes,,289 kWh/m²kilowatt hour per square meters,D,20220620021121,72 kg CO₂/m²,51211 kWh/year,Fuel oil,Yes,,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €","€ 1,1221122 €",No,Avenue Rogier 32 4000- Liège,http://www.sodimo.be,5536,Liege,,,36m²square meters,,15m²square meters,,12m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
