,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,How many fireplaces?,Kitchen type,Bedrooms,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Width of the lot on the street,"Gas, water &amp; electricity",Garden surface,Garden orientation,Terrace,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Virtual visit,Living room surface,Dining room,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Shower rooms,Office surface,Office,Attic,Connection to sewer network,Terrace surface,Elevator,Accessible for disabled people,TV cable,Total ground floor buildable,Cadastral income,Bedroom 3 surface,Bedroom 4 surface,Garden,Property name,Basement surface,Type of building,Obligation to build,Living room,Attic surface,E-level (overall energy performance),Dressing room,Terrace orientation,Heat pump,Agent's name,Bedroom 5 surface,Professional space surface,Conformity certification for fuel tanks,Thermic solar panels,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Number of annexes,Caretaker,Intercom,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Common water heater,Isolated,Neighbourhood or locality,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant
10137869,10137869,house,house,379500,forsale,3990,l,installed,1990,,fueloil,340,3,1233,,true,,,,,2,2,,Limburg,,1990,,,2,2,,225m²square meters,,Installed,3,1,2,Yes,No,1233m²square meters,,No,,,,,,340 kWh/m²kilowatt hour per square meters,D,20220924-0002681929-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 379,500379500 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,WON1566,Limburg,,,,,,,,,,,No,,Not connected,,,,,,€ 929929 €,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120606,10120606,house,house,360000,forsale,3830,l,,1984,,gas,399,3,2885,,true,,,,,,,,Limburg,After signing the deed,1984,,4,,,,235m²square meters,,,3,1,,Yes,No,2885m²square meters,37 mmeters,Yes,,,,,,399 kWh/m²kilowatt hour per square meters,D,20220316-0002565295-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,Farming area,"€ 360,000360000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,Yes,,,,,,,,Not connected,,,,,,€ 931931 €,,,,,,,,,,399,,,No,,,,,No,,,No,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,
10055535,10055535,house,house,449000,forsale,3500,l,,1990,,fueloil,213,5,563,,,,true,,,,,,Limburg,After signing the deed,1990,,3,,,,295m²square meters,,,5,2,,,No,563m²square meters,15 mmeters,Yes,,,Yes,,,213 kWh/m²kilowatt hour per square meters,C,20220801-0002646376-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 449,000Make an offer starting from449000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,Link to the virtual visit,,,,,,,,,,Connected,,,,,,"€ 1,8831883 €",,,,,,,,,,213,,,No,,,,,No,,,No,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,
10054803,10054803,house,villa,690000,forsale,3570,l,,1977,tobedoneup,fueloil,324,0,4565,,true,4400,,,,1,,,Limburg,,1977,To be done up,4,1,,Countryside,450m²square meters,,,,,,Yes,No,4565m²square meters,,No,4400m²square meters,,,,,324 kWh/m²kilowatt hour per square meters,D,20220727-0002646403-RES-2,Not specified,Not specified,,Fuel oil,No,Yes,No,No,No,Non flood zone,Farming area,"€ 690,000690000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/1116,Limburg,,,,,,,,,,,No,,Connected,,,,,165m²square meters,,,,,,,Villa,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124223,10124223,house,countrycottage,599000,forsale,3800,l,,1950,,gas,195,5,3045,,true,,,true,,,,,Limburg,After signing the deed,1950,,4,,,,396m²square meters,,,5,1,,Yes,No,3045m²square meters,,Yes,,,,,,195 kWh/m²kilowatt hour per square meters,B,20220909-0002671354-RES-1,Not specified,Not specified,,Gas,Yes,,No,No,No,Possible flood zone,Natural area,"€ 599,000599000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,Yes,,,,,,Yes,,Connected,,,,,,"€ 1,5211521 €",,,,,,,,,,195,,,No,,,,,Yes,,Yes,No,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,
10087177,10087177,house,mixedusebuilding,460000,forsale,3581,l,,1930,good,,186,4,349,,,,true,,,,,,Limburg,,1930,Good,,,,,212m²square meters,,,4,2,3,,No,349m²square meters,24 mmeters,Yes,,South East,,No,No,186 kWh/m²kilowatt hour per square meters,B,20200222-0002242588-RES-2,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 460,000460000 €",Yes,Koolmijnlaan 38 3550- Heusden-Zolder,http://www.swevers.be,5855,Limburg,,,,48m²square meters,,28m²square meters,18m²square meters,17m²square meters,,,No,,Connected,40m²square meters,No,No,Yes,,€ 613613 €,10m²square meters,13m²square meters,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,
10115149,10115149,house,house,625000,forsale,3740,l,installed,2015,good,,120,4,1643,,true,,,,,1,,,Limburg,,2015,Good,,1,,,232m²square meters,,Installed,4,1,,,No,1643m²square meters,,Yes,,,,Yes,No,120 kWh/m²kilowatt hour per square meters,B,73006-G-2009/11254/EP02967/C301/D01/SD001,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 625,000625000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/0611,Limburg,,,,,,36m²square meters,,,,,No,,Connected,,No,No,No,,"€ 1,0991099 €",,,,,170m²square meters,,,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,
10060541,10060541,house,apartmentblock,1175000,forsale,3500,l,,1975,,electric,344,0,531,,,,,,,,,,Limburg,To be defined,1975,,3,,,,310m²square meters,,,,,,,No,531m²square meters,,Yes,,,,No,No,344 kWh/m²kilowatt hour per square meters,D,20200115-0002236367-RES-3,Not specified,Not specified,,Electric,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,175,0001175000 €",Yes,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,,,,,,,,,Not connected,,No,No,No,,"€ 2,5722572 €",,,,,,Apartment building,,,,344,,,No,,,,,Yes,,,Yes,,,,,,,,,,No,No,,Yes,No,,,,,,,,,,,,,,,,
10015276,10015276,house,house,353500,forsale,3500,l,hyperequipped,2021,good,gas,,3,185,,,,true,,,,,1,Limburg,At delivery,2021,Good,3,,,,161m²square meters,,Hyper equipped,3,1,,,No,185m²square meters,,Yes,,,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 353,500353500 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,Yes,,,,,,,,Not connected,,No,No,Yes,,,,,,,,,,,,,,,No,,,,,No,,,No,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,
9939094,9939094,house,villa,1275000,forsale,3600,l,,1995,tobedoneup,fueloil,218,6,54166,,true,53972,,,,,,,Limburg,,1995,To be done up,4,,,,490m²square meters,,,6,6,,Yes,No,54166m²square meters,,No,53972m²square meters,,,Yes,No,218 kWh/m²kilowatt hour per square meters,C,20220406-0002579264-RES-2,Not specified,Not specified,,Fuel oil,Yes,,,Yes,No,Possible flood zone,Natural area,"€ 1,275,0001275000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/0942,Limburg,,,,,,,,,,,No,,Not connected,,No,No,Yes,194m²square meters,,,,,,,Villa,,Yes,,,,,,,,,,,,,No,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,
10157154,10157154,house,house,262500,forsale,3530,l,notinstalled,2022,asnew,,,4,322,,,,,,,,,,Limburg,,2022,As new,3,,,,225m²square meters,,Not installed,4,1,,,No,322m²square meters,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 262,500262500 €",No,Schootstraat 254 3550- Heusden-Zolder,http://www.immofusion.be,spir5140,Limburg,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015294,10015294,house,house,393998,forsale,3500,l,hyperequipped,2021,good,gas,,3,154,,,,true,,,,,1,Limburg,At delivery,2021,Good,2,,,,169m²square meters,,Hyper equipped,3,1,,,No,154m²square meters,,Yes,,,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 393,998393998 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,Yes,,,,,,,,Not connected,,No,No,Yes,,,,,,,,,,,,,,,No,,,,,No,,,No,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,
10159574,10159574,house,house,475000,forsale,3650,l,,1979,,,193,3,2247,,true,,,,,2,,,Limburg,,1979,,,2,,,237m²square meters,,,3,2,3,Yes,No,2247m²square meters,,Yes,,,,,,193 kWh/m²kilowatt hour per square meters,B,20221003-0002688236-RES-1,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 475,000475000 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,WON1565,Limburg,,,,,,,,,,,No,,Not connected,,,,,,€ 991991 €,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151965,10151965,house,house,359000,forsale,3580,l,,,asnew,,,3,317,,,,true,,,,,1,Limburg,,,As new,4,,,,171m²square meters,,,3,1,,,,317m²square meters,,,,,Yes,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 359,000359000 €",No,Zuiderring 106 2400- Mol,http://www.vastgoedservice.be,4966682,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151966,10151966,house,house,362500,forsale,3580,l,,,asnew,,,3,345,,,,true,,,,,1,Limburg,,,As new,4,,,,171m²square meters,,,3,1,,,,345m²square meters,,,,,Yes,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 362,500362500 €",No,Zuiderring 106 2400- Mol,http://www.vastgoedservice.be,4966697,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151968,10151968,house,villa,569000,forsale,3580,l,,,asnew,,,4,750,,,,true,,,,,1,Limburg,,,As new,4,,,,252m²square meters,,,4,2,,,,750m²square meters,,,,,Yes,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 569,000569000 €",No,Zuiderring 106 2400- Mol,http://www.vastgoedservice.be,4966707,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096237,10096237,house,house,250000,forsale,3583,l,semiequipped,,torenovate,fueloil,677,3,736,,,,,,,1,,,Limburg,After signing the deed,,To renovate,4,1,,,169m²square meters,,Semi equipped,3,1,,,No,736m²square meters,,,,,,,,677 kWh/m²kilowatt hour per square meters,F,20220905-0002665553-RES-1,Not specified,Not specified,,Fuel oil,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 250,000250000 €",No,Dorpsstraat 9 3560- Lummen,http://www.immobennysimons.be,spir643,Limburg,,,,23m²square meters,Yes,11m²square meters,17m²square meters,16m²square meters,,,No,,,,,,,,€ 580580 €,12m²square meters,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127860,10127860,house,house,249000,forsale,3940,l,,1967,asnew,,629,2,418,,,,,,,,,,Limburg,,1967,As new,4,,,,227m²square meters,,,2,,,,No,418m²square meters,,,,,,,,629 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,No,,,,,Non flood zone,Extended residential area,"€ 249,000249000 €",No,Schootstraat 254 3550- Heusden-Zolder,http://www.immofusion.be,spir5113,Limburg,,11 m,Link to the virtual visit,,,,,,,,No,,,,,,,227m²square meters,,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160618,10160618,house,house,325000,forsale,3770,l,installed,1946,justrenovated,gas,,3,445,true,true,1,true,,true,1,3,,Limburg,,1946,Just renovated,3,1,3,,,,Installed,3,1,2,Yes,,445m²square meters,,No,1m²square meter,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,No,Non flood zone,,"€ 325,000325000 €",No,,,,Limburg,,5 m,,,Yes,25m²square meters,16m²square meters,16m²square meters,1,,No,Yes,Connected,24m²square meters,No,No,Yes,,€ 340340 €,6m²square meters,,,,,,,Yes,,,No,,No,,,,,No,Yes,No,No,No,No,Yes,No,1,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,
9868031,9868031,house,house,375000,forsale,3570,l,,2018,,gas,,3,4838,,,,,,,,,,Limburg,At delivery,2018,,2,,,,176m²square meters,,,3,1,,,No,4838m²square meters,,Yes,,,,No,No,Not specified,Not specified,73001-G2017_14086/EP03108/SV/A001/D05,Not specified,Not specified,,Gas,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,,,,,,,,,Not connected,,No,No,Yes,,,,,,,,,,,,,,,No,,,,,Yes,,,No,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,
9868058,9868058,house,house,349950,forsale,3570,l,,2018,,gas,,3,4838,,,,,,,,,,Limburg,At delivery,2018,,3,,,,162m²square meters,,,3,1,,,No,4838m²square meters,,Yes,,,,No,No,Not specified,Not specified,73001-G-2017_14086/EP03108/SV/A001/D06,Not specified,Not specified,,Gas,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,950349950 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,,,,,,,,,Not connected,,No,No,Yes,,,,,,,,,,,,,,,No,,,,,Yes,,,No,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,
10073404,10073404,house,house,399500,forsale,3700,l,,1979,good,,293,4,660,,,,,,,,,,Limburg,,1979,Good,3,,,,232m²square meters,,,4,1,,,No,660m²square meters,,No,,,,,,293 kWh/m²kilowatt hour per square meters,C,20220905-0002668376-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 399,500399500 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,WON1327,Limburg,,,,,,,,,,,No,,Not connected,,,,,,"€ 2,8292829 €",,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086416,10086416,house,house,498000,forsale,3600,l,,1948,good,,295,4,2115,,true,1935,,,,,4,,Limburg,,1948,Good,4,,4,Countryside,361m²square meters,,,4,2,3,Yes,No,2115m²square meters,,Yes,1935m²square meters,East,,,,295 kWh/m²kilowatt hour per square meters,C,20220317-0002566011-RES-1,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 498,000498000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/1153,Limburg,,,,,,,,,,,No,,Connected,,,,,180m²square meters,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040109,10040109,house,house,249500,forsale,3680,l,,1933,,,455,4,112,,true,,,,,,,,Limburg,,1933,,2,,,,249m²square meters,,,4,2,,Yes,No,112m²square meters,,No,,,,,,455 kWh/m²kilowatt hour per square meters,E,20211229-0002518371-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 249,500249500 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,WON1557,Limburg,,,,,,,,,,,No,,Not connected,,,,,,€ 612612 €,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157152,10157152,house,house,285000,forsale,3520,l,installed,1976,good,,681,3,0,,,,,,,1,,,Limburg,,1976,Good,4,1,,,178m²square meters,,Installed,3,2,,,No,,1299 mmeters,,,South,,,,681 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",No,Schootstraat 254 3550- Heusden-Zolder,http://www.immofusion.be,spir5138,Limburg,,,,,,,,,,,No,,,,,,,,,,,Yes,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140298,10140298,house,house,195000,forsale,3700,l,notinstalled,2001,torenovate,,1046,2,0,,,893,,,,1,,,Limburg,,2001,To renovate,4,1,,,207m²square meters,,Not installed,2,1,2,,No,,,,893m²square meters,North,,,,1046 kWh/m²kilowatt hour per square meters,F,20220924-0002681766-RES-1,Not specified,Not specified,No,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 195,000195000 €",No,Stationsstraat 109 3620- Lanaken,http://www.erikbessems.be,spir1238,Limburg,,,Link to the virtual visit,,,,,,,,No,,,,,,,,€ 287287 €,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851528,9851528,house,house,145000,forsale,3545,l,,1951,torenovate,,1408,2,538,,,,,,,,,,Limburg,After signing the deed,1951,To renovate,4,,,,90m²square meters,,,2,1,,,No,538m²square meters,,Yes,,,,,,1408 kWh/m²kilowatt hour per square meters,F,20220328-0002572405-RES-1,Not specified,Not specified,,,No,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 145,000145000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,,,,,,,,,Not connected,,,,,,€ 292292 €,,,,,,,,,,1408,,,No,,,,,No,,,No,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,
10063939,10063939,house,house,349000,forsale,3700,l,installed,1980,,fueloil,279,0,3256,,,,,,,,,,Limburg,,1980,,4,,,,232m²square meters,,Installed,,,,,No,3256m²square meters,,,,,,,,279 kWh/m²kilowatt hour per square meters,C,20210712-0002440629-RES-1,65 kg CO₂/m²,Not specified,No,Fuel oil,No,,,,,,,"€ 349,000349000 €",No,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W 3380,Limburg,,,,,,,,,,,,,,,,,,,"€ 1,1941194 €",,,,,,,,Yes,,,,,No,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
9951955,9951955,house,house,280000,forsale,3640,l,installed,1974,tobedoneup,gas,,3,1230,true,true,1100,true,,,1,1,,Limburg,,1974,To be done up,4,1,1,"Living area (residential, urban or rural)",185m²square meters,1,Installed,3,1,1,,No,1230m²square meters,36 mmeters,Yes,1100m²square meters,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,No,Non flood zone,,"€ 280,000280000 €",No,,,,Limburg,June 7 2022 - 12:00 AM,17 m,,44m²square meters,,17m²square meters,13m²square meters,13m²square meters,,,No,,Connected,9m²square meters,No,No,Yes,,€ 380380 €,12m²square meters,,,,16m²square meters,All kind,No,,193m²square meters,,No,,No,,,,"Yes, conform",No,,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
9488856,9488856,house,house,385000,forsale,3990,l,installed,,good,fueloil,290,3,933,,true,,true,true,,,3,,Limburg,After signing the deed,,Good,4,,3,Countryside,,,Installed,3,2,2,Yes,,933m²square meters,,No,,,Yes,,,290 kWh/m²kilowatt hour per square meters,C,20210528-0002421718-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,No,,Non flood zone,,"€ 385,000385000 €",No,Bisschopslaan 16 2340- Beerse,,4368140,Limburg,,17.3 m,,,,,,,2,,Yes,,Connected,,,,,,€ 409409 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797698,9797698,house,manorhouse,845000,forsale,3600,l,installed,1974,,,254,5,1303,,true,,,,,2,,,Limburg,,1974,,4,2,,,594m²square meters,,Installed,5,2,2,Yes,No,1303m²square meters,,Yes,,,,,,254 kWh/m²kilowatt hour per square meters,C,20201210-0002349301-RES-1,Not specified,Not specified,,,No,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 845,000845000 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,LAN0533,Limburg,,,,,,,,,,,No,,Connected,,,,,,"€ 2,8352835 €",,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101606,10101606,house,villa,549000,forsale,3945,l,,2007,,,144,5,1180,,,,,true,,,,,Limburg,,2007,,,,,,408m²square meters,,,5,1,,,,1180m²square meters,25 mmeters,Yes,,South West,,No,No,144 kWh/m²kilowatt hour per square meters,B,20220902-0002666990-RES-1,Not specified,Not specified,,,Yes,Yes,,No,,Circumscribed zone,"Living area (residential, urban or rural)","€ 549,000549000 €",No,Koolmijnlaan 236 3582- Beringen,,DnA_48,Limburg,,17 m,,,,,,,,,Yes,,Not connected,,No,No,Yes,,"€ 2,2062206 €",,,Yes,,,All kind,No,,,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10140349,10140349,house,house,239000,forsale,3940,l,installed,1957,,fueloil,660,4,450,,,,,,,,4,,Limburg,,1957,,4,,4,,157m²square meters,,Installed,4,,,,No,450m²square meters,8 mmeters,,,South West,,,,660 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",No,Schootstraat 254 3550- Heusden-Zolder,http://www.immofusion.be,spir5119,Limburg,,,Link to the virtual visit,,,,,,,,No,,,,,,,,,,,Yes,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996196,9996196,house,manorhouse,895000,forsale,3940,l,,1880,,,120,3,707,,true,,,,,,,,Limburg,,1880,,4,,,,400m²square meters,,,3,2,2,Yes,No,707m²square meters,,Yes,,,,No,No,120 kWh/m²kilowatt hour per square meters,B,20210723-0002441322-RES-3,Not specified,Not specified,,,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 895,000895000 €",No,Koning Albertlaan 6 3680- Maaseik,http://www.nicolejanssen.be,LAN0539,Limburg,,,,,,,,,,,No,,Connected,,No,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,
9828909,9828909,house,house,345000,forsale,3530,l,hyperequipped,2022,good,gas,,3,297,,,,true,,,,,1,Limburg,At delivery,2022,Good,4,,,,137m²square meters,,Hyper equipped,3,1,,,No,297m²square meters,,Yes,,,Yes,No,No,Not specified,Not specified,72039GOMV2021109447EP13292SVA001D01,Not specified,Not specified,,Gas,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 345,000345000 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Limburg,,,,,Yes,,,,,,,,Connected,,No,No,Yes,,,,,,,,,,,,,,,No,,,,,Yes,,,No,,,,,,,,,,No,No,,Yes,No,,,,,,,,,,,,,,,,
10161064,10161064,house,villa,549000,forsale,3950,l,,2001,,,85,4,1427,,,,,,,2,,,Limburg,,2001,,,2,,,,,,4,2,2,,No,1427m²square meters,28 mmeters,No,,,,,,85 kWh/m²kilowatt hour per square meters,A,20190214-0002132671-RES-1,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 549,000549000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/1173,Limburg,,15.7 m,,72m²square meters,,18m²square meters,,,,,No,,Not connected,,,,,,"€ 1,3351335 €",,,,,,Villa,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896860,9896860,house,villa,795000,forsale,3600,l,,1974,tobedoneup,fueloil,541,0,4428,,true,,,,,2,,,Limburg,,1974,To be done up,4,2,,Countryside,,,,,,,Yes,No,4428m²square meters,,No,,,,,,541 kWh/m²kilowatt hour per square meters,F,20220217-0002548545-RES-1,Not specified,Not specified,,Fuel oil,Yes,,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 795,000795000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/1043,Limburg,,,,,,,,,,,No,,Not connected,,,,,,"€ 1,3511351 €",,,,,,Villa,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037265,10037265,house,house,595000,forsale,3700,l,,1972,,fueloil,319,4,3640,,true,,,,,1,,,Limburg,,1972,,4,1,,,334m²square meters,,,4,1,,Yes,No,3640m²square meters,36.3 mmeters,No,,West,,Yes,No,319 kWh/m²kilowatt hour per square meters,D,20220713-0002640044-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 595,000595000 €",No,Kolonel Dusaertplein 28b 3500- Hasselt,http://www.hillewaere.be,10/1088,Limburg,,,,64m²square meters,,,,,,,No,,Connected,,No,No,No,,"€ 1,8541854 €",,,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,
