,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,Intercom,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Price,Tenement building,Address,Website,External reference,Province,Armored door,Width of the lot on the street,TV cable,Double glazing,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Cadastral income,Bedroom 4 surface,Living room,Terrace,Planning permission obtained,Bedroom 5 surface,Secure access / alarm,Professional space surface,Conformity certification for fuel tanks,Subdivision permit,As built plan,How many fireplaces?,Garden orientation,Basement surface,Attic surface,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Visio phone,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Professional space,Isolated,Type of building,Terrace orientation,Air conditioning,Jacuzzi,Sauna,Internet,E-level (overall energy performance),Monthly charges,Property name,Agent's name,Current monthly revenue,Garden,Obligation to build,Number of annexes,Venue of the sale,Single session,Terms of visit,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Extra information,EPC description,Age of annuitant
10082201,10082201,house,villa,695000,forsale,1180,xl,,1962,torenovate,electric,372,4,591,,true,591,true,true,,1,1,,Brussels,After signing the deed,August 26 2022 - 12:00 AM,Brussels,1962,To renovate,10.5 m,3,1,1,"Living area (residential, urban or rural)",,240m²square meters,,,,,4,17m²square meters,13m²square meters,10m²square meters,2,2,2,10m²square meters,Yes,Yes,,,591m²square meters,Connected,No,591m²square meters,,,,,,372 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Electric,"€ 695,000695000 €",No,99 Chaussée de Bruxelles 1410- Waterloo,http://www.agencewellington.be,4893503,Brussels,,11 mmeters,,Yes,113m²square meters,,,Non flood zone,,"€ 1,4211421 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070965,10070965,house,exceptionalproperty,699000,forsale,1020,xl,hyperequipped,1953,good,gas,166,4,0,,true,160,true,,,1,2,,Brussels,After signing the deed,,,1953,Good,,2,1,2,,Link to the virtual visit,317m²square meters,65m²square meters,Yes,Hyper equipped,12m²square meters,4,27m²square meters,21m²square meters,14m²square meters,1,,3,,,,,No,,,,160m²square meters,36m²square meters,,,,,166 kWh/m²kilowatt hour per square meters,D,Not specified,33 kg CO₂/m²,Not specified,Gas,"€ 699,000699000 €",No,Avenues Charles Quint 114 1083- Ganshoren,http://www.immobpc.be,1952 - BPC 3964,Brussels,Yes,,,Yes,,,,,,"€ 2,7682768 €",10m²square meters,,,,,Yes,,,,No,1,South,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134594,10134594,house,apartmentblock,780000,forsale,1190,xl,notinstalled,,good,gas,500,8,106,,,,,,,,,,Brussels,,,,,Good,,2,,,,,350m²square meters,,,Not installed,,8,,,,4,,,,,,,No,106m²square meters,,Yes,,,,,,,500 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Gas,"€ 780,000780000 €",Yes,Avenue Louise 200 1050- Ixelles,http://www.trevi.be,231272 - 111115361,Brussels,,,,Yes,,,,,,"€ 3,6853685 €",,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,
10089137,10089137,house,house,875000,forsale,1000,xl,,1899,good,gas,224,5,180,true,true,,true,true,,,,,Brussels,Immediately,,,1899,Good,5.5 m,2,,,,,365m²square meters,,,,,5,,,,,2,2,,Yes,Yes,Yes,,180m²square meters,,,,,,,,,224 kWh/m²kilowatt hour per square meters,E,20210120-0000581285-01-2,42 kg CO₂/m²,Not specified,Gas,"€ 875,000875000 €",No,avenue Montjoie 156 1180- Uccle,,215/1669,Brussels,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069935,10069935,house,otherproperty,1095000,forsale,1180,xl,hyperequipped,1933,good,gas,265,5,610,,,450,true,,,1,,,Brussels,After signing the deed,,BXL SUD,1933,Good,,3,1,,Isolated,,329m²square meters,66m²square meters,Yes,Hyper equipped,,5,20m²square meters,16m²square meters,15m²square meters,3,1,3,,,,,No,610m²square meters,Connected,Yes,450m²square meters,30m²square meters,,,,,265 kWh/m²kilowatt hour per square meters,E,Not specified,53 kg CO₂/m²,Not specified,Gas,"€ 1,095,0001095000 €",No,Avenue Hamoir 18 Boîte 8 1180- Uccle,http://www.l-immobilier.be,4869472,Brussels,,,,Yes,,,,,,"€ 3,3213321 €",15m²square meters,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135971,10135971,house,house,1195000,forsale,1000,xl,hyperequipped,,good,gas,251,5,0,,true,,true,,,1,,,Brussels,Depending on the tenant,,,,Good,,2,1,,,,245m²square meters,,,Hyper equipped,,5,,,,5,,5,,,Yes,,No,,Connected,,,74m²square meters,No,No,Yes,No,251 kWh/m²kilowatt hour per square meters,E,20220526,50 kg CO₂/m²,Not specified,Gas,"€ 1,195,0001195000 €",No,Rue des Sablons 19 1000- Bruxelles,,4959023,Brussels,,,,Yes,,,,,,"€ 1,2931293 €",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131233,10131233,house,apartmentblock,1395000,forsale,1180,xl,usahyperequipped,,asnew,gas,205,6,0,,true,20,,,,,,,Brussels,After signing the deed,July 13 2022 - 12:00 AM,,,As new,7.8 m,2,,,,,395m²square meters,29m²square meters,,USA hyper equipped,,6,15m²square meters,15m²square meters,15m²square meters,4,1,5,,,Yes,,No,,Connected,Yes,20m²square meters,,No,No,Yes,No,205 kWh/m²kilowatt hour per square meters,D,20191116-00000560106-01-6,41 kg CO₂/m²,Not specified,Gas,"€ 1,395,0001395000 €",Yes,"Place Georges Brugmann, 11 1050- Ixelles",http://www.lecobel-vaneau.be,4957694,Brussels,,,Yes,Yes,,,,,,,14m²square meters,,,,14m²square meters,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 3030 €,,,,,,,,,,,,,,,,,,,,,,
9939031,9939031,house,house,1950000,forsale,1180,xl,installed,1950,,,262,4,295,,true,,true,true,,1,,,Brussels,After signing the deed,,,1950,,,2,1,,,,562m²square meters,50m²square meters,,Installed,,4,16m²square meters,16m²square meters,18m²square meters,4,4,4,40m²square meters,Yes,Yes,,No,295m²square meters,,,,15m²square meters,No,No,,No,262 kWh/m²kilowatt hour per square meters,E,20140424-0000223557-01-1,56 kg CO₂/m²,Not specified,,"€ 1,950,0001950000 €",No,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be/en/,4741333,Brussels,,,,Yes,,,,,,,20m²square meters,,,,,Yes,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572776,9572776,house,mansion,2150000,forsale,1190,xl,,1910,asnew,gas,144,5,143,,true,,,true,,1,2,,Brussels,After signing the deed,,,1910,As new,5.48 m,2,1,2,,,485m²square meters,50m²square meters,,,,5,,,,2,3,,,Yes,Yes,,,143m²square meters,Connected,Yes,,,No,,,,144 kWh/m²kilowatt hour per square meters,C,20150829-0000302245-01-6,31 kg CO₂/m²,Not specified,Gas,"€ 2,150,0002150000 €",No,"Avenue Delleur, 8 1170- Watermael-Boitsfort",http://www.immo-lelion.be,030/27618,Brussels,,,Yes,,,,,,,"€ 3,5803580 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102258,10102258,house,mansion,1275000,forsale,1000,xl,hyperequipped,1895,good,,258,3,100,true,true,,true,true,,,,,Brussels,After signing the deed,September 30 2022 - 12:00 AM,,1895,Good,,2,,,,,450m²square meters,40m²square meters,Yes,Hyper equipped,15m²square meters,3,15m²square meters,12m²square meters,12m²square meters,1,,3,200m²square meters,Yes,Yes,Yes,No,100m²square meters,Connected,Yes,,25m²square meters,No,No,Yes,No,258 kWh/m²kilowatt hour per square meters,E,E-,50 kg CO₂/m²,Not specified,,"€ 1,275,0001275000 €",No,Rue Defacqz 40 1050- Ixelles,http://www.oralis.be,4905847,Brussels,,,Yes,Yes,,,,Non flood zone,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995898,9995898,house,apartmentblock,2400000,forsale,1040,xl,installed,,good,gas,389,7,190,,true,50,true,,,,,,Brussels,Depending on the tenant,,,,Good,9.05 m,2,,,,,,,,Installed,,7,,,,7,8,9,,,Yes,,No,190m²square meters,,No,50m²square meters,,No,No,Yes,No,389 kWh/m²kilowatt hour per square meters,G,Not specified,76 kg CO₂/m²,Not specified,Gas,"€ 2,400,0002400000 €",Yes,9 rue Berckmans 1060- Saint-Gilles,http://www.yourealestate.be,4812974,Brussels,,9.05 mmeters,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914977,9914977,house,villa,3150000,forsale,1150,xl,hyperequipped,1970,asnew,gas,268,7,2137,true,true,,true,true,true,2,,,Brussels,After signing the deed,,,1970,As new,,4,2,,,,580m²square meters,80m²square meters,Yes,Hyper equipped,,7,32m²square meters,13m²square meters,13m²square meters,2,3,,15m²square meters,Yes,Yes,Yes,,2137m²square meters,Connected,Yes,,30m²square meters,No,,,Yes,268 kWh/m²kilowatt hour per square meters,E,20211123-TEST,69 kg CO₂/m²,Not specified,Gas,"€ 3,150,0003150000 €",No,"Avenue Delleur, 8 1170- Watermael-Boitsfort",http://www.immo-lelion.be,030/28023,Brussels,,,Yes,,,,,,,"€ 7,4267426 €",12m²square meters,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707621,9707621,house,apartmentblock,2800000,forsale,1150,xl,installed,1986,good,gas,140,11,1900,,true,,,,,4,,,Brussels,,,,1986,Good,22 m,4,4,,,,600m²square meters,,,Installed,,11,,,,7,,9,,,Yes,,No,1900m²square meters,,,,,Yes,,,,140 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,"€ 2,800,0002800000 €",Yes,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1699677 - 345345877,Brussels,Yes,32 mmeters,,Yes,,,,,,"€ 6,9536953 €",,,,,,Yes,,,,No,2,South,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10081680,10081680,house,villa,3850000,forsale,1150,xl,,,asnew,gas,221,6,17,,,,true,true,true,1,,,Brussels,After signing the deed,,,,As new,,,1,,,,614m²square meters,63m²square meters,Yes,,22m²square meters,6,22m²square meters,20m²square meters,17m²square meters,5,1,,,Yes,,,No,17m²square meters,Connected,No,,100m²square meters,No,No,No,Yes,221 kWh/m²kilowatt hour per square meters,E,20220417-test,44 kg CO₂/m²,Not specified,Gas,"€ 3,850,0003850000 €",No,Avenue Louise 404a 1050- Ixelles,http://www.barnes-brussels.com,4920989,Brussels,No,,No,Yes,,No,No,,,"€ 7,6637663 €",,,,Yes,,Yes,,No,Yes,"Yes, conform",,,,,No,,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080532,10080532,house,house,3850000,forsale,1150,xl,hyperequipped,,asnew,gas,221,6,1745,,true,,true,true,,1,1,,Brussels,After signing the deed,,,,As new,21 m,4,1,1,,,614m²square meters,,,Hyper equipped,,6,21m²square meters,17m²square meters,17m²square meters,6,,,32m²square meters,Yes,Yes,,No,1745m²square meters,Connected,Yes,,,No,No,Yes,,221 kWh/m²kilowatt hour per square meters,E,20220417TEST,Not specified,Not specified,Gas,"€ 3,850,0003850000 €",No,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be/en/,4042498,Brussels,,26 mmeters,,Yes,614m²square meters,,,Non flood zone,,"€ 7,6637663 €",,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016593,10016593,house,house,4750000,forsale,1050,xl,,,good,gas,,0,0,,,,,,,,,,Brussels,To be defined,,,,Good,,2,,,,,1640m²square meters,,,,,,,,,,,,,No,,,No,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 4,750,0004750000 €",No,Avenue Louise 404a 1050- Ixelles,http://www.barnes-brussels.com,7237179,Brussels,No,,,Yes,1640m²square meters,No,No,,,,,,,,,,,"Yes, not conform",No,No,,,,,No,,Yes,No,No,Yes,,,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880290,9880290,house,house,4100000,forsale,1050,xl,hyperequipped,1920,asnew,gas,351,6,1260,,true,,true,true,,2,4,,Brussels,After signing the deed,,,1920,As new,20 m,3,2,4,,,600m²square meters,,Yes,Hyper equipped,25m²square meters,6,25m²square meters,25m²square meters,20m²square meters,4,,5,12m²square meters,Yes,,,No,1260m²square meters,Connected,Yes,,50m²square meters,,,,,351 kWh/m²kilowatt hour per square meters,G,202203070000607231017,70 kg CO₂/m²,Not specified,Gas,"€ 4,100,0004100000 €",No,Avenue René Gobert 26 1180- Uccle,,,Brussels,,20 mmeters,Yes,Yes,,No,No,,Residential area with cultural historical aesthetic value,"€ 3,7423742 €",18m²square meters,Yes,,Yes,15m²square meters,Yes,,,No,,1,South West,100m²square meters,,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,South West,,,,,,,,Cédric Mathonnet,,Yes,,,,,,,,,,,,,,,,,,
10097310,10097310,house,villa,2975000,forsale,1180,xl,usahyperequipped,2015,,,96,5,1773,,true,1073,true,true,,3,4,,Brussels,After signing the deed,,,2015,,,4,3,4,,,356m²square meters,,,USA hyper equipped,25m²square meters,5,26m²square meters,20m²square meters,15m²square meters,4,,4,35m²square meters,Yes,Yes,,No,1773m²square meters,,Yes,1073m²square meters,60m²square meters,,,,,96 kWh/m²kilowatt hour per square meters,B,542661-N-1-1-3-2,25 kg CO₂/m²,Not specified,,"€ 2,975,0002975000 €",No,Rue de Stalle 288C 1180- Uccle,http://www.propertyone.be,14817 - 4138515,Brussels,,,,Yes,,,,,,,13m²square meters,,,,13m²square meters,,,,,No,1,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140623,10140623,house,house,430000,forsale,1090,xl,hyperequipped,,tobedoneup,,501,4,80,true,true,20,true,,,,,,Brussels,After signing the deed,,,,To be done up,5.5 m,2,,,Isolated,,140m²square meters,22m²square meters,,Hyper equipped,8m²square meters,4,18m²square meters,11m²square meters,10m²square meters,2,,2,,,,,No,80m²square meters,Connected,Yes,20m²square meters,20m²square meters,,,,,501 kWh/m²kilowatt hour per square meters,G,20210226,Not specified,Not specified,,"€ 430,000430000 €",No,Brusselbaan 110 1790- Affligem,http://www.immoaccenta.be,4961666,Brussels,,5.5 mmeters,,,65m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)",€ 739739 €,10m²square meters,,,Yes,,,,,No,,,,15m²square meters,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900410,9900410,house,house,572000,forsale,1140,xl,installed,2022,asnew,gas,,4,130,,,59,,,,,,1,Brussels,At delivery,,,2022,As new,,3,,,"Living area (residential, urban or rural)",,182m²square meters,,Yes,Installed,,4,,,,1,1,2,,,,,No,130m²square meters,Connected,Yes,59m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 572,000572000 €",,Foreestelaan 86/201 9000- Gent,http://www.alides.be,,Brussels,,,,Yes,,,,,,,,Yes,,,,,,,,,,South,,,,Yes,,,,,,,,,,,,,,,,,,,,,Evora,,,,,,,,,,,,,,,,,,,,,
10155937,10155937,house,apartmentblock,950000,forsale,1000,xl,,,tobedoneup,,214,6,0,,true,,,,,,,,Brussels,After signing the deed,,,,To be done up,,2,,,,,320m²square meters,,,,16m²square meters,6,25m²square meters,22m²square meters,11m²square meters,,4,4,,,Yes,,No,,,,,,,,,,214 kWh/m²kilowatt hour per square meters,E,20220901-0000619861-01-7,42 kg CO₂/m²,Not specified,,"€ 950,000950000 €",Yes,Rue de Laeken 91 1000- Bruxelles,,44631 - 68,Brussels,,,,,,,,,,"€ 2,0162016 €",11m²square meters,,,,10m²square meters,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164809,10164809,house,apartmentblock,845000,forsale,1180,xl,,,good,,,8,0,,,120,true,,,,,,Brussels,Immediately,,,,Good,,2,,,Fitted out,,,,,,,8,,,,3,,3,,No,,,,,Connected,No,120m²square meters,6m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,"€ 845,000845000 €",Yes,,,,Brussels,No,,,Yes,,,No,Non flood zone,,"€ 2,4962496 €",,,,,,,,,,,,South,,,No,,No,No,No,No,,,No,No,No,No,No,,All kind,South,,,,,,,,,2900,,No,,,,,,,,,,,,,,,,,
9900418,9900418,house,house,592000,forsale,1140,xl,installed,2022,asnew,gas,,4,140,,,65,true,,,,,1,Brussels,At delivery,,,2022,As new,,2,,,"Living area (residential, urban or rural)",,186m²square meters,,Yes,Installed,,4,,,,1,1,2,,,,,No,140m²square meters,Connected,Yes,65m²square meters,12m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 592,000592000 €",,Foreestelaan 86/201 9000- Gent,http://www.alides.be,,Brussels,,,,Yes,,,,,,,,Yes,,,,,,,,,,South,,,,Yes,,,,,,,,,,,,,,South,,,,,,,Evora,,,,,,,,,,,,,,,,,,,,,
10149548,10149548,house,house,699000,forsale,1050,xl,,,tobedoneup,gas,,9,190,,true,79,true,true,,,,,Brussels,,,,,To be done up,4 m,2,,,,,425m²square meters,43m²square meters,Yes,,9m²square meters,9,18m²square meters,9m²square meters,11m²square meters,1,2,6,12m²square meters,Yes,Yes,,No,190m²square meters,Connected,Yes,79m²square meters,11m²square meters,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 699,000699000 €",No,Place St Pierre 3 1040- Etterbeek,,4961383,Brussels,,6.51 mmeters,Yes,Yes,111m²square meters,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106640,10106640,house,house,325000,forsale,1180,xl,,1920,tobedoneup,,543,2,195,,true,110,true,,,,,,Brussels,After signing the deed,,,1920,To be done up,,,,,,,95m²square meters,,,,15m²square meters,2,16m²square meters,13m²square meters,,1,,,,,Yes,,No,195m²square meters,,Yes,110m²square meters,16m²square meters,,,,,543 kWh/m²kilowatt hour per square meters,G,20140219-0000212986-01-8,117 kg CO₂/m²,Not specified,,"€ 325,000325000 €",No,Rue de Stalle 288C 1180- Uccle,http://www.propertyone.be,14823 - 4138519,Brussels,,,,Yes,,,,,,€ 763763 €,,,,,,,,,,No,1,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008664,10008664,house,house,395000,forsale,1180,xl,notinstalled,,good,gas,466,2,0,,true,,,,,,,,Brussels,After signing the deed,,,,Good,4 m,2,,,,,100m²square meters,34m²square meters,,Not installed,,2,,,,1,,1,,,Yes,,No,,,,,,,,,,466 kWh/m²kilowatt hour per square meters,G,Not specified,77 kg CO₂/m²,Not specified,Gas,"€ 395,000395000 €",No,Avenue Louise 200 1050- Bruxelles,http://www.trevi.be,229830 - 111115421,Brussels,,,,Yes,,,,,,€ 525525 €,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093929,10093929,house,mixedusebuilding,495000,forsale,1081,xl,installed,,good,gas,392,3,89,,true,,true,true,,,,,Brussels,After signing the deed,,,,Good,5 m,2,,,,,248m²square meters,23m²square meters,,Installed,11m²square meters,3,23m²square meters,15m²square meters,10m²square meters,2,1,4,80m²square meters,Yes,,,,89m²square meters,Connected,Yes,,4m²square meters,,,,,392 kWh/m²kilowatt hour per square meters,G,20200727-0000572313-01-7,7 kg CO₂/m²,Not specified,Gas,"€ 495,000495000 €",Yes,,,,Brussels,No,,,No,,,No,,,"€ 1,6411641 €",,,,,,,,,,,,,31m²square meters,,No,,Yes,No,No,No,,,No,No,No,No,Yes,,All kind,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051136,10051136,house,house,595000,forsale,1190,xl,,1913,torenovate,gas,,7,256,,true,26,true,true,,1,2,,Brussels,After signing the deed,,Bruxelles,1913,To renovate,10 m,2,1,2,,Link to the virtual visit,240m²square meters,,,,,7,,,,3,2,4,,Yes,Yes,,No,256m²square meters,Connected,Yes,26m²square meters,3m²square meters,,,,,Not specified,Not specified,Not specified,121 kg CO₂/m²,Not specified,Gas,"Make an offer starting from€ 595,000Make an offer starting from595000 €",No,Place Communale 8 1160- Auderghem,http://www.weinvest.be,4810477,Brussels,,11 mmeters,Yes,,240m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109488,10109488,house,house,695000,forsale,1160,xl,semiequipped,,tobedoneup,gas,,5,160,,true,65,true,,,1,,,Brussels,To be defined,January 1 2023 - 12:00 AM,,,To be done up,,2,1,,,Link to the virtual visit,195m²square meters,25m²square meters,Yes,Semi equipped,10m²square meters,5,20m²square meters,14m²square meters,12m²square meters,2,,2,,,Yes,,No,160m²square meters,Connected,Yes,65m²square meters,20m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 695,000695000 €",No,Chaussée de Waterloo 1382 1180- Uccle,http://www.victoire.be/,4878264,Brussels,,,,Yes,195m²square meters,,,,,,12m²square meters,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005135,10005135,house,house,550000,forsale,1040,xl,usainstalled,2015,asnew,,215,3,110,,,,true,,,,,,Brussels,After signing the deed,,,2015,As new,6.7 m,2,,,,,189m²square meters,58m²square meters,Yes,USA installed,10m²square meters,3,16m²square meters,11m²square meters,11m²square meters,1,1,2,,,,,No,110m²square meters,Connected,Yes,,30m²square meters,No,,,,215 kWh/m²kilowatt hour per square meters,E,613931,Not specified,Not specified,,"€ 550,000550000 €",No,Chausée de Wavre 1004 1160- Auderghem,,4794465,Brussels,,6.7 mmeters,Yes,Yes,110m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131601,10131601,house,house,795000,forsale,1020,xl,installed,,tobedoneup,gas,317,9,230,,true,90,true,true,,1,,,Brussels,After signing the deed,,,,To be done up,8 m,2,1,,,,360m²square meters,62m²square meters,,Installed,18m²square meters,9,24m²square meters,19m²square meters,18m²square meters,4,,5,37m²square meters,Yes,Yes,,No,230m²square meters,,,90m²square meters,25m²square meters,,,,,317 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,"€ 795,000795000 €",No,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1706718 - 345346127,Brussels,,,,Yes,,,,,,"€ 2,6322632 €",13m²square meters,,,,13m²square meters,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040692,10040692,house,apartmentblock,625000,forsale,1070,xl,installed,1958,tobedoneup,gas,457,4,203,true,true,,true,,,2,6,,Brussels,Depending on the tenant,,,1958,To be done up,9 m,2,2,6,Urban,,182m²square meters,34m²square meters,Yes,Installed,6m²square meters,4,16m²square meters,11m²square meters,10m²square meters,2,,3,,,Yes,Yes,,203m²square meters,Connected,Yes,,13m²square meters,No,No,Yes,,457 kWh/m²kilowatt hour per square meters,G,20220707-0000616604-01-5,Not specified,Not specified,Gas,"€ 625,000625000 €",Yes,Mussebeeklaan 27 1701- Dilbeek,http://www.allur.be,4855610,Brussels,,9 mmeters,Yes,,,No,No,,"Living area (residential, urban or rural)","€ 2,5042504 €",20m²square meters,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093648,10093648,house,villa,1835000,forsale,1180,xl,usahyperequipped,2013,,,140,4,1060,,true,690,true,,true,2,2,,Brussels,After signing the deed,,,2013,,,,2,2,,,250m²square meters,,,USA hyper equipped,,4,,,,3,,,,,Yes,,No,1060m²square meters,,Yes,690m²square meters,105m²square meters,,,,Yes,140 kWh/m²kilowatt hour per square meters,C,483450-N-1-1-2-2,21 kg CO₂/m²,Not specified,,"Make an offer starting from€ 1,835,000Make an offer starting from1835000 €",No,Rue de Stalle 288C 1180- Uccle,http://www.propertyone.be,14826 - 4138478,Brussels,,,,Yes,,,,,,"€ 5,0225022 €",,,,,,Yes,,,,No,1,East,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125346,10125346,house,mansion,1790000,forsale,1050,xl,,1911,,,336,4,170,,true,,true,true,,1,1,,Brussels,,,,1911,,,,1,1,,,475m²square meters,,Yes,,,4,,,,3,,4,,Yes,Yes,,No,170m²square meters,Not connected,Yes,,,No,No,Yes,No,336 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,"€ 1,790,0001790000 €",No,Amerikaansestraat 179 1050- Elsene,http://www.bricx.be,,Brussels,No,,Yes,Yes,,No,No,Non flood zone,Residential area with cultural historical aesthetic value,,,Yes,Yes,Yes,,Yes,,,No,,1,West,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
9848285,9848285,house,mixedusebuilding,2490000,forsale,1180,xl,notinstalled,1900,good,,,0,495,,,495,true,,,1,,,Brussels,After signing the deed,,,1900,Good,,2,1,,,,480m²square meters,,,Not installed,,,,,,,,,,,,,No,495m²square meters,,,495m²square meters,46m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,"€ 2,490,0002490000 €",Yes,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be/en/,4699094,Brussels,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
