,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
10159435,10159435,house,villa,470000,forsale,8510,xl,installed,1993,good,gas,198,4,1237,,,,true,,,2,2,,West Flanders,After signing the deed,1993,Good,4,2,203m²square meters,,Installed,,4,,,,1,2,,No,1237m²square meters,Yes,South West,,,198 kWh/m²kilowatt hour per square meters,B,20221007-0002691735-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 470,000470000 €","€ 1,3011301 €",No,Stationsstraat 18 8500- Kortrijk,http://www.century21viaplus.be,14542 - 292064,West Flanders,,2,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156445,10156445,house,villa,369000,forsale,8540,xl,semiequipped,1975,good,electric,560,3,625,,true,,true,,,1,3,,West Flanders,After signing the deed,1975,Good,4,3,180m²square meters,,Semi equipped,14m²square meters,3,17m²square meters,15m²square meters,12m²square meters,1,2,,No,625m²square meters,,,,,560 kWh/m²kilowatt hour per square meters,F,20221004-0002689225-RES-1,Not specified,Not specified,No,Electric,,"€ 369,000369000 €",,No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20761 - VK 4239,West Flanders,9 m,1,,,,,,,,,,,,,,,,,,,Non flood zone,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071305,10071305,house,exceptionalproperty,879000,forsale,8000,xl,semiequipped,1923,torenovate,gas,427,10,221,,,57,,,,1,,,West Flanders,After signing the deed,1923,To renovate,2,,525m²square meters,,Semi equipped,,10,,,,3,4,,No,221m²square meters,,South East,,,427 kWh/m²kilowatt hour per square meters,E,20220813-0002651849-RES-1,Not specified,Not specified,,Gas,No,"€ 879,000879000 €","€ 2,5802580 €",Yes,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir1145,West Flanders,34 m,1,Urban,Yes,No,No,25 mmeters,57m²square meters,,,,,,,No,No,Yes,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,,,,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071302,10071302,house,mansion,599000,forsale,8000,xl,semiequipped,1923,good,gas,427,6,157,,,57,,,,,,,West Flanders,After signing the deed,1923,Good,3,,310m²square meters,,Semi equipped,,6,,,,1,2,,No,157m²square meters,,South East,,,427 kWh/m²kilowatt hour per square meters,E,20220813-0002651849-RES-1,Not specified,Not specified,,Gas,Yes,"€ 599,000599000 €","€ 1,4771477 €",Yes,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir435,West Flanders,13 m,,Urban,Yes,Yes,No,18 mmeters,57m²square meters,,,,,,,No,No,Yes,No,No,,Non flood zone,Residential area with cultural historical aesthetic value,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096267,10096267,house,countrycottage,1195000,forsale,8340,xl,usahyperequipped,1986,asnew,fueloil,92,6,5420,,,,,,,1,15,,West Flanders,After signing the deed,1986,As new,4,15,424m²square meters,1,USA hyper equipped,,6,,,,3,3,,No,5420m²square meters,Yes,South West,No,No,92 kWh/m²kilowatt hour per square meters,A,20220308-0002558270-RES-1,Not specified,Not specified,,Fuel oil,Yes,"€ 1,195,0001195000 €","€ 1,4631463 €",Yes,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir1185,West Flanders,33 m,1,Countryside,Yes,Yes,No,45 mmeters,,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Non flood zone,Area of landscape interest,,,,,3,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144445,10144445,house,house,225000,forsale,8710,xl,semiequipped,1952,tobedoneup,fueloil,468,3,321,,true,,,,,1,,,West Flanders,After signing the deed,1952,To be done up,3,,150m²square meters,,Semi equipped,,3,,,,1,2,,No,321m²square meters,,,,,468 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,,"€ 225,000225000 €",€ 416416 €,No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20696 - VK 4240,West Flanders,,1,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150937,10150937,house,mixedusebuilding,215000,forsale,8790,xl,,1997,good,gas,181,2,105,,,,true,,,1,,,West Flanders,After signing the deed,1997,Good,,,105m²square meters,,,,2,,,,,,,No,105m²square meters,,,,,181 kWh/m²kilowatt hour per square meters,B,20210519-0002415106-RES-2,Not specified,Not specified,No,Gas,,"€ 215,000215000 €",€ 852852 €,Yes,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20732 - 3933,West Flanders,,1,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819472,9819472,house,villa,1995000,forsale,8300,xl,hyperequipped,2008,asnew,gas,129,6,627,,,,true,true,,,4,,West Flanders,After signing the deed,2008,As new,4,4,394m²square meters,,Hyper equipped,,6,24m²square meters,22m²square meters,20m²square meters,2,4,,,627m²square meters,,,Yes,No,129 kWh/m²kilowatt hour per square meters,B,20210316-0002387924-RES-1,Not specified,Not specified,,Gas,,"€ 1,995,0001995000 €",,No,Sparrendreef 80 8300- Knokke,http://www.immobrownknokke.be,4707911,West Flanders,,,Countryside,,,Yes,,,,No,No,,,Yes,,,,,,,Non flood zone,,,,Yes,,2,,,,,,Yes,,,,,18m²square meters,18m²square meters,Knokke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137631,10137631,house,villa,1450000,forsale,8510,xl,installed,1966,good,gas,340,4,3781,,true,,,,,2,2,,West Flanders,Immediately,1966,Good,4,2,515m²square meters,2,Installed,23m²square meters,4,22m²square meters,16m²square meters,12m²square meters,,,,No,3781m²square meters,Yes,South,,,340 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,"€ 1,450,0001450000 €","€ 2,6402640 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20652 - 3943,West Flanders,,2,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127413,10127413,house,mixedusebuilding,1295000,forsale,8587,xl,installed,2008,asnew,gas,295,5,3700,,,,,,,,,,West Flanders,After signing the deed,2008,As new,4,,555m²square meters,,Installed,22m²square meters,5,62m²square meters,35m²square meters,29m²square meters,2,5,,No,3700m²square meters,,,Yes,,295 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,"€ 1,295,0001295000 €",,Yes,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20532 - VK 4124,West Flanders,,,,,,,,,,,,,,,,,Yes,,No,,,Industrial commercial area,Yes,,,,,,,,,,,,,,,20m²square meters,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970494,9970494,house,mixedusebuilding,320000,forsale,8930,xl,semiequipped,1946,tobedoneup,,330,4,617,,,,true,true,,1,,,West Flanders,After signing the deed,1946,To be done up,2,,160m²square meters,1,Semi equipped,,4,,,,1,2,,No,617m²square meters,,,,,330 kWh/m²kilowatt hour per square meters,D,20220304-0002554671-RES-1,Not specified,Not specified,No,,Yes,"€ 320,000320000 €","€ 2,2002200 €",Yes,"Yv. Serruysstraat, 22 8930- Menen",,12065 - 4727918,West Flanders,10 m,1,,,,Yes,10 mmeters,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,37m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138247,10138247,house,villa,795000,forsale,8792,xl,hyperequipped,1957,good,fueloil,437,3,4047,,true,,true,true,true,3,10,,West Flanders,After signing the deed,1957,Good,4,10,700m²square meters,1,Hyper equipped,30m²square meters,3,27m²square meters,23m²square meters,,3,5,,No,4047m²square meters,,,Yes,Yes,437 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,Yes,"€ 795,000795000 €","€ 3,4603460 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20655 - 3851,West Flanders,,3,,,,Yes,,,,,,,,,,,,,,,Non flood zone,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897583,9897583,house,house,329000,forsale,8510,xl,installed,2018,asnew,gas,126,3,198,,,,true,,,1,,,West Flanders,,2018,As new,2,,175m²square meters,,Installed,,3,,,,1,2,,No,198m²square meters,,,,,126 kWh/m²kilowatt hour per square meters,B,EP12576,Not specified,Not specified,No,Gas,Yes,"€ 329,000329000 €",€ 735735 €,No,"Yv. Serruysstraat, 22 8930- Menen",,11988 - 4727905,West Flanders,7 m,1,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,
10108594,10108594,house,villa,325000,forsale,8530,xl,installed,1984,tobedoneup,electric,638,4,611,,,,,,,1,2,,West Flanders,,1984,To be done up,4,2,140m²square meters,,Installed,10m²square meters,4,15m²square meters,13m²square meters,10m²square meters,1,2,,No,611m²square meters,,,,,638 kWh/m²kilowatt hour per square meters,F,20131102-0001432692-00000004-8,Not specified,Not specified,No,Electric,,"€ 325,000325000 €",€ 880880 €,No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20393 - VK 4067,West Flanders,,1,,,,,,,,,,,,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161036,10161036,house,villa,1350000,forsale,8300,xl,usahyperequipped,1981,justrenovated,,173,4,441,,,441,true,,,1,3,,West Flanders,After signing the deed,1981,Just renovated,4,3,200m²square meters,,USA hyper equipped,,4,15m²square meters,12m²square meters,12m²square meters,3,4,,No,441m²square meters,,,Yes,No,173 kWh/m²kilowatt hour per square meters,B,Not specified,89 kg CO₂/m²,Not specified,,,Yes,"€ 1,350,0001350000 €","€ 1,4121412 €",No,Albert plein 10 8300- Knokke - Heist,http://www.cambierdenil.be,4970738,West Flanders,,1,"Living area (residential, urban or rural)",Yes,,,,441m²square meters,,No,No,,Yes,,,,Yes,,No,No,Non flood zone,,,,Yes,No,3,,,,,Connected,Yes,,,,December 1 2022 - 12:00 AM,10m²square meters,,3 - KNOKKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138252,10138252,house,otherproperty,795000,forsale,8792,xl,hyperequipped,1957,good,fueloil,437,3,4047,,true,,true,true,true,3,10,,West Flanders,After signing the deed,1957,Good,4,10,700m²square meters,1,Hyper equipped,30m²square meters,3,27m²square meters,23m²square meters,,3,5,,No,4047m²square meters,,,Yes,Yes,437 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,Yes,"€ 795,000795000 €","€ 3,4603460 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20656 - 3851,West Flanders,,3,,,,Yes,,,,,,,,,,,,,,,Non flood zone,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134918,10134918,house,house,336000,forsale,8370,xl,installed,1972,torenovate,fueloil,428,3,262,,,,,,,1,1,,West Flanders,After signing the deed,1972,To renovate,2,1,206m²square meters,1,Installed,,3,,,,1,2,,No,262m²square meters,Yes,South West,,,428 kWh/m²kilowatt hour per square meters,E,02672585,Not specified,Not specified,No,Fuel oil,Yes,"€ 336,000336000 €","€ 1,0261026 €",No,Franchommelaan 82-86 8370- Blankenberge,http://www.immomarina.com,14206 - BH290,West Flanders,9 m,1,Landscape,,,,,,,,,,,,"Yes, conform",,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUBENSLAAN 5,,,,,,,,,,,,,,,,,,,,,,,,,
10115331,10115331,house,house,520000,forsale,8790,xl,installed,1971,justrenovated,gas,268,4,115,,,,,,,,,,West Flanders,Immediately,1971,Just renovated,2,,230m²square meters,,Installed,,4,,,,2,2,,No,115m²square meters,,,,,268 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,,"€ 520,000520000 €",€ 904904 €,No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20420 - VK 4149,West Flanders,,,,,,,,,,Yes,,,,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129916,10129916,house,villa,675000,forsale,8490,xl,installed,1971,good,fueloil,535,3,1500,,,,true,,,,4,,West Flanders,,1971,Good,4,4,220m²square meters,,Installed,,3,,,,1,1,,No,1500m²square meters,,,,,535 kWh/m²kilowatt hour per square meters,F,EP 19128,Not specified,Not specified,,Fuel oil,,"€ 675,000675000 €","€ 1,2961296 €",No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,D8000-H1482,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983565,9983565,house,villa,850000,forsale,8500,xl,installed,1992,good,fueloil,221,5,1835,,true,,true,,,2,20,,West Flanders,After signing the deed,1992,Good,4,20,450m²square meters,2,Installed,,5,36m²square meters,26m²square meters,14m²square meters,1,3,6m²square meters,No,1835m²square meters,Yes,South West,,,221 kWh/m²kilowatt hour per square meters,C,20210509-002412417,Not specified,Not specified,No,Fuel oil,Yes,"€ 850,000850000 €","€ 2,9002900 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,19150 - 3856,West Flanders,,2,,,,,,,,,,,,,"Yes, conform",,,,,,,,Yes,,Yes,,,,,,,,,,,,,14m²square meters,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093135,10093135,house,villa,550000,forsale,8790,xl,installed,1989,good,electric,373,5,941,true,,750,true,true,,1,2,,West Flanders,Immediately,1989,Good,4,2,285m²square meters,,Installed,22m²square meters,5,15m²square meters,15m²square meters,16m²square meters,2,3,,No,941m²square meters,,,Yes,No,373 kWh/m²kilowatt hour per square meters,D,202207220002638021-RES-1,Not specified,Not specified,,Electric,Yes,"€ 550,000550000 €","€ 1,5361536 €",No,Zonnewende 3 8500- Kortrijk,http://www.henryhouser.be,4803515,West Flanders,10 m,1,"Living area (residential, urban or rural)",,,Yes,10 mmeters,750m²square meters,,No,No,,Yes,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,,,Yes,2,,,,,Connected,No,,200m²square meters,,,21m²square meters,26m²square meters,,37m²square meters,57m²square meters,,,,,,,,Yes,,,Yes,Link to the virtual visit,,,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,
10135243,10135243,house,villa,850000,forsale,8510,xl,installed,1992,good,fueloil,221,5,1835,,true,,true,,,2,20,,West Flanders,After signing the deed,1992,Good,4,20,450m²square meters,2,Installed,,5,36m²square meters,26m²square meters,14m²square meters,1,3,6m²square meters,No,1835m²square meters,Yes,South West,,,221 kWh/m²kilowatt hour per square meters,C,20210509-002412417,Not specified,Not specified,No,Fuel oil,Yes,"€ 850,000850000 €","€ 2,9002900 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20610 - VK 4002,West Flanders,,2,,,,,,,,,,,,,"Yes, conform",,,,,,,,Yes,,Yes,,,,,,,,,,,,,14m²square meters,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015176,10015176,house,manorhouse,1295000,forsale,8790,xl,semiequipped,1968,torenovate,fueloil,312,5,2250,,true,,true,,,2,10,,West Flanders,,1968,To renovate,4,10,600m²square meters,,Semi equipped,,5,,,,,4,,No,2250m²square meters,Yes,South,,,312 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Fuel oil,Yes,"€ 1,295,0001295000 €","€ 2,2502250 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,19463 - VK 4101,West Flanders,,2,,,,,,,,,,,,,"Yes, conform",,,,No,,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096266,10096266,house,villa,865000,forsale,8000,xl,hyperequipped,,asnew,gas,270,5,1216,,,535,,,true,1,5,,West Flanders,To be defined,,As new,4,5,329m²square meters,1,Hyper equipped,,5,,,,2,3,,No,1216m²square meters,,South East,No,Yes,270 kWh/m²kilowatt hour per square meters,C,20220412-0002033907-RES-2,Not specified,Not specified,,Gas,Yes,"€ 865,000865000 €",€ 950950 €,Yes,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir1089,West Flanders,14 m,1,,Yes,Yes,No,26 mmeters,535m²square meters,No,No,Yes,No,Yes,No,No,No,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109147,10109147,house,villa,845000,forsale,8420,xl,hyperequipped,2007,asnew,gas,207,4,2616,,,1250,,,,4,5,,West Flanders,After signing the deed,2007,As new,4,5,301m²square meters,1,Hyper equipped,,4,,,,2,4,,No,2616m²square meters,,,Yes,No,207 kWh/m²kilowatt hour per square meters,C,2670105,Not specified,Not specified,No,Gas,Yes,"€ 845,000845000 €","€ 1,6921692 €",No,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir1157,West Flanders,20 m,4,,Yes,Yes,No,26 mmeters,1250m²square meters,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165999,10165999,house,house,175000,forsale,8500,xl,semiequipped,,torenovate,gas,528,2,208,,true,,true,,,,,,West Flanders,,,To renovate,2,,143m²square meters,,Semi equipped,,2,,,,1,1,,No,208m²square meters,,,,,528 kWh/m²kilowatt hour per square meters,F,20220922-0002680324-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 175,000175000 €",€ 416416 €,No,Stationsstraat 18 8500- Kortrijk,http://www.century21viaplus.be,14677 - 292097,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165409,10165409,house,house,349000,forsale,8470,xl,installed,1967,tobedoneup,fueloil,593,4,2088,,true,,,,,1,,,West Flanders,After signing the deed,1967,To be done up,4,,184m²square meters,,Installed,,4,,,,1,,,No,2088m²square meters,,,,,593 kWh/m²kilowatt hour per square meters,F,20221010-0002691775-RES-2,Not specified,Not specified,No,Fuel oil,Yes,"€ 349,000349000 €",,No,Oostendsesteenweg 216B 8480- Eernegem,,2414 - 2542,West Flanders,13 m,1,,,,,18 mmeters,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106732,10106732,house,exceptionalproperty,1149000,forsale,8000,xl,installed,,asnew,gas,221,10,277,,,53,,,,1,2,,West Flanders,After signing the deed,,As new,2,2,579m²square meters,,Installed,,10,,,,4,5,,No,277m²square meters,,South East,Yes,No,221 kWh/m²kilowatt hour per square meters,C,20220909-0002671937-RES-1,Not specified,Not specified,,Gas,Yes,"€ 1,149,0001149000 €","€ 1,1921192 €",Yes,Noordzandstraat 66 8000- Brugge,http://www.huysnoord.be,spir1143,West Flanders,9.4 m,1,Urban,Yes,Yes,No,9.4 mmeters,53m²square meters,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,,,,,3,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105852,10105852,house,house,1375000,forsale,8300,xl,hyperequipped,2004,good,gas,131,5,145,,,,true,,,1,1,,West Flanders,After signing the deed,2004,Good,2,1,180m²square meters,,Hyper equipped,8m²square meters,5,16m²square meters,15m²square meters,10m²square meters,2,3,,No,145m²square meters,,,Yes,No,131 kWh/m²kilowatt hour per square meters,B,2535398,Not specified,Not specified,,Gas,Yes,"€ 1,375,0001375000 €","€ 1,4051405 €",No,Zeedijk Zoute 792 8300- Knokke-Heist,http://www.dirkwillemyns.be,4927506,West Flanders,6.2 m,1,,,,,6.2 mmeters,,,No,No,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,2,,,,,,,,,,March 31 2022 - 12:00 AM,10m²square meters,10m²square meters,Het Zoute,39m²square meters,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765391,9765391,house,house,265000,forsale,8370,xl,installed,1958,good,gas,208,3,140,,,,true,,,,,,West Flanders,After signing the deed,1958,Good,2,,130m²square meters,,Installed,,3,,,,2,2,,Yes,140m²square meters,,,,,208 kWh/m²kilowatt hour per square meters,C,02548531,Not specified,Not specified,No,Gas,,"€ 265,000265000 €",€ 894894 €,No,Franchommelaan 82-86 8370- Blankenberge,http://www.immomarina.com,11159 - BH284,West Flanders,,,Landscape,,,,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,34m²square meters,,,,,,,,,,,,,,JOZEF PONJAERTSTRAAT 17,,,,,,,,,,,,,,,,,,,,,,,,,
10161347,10161347,house,house,1350000,forsale,8300,xl,hyperequipped,1981,justrenovated,gas,173,4,441,,,,true,,,1,3,,West Flanders,,1981,Just renovated,4,3,198m²square meters,,Hyper equipped,,4,,,,3,,,,441m²square meters,Yes,South West,,,173 kWh/m²kilowatt hour per square meters,B,20220608-0002615033-RES-1,Not specified,Not specified,,Gas,Yes,"€ 1,350,0001350000 €","€ 1,4121412 €",No,Kustlaan 277 8300- Knokke-Heist,http://www.knokkerealestate.com,6381,West Flanders,,1,,Yes,No,No,,,,,,,,,,,Yes,No,No,No,,"Living area (residential, urban or rural)",Yes,,Yes,,,No,No,No,No,Not connected,No,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130525,10130525,house,house,320000,forsale,8380,xl,hyperequipped,2022,asnew,gas,152,3,121,,,40,true,,,,,,West Flanders,After signing the deed,2022,As new,2,,127m²square meters,,Hyper equipped,,3,,,,1,,,No,121m²square meters,,,,No,152 kWh/m²kilowatt hour per square meters,B,20220916-0002676693-RES-1,152 kg CO₂/m²,Not specified,"Yes, conform",Gas,Yes,"€ 320,000320000 €",,No,Moerkerkse Steenweg 1 8310- Brugge,http://www.immax.be,4956246,West Flanders,,,Urban,,,,,40m²square meters,,No,No,,Yes,,"Yes, conform",,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,Yes,,,,September 22 2022 - 12:00 AM,,,,,19m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143665,10143665,house,house,475000,forsale,8560,xl,installed,1985,good,gas,243,4,565,true,true,260,true,true,,2,,,West Flanders,,1985,Good,3,,361m²square meters,,Installed,,4,19m²square meters,14m²square meters,11m²square meters,1,2,,No,565m²square meters,,,,No,243 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,"€ 475,000475000 €","€ 2,3452345 €",No,Zonnewende 3 8500- Kortrijk,http://www.henryhouser.be,4945236,West Flanders,,2,Urban,,,Yes,,260m²square meters,,No,No,,Yes,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,1,,,,,Connected,Yes,,,,March 1 2023 - 12:00 AM,11m²square meters,,,,50m²square meters,,,,,,,,,,,Yes,Link to the virtual visit,,,24m²square meters,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,
10106173,10106173,house,apartmentblock,665000,forsale,8000,xl,usainstalled,2006,good,gas,167,4,434,,,,true,,,1,3,,West Flanders,Depending on the tenant,2006,Good,3,3,530m²square meters,,USA installed,,4,14m²square meters,13m²square meters,15m²square meters,3,,,No,434m²square meters,,,,,167 kWh/m²kilowatt hour per square meters,B,202201210003530450-RES-1,Not specified,Not specified,,Gas,,"€ 665,000665000 €",,Yes,Moerkerkse Steenweg 1 8310- Brugge,http://www.immax.be,4927956,West Flanders,,1,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,Yes,,Yes,,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,,,,,,,,,,,11m²square meters,,Brugge centrum,,32m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
