,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
10112208,10112208,house,house,95000,forsale,8978,xl,,,torestore,,581,5,445,,,,,,,,,,West Flanders,After signing the deed,,To restore,2,,,,,,5,,,,,,,,445m²square meters,,,,,581 kWh/m²kilowatt hour per square meters,F,20211123-0002496690-RES-1,Not specified,Not specified,,,,"€ 95,00095000 €",,No,Plein 30 A 8500- Kortrijk,http://www.dlgroupe.com,4931358,West Flanders,,,,Yes,,,,,,,,,,,,,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957544,9957544,house,house,150000,forsale,8970,xl,,,,,,4,346,,,,,,,,,,West Flanders,,,,,,,,,,4,,,,,,,,346m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 150,000150000 €",,No,Esenweg 197 8600- Diksmuide,,Abele Poperinge,West Flanders,,,,,No,No,,,,,,,,,,,Yes,No,No,No,,"Living area (residential, urban or rural)",,,,No,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993600,9993600,house,house,558566,forsale,8490,xl,,,,,,3,532,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,1,2,,,532m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 558,566558566 €",,No,Kon Albertstraat 10/2 8500- Kortrijk,,Jabbeke: 558.566 €,West Flanders,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116987,10116987,house,house,298418,forsale,8680,xl,,,,,5,3,500,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,1,1,,No,500m²square meters,,,Yes,No,5 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 298,418298418 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Koekelare Middelstra,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136083,10136083,house,villa,4200000,forsale,8300,xl,,,asnew,,,4,1194,,,,true,,,,,,West Flanders,After signing the deed,,As new,4,,,,,,4,,,,4,,,,1194m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 4,200,0004200000 €",,No,Sparrendreef 80 8300- Knokke,http://www.immobrownknokke.be,4958164,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140411,10140411,house,villa,485000,forsale,8750,xl,,,,,10,3,759,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,759m²square meters,,,Yes,No,10 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 485,000485000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Wingene - Lijsterlaa,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159888,10159888,house,house,401062,forsale,8793,xl,,,,,,3,414,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,1,1,,No,414m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 401,062401062 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Sint-Eloois-Vijve -,West Flanders,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159892,10159892,house,house,414000,forsale,8560,xl,,,,,,3,702,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,1,,,No,702m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 414,000414000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Gullegem - Korte Bal,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079485,10079485,house,house,288500,forsale,8800,xl,,,good,,,4,227,,,,,,,1,,,West Flanders,,,Good,,,,,,,4,,,,1,1,,No,227m²square meters,Yes,South East,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 288,500288500 €",,No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,HBH 50,West Flanders,,1,,Yes,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,Not connected,No,,138m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438704,9438704,house,house,303000,forsale,8490,xl,,,,,,1,0,,,,,,,,,,West Flanders,,,,,,,,,,1,,,,1,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 303,000303000 €",,No,Westlaan 134 8800- Roeselare,http://www.centro.be,Residentie Varsenare,West Flanders,,,,,No,No,,,,,,,,,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123272,10123272,house,house,658462,forsale,8750,xl,,,,,15,4,1112,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,1,2,,No,1112m²square meters,,,Yes,No,15 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 658,462658462 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Wingene - T Hof van,West Flanders,,1,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,,,Yes,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9376631,9376631,house,house,266000,forsale,8930,xl,,2021,,,,3,0,,,,,,,1,,1,West Flanders,,2021,,,,,,,,3,,,,1,2,,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,"€ 266,000266000 €",,No,Grote Heerweg 2 8791- Beveren-Leie,,Lot1MenenCh.Cappelle,West Flanders,,1,,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,,,,,,,,Yes,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123286,10123286,house,house,382966,forsale,8710,xl,,,,,,3,486,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,486m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 382,966382966 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Wielsbeke - Ridder d,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119439,10119439,house,house,323500,forsale,8580,xl,,,,,20,3,253,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,,,No,253m²square meters,Yes,South,Yes,No,20 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 323,500323500 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Avelgem - Ten hove -,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160000,10160000,house,house,387500,forsale,8700,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 387,500387500 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Tielt - WP - LOT 31C,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116989,10116989,house,house,509112,forsale,8582,xl,,,,,30,3,1000,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,,2,,No,1000m²square meters,,,Yes,No,30 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 509,112509112 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Outrijve - Heesterst,West Flanders,,,,Yes,Yes,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079573,10079573,house,house,286500,forsale,8800,xl,,,,,40,4,248,,,,,,,,,,West Flanders,,,,,,,,,,4,,,,1,1,,No,248m²square meters,Yes,North West,,,40 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 286,500286500 €",,No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,MP/TK/0136,West Flanders,,,,Yes,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,Not connected,No,,112m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144950,10144950,house,house,575500,forsale,8780,xl,,,,,,4,1232,,,,,,,2,,1,West Flanders,,,,,,,,,,4,,,,1,2,,No,1232m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 575,500575500 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Oostrozebeke - Kanaa,West Flanders,,2,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144921,10144921,house,house,345000,forsale,8210,xl,,2022,,,,3,227,,,,,,,1,,,West Flanders,,2022,,,,175m²square meters,,,,3,,,,1,,,,227m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 345,000345000 €",,No,Scheepsdalelaan 31 8000- Brugge,,KA47,West Flanders,7 m,1,,Yes,No,No,,,,,,,,,,,,No,,,,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230383,9230383,house,villa,340000,forsale,8820,xl,,,,gas,,3,487,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,487m²square meters,Yes,South,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,"€ 340,000340000 €",,No,Markt 19 8210- Zedelgem,http://www.immostijn.be,S177,West Flanders,,,Urban,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,,,Yes,,No,No,No,No,Not connected,Yes,,146m²square meters,,,,,,,,,,,,,,,,,All kind,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
10159895,10159895,house,house,450000,forsale,8850,xl,,,,,,4,1025,,,,,true,,,,,West Flanders,,,,,,,,,,4,,,,1,,,No,1025m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 450,000450000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Ardooie - Roeselaars,West Flanders,,,,Yes,No,Yes,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159881,10159881,house,house,470000,forsale,8850,xl,,,,,,4,1025,,,,,true,,,,,West Flanders,,,,,,,,,,4,,,,1,,,No,1025m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 470,000470000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Ardooie - Roeselaars,West Flanders,,,,Yes,No,Yes,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106689,10106689,house,house,189000,forsale,8370,xl,,,,,,3,0,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,,,,No,,,,,,Not specified,Not specified,20220909-0002670586-RES-1,Not specified,Not specified,,,No,"€ 189,000189000 €",,No,Generaal Lemanlaan 17 8310- Assebroek,,tk0598,West Flanders,,,,Yes,No,No,,,,,,,,,No,No,,No,,,,Extended residential area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135543,10135543,house,house,195000,forsale,8000,xl,,,,,299,2,0,,,,,,,,,,West Flanders,After signing the deed,,,,,,,,,2,,,,1,,,No,,,,,,299 kWh/m²kilowatt hour per square meters,C,20220923-0002681735-RES-1,Not specified,Not specified,,,No,"€ 195,000195000 €",,No,Generaal Lemanlaan 17 8310- Assebroek,,tk0602,West Flanders,,,,Yes,No,No,,,,,,,,,No,No,,No,No,No,,Residential area with cultural historical aesthetic value,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159890,10159890,house,house,617802,forsale,8750,xl,,,,,,2,1112,,,,,,,,,,West Flanders,,,,,,,,,,2,,,,1,2,,No,1112m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 617,802617802 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Wingene - T Hof van,West Flanders,,,,,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9801255,9801255,house,house,225000,forsale,8380,xl,,,,,532,3,83,,,,,true,,,,,West Flanders,,,,,,122m²square meters,,,,3,,,,,,,,83m²square meters,,,No,No,532 kWh/m²kilowatt hour per square meters,F,20130514-0001369648-00000006-3,Not specified,Not specified,,,Yes,"€ 225,000225000 €",,No,Torhoutse Steenweg 344 8200- Brugge,http://www.panorama.immo/NL,R82BDP8,West Flanders,,,Urban,Yes,No,Yes,,,No,No,No,No,Yes,No,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Connected,Yes,,63m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319885,9319885,house,house,263000,forsale,8650,xl,installed,,,,,3,0,,,,,,,1,,,West Flanders,,,,,,,,Installed,,3,,,,,2,,No,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 263,000263000 €",,No,Eug. de Grootelaan 24 8650- Houthulst,http://www.zakenkantoortrybou.be,"Leeuwerikstraat, Houthulst",West Flanders,,1,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Not connected,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090683,10090683,house,house,329800,forsale,8830,xl,,,,,,3,0,,,,,,,1,,,West Flanders,,,,,,,,,,3,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 329,800329800 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Hooglede - WP - LOT,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970547,9970547,house,house,269000,forsale,8870,xl,,1957,tobedoneup,,,3,80,,true,,,,,,,,West Flanders,,1957,To be done up,,,,,,,3,,,,1,2,,No,80m²square meters,,,No,No,Not specified,Not specified,20220630-0002632880-KNR-1,Not specified,Not specified,,,Yes,"€ 269,000269000 €",,No,Stationstraat 4/1 8770- Ingelmunster,http://www.immo-casa.be,IZEG/ROES28/KC,West Flanders,,,,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)",Yes,Yes,,No,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090653,10090653,house,house,380440,forsale,8710,xl,,2022,,,,4,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,4,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 380,440380440 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10090654,10090654,house,house,385460,forsale,8710,xl,,2022,,,,3,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,3,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 385,460385460 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10090651,10090651,house,house,390636,forsale,8710,xl,,2022,,,,3,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,3,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 390,636390636 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10092618,10092618,house,house,370000,forsale,8870,xl,,,,,,3,533,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,533m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 370,000370000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Izegem - Krekelmotes,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,Yes,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090652,10090652,house,house,403420,forsale,8710,xl,,2022,,,,3,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,3,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 403,420403420 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10123280,10123280,house,house,503000,forsale,8800,xl,,,,,,3,1572,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,1572m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 503,000503000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Roeselare - Regenbee,West Flanders,,,,Yes,Yes,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702261,9702261,house,bungalow,299000,forsale,8434,xl,installed,2022,,gas,,2,0,,,,true,,,,1,1,West Flanders,,2022,,,1,79m²square meters,,Installed,,2,,,,1,,,No,,Yes,South,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,"€ 299,000299000 €",,No,Artanlaan 2 8620- Nieuwpoort,https://www.century21seaport.be/nl/,3153669,West Flanders,,,,Yes,No,No,,,,,,,,,,,Yes,No,No,No,Non flood zone,Residential recreation area,,,Yes,No,,No,No,No,No,Connected,No,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10130080,10130080,house,house,500000,forsale,8500,xl,,,,,,3,1170,,,,,,,1,,1,West Flanders,,,,,,,,,,3,,,,1,,,No,1170m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 500,000500000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Kortrijk - Rootland,West Flanders,,1,,Yes,Yes,No,,,,,,,,,,,,No,,,,,,,,,,No,No,No,No,Not connected,No,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135853,10135853,house,house,565000,forsale,8780,xl,,,,,,4,1232,,,,,,,2,,1,West Flanders,,,,,,,,,,4,,,,1,2,,No,1232m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 565,000565000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Oostrozebeke - Kanaa,West Flanders,,2,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160001,10160001,house,house,352300,forsale,8700,xl,,,,,,3,0,,,,,,,1,,,West Flanders,,,,,,,,,,3,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 352,300352300 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Tielt - WP - LOT 29C,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807881,9807881,house,apartmentblock,500000,forsale,8370,xl,,,,,,2,1000,,,,,,,,,,West Flanders,,,,2,,,,,,2,,,,,,,No,1000m²square meters,,,,,Not specified,Not specified,Not specified,300 kg CO₂/m²,Not specified,,,No,"€ 500,000500000 €",,Yes,,,,West Flanders,,,,,No,No,,,,,,,,,"Yes, conform",No,Yes,,,,,"Living area (residential, urban or rural)",,,,,,No,No,No,No,,No,,,,,,,,,,No,No,,,,,No,No,No,Apartment building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140412,10140412,house,house,363905,forsale,8710,xl,,,,,,3,486,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,2,,No,486m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 363,905363905 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Wielsbeke - Ridder d,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438703,9438703,house,house,294000,forsale,8800,xl,,,,,,1,0,,,,,,,,,,West Flanders,,,,,,,,,,1,,,,1,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 294,000294000 €",,No,Westlaan 134 8800- Roeselare,http://www.centro.be,Residentie Rumbeke A,West Flanders,,,,,No,No,,,,,,,,,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144189,10144189,house,villa,1695000,forsale,8670,xl,hyperequipped,,asnew,gas,148,3,1263,,,,true,,,1,3,,West Flanders,,,As new,4,3,,,Hyper equipped,,3,,,,1,,,,1263m²square meters,Yes,South West,,,148 kWh/m²kilowatt hour per square meters,B,264561212,Not specified,Not specified,,Gas,Yes,"€ 1,695,0001695000 €",€ 895895 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,Yes,,,Eric ook op zondag!,,,,,,50m²square meters,,,,,,,,,,,,,,,,,South West,,1,,,,,,,,,,,,,,,,,,,,
