,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
9952678,9952678,house,house,570000,forsale,6940,xl,installed,,asnew,fueloil,308,6,1778,,,,,,,,,,Belgian Luxembourg,,,,As new,4,,,,300m²square meters,,,Installed,,6,,,,,4,,4,,No,,,Yes,1778m²square meters,,,308 kWh/m²kilowatt hour per square meters,D,20160802013682,Not specified,Not specified,Fuel oil,Yes,"€ 570,000570000 €",€ 944944 €,Yes,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2252,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,Yes,South East,Yes,,,,,,,,,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111599,10111599,house,house,420000,forsale,6940,xl,semiequipped,,torenovate,fueloil,380,6,1220,true,true,,,,,,3,,Belgian Luxembourg,After signing the deed,,,To renovate,2,,,,330m²square meters,42m²square meters,Yes,Semi equipped,29m²square meters,6,25m²square meters,13m²square meters,17m²square meters,25m²square meters,2,,3,,No,36m²square meters,160m²square meters,No,1220m²square meters,,,380 kWh/m²kilowatt hour per square meters,E,20220830008867,Not specified,Not specified,Fuel oil,No,"€ 420,000420000 €","€ 1,0981098 €",No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2329,Belgian Luxembourg,,3,,,,,,,,Non flood zone,Extended residential area,,,,,,,,,,15m²square meters,,,,,,,,,,No,No,,,,,,No,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067671,10067671,house,villa,650000,forsale,6830,xl,installed,1970,asnew,,239,9,0,,true,,,,,2,2,,Belgian Luxembourg,After signing the deed,,1970,As new,4,2,,Link to the virtual visit,350m²square meters,,Yes,Installed,21m²square meters,9,26m²square meters,18m²square meters,18m²square meters,17m²square meters,,6,6,,,24m²square meters,,No,,,,239 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Yes,"€ 650,000650000 €",,No,Route Saint-Gérard 35100- Namur,http://www.goimmobilier.be,7119 - 5646,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,,,17m²square meters,No,,,,,,,,,,,,,,Yes,North East,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120393,10120393,house,villa,985000,forsale,6700,xl,usahyperequipped,1956,asnew,fueloil,102,5,2515,,,,true,,,2,3,,Belgian Luxembourg,,,1956,As new,4,2,,,300m²square meters,48m²square meters,,USA hyper equipped,,5,,,,,1,1,2,,,,,No,2515m²square meters,,Yes,102 kWh/m²kilowatt hour per square meters,B,20220911008965,Not specified,30315 kWh/year,Fuel oil,Yes,"€ 985,000985000 €","€ 1,5001500 €",No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1087 - 430,Belgian Luxembourg,,3,,,,,,,,,,,,,,,,35m²square meters,,,,No,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164766,10164766,house,townhouse,99500,forsale,6900,xl,,,torenovate,,588,4,90,true,true,,,,,,,,Belgian Luxembourg,,,,To renovate,1,,,Link to the virtual visit,,,,,,4,,,,,,,,,,,,No,90m²square meters,Connected,,588 kWh/m²kilowatt hour per square meters,G,20221005020299,145 kg CO₂/m²,70588 kWh/year,,No,"€ 99,50099500 €",€ 569569 €,No,Boulevard du Nord 16 6900- Marche,http://www.condrogest.be,,Belgian Luxembourg,,,Yes,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,,,,,,,,,,,588,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067663,10067663,house,exceptionalproperty,650000,forsale,6830,xl,installed,1970,asnew,,239,9,0,,true,,,,,2,2,,Belgian Luxembourg,After signing the deed,,1970,As new,4,2,,Link to the virtual visit,350m²square meters,,Yes,Installed,21m²square meters,9,26m²square meters,18m²square meters,18m²square meters,17m²square meters,,6,6,,,24m²square meters,,No,,,,239 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Yes,"€ 650,000650000 €",,No,Route Saint-Gérard 35100- Namur,http://www.goimmobilier.be,7118 - 5646,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,,,17m²square meters,No,,,,,,,,,,,,,,Yes,North East,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144727,10144727,house,house,175000,forsale,6940,xl,,,torenovate,fueloil,693,2,260,true,true,,,,,,,,Belgian Luxembourg,After signing the deed,,,To renovate,3,,,,100m²square meters,,,,14m²square meters,2,19m²square meters,14m²square meters,,,1,,1,,No,16m²square meters,33m²square meters,No,260m²square meters,,,693 kWh/m²kilowatt hour per square meters,G,20220927011216,Not specified,Not specified,Fuel oil,No,"€ 175,000175000 €",€ 691691 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2356,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113376,10113376,house,house,985000,forsale,6700,xl,usahyperequipped,1956,asnew,fueloil,102,5,2515,,,,true,,,2,3,,Belgian Luxembourg,,,1956,As new,4,2,,,300m²square meters,48m²square meters,,USA hyper equipped,,5,,,,,1,1,2,,,,,No,2515m²square meters,,Yes,102 kWh/m²kilowatt hour per square meters,B,20220911008965,Not specified,30315 kWh/year,Fuel oil,Yes,"€ 985,000985000 €","€ 1,5001500 €",No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1084 - 430,Belgian Luxembourg,,3,,,,,,,,,,,,,,,,35m²square meters,,,,No,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143919,10143919,house,house,239000,forsale,6900,xl,installed,,,gas,139,3,0,,,,true,,,,1,,Belgian Luxembourg,Depending on the tenant,,,,2,,,,142m²square meters,27m²square meters,,Installed,,3,,,,,1,,2,,,,,No,,,,139 kWh/m²kilowatt hour per square meters,B,20220321002696,26 kg CO₂/m²,26914 kWh/year,Gas,Yes,"€ 239,000239000 €",,No,Rue De Behogne 39 5580- Rochefort,,18746 - 04021/594,Belgian Luxembourg,,1,,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155253,10155253,house,house,249000,forsale,6929,xl,,,good,fueloil,407,2,2739,true,true,2521,true,,,1,1,,Belgian Luxembourg,,,,Good,4,1,,Link to the virtual visit,,32m²square meters,,,10m²square meters,2,19m²square meters,19m²square meters,,,2,,2,,,,,No,2739m²square meters,Connected,,407 kWh/m²kilowatt hour per square meters,E,20220929012563,Not specified,63560 kWh/year,Fuel oil,Yes,"€ 249,000249000 €",€ 446446 €,No,Rue De Bouillon 59 5570- Beauraing,http://www.condrogest.be,,Belgian Luxembourg,,1,Yes,,,,,No,No,,"Living area (residential, urban or rural)",,,,,Yes,2521m²square meters,5m²square meters,,,,,December 1 2022 - 12:00 AM,,,,,,,407,,No,No,,,,South East,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714140,9714140,house,chalet,30000,forsale,6940,xl,installed,,good,pellet,724,1,280,,,,,,,,,,Belgian Luxembourg,,,,Good,4,,,,40m²square meters,,Yes,Installed,5m²square meters,1,6m²square meters,,,,1,,1,,No,,,Yes,280m²square meters,,,724 kWh/m²kilowatt hour per square meters,G,20220119014121,Not specified,Not specified,Pellet,Yes,"€ 30,00030000 €",€ 245245 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2122,Belgian Luxembourg,,,,,,,,,,,Extended residential area,No,No,No,No,,,,Yes,,,,,Yes,No,,,,,,No,No,,,,,,No,,,,,,,,,,No,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9912707,9912707,house,house,179000,forsale,6929,xl,notinstalled,1850,good,,310,3,140,true,,,true,,,,1,,Belgian Luxembourg,After signing the deed,,1850,Good,3,,,,114m²square meters,27m²square meters,,Not installed,15m²square meters,3,12m²square meters,10m²square meters,15m²square meters,,1,,1,,,,60m²square meters,No,140m²square meters,Connected,No,310 kWh/m²kilowatt hour per square meters,D,20180110016163,Not specified,42660 kWh/year,,Yes,"€ 179,000179000 €",€ 565565 €,No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4757637,Belgian Luxembourg,6.5 m,1,,18 mmeters,,75m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,4m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050043,10050043,house,chalet,179000,forsale,6997,xl,,,good,,457,2,940,,,849,true,,,,2,,Belgian Luxembourg,After signing the deed,,,Good,4,,Isolated,,79m²square meters,34m²square meters,,,11m²square meters,2,6m²square meters,14m²square meters,,,1,1,1,,,,,No,940m²square meters,,No,457 kWh/m²kilowatt hour per square meters,F,20220722011514,Not specified,34954 kWh/year,,Yes,"€ 179,000179000 €",€ 518518 €,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4847957,Belgian Luxembourg,8 m,2,,15 mmeters,,91m²square meters,Yes,,,,Residential recreation area,,,,,,849m²square meters,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974710,9974710,house,house,199000,forsale,6740,xl,installed,,,fueloil,289,2,105,,,,true,,,1,,,Belgian Luxembourg,After signing the deed,,,,,1,,,116m²square meters,,,Installed,,2,,,,,1,,1,,No,,,No,105m²square meters,Connected,No,289 kWh/m²kilowatt hour per square meters,D,20160314009377,Not specified,33455 kWh/year,Fuel oil,Yes,"€ 199,000199000 €",€ 322322 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7160764,Belgian Luxembourg,,,,,Yes,116m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027104,10027104,house,house,245000,forsale,6960,xl,,,torestore,,549,5,1174,true,true,,,true,,,,,Belgian Luxembourg,,,,To restore,4,,Countryside,,250m²square meters,42m²square meters,Yes,,15m²square meters,5,12m²square meters,14m²square meters,12m²square meters,12m²square meters,1,,1,15m²square meters,Yes,60m²square meters,60m²square meters,,1174m²square meters,Not connected,No,549 kWh/m²kilowatt hour per square meters,G,20220901003249,136 kg CO₂/m²,Not specified,,No,"€ 245,000245000 €",€ 466466 €,No,,,,Belgian Luxembourg,10 m,,,,,,,,,,,,,,,,,,,,16m²square meters,,,,,Yes,No,,,,,No,No,No,No,,,No,Yes,Yes,No,Yes,Yes,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011834,10011834,house,house,279000,forsale,6730,xl,installed,,,wood,631,3,324,true,true,,true,,,,,,Belgian Luxembourg,After signing the deed,,,,,,,,156m²square meters,,Yes,Installed,,3,,,,,1,,1,,No,,,No,324m²square meters,Connected,No,631 kWh/m²kilowatt hour per square meters,G,20220706008906,Not specified,98247 kWh/year,Wood,Yes,"€ 279,000279000 €",€ 332332 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7218844,Belgian Luxembourg,,,Yes,,Yes,156m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011835,10011835,house,house,289000,forsale,6792,xl,semiequipped,,,fueloil,425,3,400,,true,,true,,,,,,Belgian Luxembourg,After signing the deed,,,,,,,,145m²square meters,,,Semi equipped,,3,,,,,1,,1,,No,,,No,400m²square meters,Connected,No,425 kWh/m²kilowatt hour per square meters,E,20220520014999,Not specified,61804 kWh/year,Fuel oil,Yes,"€ 289,000289000 €",€ 685685 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7220122,Belgian Luxembourg,,,,,Yes,145m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889347,9889347,house,house,noprice,forsale,6761,xl,installed,,good,,239,7,0,,true,,,,,2,,,Belgian Luxembourg,After signing the deed,,,Good,3,2,Countryside,,450m²square meters,50m²square meters,,Installed,,7,,,,,2,,4,,,,,No,,Connected,No,239 kWh/m²kilowatt hour per square meters,C,20200628011643,59 kg CO₂/m²,42080 kWh/year,,Yes,,"€ 1,0081008 €",No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,bellevigne,Belgian Luxembourg,20 m,,,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,42080,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019813,10019813,house,house,349000,forsale,6791,xl,installed,,,wood,502,3,664,true,true,,,,,3,,,Belgian Luxembourg,After signing the deed,,,,,3,,,192m²square meters,,,Installed,,3,,,,,1,,2,,No,,,No,664m²square meters,Connected,No,502 kWh/m²kilowatt hour per square meters,F,20220715014168,Not specified,96365 kWh/year,Wood,No,"€ 349,000349000 €","€ 1,1421142 €",No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7240191,Belgian Luxembourg,,,Yes,,,192m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904038,9904038,house,house,399000,forsale,6790,xl,installed,,,fueloil,339,3,714,true,,,,true,,2,,,Belgian Luxembourg,After signing the deed,,,,,2,,,234m²square meters,,,Installed,,3,16m²square meters,13m²square meters,13m²square meters,,,1,1,19m²square meters,Yes,,,No,714m²square meters,Connected,No,339 kWh/m²kilowatt hour per square meters,D,20220510014197,Not specified,79387 kWh/year,Fuel oil,Yes,"€ 399,000399000 €",€ 658658 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,6948107,Belgian Luxembourg,,,Yes,,,234m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,Yes,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877371,9877371,house,house,314000,forsale,6791,xl,semiequipped,,,fueloil,439,9,875,,true,,,,,1,,,Belgian Luxembourg,After signing the deed,,,,,1,,,339m²square meters,,Yes,Semi equipped,,9,16m²square meters,15m²square meters,15m²square meters,14m²square meters,1,,1,,No,,,No,875m²square meters,Connected,No,439 kWh/m²kilowatt hour per square meters,F,20220415007325,Not specified,148644 kWh/year,Fuel oil,No,"€ 314,000314000 €","€ 1,1251125 €",No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,6880119,Belgian Luxembourg,,,,,,339m²square meters,No,No,No,,,,,,,Yes,,,Yes,,12m²square meters,No,,,,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034531,10034531,house,exceptionalproperty,425000,forsale,6900,xl,installed,,good,fueloil,334,5,676,,,676,true,true,true,,4,,Belgian Luxembourg,After signing the deed,,,Good,3,,Urban,Link to the virtual visit,450m²square meters,52m²square meters,,Installed,13m²square meters,5,18m²square meters,17m²square meters,11m²square meters,13m²square meters,3,3,3,12m²square meters,Yes,,,No,676m²square meters,Connected,No,334 kWh/m²kilowatt hour per square meters,D,20220726018530,82 kg CO₂/m²,126753 kWh/year,Fuel oil,Yes,"€ 425,000425000 €","€ 1,4941494 €",No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4852222,Belgian Luxembourg,23 m,4,,43 mmeters,,205m²square meters,Yes,No,No,Non flood zone,Residential park,No,No,Yes,Yes,,676m²square meters,40m²square meters,,Yes,24m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113242,10113242,house,townhouse,439000,forsale,6760,xl,installed,2003,,,178,3,580,,,,,,,1,,,Belgian Luxembourg,,,2003,,3,1,,,342m²square meters,,,Installed,,3,,,,,3,,2,,,,,No,580m²square meters,Connected,Yes,178 kWh/m²kilowatt hour per square meters,C,20220905028157,44 kg CO₂/m²,16115 kWh/year,,Yes,"€ 439,000439000 €","€ 1,6371637 €",No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,cosy,Belgian Luxembourg,8 m,,,,,,No,No,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,No,,,16115,,,,,,,,,,Yes,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144773,10144773,house,house,299000,forsale,6720,xl,,,,fueloil,327,3,594,true,,,true,,,1,,,Belgian Luxembourg,After signing the deed,,,,,1,,,236m²square meters,,Yes,,,3,21m²square meters,20m²square meters,20m²square meters,,1,,2,,No,,,No,594m²square meters,Connected,No,327 kWh/m²kilowatt hour per square meters,D,20220929010924,Not specified,77299 kWh/year,Fuel oil,Yes,"€ 299,000299000 €",€ 656656 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7429015,Belgian Luxembourg,,,Yes,,Yes,236m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107703,10107703,house,house,749000,forsale,6780,xl,installed,,,fueloil,170,7,1110,,true,,true,,,2,4,,Belgian Luxembourg,After signing the deed,,,,,2,,,462m²square meters,42m²square meters,,Installed,,7,30m²square meters,20m²square meters,16m²square meters,15m²square meters,1,2,4,,No,,,No,1110m²square meters,Connected,No,170 kWh/m²kilowatt hour per square meters,B,20220327004598,Not specified,78428 kWh/year,Fuel oil,Yes,"€ 749,000749000 €",€ 661661 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7372090,Belgian Luxembourg,,4,,,Yes,462m²square meters,No,No,No,,,No,No,No,No,Yes,,,,,13m²square meters,No,,Yes,No,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9970497,9970497,house,house,149000,forsale,6941,xl,,,tobedoneup,electric,1010,3,210,,,,,,,,2,,Belgian Luxembourg,After signing the deed,,,To be done up,3,,,,70m²square meters,,,,,3,,,,,1,,1,,No,,,No,210m²square meters,,,1010 kWh/m²kilowatt hour per square meters,G,20220616027193,Not specified,Not specified,Electric,No,"€ 149,000149000 €",€ 146146 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2254,Belgian Luxembourg,,2,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,Yes,South East,No,,,,,,,,,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027846,10027846,house,house,169000,forsale,6762,xl,,,,fueloil,348,3,482,true,,,,,,,,,Belgian Luxembourg,After signing the deed,,,,2,,,,164m²square meters,,,,,3,,,,,1,,1,,No,,,No,482m²square meters,Connected,No,348 kWh/m²kilowatt hour per square meters,E,20220720003338,Not specified,57058 kWh/year,Fuel oil,Yes,"€ 169,000169000 €",€ 694694 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7266864,Belgian Luxembourg,,,Yes,,,164m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982717,9982717,house,house,175000,forsale,6941,xl,,,torenovate,fueloil,506,2,438,true,true,,,,,1,,,Belgian Luxembourg,After signing the deed,,,To renovate,3,1,,,100m²square meters,,Yes,,14m²square meters,2,14m²square meters,11m²square meters,,,1,,1,,No,25m²square meters,50m²square meters,No,438m²square meters,,,506 kWh/m²kilowatt hour per square meters,F,20220628003754,Not specified,Not specified,Fuel oil,Yes,"€ 175,000175000 €",€ 684684 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2267,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126619,10126619,house,otherproperty,199000,forsale,6672,xl,,1957,good,,,6,367,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,1957,Good,4,,,Link to the virtual visit,185m²square meters,,,,,6,,,,,1,1,2,,,,,,367m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,€ 962962 €,No,"Rue d´Houffalize, 41 6670- GOUVY",http://www.notairestasservincent.be,,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to online sale,No,,"€ 199,000199000 €",Elodie YANSENNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091637,10091637,house,house,250000,forsale,6970,xl,installed,1985,good,fueloil,,3,1100,true,true,,true,,,1,3,,Belgian Luxembourg,,,1985,Good,4,1,Countryside,,,11m²square meters,Yes,Installed,11m²square meters,3,16m²square meters,16m²square meters,16m²square meters,,1,1,2,,No,80m²square meters,12m²square meters,,1100m²square meters,,Yes,Not specified,E,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 250,000250000 €",€ 577577 €,No,,,,Belgian Luxembourg,,3,,,,,,,,Non flood zone,,No,Yes,Yes,No,,,21m²square meters,,Yes,,,,No,No,No,No,No,No,,"Yes, conform",No,No,No,No,,,No,Yes,Yes,No,No,Yes,South,,,,,,,,,,No,No,No,Yes,,Yes,1,,,,,,,,,,,,,,,,,,,,,,
9972622,9972622,house,house,235000,forsale,6940,xl,,,tobedoneup,fueloil,492,3,837,,true,,,true,,1,,,Belgian Luxembourg,,,,To be done up,4,1,,,120m²square meters,,,,10m²square meters,3,15m²square meters,14m²square meters,14m²square meters,,1,,2,8m²square meters,Yes,50m²square meters,,No,837m²square meters,,,492 kWh/m²kilowatt hour per square meters,F,20220620017896,Not specified,Not specified,Fuel oil,No,"€ 235,000235000 €","€ 1,1421142 €",No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2260,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994653,9994653,house,mansion,299000,forsale,6810,xl,installed,,torestore,electric,,5,7037,true,true,1,,true,,2,3,,Belgian Luxembourg,After signing the deed,,,To restore,3,2,Countryside,,707m²square meters,,Yes,Installed,,5,,,,,,2,3,,Yes,,,,7037m²square meters,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 299,000299000 €",,No,,,,Belgian Luxembourg,23 m,3,Yes,23 mmeters,,,,,,Non flood zone,,No,No,Yes,No,Yes,1m²square meter,,Yes,,,,,No,No,Yes,No,No,No,,"Yes, conform",Yes,Yes,No,No,,,No,Yes,Yes,No,Yes,Yes,,,,,,,,,,,No,No,No,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,
9903692,9903692,house,house,349000,forsale,6900,xl,installed,,asnew,gas,164,6,340,,,340,true,,,,1,,Belgian Luxembourg,To be defined,,,As new,2,,,Link to the virtual visit,250m²square meters,18m²square meters,Yes,Installed,17m²square meters,6,17m²square meters,14m²square meters,15m²square meters,11m²square meters,1,1,,,,,,No,340m²square meters,,,164 kWh/m²kilowatt hour per square meters,B,20220507006002,30 kg CO₂/m²,54969 kWh/year,Gas,Yes,"€ 349,000349000 €",€ 823823 €,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4748451,Belgian Luxembourg,,1,,,,250m²square meters,No,No,,,"Living area (residential, urban or rural)",,,,,,340m²square meters,25m²square meters,,Yes,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009133,10009133,house,house,650000,forsale,6941,xl,installed,,asnew,fueloil,690,3,8427,,,,,,,,,,Belgian Luxembourg,,,,As new,4,,Countryside,,170m²square meters,,,Installed,,3,,,,,2,,,,No,,,Yes,8427m²square meters,,,690 kWh/m²kilowatt hour per square meters,G,2021041202197,Not specified,Not specified,Fuel oil,Yes,"€ 650,000650000 €",€ 745745 €,Yes,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2235,Belgian Luxembourg,,,,,,,,,,,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
