,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
9813574,9813574,house,house,229000,forsale,6780,xl,notinstalled,1918,tobedoneup,electric,704,2,390,true,,232,true,,,2,2,,Belgian Luxembourg,After signing the deed,,1918,To be done up,2,2,Isolated,,146m²square meters,14m²square meters,Yes,Not installed,13m²square meters,2,20m²square meters,19m²square meters,,,1,,1,,,,,,390m²square meters,,,704 kWh/m²kilowatt hour per square meters,G,20210226002268,201 kg CO₂/m²,102905 kWh/year,Electric,Yes,"€ 229,000229000 €",€ 384384 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4685622,Belgian Luxembourg,,2,Yes,11 mmeters,Yes,70m²square meters,,,,Non flood zone,,,,,,,232m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942665,9942665,house,house,225000,forsale,6660,xl,semiequipped,,torenovate,gas,606,3,3982,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,,To renovate,4,,,,,,,Semi equipped,,3,,,,,1,1,2,,,,,No,3982m²square meters,,Yes,606 kWh/m²kilowatt hour per square meters,G,Not specified,96 kg CO₂/m²,134563 kWh/year,Gas,Yes,"Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 377377 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3003 - 2395,Belgian Luxembourg,,,,,,,,,,,Residential area with cultural historical aesthetic value,,,,,Yes,,,,Yes,,No,,,,,,,,606,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985592,9985592,house,house,250000,forsale,6760,xl,installed,1899,good,fueloil,874,2,1500,true,true,,,,,1,1,,Belgian Luxembourg,After signing the deed,,1899,Good,4,1,Isolated,,120m²square meters,12m²square meters,Yes,Installed,12m²square meters,2,12m²square meters,15m²square meters,,,1,1,1,,,,,,1500m²square meters,,,874 kWh/m²kilowatt hour per square meters,G,20220624018789,217 kg CO₂/m²,116470 kWh/year,Fuel oil,Yes,"€ 250,000250000 €",€ 245245 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4799026,Belgian Luxembourg,,1,Yes,,,180m²square meters,,,,Non flood zone,,Yes,Yes,,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049825,10049825,house,house,290000,forsale,6747,xl,installed,1976,torenovate,fueloil,420,4,510,,true,410,true,true,,1,1,,Belgian Luxembourg,After signing the deed,,1976,To renovate,4,1,"Living area (residential, urban or rural)",,120m²square meters,31m²square meters,,Installed,11m²square meters,4,14m²square meters,14m²square meters,12m²square meters,,1,1,2,8m²square meters,Yes,,,,510m²square meters,,,420 kWh/m²kilowatt hour per square meters,E,20220801007378,104 kg CO₂/m²,Not specified,Fuel oil,,"€ 290,000290000 €",€ 671671 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4848276,Belgian Luxembourg,,1,,,Yes,,,,,Non flood zone,,,,,,Yes,410m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771016,9771016,house,house,280000,forsale,6680,xl,installed,2007,,fueloil,218,3,894,,,,,,,1,,,Belgian Luxembourg,,,2007,,4,1,Countryside,,,,,Installed,,3,,,,,1,,2,,,,,No,894m²square meters,,Yes,218 kWh/m²kilowatt hour per square meters,C,20140119003112,54 kg CO₂/m²,33374 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 280,000Make an offer starting from280000 €",€ 685685 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,2945 - 2359,Belgian Luxembourg,,,,21 mmeters,,,Yes,,,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,No,October 1 2022 - 12:00 AM,,,,,,,8280,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943738,9943738,house,countrycottage,270000,forsale,6780,xl,semiequipped,1899,good,fueloil,512,4,890,true,true,,true,,,1,2,,Belgian Luxembourg,After signing the deed,,1899,Good,3,1,Isolated,,170m²square meters,16m²square meters,Yes,Semi equipped,12m²square meters,4,16m²square meters,16m²square meters,16m²square meters,16m²square meters,1,1,1,,,,,No,890m²square meters,Connected,No,512 kWh/m²kilowatt hour per square meters,G,2022052003255,127 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 270,000270000 €",€ 542542 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4766386,Belgian Luxembourg,,2,Yes,,Yes,170m²square meters,,,,Non flood zone,,No,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044676,10044676,house,mixedusebuilding,295000,forsale,6970,xl,installed,2018,,pellet,161,1,1302,,,,,,,,,,Belgian Luxembourg,,,2018,,4,,Countryside,,,,,Installed,,1,,,,,,2,2,,,,,No,1302m²square meters,,Yes,161 kWh/m²kilowatt hour per square meters,B,20220804500493,7 kg CO₂/m²,11224 kWh/year,Pellet,Yes,"€ 295,000295000 €",€ 877877 €,Yes,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3033 - 2416,Belgian Luxembourg,,,,,,,,,,,Economic activity area,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053763,10053763,house,house,320000,forsale,6600,xl,,2020,,gas,,4,344,,,,,true,,,,,Belgian Luxembourg,,,2020,,2,,,,132m²square meters,,,,,4,,,,,,,,6m²square meters,Yes,,,No,344m²square meters,Not connected,Yes,Not specified,Not specified,Not specified,50 kg CO₂/m²,Not specified,Gas,Yes,"€ 320,000320000 €",,No,Route de Marche 143 6600- Bastogne,http://www.era.be/topimmo,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,Yes,No,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964108,9964108,house,house,320000,forsale,6747,xl,,1973,tobedoneup,fueloil,874,2,3400,,true,,true,,,1,3,,Belgian Luxembourg,After signing the deed,,1973,To be done up,4,1,Countryside,,125m²square meters,20m²square meters,,,19m²square meters,2,14m²square meters,13m²square meters,,,1,1,1,,,,,No,3400m²square meters,,,874 kWh/m²kilowatt hour per square meters,G,20220609017424,216 kg CO₂/m²,71138 kWh/year,Fuel oil,,"€ 320,000320000 €",€ 627627 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4771846,Belgian Luxembourg,14 m,3,,37.22 mmeters,Yes,125m²square meters,,,,Non flood zone,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087914,10087914,house,house,285000,forsale,6760,xl,installed,1919,good,fueloil,481,3,400,true,,160,true,,true,1,3,,Belgian Luxembourg,After signing the deed,,1919,Good,3,1,Isolated,,200m²square meters,13m²square meters,Yes,Installed,22m²square meters,3,28m²square meters,20m²square meters,12m²square meters,,1,1,2,,,,,No,400m²square meters,,,481 kWh/m²kilowatt hour per square meters,F,20160719020256,119 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 285,000285000 €",€ 297297 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4895527,Belgian Luxembourg,,3,Yes,,Yes,,,,,,,No,No,,Yes,,160m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030790,10030790,house,house,440000,forsale,6747,xl,installed,1988,good,electric,372,4,1861,true,,,true,true,,1,3,,Belgian Luxembourg,After signing the deed,,1988,Good,4,1,"Living area (residential, urban or rural)",,165m²square meters,30m²square meters,,Installed,14m²square meters,4,15m²square meters,10m²square meters,10m²square meters,10m²square meters,2,1,2,11m²square meters,Yes,,,No,1861m²square meters,Connected,No,372 kWh/m²kilowatt hour per square meters,E,20120718024275,76 kg CO₂/m²,57958 kWh/year,Electric,Yes,"€ 440,000440000 €",€ 716716 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4842351,Belgian Luxembourg,,3,Yes,,Yes,157m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026009,10026009,house,house,399000,forsale,6700,xl,hyperequipped,1950,asnew,gas,254,3,200,,true,,true,,,,,,Belgian Luxembourg,After signing the deed,,1950,As new,2,,,,,32m²square meters,,Hyper equipped,,3,,,,,2,,2,,,,,No,200m²square meters,,Yes,254 kWh/m²kilowatt hour per square meters,C,20220719023277,Not specified,Not specified,Gas,Yes,"€ 399,000399000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1060 - 409,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128925,10128925,house,house,350000,forsale,6951,xl,,2005,good,fueloil,135,4,4498,,,4498,true,true,,,14,,Belgian Luxembourg,After signing the deed,,2005,Good,4,,Countryside,Link to the virtual visit,244m²square meters,19m²square meters,Yes,,16m²square meters,4,16m²square meters,14m²square meters,15m²square meters,15m²square meters,1,1,2,15m²square meters,Yes,,,No,4498m²square meters,Connected,No,135 kWh/m²kilowatt hour per square meters,B,20220915026800,34 kg CO₂/m²,44746 kWh/year,Fuel oil,Yes,"€ 350,000350000 €","€ 1,1541154 €",No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4897046,Belgian Luxembourg,12 m,14,,31.7 mmeters,Yes,92m²square meters,,,,Non flood zone,,No,No,Yes,No,,4498m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135548,10135548,house,house,449000,forsale,6661,xl,installed,2014,,fueloil,97,3,2016,,true,,,,,2,,,Belgian Luxembourg,To be defined,,2014,,4,2,,,,,,Installed,,3,,,,,1,1,1,,,,,No,2016m²square meters,,,97 kWh/m²kilowatt hour per square meters,B,20170830512834,22 kg CO₂/m²,20079 kWh/year,Fuel oil,,"€ 449,000449000 €","€ 1,0111011 €",No,Place McAuliffe 43 6600- Bastogne,http://www.immobastogne.be,14520 - 1328,Belgian Luxembourg,,,,,,,Yes,No,,Non flood zone,,,,,,Yes,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118605,10118605,house,villa,400000,forsale,6600,xl,installed,2015,,gas,83,3,1080,,true,,true,true,,2,,,Belgian Luxembourg,After signing the deed,,2015,,4,2,,Link to the virtual visit,,,,Installed,,3,,,,,1,,2,,Yes,,,No,1080m²square meters,,Yes,83 kWh/m²kilowatt hour per square meters,A,20160121500410,16 kg CO₂/m²,17928 kWh/year,Gas,Yes,"Make an offer starting from€ 400,000Make an offer starting from400000 €",€ 992992 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3058 - 2429,Belgian Luxembourg,,,,21 mmeters,Yes,,Yes,,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,17928,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072093,10072093,house,house,425000,forsale,6927,xl,installed,,good,fueloil,226,11,629,,,,true,,,,,,Belgian Luxembourg,After signing the deed,Zone Nord Province du Luxembourg,,Good,3,,Countryside,,530m²square meters,68m²square meters,,Installed,,11,19m²square meters,14m²square meters,8m²square meters,10m²square meters,6,6,8,,,,,No,629m²square meters,Connected,No,226 kWh/m²kilowatt hour per square meters,C,20220506006385,56 kg CO₂/m²,53511 kWh/year,Fuel oil,,"€ 425,000425000 €",,No,Route de Marche 25 5580- Rochefort,https://honesty.be/,4891620,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047142,10047142,house,house,430000,forsale,6747,xl,installed,2009,good,fueloil,134,5,417,,,300,true,true,,1,2,,Belgian Luxembourg,After signing the deed,,2009,Good,3,1,Isolated,,193m²square meters,32m²square meters,,Installed,19m²square meters,5,13m²square meters,18m²square meters,14m²square meters,13m²square meters,1,1,2,,Yes,,,No,417m²square meters,Connected,No,134 kWh/m²kilowatt hour per square meters,B,20220801018930,32 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 430,000430000 €",€ 939939 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4842587,Belgian Luxembourg,,2,,,Yes,,,,,,,,,,,,300m²square meters,,,,15m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036192,10036192,house,house,459000,forsale,6700,xl,installed,,good,gas,240,5,155,,true,,true,true,,,,,Belgian Luxembourg,After signing the deed,Zone Sud Province du Luxembourg,,Good,2,,Urban,,,36m²square meters,,Installed,16m²square meters,5,8m²square meters,18m²square meters,13m²square meters,12m²square meters,3,3,3,6m²square meters,Yes,45m²square meters,,,155m²square meters,,,240 kWh/m²kilowatt hour per square meters,C,20220306008245,45 kg CO₂/m²,55981 kWh/year,Gas,,"€ 459,000459000 €",€ 976976 €,No,Route de Longwy 572A 6700- Arlon,https://honesty.be/,4853915,Belgian Luxembourg,,,,,,,,,,,,,,,,,,18m²square meters,,,25m²square meters,,August 18 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097054,10097054,house,house,465000,forsale,6950,xl,,1980,good,fueloil,209,4,1838,true,,1276,true,true,true,3,10,,Belgian Luxembourg,After signing the deed,,1980,Good,4,3,Countryside,Link to the virtual visit,521m²square meters,,,,11m²square meters,4,17m²square meters,12m²square meters,12m²square meters,26m²square meters,1,1,2,11m²square meters,Yes,,73m²square meters,No,1838m²square meters,,No,209 kWh/m²kilowatt hour per square meters,C,20220202025213,49 kg CO₂/m²,45278 kWh/year,Fuel oil,Yes,"€ 465,000465000 €","€ 1,7881788 €",No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4890654,Belgian Luxembourg,24 m,10,,16.8 mmeters,Yes,562m²square meters,,,,,,,,Yes,Yes,,1276m²square meters,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067672,10067672,house,exceptionalproperty,1000000,forsale,6830,xl,hyperequipped,1970,asnew,fueloil,167,4,3617,,true,,true,true,,2,5,,Belgian Luxembourg,After signing the deed,,1970,As new,4,2,,Link to the virtual visit,278m²square meters,47m²square meters,Yes,Hyper equipped,18m²square meters,4,24m²square meters,16m²square meters,15m²square meters,11m²square meters,1,2,4,9m²square meters,Yes,,,No,3617m²square meters,,,167 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 1,000,0001000000 €","€ 1,4271427 €",No,Route Saint-Gérard 35100- Namur,http://www.goimmobilier.be,7115 - 5644,Belgian Luxembourg,,5,,,,,,,,,,,,,,Yes,,50m²square meters,,,,No,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881762,9881762,house,exceptionalproperty,1550000,forsale,6700,xl,usahyperequipped,1958,asnew,gas,302,5,7500,,,7240,true,true,true,2,6,,Belgian Luxembourg,To be defined,,1958,As new,4,2,Isolated,,500m²square meters,46m²square meters,Yes,USA hyper equipped,38m²square meters,5,18m²square meters,12m²square meters,14m²square meters,35m²square meters,5,5,3,21m²square meters,Yes,,,No,7500m²square meters,Connected,No,302 kWh/m²kilowatt hour per square meters,D,20220404007428,56 kg CO₂/m²,Not specified,Gas,Yes,"€ 1,550,0001550000 €","€ 2,4412441 €",No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4707657,Belgian Luxembourg,,6,,,,504m²square meters,,,,Non flood zone,,No,No,,Yes,,7240m²square meters,64m²square meters,,,13m²square meters,,March 31 2023 - 12:00 AM,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964106,9964106,house,villa,640000,forsale,6792,xl,usainstalled,1970,justrenovated,fueloil,230,5,1668,true,true,,true,true,,1,2,,Belgian Luxembourg,After signing the deed,,1970,Just renovated,4,1,Isolated,,270m²square meters,,,USA installed,,5,35m²square meters,35m²square meters,20m²square meters,16m²square meters,3,3,3,,Yes,,,,1668m²square meters,,,230 kWh/m²kilowatt hour per square meters,C,20220610019212,56 kg CO₂/m²,55466 kWh/year,Fuel oil,Yes,"€ 640,000640000 €",€ 956956 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4771068,Belgian Luxembourg,,2,Yes,,Yes,330m²square meters,,,,Non flood zone,,,,,,Yes,,,Yes,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980431,9980431,house,house,1000000,forsale,6980,xl,installed,2009,,,,13,12390,,true,12390,true,,,,20,,Belgian Luxembourg,After signing the deed,,2009,,4,,,,,,,Installed,,13,,,,,12,,14,,,,,No,12390m²square meters,,Yes,Not specified,Not specified,Pas nécessaire,Not specified,Not specified,,Yes,"Make an offer starting from€ 1,000,000Make an offer starting from1000000 €","€ 2,8262826 €",Yes,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3019 - 2380,Belgian Luxembourg,32 m,20,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,12390m²square meters,200m²square meters,,Yes,,No,,,,,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139168,10139168,house,chalet,265000,forsale,6637,xl,,1992,,electric,528,2,1650,,,,true,,,,,,Belgian Luxembourg,,,1992,,4,,,,118m²square meters,,Yes,,8m²square meters,2,,,,,1,,,,,,,No,1650m²square meters,Not connected,No,528 kWh/m²kilowatt hour per square meters,G,20220609008682,150 kg CO₂/m²,62170 kWh/year,Electric,Yes,"Make an offer starting from€ 265,000Make an offer starting from265000 €",,No,"Avenue de la Gare, 171 6840- Neufchateau",,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,Another type of area,,,,,,,17m²square meters,,,,,,,,,No,,,528,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155837,10155837,house,mixedusebuilding,420000,forsale,6791,xl,notinstalled,,good,fueloil,417,2,0,,,,,,,4,,,Belgian Luxembourg,After signing the deed,,,Good,2,4,,,173m²square meters,,,Not installed,,2,,,,,2,,,,,,,No,,,,417 kWh/m²kilowatt hour per square meters,E,20220822008832,103 kg CO₂/m²,30328 kWh/year,Fuel oil,Yes,"€ 420,000420000 €",,Yes,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5484 - 361007813,Belgian Luxembourg,20 m,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155836,10155836,house,apartmentblock,420000,forsale,6791,xl,notinstalled,,good,fueloil,417,2,0,,,,,,,4,,,Belgian Luxembourg,After signing the deed,,,Good,2,4,,,173m²square meters,,,Not installed,,2,,,,,2,,,,,,,No,,,,417 kWh/m²kilowatt hour per square meters,E,20220822008832,103 kg CO₂/m²,30328 kWh/year,Fuel oil,Yes,"€ 420,000420000 €",,Yes,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5483 - 361007813,Belgian Luxembourg,20 m,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155833,10155833,house,house,420000,forsale,6791,xl,notinstalled,,good,fueloil,417,2,0,,,,,,,4,,,Belgian Luxembourg,After signing the deed,,,Good,2,4,,,173m²square meters,,,Not installed,,2,,,,,2,,,,,,,No,,,,417 kWh/m²kilowatt hour per square meters,E,20220822008832,103 kg CO₂/m²,30328 kWh/year,Fuel oil,Yes,"€ 420,000420000 €",,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5051 - 361007813,Belgian Luxembourg,20 m,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160354,10160354,house,house,198000,forsale,6800,xl,semiequipped,,torenovate,,567,3,1000,true,true,,,,,1,8,,Belgian Luxembourg,After signing the deed,The Ardennes,,To renovate,4,1,Countryside,,350m²square meters,17m²square meters,Yes,Semi equipped,20m²square meters,3,19m²square meters,15m²square meters,12m²square meters,,1,,1,,,,,No,1000m²square meters,Connected,No,567 kWh/m²kilowatt hour per square meters,G,20220901004492,140 kg CO₂/m²,92375 kWh/year,,Yes,"€ 198,000198000 €",€ 446446 €,No,Avenue de Houffalize 6800- Libramont,http://www.dynastybelux.com,4970584,Belgian Luxembourg,21 m,8,Yes,21 mmeters,,,,,,Non flood zone,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067662,10067662,house,villa,1000000,forsale,6830,xl,hyperequipped,1970,asnew,fueloil,167,4,3617,,true,,true,true,,2,5,,Belgian Luxembourg,After signing the deed,,1970,As new,4,2,,Link to the virtual visit,278m²square meters,47m²square meters,Yes,Hyper equipped,18m²square meters,4,24m²square meters,16m²square meters,15m²square meters,11m²square meters,1,2,4,9m²square meters,Yes,,,No,3617m²square meters,,,167 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 1,000,0001000000 €","€ 1,4271427 €",No,Route Saint-Gérard 35100- Namur,http://www.goimmobilier.be,7114 - 5644,Belgian Luxembourg,,5,,,,,,,,,,,,,,Yes,,50m²square meters,,,,No,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817597,9817597,house,house,143000,forsale,6840,xl,,1850,,pellet,233,2,145,,,,,,,,,,Belgian Luxembourg,After signing the deed,,1850,,3,,,,97m²square meters,,,,,2,,,,,1,,,,,,,No,145m²square meters,Connected,Yes,233 kWh/m²kilowatt hour per square meters,C,20220318013246,10 kg CO₂/m²,22524 kWh/year,Pellet,Yes,"€ 143,000143000 €",,No,"Avenue de la Gare, 171 6840- Neufchateau",,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,Another type of area,No,No,Yes,No,,,,,,,,,No,,,No,No,No,233,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852138,9852138,house,house,175000,forsale,6810,xl,notinstalled,1900,torenovate,,354,5,470,,,300,,,,1,,,Belgian Luxembourg,After signing the deed,,1900,To renovate,3,1,"Living area (residential, urban or rural)",,320m²square meters,54m²square meters,,Not installed,,5,,,,,1,,3,,,,,No,470m²square meters,Connected,Yes,354 kWh/m²kilowatt hour per square meters,E,20220408014242,Not specified,120759 kWh/year,,No,"€ 175,000175000 €","€ 1,2691269 €",No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,mocassin,Belgian Luxembourg,15 m,,,,,,No,No,,Recognized flood zone,"Living area (residential, urban or rural)",,,,,,300m²square meters,,,,,,,,,,No,,,120759,,,,,,,,,,Yes,,No,,,,,,No,,,,,Forget Maxence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916530,9916530,house,house,79000,forsale,6830,xl,semiequipped,,good,fueloil,521,2,31,,,,,,,,,,Belgian Luxembourg,Depending on the tenant,,,Good,2,,,,85m²square meters,,,Semi equipped,,2,,,,,1,1,2,,,,,No,31m²square meters,,,521 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Fuel oil,Yes,"Make an offer starting from€ 79,000Make an offer starting from79000 €",€ 344344 €,No,Rue du Commerce 25 6890- Libin,http://www.immobiliere-mustang.be,214 - 1446,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
