,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10163747,10163747,house,house,270000,forsale,9690,xl,,1959,good,fueloil,403,3,225,,true,,,,,,,,East Falnders,,,1959,Good,3,,,144m²square meters,,,,3,,,1,,,,,No,225m²square meters,Connected,Yes,,,,,,403 kWh/m²kilowatt hour per square meters,E,202209280002682637RES1,Not specified,Not specified,,Fuel oil,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 270,000270000 €",€ 344344 €,No,Bourgondiëstraat 13 9700- Oudenaarde,http://www.era.be,,East Falnders,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,403,No,,,,,,No,,,,,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,
10146802,10146802,house,house,549000,forsale,9030,xl,installed,2005,good,gas,120,5,590,,,,,,,1,1,,East Falnders,After signing the deed,,2005,Good,3,1,,201m²square meters,,Installed,,5,,,1,,2,,,No,590m²square meters,,Yes,,,,,,120 kWh/m²kilowatt hour per square meters,B,20220519-0002606318-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,,Non flood zone,"Living area (residential, urban or rural)","€ 549,000549000 €","€ 1,0761076 €",No,Alphonse Claeys-Bouüaertlaan 57/001 9030- Mariakerke,http://www.convas.be,1673 - 1755,East Falnders,,1,,,,,,,Yes,,,,,,,,,,,,,,,Yes,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111591,10111591,house,house,179900,forsale,9200,xl,semiequipped,1931,tobedoneup,,400,3,130,,true,,,,,,,,East Falnders,,,1931,To be done up,2,,,163m²square meters,30m²square meters,Semi equipped,15m²square meters,3,15m²square meters,14m²square meters,1,,1,,,No,130m²square meters,,Yes,,,,,,400 kWh/m²kilowatt hour per square meters,D,20220908-0002670645-RES-1,Not specified,Not specified,No,,,,,,,"Living area (residential, urban or rural)","€ 179,900179900 €",€ 463463 €,No,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15797 - 114121387,East Falnders,,,6m²square meters,,,,,,Yes,,,,,,,,,,6m²square meters,,,,,Yes,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086696,10086696,house,mixedusebuilding,464000,forsale,9310,xl,installed,1925,good,fueloil,322,3,642,,true,155,true,,,2,2,,East Falnders,After signing the deed,,1925,Good,3,2,,180m²square meters,40m²square meters,Installed,34m²square meters,3,37m²square meters,21m²square meters,1,,2,,,No,642m²square meters,,Yes,155m²square meters,,,,,322 kWh/m²kilowatt hour per square meters,D,20220920-0002663986-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,,Non flood zone,,"€ 464,000464000 €",€ 639639 €,Yes,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15756 - 114121377,East Falnders,23 m,2,18m²square meters,,Yes,,38 mmeters,32m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,South,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086693,10086693,house,house,464000,forsale,9310,xl,installed,1925,good,fueloil,322,3,642,,true,155,true,,,2,2,,East Falnders,After signing the deed,,1925,Good,3,2,,180m²square meters,40m²square meters,Installed,34m²square meters,3,37m²square meters,21m²square meters,1,,2,,,No,642m²square meters,,Yes,155m²square meters,,,,,322 kWh/m²kilowatt hour per square meters,D,20220920-0002663986-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,,Non flood zone,,"€ 464,000464000 €",€ 639639 €,No,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15755 - 114121377,East Falnders,23 m,2,18m²square meters,,Yes,,38 mmeters,32m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,South,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100021,10100021,house,house,125000,forsale,9600,xl,semiequipped,1952,tobedoneup,electric,347,2,260,,,,,,,,,,East Falnders,,,1952,To be done up,2,,,110m²square meters,,Semi equipped,14m²square meters,2,23m²square meters,16m²square meters,1,,1,,,No,260m²square meters,,,,,,,,347 kWh/m²kilowatt hour per square meters,D,20220202-0002538444-RES-1,Not specified,Not specified,No,Electric,,,Yes,,Non flood zone,Residential area with cultural historical aesthetic value,"€ 125,000125000 €",€ 270270 €,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20251 - 3939,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080487,10080487,house,house,199000,forsale,9140,xl,notinstalled,1938,torenovate,electric,1140,3,110,true,true,,true,,,,,,East Falnders,After signing the deed,,1938,To renovate,2,,"Living area (residential, urban or rural)",123m²square meters,28m²square meters,Not installed,9m²square meters,3,16m²square meters,16m²square meters,1,,1,,,No,110m²square meters,Connected,No,,,,,,1140 kWh/m²kilowatt hour per square meters,F,20220103-0002519907-RES-1,Not specified,Not specified,,Electric,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 302302 €,No,"Oude zandstraat , 30 9120- Beveren",http://www.c21locus.be,4895356,East Falnders,,,14m²square meters,,,Yes,,18m²square meters,,,,,,,9140 Temse - Elversele - Steendorp - Tielrode,,,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090171,10090171,house,house,199000,forsale,9600,xl,semiequipped,1930,good,fueloil,532,4,190,true,true,80,true,,,,,,East Falnders,After signing the deed,January 1 2023 - 12:00 AM,1930,Good,2,,Urban,220m²square meters,31m²square meters,Semi equipped,15m²square meters,4,22m²square meters,22m²square meters,1,,2,,,,190m²square meters,,,80m²square meters,,,,,532 kWh/m²kilowatt hour per square meters,F,RES-1,9999 kg CO₂/m²,Not specified,,Fuel oil,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 773773 €,No,Stationstraat 30 9600- Ronse,,4863168,East Falnders,5.5 m,,15m²square meters,15m²square meters,Yes,Yes,5.5 mmeters,20m²square meters,,95m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090172,10090172,house,house,219500,forsale,9600,xl,installed,1930,good,gas,224,4,315,true,true,200,true,true,,,,,East Falnders,After signing the deed,January 1 2023 - 12:00 AM,1930,Good,2,,Urban,188m²square meters,35m²square meters,Installed,8m²square meters,4,22m²square meters,18m²square meters,1,,2,18m²square meters,Yes,No,315m²square meters,Connected,Yes,200m²square meters,No,No,Yes,No,224 kWh/m²kilowatt hour per square meters,C,20220831-0002665863-RES-1,8111 kg CO₂/m²,Not specified,,Gas,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,500219500 €",€ 426426 €,No,Stationstraat 30 9600- Ronse,,4892475,East Falnders,5 m,,14m²square meters,13m²square meters,Yes,Yes,5 mmeters,25m²square meters,,90m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105792,10105792,house,house,239000,forsale,9340,xl,installed,1925,torenovate,gas,1022,3,418,true,,100,true,,,2,3,,East Falnders,After signing the deed,,1925,To renovate,3,3,Urban,145m²square meters,26m²square meters,Installed,18m²square meters,3,15m²square meters,10m²square meters,1,,1,,,No,418m²square meters,Connected,Yes,100m²square meters,,,,,1022 kWh/m²kilowatt hour per square meters,F,2666648,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",€ 443443 €,No,Wichelsesteenweg 109 9340- Lede,http://www.goeman-vastgoed.be,4895227,East Falnders,11 m,2,8m²square meters,,,Yes,13 mmeters,60m²square meters,Yes,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813651,9813651,house,house,259000,forsale,9600,xl,semiequipped,1930,good,gas,71,3,82,,,,,,,,1,,East Falnders,,November 1 2021 - 12:00 AM,1930,Good,2,1,,164m²square meters,,Semi equipped,,3,,,2,,2,,,No,82m²square meters,,,,,,,,71 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 259,000259000 €",€ 586586 €,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,16850 - VK 3523,East Falnders,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959802,9959802,house,house,259000,forsale,9600,xl,semiequipped,1930,good,gas,71,3,82,,,,,,,,1,,East Falnders,,November 1 2021 - 12:00 AM,1930,Good,2,1,,164m²square meters,,Semi equipped,,3,,,2,,2,,,No,82m²square meters,,,,,,,,71 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 259,000259000 €",€ 586586 €,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,18805 - VK 3523,East Falnders,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954446,9954446,house,house,262000,forsale,9000,xl,installed,1918,good,gas,341,3,60,,,,,,,,,,East Falnders,After signing the deed,,1918,Good,2,,Urban,132m²square meters,25m²square meters,Installed,,3,,,1,,1,,,No,60m²square meters,,Yes,,,,,,341 kWh/m²kilowatt hour per square meters,D,20211114-0002491945-RES-1,Not specified,Not specified,No,Gas,,,Yes,,,,"€ 262,000262000 €",€ 314314 €,No,Mariakerksesteenweg 80 9031- Drongen,http://www.immohippodroom.be,1201 - 291567,East Falnders,4 m,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092724,10092724,house,house,239000,forsale,9600,xl,semiequipped,1930,good,fueloil,532,4,190,true,true,80,true,,,1,,,East Falnders,After signing the deed,January 1 2023 - 12:00 AM,1930,Good,2,,Urban,220m²square meters,31m²square meters,Semi equipped,15m²square meters,4,22m²square meters,22m²square meters,1,,2,,,,190m²square meters,,,80m²square meters,,,,,532 kWh/m²kilowatt hour per square meters,F,RES-1,9999 kg CO₂/m²,Not specified,,Fuel oil,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",€ 773773 €,No,Stationstraat 30 9600- Ronse,,4900006,East Falnders,5.5 m,1,15m²square meters,15m²square meters,Yes,Yes,5.5 mmeters,20m²square meters,,95m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9795897,9795897,house,house,169000,forsale,9255,xl,installed,1919,torenovate,gas,813,3,170,,,,,,,,,,East Falnders,After signing the deed,,1919,To renovate,3,,,180m²square meters,42m²square meters,Installed,,3,,,1,,1,,,No,170m²square meters,,,,,,,,813 kWh/m²kilowatt hour per square meters,F,2370801,Not specified,Not specified,No,Gas,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 169,000169000 €",€ 483483 €,No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9363 - TK-21013-1,East Falnders,10 m,,,,,,11 mmeters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117256,10117256,house,house,289000,forsale,9340,xl,semiequipped,1972,good,fueloil,684,3,557,true,,,true,,,1,2,,East Falnders,To be defined,,1972,Good,3,2,"Living area (residential, urban or rural)",169m²square meters,35m²square meters,Semi equipped,13m²square meters,3,21m²square meters,14m²square meters,1,,2,,,No,557m²square meters,Connected,No,,,,,,684 kWh/m²kilowatt hour per square meters,F,20220823-0002660130-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 289,000289000 €","€ 1,0131013 €",No,Wichelsesteenweg 109 9340- Lede,http://www.goeman-vastgoed.be,4929252,East Falnders,8 m,1,13m²square meters,,,Yes,12 mmeters,20m²square meters,,100m²square meters,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126643,10126643,house,villa,349000,forsale,9600,xl,installed,1982,good,gas,218,4,775,,true,,true,true,,1,,,East Falnders,After signing the deed,,1982,Good,4,,,200m²square meters,,Installed,,4,,,1,,2,,Yes,No,775m²square meters,,,,,,,,218 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,,,Yes,,,"Living area (residential, urban or rural)","€ 349,000349000 €","€ 1,2561256 €",No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20529 - VK 4147,East Falnders,,1,,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959163,9959163,house,house,389000,forsale,9200,xl,semiequipped,1978,torenovate,gas,619,3,1988,,,325,true,,,1,4,,East Falnders,,,1978,To renovate,4,4,,190m²square meters,34m²square meters,Semi equipped,,3,,,1,,1,,,No,1988m²square meters,,Yes,325m²square meters,,,,,619 kWh/m²kilowatt hour per square meters,F,20220512-0002601499-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,,Recognized flood zone,Extended residential area,"€ 389,000389000 €","€ 2,0982098 €",No,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15594 - 114121322,East Falnders,20 m,1,,,,,45 mmeters,35m²square meters,Yes,,,,,,,,,,,,,,,,East,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003436,10003436,house,mixedusebuilding,295000,forsale,9600,xl,installed,1899,tobedoneup,gas,555,5,480,true,true,,true,true,,1,2,,East Falnders,After signing the deed,October 3 2022 - 12:00 AM,1899,To be done up,2,2,Urban,,,Installed,,5,18m²square meters,15m²square meters,1,2,3,,Yes,No,480m²square meters,Connected,Yes,,No,No,Yes,No,555 kWh/m²kilowatt hour per square meters,F,RES1,9999 kg CO₂/m²,Not specified,,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €","€ 1,2381238 €",Yes,Stationstraat 30 9600- Ronse,,4771118,East Falnders,10 m,1,17m²square meters,19m²square meters,Yes,Yes,10 mmeters,10m²square meters,,285m²square meters,,22m²square meters,,,Vlaamse Ardennen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033803,10033803,house,house,295000,forsale,9890,xl,semiequipped,1899,torenovate,gas,405,5,329,,true,,true,,,3,,,East Falnders,,,1899,To renovate,2,,,305m²square meters,31m²square meters,Semi equipped,25m²square meters,5,17m²square meters,16m²square meters,2,,3,,,No,329m²square meters,,Yes,,,,,,405 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €","€ 1,0561056 €",No,Gentstraat 425 9041- Oostakker,http://www.pattymo.be,4536 - 2256,East Falnders,20 m,3,16m²square meters,14m²square meters,,,20 mmeters,31m²square meters,Yes,,,13m²square meters,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959167,9959167,house,mixedusebuilding,389000,forsale,9200,xl,semiequipped,1978,torenovate,gas,619,3,1988,,,325,true,,,1,4,,East Falnders,,,1978,To renovate,4,4,,190m²square meters,34m²square meters,Semi equipped,,3,,,1,,1,,,No,1988m²square meters,,Yes,325m²square meters,,,,,619 kWh/m²kilowatt hour per square meters,F,20220512-0002601499-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,,Recognized flood zone,Extended residential area,"€ 389,000389000 €","€ 2,0982098 €",Yes,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15595 - 114121322,East Falnders,20 m,1,,,,,45 mmeters,35m²square meters,Yes,,,,,,,,,,,,,,,,East,,,,,,,,1,,,,,,,,,,,,,,,,,625,,,,,,,,,,,,,,,,,
10117346,10117346,house,house,425000,forsale,9040,xl,installed,,asnew,gas,100,4,80,true,,12,true,true,,,,,East Falnders,After signing the deed,,,As new,2,,Urban,135m²square meters,38m²square meters,Installed,,4,16m²square meters,16m²square meters,1,,1,,Yes,No,80m²square meters,Connected,Yes,12m²square meters,No,No,Yes,No,100 kWh/m²kilowatt hour per square meters,A,20220613-0002497139-RES-2,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",€ 277277 €,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4930779,East Falnders,4.8 m,,12m²square meters,12m²square meters,,Yes,4.8 mmeters,7m²square meters,Yes,,,,,,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136772,10136772,house,mansion,510000,forsale,9500,xl,hyperequipped,1933,good,gas,252,8,400,,true,,true,,,1,,,East Falnders,,,1933,Good,2,,,340m²square meters,36m²square meters,Hyper equipped,26m²square meters,8,19m²square meters,18m²square meters,2,,3,,,No,400m²square meters,,,,,,,,252 kWh/m²kilowatt hour per square meters,C,20210811_0002041423-RES-2,Not specified,Not specified,No,Gas,,,Yes,,,"Living area (residential, urban or rural)","€ 510,000510000 €","€ 1,0831083 €",No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20617 - VK 4024,East Falnders,,1,18m²square meters,18m²square meters,,,,,Yes,,,17m²square meters,,Yes,,Yes,,,34m²square meters,,,,,Yes,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122924,10122924,house,house,545000,forsale,9170,xl,installed,2002,good,gas,149,3,585,,,,true,true,,,2,,East Falnders,After signing the deed,,2002,Good,4,2,,172m²square meters,,Installed,,3,,,1,,2,,Yes,No,585m²square meters,,Yes,,,,,,149 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 545,000545000 €",€ 917917 €,No,Kerkstraat 2 9170- St-Gillis-Waas,http://www.finehomes.be,1175 - 2042,East Falnders,12 m,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,South,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126115,10126115,house,house,425000,forsale,9040,xl,installed,,asnew,gas,100,4,80,true,,12,true,true,,,,,East Falnders,After signing the deed,,,As new,2,,Urban,135m²square meters,38m²square meters,Installed,,4,16m²square meters,16m²square meters,1,,1,,Yes,No,80m²square meters,Connected,Yes,12m²square meters,No,No,Yes,No,100 kWh/m²kilowatt hour per square meters,A,20220613-0002497139-RES-2,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",€ 277277 €,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4936448,East Falnders,4.8 m,,12m²square meters,12m²square meters,,Yes,4.8 mmeters,7m²square meters,Yes,,,,,,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005306,10005306,house,house,429000,forsale,9506,xl,semiequipped,,good,fueloil,446,3,5780,true,true,5400,true,,,3,10,,East Falnders,After signing the deed,,,Good,4,10,Countryside,417m²square meters,30m²square meters,Semi equipped,25m²square meters,3,20m²square meters,15m²square meters,1,,2,,,No,5780m²square meters,Connected,No,5400m²square meters,No,No,Yes,No,446 kWh/m²kilowatt hour per square meters,E,20210802-0002447335-RES-1,Not specified,Not specified,,Fuel oil,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €",€ 813813 €,No,Kattestraat 4 1730- Asse,http://www.valimmas.be,4838567,East Falnders,16.8 m,3,8m²square meters,,Yes,Yes,21 mmeters,64m²square meters,Yes,261m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127499,10127499,house,villa,695000,forsale,9255,xl,usahyperequipped,1983,asnew,electric,635,4,2405,,true,,,,,3,5,,East Falnders,After signing the deed,,1983,As new,4,5,,224m²square meters,52m²square meters,USA hyper equipped,,4,,,2,,2,,,No,2405m²square meters,,Yes,,,,,,635 kWh/m²kilowatt hour per square meters,F,20210813-0002451097-RES-1,Not specified,Not specified,No,Electric,,,,,Non flood zone,,"€ 695,000695000 €","€ 2,2702270 €",No,Parklaan 63 9300- Aalst,http://www.bricksimmo.be,18120 - Kasteelstraa,East Falnders,13 m,3,,,Yes,,24 mmeters,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136981,10136981,house,house,449000,forsale,9660,xl,notinstalled,1990,tobedoneup,electric,411,5,1263,,,,,,,3,5,,East Falnders,,,1990,To be done up,4,5,,375m²square meters,,Not installed,,5,,,2,,3,,,No,1263m²square meters,,,,,,,,411 kWh/m²kilowatt hour per square meters,E,20220812-0002654460-RES-1,Not specified,Not specified,No,Electric,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €","€ 1,9231923 €",No,‘Tussenbruggen 9 9700- Oudenaarde,http://www.axellenaerts.be,17935 - 8239,East Falnders,,3,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373923,8373923,house,house,799000,forsale,9200,xl,installed,1930,good,gas,296,4,181,,,,,,,,,,East Falnders,,,1930,Good,2,,,336m²square meters,48m²square meters,Installed,14m²square meters,4,22m²square meters,22m²square meters,3,,3,,,No,181m²square meters,,,,,,,,296 kWh/m²kilowatt hour per square meters,C,20190926-0002199546-RES-1,Not specified,Not specified,No,Gas,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 799,000799000 €","€ 1,1171117 €",No,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,14077 - 114120647,East Falnders,,,19m²square meters,17m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166848,10166848,house,villa,474000,forsale,9230,xl,semiequipped,1963,tobedoneup,,403,4,1097,,true,,true,true,,1,,,East Falnders,After signing the deed,,1963,To be done up,4,,,245m²square meters,,Semi equipped,,4,,,2,,,,Yes,No,1097m²square meters,,,,,,,,403 kWh/m²kilowatt hour per square meters,E,20221010-0002691819-RES-1,Not specified,Not specified,No,,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 474,000474000 €","€ 1,3411341 €",No,Damstraat 131 bus1 9800- St-Martens-Leerne,http://www.infinimo.be,16427 - 207/22/KDR,East Falnders,,1,,,Yes,,,,Yes,,,,"Yes, conform",Yes,,,,,,,,,,Yes,South West,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164686,10164686,house,villa,360000,forsale,9600,xl,installed,,good,,29,3,325,,,,true,,,1,,,East Falnders,Immediately,,,Good,4,,,135m²square meters,,Installed,10m²square meters,3,18m²square meters,14m²square meters,1,,1,,,No,325m²square meters,,,,,,,,29 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,,,,,,,"€ 360,000360000 €",,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20823 - VK,East Falnders,,1,13m²square meters,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
