,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10076181,After signing the deed,1930,Good,3,1,120m²square meters,30m²square meters,Hyper equipped,14m²square meters,3,,,,1,,,No,236m²square meters,,,,414 kWh/m²kilowatt hour per square meters,E,20220503-0002587514-RES-1,11946 kg CO₂/m²,Not specified,,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 320,000320000 €",€ 349349 €,No,Lambrechtshoekenlaan 169 2170- Merksem,,2022/030,Antwerp,,,,Yes,,,,,,,,,,,,,No,,,,,Not connected,,,,No,No,,No,,Yes,,No,No,No,,No,No,No,No,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607083,After signing the deed,1960,As new,3,1,,,Hyper equipped,,3,16m²square meters,16m²square meters,12m²square meters,1,2,,No,125m²square meters,,,,146 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 370,000370000 €",,,Kerkstraat 25 2275- Lille,,,Antwerp,,,,,,,,,Urban,,,,,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011444,After signing the deed,1999,As new,2,1,156m²square meters,,Installed,,2,,,,1,2,,No,,,,,135 kWh/m²kilowatt hour per square meters,B,Certificaat-20220629-0002631977-RES-1.pdf,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 349,500349500 €",,No,Theo Verellenlaan 19 2990- Wuustwezel,http://www.janssenenjanssen.be,1314928 - 1314318,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128299,After signing the deed,2000,As new,2,3,239m²square meters,,USA hyper equipped,,3,,,,1,,,,99m²square meters,,,24m²square meters,113 kWh/m²kilowatt hour per square meters,B,20220712-0002641299-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €","€ 1,0731073 €",No,Grote Markt 22 2300- Turnhout,,4936419,Antwerp,,,,No,,,,1,Urban,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Link to the virtual visit,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058376,After signing the deed,1899,Just renovated,2,,141m²square meters,29m²square meters,Installed,20m²square meters,2,,,,1,,,No,91m²square meters,,,,251 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 370,000370000 €",,No,Fraikinstraat 72200- Herentals,,,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,8m²square meters,,No,,,,,Connected,,,,,,,,,,,,,,,No,No,No,No,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120495,Immediately,1972,Good,2,2,180m²square meters,,Installed,,4,,,,2,3,,,,,South,3m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,,,,"€ 399,000399000 €","€ 1,2001200 €",No,,,,Antwerp,,6 m,,Yes,,,,1,,,No,No,,No,,,No,No,No,No,No,Connected,60m²square meters,South,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033867,To be defined,,Just renovated,2,,198m²square meters,25m²square meters,Hyper equipped,21m²square meters,4,,,,2,,,No,85m²square meters,,,15m²square meters,364 kWh/m²kilowatt hour per square meters,D,20220713-0002640749-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",,No,Heistraat 73 2610- Wilrijk,,VK2022-099,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,55m²square meters,,No,,,,,Connected,,,,No,No,,No,,Yes,,No,No,No,,No,No,No,No,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114900,To be defined,1960,As new,4,,140m²square meters,33m²square meters,Hyper equipped,12m²square meters,3,13m²square meters,6m²square meters,26m²square meters,1,2,Yes,,493m²square meters,,,,269 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 415,000415000 €",,No,Antwerpsesteenweg 51/5 2350- Vosselaar,http://www.dilegno.immo,4928875,Antwerp,,,,Yes,,,,1,,,,,,,,,No,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116143,To be defined,2018,Good,4,,163m²square meters,23m²square meters,Installed,10m²square meters,3,,,,2,,,No,378m²square meters,,,,109 kWh/m²kilowatt hour per square meters,B,12009-G-2013_126/EP02120/N118/D01/SD001,Not specified,Not specified,,Gas,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 415,000415000 €",,No,Fraikinstraat 72200- Herentals,,,Antwerp,,8 m,,Yes,,,,,,,,,,,,,No,,,,,Connected,,,,,,,,,,,,,,,No,No,No,No,,,,Yes,Yes,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083646,To be defined,1971,Good,3,1,,,,,3,,,,1,,,No,318m²square meters,,,,287 kWh/m²kilowatt hour per square meters,C,20220718-0002642133-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 424,000424000 €","€ 1,2441244 €",No,Grote Markt 22 2300- Turnhout,,4854930,Antwerp,Turnhout,9.5 m,14.5 mmeters,No,,,,1,,,,,,,,45m²square meters,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10078316,After signing the deed,1965,As new,3,2,150m²square meters,,Installed,,3,,,,1,,Yes,No,790m²square meters,,,,496 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",€ 778778 €,No,Clemenshoek 74 2840- Reet,,4865695,Antwerp,,,,Yes,,,,1,Isolated,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10063918,To be defined,,Just renovated,3,5,180m²square meters,,Installed,,3,14m²square meters,12m²square meters,10m²square meters,2,2,Yes,No,451m²square meters,Yes,South East,,176 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,,,,,,,,"€ 440,000440000 €",,,Lierseweg 1 2200- Herentals,,,Antwerp,Stadsrand,,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,,North East,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,,,,,,Tom Goossens,,,,,,,,,,,,,,,,,,
10062002,After signing the deed,2009,Good,2,,150m²square meters,,,,3,,,,1,,,No,175m²square meters,,,,135 kWh/m²kilowatt hour per square meters,B,20220809-0002653265-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 450,000450000 €","€ 1,1331133 €",No,Bredabaan 210 2930- Brasschaat,http://www.era.be/nl/era-one?utm_campaign=era-one-immoweb&amp;utm_source=immoweb&amp;utm_medium=referral,22-256,Antwerp,,7 m,7 mmeters,Yes,,,,,,,,,,,,,No,,,,,Connected,,,,,,,,,,,,,,,No,No,No,No,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941168,Immediately,,As new,3,,230m²square meters,34m²square meters,Hyper equipped,35m²square meters,3,22m²square meters,28m²square meters,27m²square meters,1,2,Yes,No,161m²square meters,,,28m²square meters,110 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,No,,Non flood zone,,"€ 475,000475000 €",,No,"Prins Boudewijnlaan, 112-114 2610- Wilrijk",http://www.vastgoedvanhoof.be,4746619,Antwerp,,,6 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,Connected,28m²square meters,,,No,,,,,Yes,Yes,,,,,,,,,,,,,,,1,105m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999527,To be defined,2018,As new,4,,124m²square meters,33m²square meters,Installed,15m²square meters,3,16m²square meters,8m²square meters,8m²square meters,1,2,,,1300m²square meters,,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,Possible flood zone,"Living area (residential, urban or rural)","€ 475,000475000 €",€ 699699 €,,Blauwesteenstraat 67 2550- Kontich,http://www.immoiq.be,,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Not connected,1200m²square meters,South,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Tom Boon,,,,,,,,,,,,,,,,,,
10116921,To be defined,1989,As new,4,2,256m²square meters,,Installed,,4,,,,1,2,,No,598m²square meters,,,,215 kWh/m²kilowatt hour per square meters,C,20220913-0002673806-RES-2,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 452,000452000 €",,No,Herdersstraat 5 2560- Nijlen,http://www.home2000.be,4679-2,Antwerp,,,,,No,,No,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997504,After signing the deed,1850,To be done up,3,,412m²square meters,12m²square meters,USA installed,,9,30m²square meters,30m²square meters,16m²square meters,2,3,Yes,,,,,,650 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,,Yes,No,Yes,No,,"Living area (residential, urban or rural)","€ 479,000479000 €",,No,Amsterdamstraat 27 2000- Antwerpen,,4768172,Antwerp,,,6 mmeters,Yes,,,,,,,,,,,,,,,,,,,38m²square meters,,,No,,,,,Yes,,,,,,,,,,,16m²square meters,,Yes,,,2,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
9981947,To be defined,,Good,,,,,Semi equipped,,12,,,,,4,Yes,No,362m²square meters,,,,350 kWh/m²kilowatt hour per square meters,D,20200226-0002253353-KNR-1,Not specified,Not specified,No,,,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 488,000488000 €","€ 3,5003500 €",Yes,Pothoekstraat 121 2060- Antwerpen,http://www.boudewijnvastgoed.be,,Antwerp,,,,Yes,,,,1,,,No,,,,,,,,,,,Connected,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945781,To be defined,1972,To be done up,4,10,250m²square meters,,,,3,,,,2,,,,2146m²square meters,,,,642 kWh/m²kilowatt hour per square meters,F,20220419-0002585363-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,Extended residential area,"€ 499,000499000 €","€ 1,6211621 €",No,Grote Markt 22 2300- Turnhout,,4786806,Antwerp,,21 m,42 mmeters,Yes,"Yes, conform",,,2,Countryside,,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,,275m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084422,After signing the deed,1973,To renovate,4,,338m²square meters,,,,5,,,,2,,,No,820m²square meters,,,,317 kWh/m²kilowatt hour per square meters,D,20220623-002628707-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €","€ 1,8311831 €",No,Turhoutsbaan 87 2970- Schilde,http://www.era.be/nl/era-one?utm_campaign=era-one-immoweb&amp;utm_source=immoweb&amp;utm_medium=referral,22-202,Antwerp,,14 m,20 mmeters,Yes,,,,,,,,Yes,,Yes,,,No,,,,,Connected,,,,,,,,,,,,,,,No,No,No,No,,,,Yes,Yes,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097055,After signing the deed,1932,Good,4,4,300m²square meters,,Hyper equipped,,4,,,,1,3,,No,1900m²square meters,,,,476 kWh/m²kilowatt hour per square meters,E,20220215-0002543304-RES-1,Not specified,Not specified,,Fuel oil,,Yes,Yes,,,,,"€ 499,000499000 €",,Yes,Kerkplein 9 2340- Beerse,http://www.century21immoinvest.be,4897422,Antwerp,,,,No,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,2,300m²square meters,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9987680,After signing the deed,,Good,3,,297m²square meters,,Hyper equipped,,5,18m²square meters,18m²square meters,14m²square meters,2,3,,No,127m²square meters,,,,332 kWh/m²kilowatt hour per square meters,D,20200206-0002243066-RES-1,Not specified,Not specified,,Gas,Yes,,,,No,Non flood zone,,"€ 530,000530000 €",,,De Coninckplein 30 2060- Antwerpen,,,Antwerp,,,,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,11m²square meters,,,,,2,,Yes,,,11m²square meters,,,,,,,,Angel YU,,,,,,,,,,,,,,,,,,
10126043,After signing the deed,1998,As new,3,4,208m²square meters,36m²square meters,USA hyper equipped,30m²square meters,3,18m²square meters,20m²square meters,16m²square meters,1,2,,,1077m²square meters,,,,236 kWh/m²kilowatt hour per square meters,C,202209200002676113RES2,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 575,000575000 €",,No,Rechtestraat 40 2500- Lier,,4936768,Antwerp,,,,Yes,,,,1,Countryside,,,Yes,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,12m²square meters,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050323,To be defined,,As new,4,1,199m²square meters,59m²square meters,Hyper equipped,12m²square meters,3,16m²square meters,12m²square meters,12m²square meters,,2,,No,556m²square meters,,,30m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 607,632607632 €",,No,Statiestraat 47 2400- Mol,http://www.verlindenvastgoed.be,,Antwerp,,,,Yes,,,,1,,,No,,,,,,,,,,,Connected,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136337,After signing the deed,1989,Good,4,,351m²square meters,,Hyper equipped,,7,,,,1,2,,No,2553m²square meters,,,,187 kWh/m²kilowatt hour per square meters,B,20220222-0002550764-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,,Non flood zone,Residential park,"€ 659,000659000 €",,No,Oudebaan 31 bus 2 2240- Zandhoven,,4840598,Antwerp,,,,Yes,,,,4,Countryside,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056062,After signing the deed,1997,Good,4,3,199m²square meters,55m²square meters,USA hyper equipped,,3,22m²square meters,13m²square meters,13m²square meters,1,2,,,2484m²square meters,,,75m²square meters,314 kWh/m²kilowatt hour per square meters,D,20220623-0002628328-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Non flood zone,Residential park,"€ 695,000695000 €",,No,Oudebaan 31 bus 2 2240- Zandhoven,,4803912,Antwerp,,,,Yes,,,,2,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088352,Immediately,1983,Good,4,5,479m²square meters,67m²square meters,Hyper equipped,18m²square meters,2,22m²square meters,17m²square meters,,2,,,No,4781m²square meters,,,,296 kWh/m²kilowatt hour per square meters,C,20210323-0002383894,Not specified,Not specified,,Fuel oil,Yes,Yes,Yes,Yes,,,Farming area,"€ 749,000749000 €",,No,Rondplein 14/2 2400- Mol,http://www.deboerenpartners.be,4898713,Antwerp,,19 m,67 mmeters,No,,,,2,,,,,,,,,,,,,,Not connected,,,,No,,,Yes,,Yes,Yes,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120380,After signing the deed,,Just renovated,2,,280m²square meters,,,,6,21m²square meters,52m²square meters,24m²square meters,6,6,,Yes,105m²square meters,,,10m²square meters,339 kWh/m²kilowatt hour per square meters,D,202206130002599557RES2,Not specified,Not specified,,Gas,Yes,Yes,,No,No,,"Living area (residential, urban or rural)","€ 795,000795000 €",,Yes,,,,Antwerp,,5 m,,Yes,,,,,,,No,No,,No,,,No,No,No,No,No,Connected,,,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Apartment building,52m²square meters,,,,,6,,,,,62m²square meters,,,,100,3300,,,,,,,,,,,,,,,,,,,,,
10054506,After signing the deed,2011,Good,4,,502m²square meters,,,,5,,,,2,,,No,1560m²square meters,,,,140 kWh/m²kilowatt hour per square meters,B,20211207-0002505985-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 945,000945000 €","€ 2,5062506 €",No,Vrijheid 147 2320- Hoogstraten,http://www.era.be/nl/era-one?utm_campaign=era-one-immoweb&amp;utm_source=immoweb&amp;utm_medium=referral,,Antwerp,,17 m,30 mmeters,Yes,,,,,,,,Yes,,Yes,,,No,,,,,Connected,,,,No,No,,No,,Yes,,No,No,No,,No,No,No,No,,,,,,Link to the virtual visit,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050929,After signing the deed,1918,To restore,4,,394m²square meters,,,,6,,,,2,,Yes,No,1903m²square meters,,,,390 kWh/m²kilowatt hour per square meters,D,20220801-0002644831-RES-1,Not specified,Not specified,,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,095,0001095000 €","€ 1,8541854 €",No,Bredabaan 210 2930- Brasschaat,http://www.era.be/nl/era-one?utm_campaign=era-one-immoweb&amp;utm_source=immoweb&amp;utm_medium=referral,22-239,Antwerp,,15 m,28 mmeters,Yes,,,,,,,,,,,,,No,,,,,Connected,,,,No,No,,Yes,,No,,No,No,No,,No,No,No,No,,,,Yes,Yes,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046021,To be defined,1974,To be done up,4,,410m²square meters,65m²square meters,Installed,10m²square meters,5,24m²square meters,23m²square meters,18m²square meters,2,1,Yes,,2517m²square meters,,,100m²square meters,511 kWh/m²kilowatt hour per square meters,F,20220613-0002621812-RES-1,46063 kg CO₂/m²,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,,"€ 745,000745000 €",,No,,,,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",2,No,Yes,,Yes,,,No,Yes,No,Yes,Yes,Connected,2000m²square meters,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,All kind,16m²square meters,34m²square meters,Yes,,,,,,Yes,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10034314,After signing the deed,1973,Just renovated,4,2,447m²square meters,80m²square meters,Hyper equipped,42m²square meters,4,38m²square meters,30m²square meters,30m²square meters,2,,Yes,No,2371m²square meters,,,,384 kWh/m²kilowatt hour per square meters,D,2293890,Not specified,Not specified,,Electric,Yes,Yes,Yes,No,,Non flood zone,Residential park,"€ 1,149,0001149000 €","€ 5,5085508 €",No,Turnhoutsebaan 75 2970- Schilde,http://www.immopoint.be,4659583,Antwerp,Schilde en 's-Gravenwezel,,,Yes,,,,2,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,30m²square meters,10m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078134,After signing the deed,2003,As new,4,4,297m²square meters,38m²square meters,,30m²square meters,5,17m²square meters,15m²square meters,13m²square meters,2,3,Yes,No,1787m²square meters,,,120m²square meters,162 kWh/m²kilowatt hour per square meters,B,2350417,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 1,375,0001375000 €","€ 2,6522652 €",No,Turnhoutsebaan 75 2970- Schilde,http://www.immopoint.be,4468624,Antwerp,Schilde en 's-Gravenwezel,,,Yes,,,,,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,Connected,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,,,17m²square meters,25m²square meters,Yes,,Link to the virtual visit,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140671,To be defined,1999,,3,10,261m²square meters,,Hyper equipped,,4,18m²square meters,17m²square meters,13m²square meters,1,3,,,575m²square meters,,,,193 kWh/m²kilowatt hour per square meters,B,20220829-0002663955-RES-1,Not specified,Not specified,,Gas,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €","€ 1,1621162 €",No,Grote Markt 22 2300- Turnhout,,4878255,Antwerp,Oud-Turnhout,11.3 m,15.5 mmeters,Yes,,,,1,,,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,Yes,,,,,,,12m²square meters,,,Yes,Link to the virtual visit,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138488,After signing the deed,1920,Good,2,,140m²square meters,21m²square meters,Installed,13m²square meters,5,15m²square meters,15m²square meters,10m²square meters,2,2,Yes,,54m²square meters,,,,300 kWh/m²kilowatt hour per square meters,C,2662168,Not specified,Not specified,,Gas,Yes,Yes,Yes,Yes,No,,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 389389 €,No,Markt 9 2180- Ekeren,http://www.kdconcept.be,4891578,Antwerp,,,5 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,2,54m²square meters,,Yes,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10149205,After signing the deed,1947,Good,4,,194m²square meters,28m²square meters,,28m²square meters,3,,,,1,,,No,897m²square meters,,,,106 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Solar,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 410,000410000 €",,No,Fraikinstraat 72200- Herentals,,,Antwerp,,,,Yes,,,,,,,,,,,7m²square meters,,No,,,,,Connected,,,,,,,,,,,,,,,Yes,No,Yes,No,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146327,To be defined,,As new,2,2,186m²square meters,,Hyper equipped,,3,,,,2,2,,No,170m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €","€ 1,4301430 €",No,Landstraat 71 2560- Nijlen,http://www.immocoppieters.be,spir733,Antwerp,,6 m,6 mmeters,,No,May 1 2023 - 12:00 AM,No,1,"Living area (residential, urban or rural)",,No,No,,,,,,,,,,,60m²square meters,,,,,,,,,,,,,,No,,,,,,,,,,1,210m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156276,After signing the deed,1965,To renovate,2,,144m²square meters,,,,3,,,,1,,,,180m²square meters,,,,388 kWh/m²kilowatt hour per square meters,D,20220927-0002679353-RES-1,Not specified,Not specified,,,,Yes,No,No,,Non flood zone,,"€ 290,000290000 €",€ 644644 €,No,"De Bruynlaan, 145 2610- Wilrijk",,,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,,Link to the virtual visit,,,,,,,Yes,,,,,,,Sarah BADREDDINE,,,,,,,,,,,,,,,,,,
10134008,Depending on the tenant,1954,As new,4,2,80m²square meters,25m²square meters,USA hyper equipped,12m²square meters,2,14m²square meters,9m²square meters,,1,1,,,2944m²square meters,,,,1540 kWh/m²kilowatt hour per square meters,F,20220622-0002627513-RES-1,Not specified,Not specified,,Gas,Yes,,,,No,,Residential recreation area,"€ 136,500136500 €",€ 138138 €,No,Noord-Brabantlaan 3 2300- Turnhout,http://www.home-id.be,4958325,Antwerp,Omgeving Arendonk,,,Yes,,,,2,Countryside,,,,,,,,,,,,,Not connected,2800m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130262,After signing the deed,1919,To renovate,3,1,96m²square meters,15m²square meters,Installed,18m²square meters,2,10m²square meters,16m²square meters,,1,1,,No,192m²square meters,,,,1192 kWh/m²kilowatt hour per square meters,F,20220919-0002678292-RES-1,Not specified,Not specified,,,Yes,Yes,No,Yes,,Non flood zone,"Living area (residential, urban or rural)","€ 197,000197000 €",€ 166166 €,No,Rechtestraat 40 2500- Lier,,4936075,Antwerp,,,5.9 mmeters,Yes,,,,,Urban,,,,15m²square meters,,,,,,,,,Connected,,,,No,No,,,,Yes,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126142,After signing the deed,1972,Good,4,4,77m²square meters,27m²square meters,USA hyper equipped,9m²square meters,3,6m²square meters,6m²square meters,3m²square meters,1,1,,No,4654m²square meters,,,,713 kWh/m²kilowatt hour per square meters,F,2666208,Not specified,Not specified,,Electric,,,,,No,Non flood zone,Residential recreation area,"€ 230,000230000 €",€ 228228 €,No,Korte Nieuwstraat 16 2000- Antwerpen,http://www.athomepartners.be,4936753,Antwerp,,,,Yes,,,,,Countryside,,,,,,,,,,,,,Not connected,4577m²square meters,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,1,77m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
