,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10153954,After signing the deed,,Good,2,,120m²square meters,30m²square meters,Semi equipped,20m²square meters,3,16m²square meters,10m²square meters,6m²square meters,1,1,,No,,,,,249 kWh/m²kilowatt hour per square meters,C,20190907-0002190485-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,,"Living area (residential, urban or rural)","€ 260,000260000 €",€ 342342 €,No,Grote Markt 22 2850- Boom,http://www.dillenenpartner.be,2625 - 80231,Antwerp,,7 m,7 mmeters,,,,,,,,,,,,8m²square meters,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154075,To be defined,,Good,3,,131m²square meters,,Installed,,2,,,,1,2,,No,180m²square meters,Yes,West,,364 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 365,000365000 €",€ 314314 €,No,Korenmarkt 55 2800- Mechelen,http://www.heylenvastgoed.be,68898 - MEC-22-BQU-0,Antwerp,,4 m,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153870,After signing the deed,1970,,3,2,190m²square meters,42m²square meters,Installed,9m²square meters,4,20m²square meters,18m²square meters,5m²square meters,1,2,,No,370m²square meters,,,20m²square meters,267 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,,Extraction area,"€ 509,000509000 €","€ 1,3631363 €",No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,17280 - 375259,Antwerp,,7 m,10 mmeters,,,,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153877,After signing the deed,1927,To renovate,4,,265m²square meters,36m²square meters,Installed,15m²square meters,4,26m²square meters,18m²square meters,16m²square meters,1,1,,No,5331m²square meters,Yes,South,,935 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,Residential park,"€ 648,000648000 €","€ 1,5761576 €",No,Heidestatiestraat 22 2920- Kalmthout,http://www.heylenvastgoed.be,55054 - KAL-22-JQU-0,Antwerp,,,43.32 mmeters,,,,,1,,,,,,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,15m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140159,After signing the deed,1935,Good,2,,150m²square meters,59m²square meters,Installed,,2,,,,1,2,Yes,No,214m²square meters,,North East,22m²square meters,476 kWh/m²kilowatt hour per square meters,E,Certificaat-20220719-0002643211-RES-1.pdf,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €",€ 790790 €,No,Antwerpsestraat 292 2640- Mortsel,http://www.habicom.be,12495 - 11755,Antwerp,,,5.5 mmeters,Yes,,,,,,,,,,,,,,,,,,,85m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139975,After signing the deed,1968,To be done up,2,,125m²square meters,,Installed,,3,,,,1,1,Yes,No,135m²square meters,Yes,North West,,336 kWh/m²kilowatt hour per square meters,D,2682034,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",,No,Kloosterstraat 89-93 2180- Ekeren,http://www.heylenvastgoed.be,67587 - EKE-22-SSW-0,Antwerp,,6 m,6 mmeters,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139306,After signing the deed,,Good,2,,150m²square meters,25m²square meters,Semi equipped,25m²square meters,4,18m²square meters,16m²square meters,11m²square meters,1,1,Yes,No,145m²square meters,,South West,30m²square meters,177 kWh/m²kilowatt hour per square meters,B,20220808-0002651884-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 315,000315000 €",€ 461461 €,No,Grote Markt 22 2850- Boom,http://www.dillenenpartner.be,2622 - 80222,Antwerp,,,4.8 mmeters,,,,,,,,,,,,,,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149713,After signing the deed,1946,To be done up,2,,126m²square meters,,,,3,,,,1,2,Yes,No,137m²square meters,,South,,460 kWh/m²kilowatt hour per square meters,E,0002569903-RES-1,Not specified,Not specified,No,,,Yes,No,No,,Non flood zone,,"€ 225,000225000 €",€ 535535 €,No,Italiëlei 207 2000- Antwerpen,http://www.heylenvastgoed.be,61560 - ANT-22-COP-0,Antwerp,,5 m,5 mmeters,Yes,,,,1,,,,,,,,,,,,,,,52m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151036,After signing the deed,1963,Good,3,,190m²square meters,,Installed,,3,,,,2,2,,No,578m²square meters,,,,410 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 389,000389000 €",€ 635635 €,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,68294 - HEI-22-FVD-1,Antwerp,,,13 mmeters,Yes,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156119,After signing the deed,1973,To be done up,3,,132m²square meters,,,,3,,,,1,2,,No,199m²square meters,,,,668 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Electric,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 224,000224000 €",,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69032 - TUR-21-KWO-0,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156945,After signing the deed,1950,To renovate,3,,177m²square meters,,Semi equipped,,3,,,,1,,Yes,No,358m²square meters,,,,501 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 270,000270000 €",,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,69293 - LIE-22-JLE-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157108,After signing the deed,1961,To renovate,3,,197m²square meters,,,,4,,,,1,2,Yes,No,496m²square meters,,,,499 kWh/m²kilowatt hour per square meters,E,20220823-002660379-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 289,000289000 €",,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,69232 - HER-22-PME-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156228,After signing the deed,1963,Good,3,,197m²square meters,,Installed,,4,,,,1,,,No,1225m²square meters,Yes,East,,546 kWh/m²kilowatt hour per square meters,F,20220812-0002654781-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,68987 - HER-22-BST-1,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157101,After signing the deed,1949,To renovate,3,,330m²square meters,,,,5,,,,1,,Yes,No,550m²square meters,Yes,North West,,742 kWh/m²kilowatt hour per square meters,F,20220713-0002640160-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 340,000340000 €","€ 1,3091309 €",No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,69233 - HER-22-PME-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156034,After signing the deed,1976,Good,4,2,187m²square meters,47m²square meters,,,4,,,,1,1,Yes,No,1041m²square meters,Yes,South West,,374 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €",,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,68996 - LIE-22-GLE-0,Antwerp,,,,Yes,,,,3,,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160843,After signing the deed,,Just renovated,2,,120m²square meters,,Installed,,3,,,,1,2,Yes,No,130m²square meters,,,6m²square meters,128 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,,"€ 409,000409000 €",€ 614614 €,No,Bredabaan 433 2930- Braschaat,,1668 - 185,Antwerp,,,6 mmeters,,,,,,,,,,,,,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120526,After signing the deed,1993,Good,4,,59m²square meters,,Semi equipped,,2,10m²square meters,6m²square meters,,1,1,,No,240m²square meters,Yes,South West,,489 kWh/m²kilowatt hour per square meters,E,20220609-0002619596-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,Residential recreation area,"€ 115,000115000 €",€ 151151 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,67396 - TUR-22-JEF-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138000,After signing the deed,1977,To be done up,4,,95m²square meters,,Semi equipped,10m²square meters,3,10m²square meters,9m²square meters,8m²square meters,1,1,,No,304m²square meters,Yes,South West,,1597 kWh/m²kilowatt hour per square meters,F,20220524-0002610287-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,Residential recreation area,"€ 174,000174000 €",€ 178178 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,68193 - TUR-22-JEF-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051564,After signing the deed,,To renovate,2,,132m²square meters,27m²square meters,Semi equipped,10m²square meters,2,18m²square meters,11m²square meters,,1,2,Yes,No,124m²square meters,Yes,South East,20m²square meters,1012 kWh/m²kilowatt hour per square meters,F,20220807-0002651639-RES-1,Not specified,Not specified,No,Gas,,,,Yes,,Non flood zone,,"€ 190,000190000 €",€ 240240 €,No,Grote Markt 22 2850- Boom,http://www.dillenenpartner.be,2597 - 80221,Antwerp,,,4.8 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106472,After signing the deed,1937,To be done up,2,,124m²square meters,,Semi equipped,20m²square meters,3,11m²square meters,8m²square meters,7m²square meters,1,1,,No,133m²square meters,,East,,415 kWh/m²kilowatt hour per square meters,E,20211104-0002488688-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 209,000209000 €",€ 188188 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,65993 - TUR-22-GME-1,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,51m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060937,After signing the deed,1937,Good,2,,104m²square meters,,Installed,,2,,,,1,1,,No,144m²square meters,Yes,South,,468 kWh/m²kilowatt hour per square meters,E,20220517-0002605458-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 224,000224000 €",€ 312312 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,64750 - HER-22-BST-0,Antwerp,,,4.5 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118211,Depending on the tenant,1933,To renovate,2,,160m²square meters,,Semi equipped,,3,,,,2,2,Yes,No,58m²square meters,,,,332 kWh/m²kilowatt hour per square meters,D,20210630-0002436104-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 215,000215000 €",€ 513513 €,No,Italiëlei 207 2000- Antwerpen,http://www.heylenvastgoed.be,67336 - ANT-21-THU-0,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119161,After signing the deed,,To renovate,2,,150m²square meters,41m²square meters,Semi equipped,18m²square meters,2,16m²square meters,1m²square meter,,1,1,,No,154m²square meters,,South East,,816 kWh/m²kilowatt hour per square meters,F,20220901-0002666062-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 218,000218000 €",€ 936936 €,No,Kiliaanstraat 38 2570- Duffel,,1670 - 1676,Antwerp,,,3.75 mmeters,Yes,,,,,,,,,,,,,,,,,,,54m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108878,After signing the deed,1875,To renovate,2,,146m²square meters,40m²square meters,Semi equipped,,3,,,,1,1,Yes,No,209m²square meters,,North West,,611 kWh/m²kilowatt hour per square meters,F,2632374,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 645645 €,No,Antwerpsestraat 292 2640- Mortsel,http://www.habicom.be,12266 - 11749,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,138m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048649,After signing the deed,1900,To renovate,2,,118m²square meters,,Semi equipped,,4,,,,1,1,Yes,No,205m²square meters,,West,12m²square meters,541 kWh/m²kilowatt hour per square meters,F,20220622-0002627380-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 215,000215000 €",€ 478478 €,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,64236 - LIE-22-JLE-0,Antwerp,,,,Yes,,,,1,,,,Yes,,,,,,,,,,,164m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011558,After signing the deed,1924,Good,2,,156m²square meters,,Semi equipped,,3,17m²square meters,15m²square meters,10m²square meters,1,2,Yes,No,70m²square meters,,,10m²square meters,221 kWh/m²kilowatt hour per square meters,C,20211217-0002512222-RES-2,Not specified,Not specified,No,Gas,,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",€ 612612 €,No,Bischoppenhoflaan 284 2100- Deurne,http://www.heylenvastgoed.be,62056 - DEU-21-LDD-1,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060917,After signing the deed,1953,Good,2,,131m²square meters,,Semi equipped,,3,,,,1,1,,No,185m²square meters,Yes,North,,280 kWh/m²kilowatt hour per square meters,C,20220415-0002584856-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 431431 €,No,Markt 20 2440- Geel,http://www.heylenvastgoed.be,64752 - GEE-22-BST-0,Antwerp,,,,Yes,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023994,After signing the deed,1940,To be done up,2,,115m²square meters,26m²square meters,Semi equipped,,4,,,,1,1,Yes,No,56m²square meters,,,10m²square meters,643 kWh/m²kilowatt hour per square meters,F,20220202-0002538433-RES-1,Not specified,Not specified,No,Gas,,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 676676 €,No,Sint-Jansvliet 5 2000- Antwerpen,http://www.heylenvastgoed.be,62579 - ANT-22-SUA-0,Antwerp,,,5 mmeters,Yes,,,,,Shop street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061104,Depending on the tenant,1961,To renovate,4,1,144m²square meters,35m²square meters,Semi equipped,12m²square meters,3,16m²square meters,16m²square meters,10m²square meters,1,1,,No,679m²square meters,Yes,East,,670 kWh/m²kilowatt hour per square meters,F,2644108,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 696696 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,64779 - TUR-22-KWO-0,Antwerp,,,,Yes,,,,2,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009188,To be defined,1918,Good,2,2,199m²square meters,,Installed,,3,,,,1,1,Yes,No,455m²square meters,Yes,West,,226 kWh/m²kilowatt hour per square meters,C,20211025-0002483694-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 259,000259000 €",€ 396396 €,No,Markt 20 2440- Geel,http://www.heylenvastgoed.be,61949 - GEE-21-SCU-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991151,After signing the deed,,Good,3,,169m²square meters,28m²square meters,Semi equipped,19m²square meters,3,29m²square meters,16m²square meters,13m²square meters,1,1,,No,150m²square meters,,,,516 kWh/m²kilowatt hour per square meters,F,20220203-0002538761-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 249,000249000 €",,No,Grote Markt 22 2850- Boom,http://www.dillenenpartner.be,2582 - 80214,Antwerp,,7 m,7 mmeters,,,,,,,,,,,,,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086470,After signing the deed,1951,To renovate,3,,184m²square meters,40m²square meters,Semi equipped,,3,,,,1,2,Yes,No,560m²square meters,,West,,567 kWh/m²kilowatt hour per square meters,F,20220802-0002649656-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 268,000268000 €",€ 429429 €,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,65998 - HEI-22-AVC-0,Antwerp,,,7.6 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,,410m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110895,After signing the deed,1964,To be done up,4,,175m²square meters,,Semi equipped,,3,,,,1,1,Yes,No,800m²square meters,Yes,West,,394 kWh/m²kilowatt hour per square meters,D,20220718-0002642642-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",€ 699699 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,66998 - HER-22-BST-1,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019714,Depending on the tenant,1989,To renovate,2,,300m²square meters,,Semi equipped,,2,,,,1,2,Yes,No,175m²square meters,,,7m²square meters,513 kWh/m²kilowatt hour per square meters,F,20220607-0002617833-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 272,000272000 €",€ 736736 €,No,Italiëlei 207 2000- Antwerpen,http://www.heylenvastgoed.be,62301 - ANT-22-COP-0,Antwerp,,,5 mmeters,Yes,,,,6,Shop street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10035241,After signing the deed,1918,To renovate,2,,223m²square meters,,Semi equipped,,4,,,,1,1,,No,320m²square meters,Yes,South,,554 kWh/m²kilowatt hour per square meters,F,20220518-0002606161-RES-1,Not specified,Not specified,No,Gas,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 500500 €,No,Korenmarkt 55 2800- Mechelen,http://www.heylenvastgoed.be,63565 - MEC-22-BQU-0,Antwerp,,,8.4 mmeters,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114106,After signing the deed,1971,Good,3,1,180m²square meters,,Installed,11m²square meters,4,17m²square meters,13m²square meters,8m²square meters,2,3,,No,235m²square meters,Yes,North,,213 kWh/m²kilowatt hour per square meters,C,20220706-0002636453-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 282,000282000 €",€ 909909 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,67153 - TUR-22-KWO-0,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024587,After signing the deed,1949,Good,3,,163m²square meters,,Installed,,3,,,,1,1,Yes,No,288m²square meters,,,,405 kWh/m²kilowatt hour per square meters,E,20211111-0002491760-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 287,000287000 €",€ 788788 €,No,Markt 20 2440- Geel,http://www.heylenvastgoed.be,62669 - GEE-22-SLA-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055342,After signing the deed,1935,Good,2,,156m²square meters,,Semi equipped,,3,,,,1,1,Yes,No,190m²square meters,Yes,South West,,233 kWh/m²kilowatt hour per square meters,C,20220610-0002620249-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 289,500289500 €",€ 443443 €,No,Kloosterstraat 89-93 2180- Ekeren,http://www.heylenvastgoed.be,64523 - EKE-22-SSW-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111416,After signing the deed,,Just renovated,2,,129m²square meters,25m²square meters,Semi equipped,17m²square meters,2,19m²square meters,11m²square meters,,1,1,Yes,No,125m²square meters,,South West,,431 kWh/m²kilowatt hour per square meters,E,20220524-2610424-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 279,000279000 €",,No,Grote Markt 22 2850- Boom,http://www.dillenenpartner.be,2617 - 80209,Antwerp,,5 m,5 mmeters,,,,,,,,,,,,,,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042425,Depending on the tenant,1941,Good,2,,110m²square meters,,Semi equipped,,2,,,,2,2,,No,90m²square meters,,,,434 kWh/m²kilowatt hour per square meters,E,20220626-0002630084-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 483483 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,63998 - HER-22-BST-0,Antwerp,,,,Yes,,,,,Shop street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084474,After signing the deed,1964,To be done up,2,,150m²square meters,,Installed,,3,,,,1,2,Yes,No,130m²square meters,Yes,South West,,164 kWh/m²kilowatt hour per square meters,B,20211201-0002502251-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €",€ 827827 €,No,Kloosterstraat 89-93 2180- Ekeren,http://www.heylenvastgoed.be,65871 - EKE-22-EKO-0,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
