,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
10093135,10093135,house,villa,550000,forsale,8790,xl,installed,1989,good,electric,373,5,941,true,,750,true,true,,1,2,,West Flanders
10135243,10135243,house,villa,850000,forsale,8510,xl,installed,1992,good,fueloil,221,5,1835,,true,,true,,,2,20,,West Flanders
10015176,10015176,house,manorhouse,1295000,forsale,8790,xl,semiequipped,1968,torenovate,fueloil,312,5,2250,,true,,true,,,2,10,,West Flanders
10096266,10096266,house,villa,865000,forsale,8000,xl,hyperequipped,,asnew,gas,270,5,1216,,,535,,,true,1,5,,West Flanders
10109147,10109147,house,villa,845000,forsale,8420,xl,hyperequipped,2007,asnew,gas,207,4,2616,,,1250,,,,4,5,,West Flanders
10165999,10165999,house,house,175000,forsale,8500,xl,semiequipped,,torenovate,gas,528,2,208,,true,,true,,,,,,West Flanders
10165409,10165409,house,house,349000,forsale,8470,xl,installed,1967,tobedoneup,fueloil,593,4,2088,,true,,,,,1,,,West Flanders
10106732,10106732,house,exceptionalproperty,1149000,forsale,8000,xl,installed,,asnew,gas,221,10,277,,,53,,,,1,2,,West Flanders
10105852,10105852,house,house,1375000,forsale,8300,xl,hyperequipped,2004,good,gas,131,5,145,,,,true,,,1,1,,West Flanders
9765391,9765391,house,house,265000,forsale,8370,xl,installed,1958,good,gas,208,3,140,,,,true,,,,,,West Flanders
10161347,10161347,house,house,1350000,forsale,8300,xl,hyperequipped,1981,justrenovated,gas,173,4,441,,,,true,,,1,3,,West Flanders
10130525,10130525,house,house,320000,forsale,8380,xl,hyperequipped,2022,asnew,gas,152,3,121,,,40,true,,,,,,West Flanders
10143665,10143665,house,house,475000,forsale,8560,xl,installed,1985,good,gas,243,4,565,true,true,260,true,true,,2,,,West Flanders
10106173,10106173,house,apartmentblock,665000,forsale,8000,xl,usainstalled,2006,good,gas,167,4,434,,,,true,,,1,3,,West Flanders
9907705,9907705,house,exceptionalproperty,2000000,forsale,8310,xl,usahyperequipped,1820,good,gas,327,4,4997,,,4000,true,,,4,6,,West Flanders
10104976,10104976,house,mixedusebuilding,475000,forsale,8790,xl,installed,2019,good,gas,,3,150,,,,true,,,,,,West Flanders
10132412,10132412,house,exceptionalproperty,3695000,forsale,8300,xl,hyperequipped,2022,asnew,gas,77,4,788,,,788,true,,,2,3,1,West Flanders
10166501,10166501,house,house,340000,forsale,8587,xl,installed,2022,good,,,3,260,,,,true,,,,,,West Flanders
9918709,9918709,house,apartmentblock,1795000,forsale,8000,xl,usainstalled,2018,asnew,gas,131,9,110,,,,true,,,2,,,West Flanders
10160212,10160212,house,house,1350000,forsale,8300,xl,hyperequipped,,good,gas,206,4,270,,,270,true,,,1,3,,West Flanders
10062490,10062490,house,house,149500,forsale,8930,xl,semiequipped,1935,tobedoneup,gas,462,3,58,,true,,,,,,,,West Flanders
9272402,9272402,house,house,150000,forsale,8370,xl,installed,1956,torenovate,gas,1081,3,61,,true,,true,,,,,,West Flanders
10161153,10161153,house,house,279000,forsale,8000,xl,installed,,asnew,gas,274,2,93,,,20,true,,,,,,West Flanders
10083521,10083521,house,otherproperty,995000,forsale,8500,xl,hyperequipped,2021,asnew,,34,3,2500,,,,true,,,1,2,,West Flanders
10100923,10100923,house,house,220000,forsale,8880,xl,semiequipped,1978,torenovate,gas,311,3,357,,,272,true,,,2,2,,West Flanders
9973920,9973920,house,apartmentblock,565000,forsale,8400,xl,installed,2008,asnew,gas,189,4,83,,,,,,,,,,West Flanders
9965945,9965945,house,villa,1190000,forsale,8610,xl,installed,2009,,fueloil,195,4,8132,,,,,true,true,1,2,,West Flanders
10166150,10166150,house,villa,525000,forsale,8210,xl,installed,1974,asnew,fueloil,488,3,809,,,,,true,,2,,,West Flanders
10081017,10081017,house,house,490000,forsale,8400,xl,installed,1986,good,electric,321,3,138,,,50,true,,,,,,West Flanders
9825909,9825909,house,house,975000,forsale,8300,xl,usasemiequipped,1936,torenovate,gas,616,6,249,,,249,true,,,1,2,,West Flanders
9998919,9998919,house,villa,2155000,forsale,8300,xl,usasemiequipped,2015,asnew,gas,102.51,5,458,,,,true,,,1,4,,West Flanders
10034094,10034094,house,exceptionalproperty,2755000,forsale,8300,xl,usahyperequipped,2004,justrenovated,gas,193,5,937,,,937,true,true,true,1,4,,West Flanders
10121977,10121977,house,villa,3650000,forsale,8300,xl,usahyperequipped,1977,good,gas,267,4,515,true,true,515,true,,,1,2,,West Flanders
9941407,9941407,house,house,1375000,forsale,8300,xl,usainstalled,2004,good,,131,5,145,,,,true,,,2,2,,West Flanders
9923424,9923424,house,villa,3850000,forsale,8300,xl,hyperequipped,2005,asnew,gas,172,4,599,,,599,true,true,,2,4,,West Flanders
10036081,10036081,house,villa,3995000,forsale,8300,xl,usahyperequipped,1928,asnew,fueloil,484,5,925,,true,925,true,true,,1,4,,West Flanders
10148249,10148249,house,mixedusebuilding,329000,forsale,8480,xl,installed,1984,tobedoneup,gas,382,5,979,,,,,,,3,,,West Flanders
10148248,10148248,house,house,349000,forsale,8480,xl,installed,1977,good,gas,166,3,547,,,,,,,,,,West Flanders
10155855,10155855,house,house,173000,forsale,8501,xl,semiequipped,,tobedoneup,gas,614,3,170,,true,,true,,,1,,,West Flanders
10144441,10144441,house,villa,565000,forsale,8792,xl,installed,,asnew,gas,204,3,649,,,,true,,,1,,,West Flanders
10148247,10148247,house,house,329000,forsale,8480,xl,installed,1984,tobedoneup,gas,382,5,979,,,,,,,3,,,West Flanders
9992115,9992115,house,house,245000,forsale,8560,xl,semiequipped,1957,good,fueloil,443,4,219,,true,80,true,,,,1,,West Flanders
10155990,10155990,house,house,235000,forsale,8820,xl,installed,,good,gas,352,3,199,,,,,,,1,,,West Flanders
10072815,10072815,house,house,105000,forsale,8930,xl,semiequipped,1934,good,,537,2,69,,,,,,,,,,West Flanders
10120838,10120838,house,house,249500,forsale,8790,xl,installed,1972,,gas,250,3,357,,,,true,,,1,,,West Flanders
9989706,9989706,house,house,260000,forsale,8560,xl,semiequipped,1957,good,fueloil,443,4,219,,true,80,true,,,2,1,,West Flanders
10091001,10091001,house,house,293500,forsale,8790,xl,installed,1948,good,,379,3,497,,,,,,,,,,West Flanders
10166503,10166503,house,house,315000,forsale,8587,xl,installed,2022,good,,,3,260,,,,true,,,,,,West Flanders
9907082,9907082,house,mansion,1749000,forsale,8000,xl,installed,,asnew,gas,321,5,200,,,,true,,,2,4,,West Flanders
10114406,10114406,house,exceptionalproperty,759000,forsale,8490,xl,installed,,asnew,fueloil,310,5,919,,,759,,,,,4,,West Flanders
10120837,10120837,house,house,249500,forsale,8790,xl,installed,1972,,gas,250,3,357,,,,true,,,1,,,West Flanders
10089365,10089365,house,house,139000,forsale,8560,xl,semiequipped,1947,torenovate,pellet,1365,1,271,,,110,true,,,,2,,West Flanders
9927689,9927689,house,mixedusebuilding,262650,forsale,8540,xl,installed,2019,good,gas,,2,180,,,,true,,,,,,West Flanders
10165489,10165489,house,house,155000,forsale,8930,xl,semiequipped,,good,gas,653,3,167,true,true,,true,,,,,,West Flanders
10146813,10146813,house,house,479000,forsale,8210,xl,installed,1984,,,438,3,884,,,680,,,,1,2,,West Flanders
10160752,10160752,house,house,249000,forsale,8792,xl,semiequipped,,good,gas,427,3,516,,true,,,,,3,2,,West Flanders
10095634,10095634,house,house,275000,forsale,8551,xl,installed,,good,gas,368,3,370,,true,,true,,,2,,,West Flanders
9927688,9927688,house,mixedusebuilding,262650,forsale,8540,xl,installed,2019,good,gas,,2,180,,,,true,,,,,,West Flanders
9595849,9595849,house,villa,595000,forsale,8490,xl,semiequipped,1973,tobedoneup,fueloil,699,3,2000,,,,,,,4,,,West Flanders
10130959,10130959,house,otherproperty,980000,forsale,8500,xl,hyperequipped,1965,good,,,9,1340,,true,,true,true,,2,4,,West Flanders
10032044,10032044,house,villa,650000,forsale,8490,xl,installed,1986,good,gas,285,5,1360,,true,,true,,,1,4,,West Flanders
10130956,10130956,house,mixedusebuilding,980000,forsale,8500,xl,hyperequipped,1965,good,,,9,1340,,true,,true,true,,2,4,,West Flanders
10130953,10130953,house,villa,980000,forsale,8500,xl,hyperequipped,1965,good,,,9,1340,,true,,true,true,,2,4,,West Flanders
9707796,9707796,house,otherproperty,980000,forsale,8500,xl,hyperequipped,1965,good,fueloil,,9,1340,,true,,true,true,,2,4,,West Flanders
9707795,9707795,house,mixedusebuilding,980000,forsale,8500,xl,hyperequipped,1965,good,fueloil,,9,1340,,true,,true,true,,2,4,,West Flanders
9801461,9801461,house,house,1295000,forsale,8300,xl,hyperequipped,2008,asnew,gas,177,4,690,,,,true,true,,,2,,West Flanders
10096723,10096723,house,townhouse,1295000,forsale,8300,xl,usahyperequipped,2010,asnew,gas,99,4,301,,,301,true,,true,1,3,,West Flanders
9707792,9707792,house,villa,980000,forsale,8500,xl,hyperequipped,1965,good,fueloil,,9,1340,,true,,true,true,,2,4,,West Flanders
10134343,10134343,house,villa,895000,forsale,8570,xl,installed,2014,asnew,,,4,6522,,,,true,,,,,,West Flanders
9922307,9922307,house,villa,2175000,forsale,8300,xl,usahyperequipped,1992,asnew,gas,176,4,586,,,586,true,,,1,3,,West Flanders
9817018,9817018,house,house,1995000,forsale,8300,xl,hyperequipped,2008,asnew,gas,129,6,627,,true,627,true,true,,,4,,West Flanders
10166622,10166622,house,house,945000,forsale,8300,xl,usahyperequipped,,good,gas,,6,270,true,,270,true,,,1,3,,West Flanders
10123513,10123513,house,house,2300000,forsale,8300,xl,usahyperequipped,2001,asnew,gas,176,4,288,,,,true,,,4,2,,West Flanders
10093481,10093481,house,house,3675000,forsale,8300,xl,installed,2006,good,fueloil,174,5,42000,,,,true,,,6,6,,West Flanders
10142568,10142568,house,house,289000,forsale,8450,xl,,1918,justrenovated,gas,206,3,100,,,,,,,1,,,West Flanders
10166123,10166123,house,house,229000,forsale,8480,xl,semiequipped,,justrenovated,gas,443,3,354,,,,,,,1,,,West Flanders
10147009,10147009,house,house,1250000,forsale,8300,xl,usahyperequipped,,asnew,gas,359,3,142,,,,true,,,,,,West Flanders
10166254,10166254,house,house,735000,forsale,8300,xl,installed,,good,fueloil,314,3,194,,,68,,,,1,4,,West Flanders
9688665,9688665,housegroup,housegroup,325000-325000,forsale,8400,xl,,,,,,,,,,,,,,,,1,West Flanders
10160911,10160911,house,house,289000,forsale,8400,xl,installed,1920,asnew,gas,381,3,197,true,true,60,true,,,,,,West Flanders
9975343,9975343,housegroup,housegroup,430000-480000,forsale,8200,xl,,,,,,,,,,,,,,,,1,West Flanders
9812909,9812909,housegroup,housegroup,445000-485000,forsale,8790,xl,,,,,,,,,,,,,,,,1,West Flanders
10139890,10139890,house,house,299000,forsale,8500,xl,installed,1875,asnew,gas,291,3,170,,true,90,,,,,,,West Flanders
9984906,9984906,house,house,185000,forsale,8904,xl,,1980,torenovate,,594,3,199,,,,,,,1,,,West Flanders
10160577,10160577,house,house,585000,forsale,8573,xl,usasemiequipped,1995,asnew,gas,177,2,634,true,,400,true,true,,2,4,,West Flanders
10134292,10134292,house,villa,585000,forsale,8500,xl,semiequipped,1967,torenovate,fueloil,453,5,2030,,true,1400,true,true,,2,,,West Flanders
10091775,10091775,house,house,319500,forsale,8790,xl,installed,1977,good,gas,308,3,728,,,,,,,,,,West Flanders
9999680,9999680,house,villa,850000,forsale,8200,xl,installed,1966,good,gas,264,5,1103,,,,true,,,,,,West Flanders
10126624,10126624,house,house,249000,forsale,8570,xl,semiequipped,,torenovate,fueloil,840,3,456,,true,,true,,,2,,,West Flanders
10133123,10133123,house,apartmentblock,600000,forsale,8620,xl,installed,1930,good,electric,494,6,85,,,,,,,,,,West Flanders
10127414,10127414,house,house,440000,forsale,8791,xl,installed,1964,,fueloil,658,3,685,,,,true,,,4,,,West Flanders
10105853,10105853,house,villa,2145000,forsale,8300,xl,installed,2007,good,gas,221,5,695,,,,true,,,2,2,,West Flanders
10144436,10144436,house,villa,535000,forsale,8710,xl,installed,2022,asnew,,,3,510,,,,,,,1,,,West Flanders
