,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10102392,,,2022,,3,,1,,,125m²square meters,32m²square meters,,Not installed,,3,,,,,,1,2,,,No,,241m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 334,500334500 €",,No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783524 - 2021/341d/,Flemish Brabant,October 31 2022 - 12:00 AM,,,,,,,,18m²square meters,,,,Non flood zone,,West,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,,,,30,,,,,,,,,,,,,,,,,,,,,
10143278,,,1810,As new,,,,,,245m²square meters,121m²square meters,,,,6,16m²square meters,16m²square meters,16m²square meters,16m²square meters,,1,,Yes,,No,,733m²square meters,No,Yes,No,No,No,728 kWh/m²kilowatt hour per square meters,F,20220505-0002597778-RES-1,Not specified,Not specified,,Yes,"€ 495,000495000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,UITW18CCCC,Flemish Brabant,,,,44m²square meters,,,Connected,,,No,No,Yes,Non flood zone,,South,,,No,,,Yes,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9428916,,,2022,,4,,,,,180m²square meters,35m²square meters,,Installed,16m²square meters,3,,,,,,1,,Yes,,No,No,250m²square meters,No,,,,,30 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,Gas,Yes,"€ 510,000510000 €",,No,Tervuursevest 356 3000- Leuven,http://www.era.be\vandendries,,Flemish Brabant,,8 m,,6m²square meters,,14 mmeters,Not connected,,,,,,Non flood zone,,,,,,,Yes,,,,,,,,,,,,,,No,No,Yes,No,,No,No,"Living area (residential, urban or rural)",,,No,90m²square meters,,,,,30,,,,,,,,,,,,,,,,,,,,,
10063369,,,1956,,4,,,,Link to the virtual visit,287m²square meters,38m²square meters,Yes,,16m²square meters,5,,,,,,2,,Yes,120m²square meters,No,No,2778m²square meters,Yes,,No,No,No,404 kWh/m²kilowatt hour per square meters,E,2019902-0002182130-RES-2,Not specified,Not specified,Fuel oil,No,"€ 645,000645000 €","€ 2,4732473 €",No,Stationsplein7A 3090- Overijse,http://www.era.be/immpuls,,Flemish Brabant,,,,17m²square meters,,27 mmeters,Connected,,40m²square meters,No,,Yes,Non flood zone,,,,,,,Yes,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,404,,,,,,,,,,,,,,,,,,,,,
9964531,,,1979,Good,4,4,,,,506m²square meters,,,Installed,,6,,,,,,3,4,No,,No,No,37696m²square meters,No,,,,,341 kWh/m²kilowatt hour per square meters,D,20220520-0002605478-RES-1,Not specified,Not specified,,Yes,"€ 2,255,0002255000 €","€ 5,5045504 €",No,Tervuursevest 11 3000- Leuven,http://www.immo3000.be,2022_LIN181,Flemish Brabant,,27 m,,,,,Not connected,,,,,,Possible flood zone,,South,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,Farming area,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142342,,,1983,Good,3,1,,,,,36m²square meters,Yes,Installed,9m²square meters,3,,,,,,,1,No,,No,No,440m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 389,000389000 €",€ 934934 €,No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5585,Flemish Brabant,,,,,,,Connected,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142341,,,1983,Good,3,1,,,,,36m²square meters,Yes,Installed,9m²square meters,3,,,,,,,1,No,,No,No,440m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 389,000389000 €",€ 934934 €,No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5585,Flemish Brabant,,,,,,,Connected,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161185,,,1850,As new,,,,,,102m²square meters,,Yes,,8m²square meters,2,12m²square meters,12m²square meters,,,,1,,No,,,,,No,,,,,392 kWh/m²kilowatt hour per square meters,D,20220928-000268454-RES-1,Not specified,Not specified,,Yes,"€ 165,000165000 €",,No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,beauduinstraat115_20,Flemish Brabant,,,,,,,Not connected,,,,,,Recognized flood zone,,,,,No,,,Yes,No,No,No,No,,,,,,,,,,,,,,No,,Residential area with cultural historical aesthetic value,,Yes,,,30m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10150494,,,1958,,3,1,,Countryside,,152m²square meters,,Yes,,,2,,,,,,1,1,No,,No,No,476m²square meters,Yes,Yes,No,No,No,390 kWh/m²kilowatt hour per square meters,D,0002687786-RES-1,Not specified,Not specified,,Yes,"€ 265,000265000 €",€ 523523 €,No,Minderbroedersstraat 8 1500- Halle,http://www.deimmobiliers.be,TK/2022/0109,Flemish Brabant,,,,,,,Connected,,,No,No,Yes,Non flood zone,,,,Yes,,,,Yes,,,,,,,,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102745,,,1850,To renovate,3,,,,Link to the virtual visit,155m²square meters,,,,,4,,,,,,1,,,,,,470m²square meters,,,,,,943 kWh/m²kilowatt hour per square meters,F,20220808-0002652355-RES-1,Not specified,Not specified,,,,€ 435435 €,No,"Heldenplein, 10 1540- Herne",,,Flemish Brabant,November 15 2022 - 12:00 AM,,,,Yes,,,,,,,,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Bernadette DOCX,,,,Link to online sale,No,"nl :woensdagen 14 en 21 september 2022 van 14u-16u en zaterdagen 10, 17 en 24 september 2022 van 10u-12u.","€ 75,00075000 €",,,,,,,,,,,,,
10156679,,,1932,,2,3,,Urban,,244m²square meters,,,,,2,,,,,,,,No,,No,No,366m²square meters,No,,,,,468 kWh/m²kilowatt hour per square meters,E,20210418-0002402940-RES1,Not specified,Not specified,Fuel oil,Yes,"€ 374,000374000 €",,No,Tervuursevest 11 3000- Leuven,http://www.immo3000.be,2022_AAR011N,Flemish Brabant,,,,,,,Not connected,,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103014,,,1959,To be done up,2,1,,,,165m²square meters,39m²square meters,Yes,,6m²square meters,4,,,,,,,,Yes,7m²square meters,No,No,5248m²square meters,Yes,Yes,,,,462 kWh/m²kilowatt hour per square meters,E,0002638914,Not specified,Not specified,,Yes,"€ 360,000360000 €",€ 982982 €,No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5521,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103015,,,1959,To be done up,2,1,,,,165m²square meters,39m²square meters,Yes,,6m²square meters,4,,,,,,,,Yes,7m²square meters,No,No,5248m²square meters,Yes,Yes,,,,462 kWh/m²kilowatt hour per square meters,E,0002638914,Not specified,Not specified,,Yes,"€ 360,000360000 €",€ 982982 €,No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5521,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054318,,,2023,,,,,Urban,,248m²square meters,27m²square meters,Yes,Installed,19m²square meters,3,17m²square meters,17m²square meters,16m²square meters,,,2,2,Yes,,No,,1010m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 908,061908061 €",,No,Industrieweg 41 3583- Paal,,Mechelsesteenweg_Lot,Flemish Brabant,,9.55 m,,16m²square meters,,15 mmeters,Connected,,,,,,Non flood zone,,South West,,,Yes,Yes,,,No,No,No,No,,,,,,,,,,,,,All kind,,,"Living area (residential, urban or rural)",Yes,,Yes,,,No,,,10,,,,,,,,,,,,,,,,,,,,,
10155533,,,1964,To renovate,3,1,,,Link to the virtual visit,,,,,,3,,,,,,1,,,,,,780m²square meters,,,,,,549 kWh/m²kilowatt hour per square meters,F,202208240002660938-RES-1,Not specified,Not specified,,,,€ 803803 €,No,"Refugiestraat, 1 3290- Diest",,,Flemish Brabant,January 31 2023 - 12:00 AM,,,,Yes,,,,,,,,Possible flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingrid STALLAERT,,,,Link to online sale,No,"nl :Elke zat. van 10u-12u, vanaf 22/10 tem 29/11","€ 100,000100000 €",,,,,,,,,,,,,
10155505,,,1959,,2,1,,,Link to the virtual visit,137m²square meters,,,,,3,,,,,,1,,,,,,155m²square meters,,Yes,,,,605 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Yes,,"€ 1,1471147 €",No,Diestsevest 58 3000- Leuven,,,Flemish Brabant,January 10 2023 - 12:00 AM,,,,Yes,,,,,,,,Recognized flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Sabine DE CLERCK,,,,Link to online sale,No,"nl :Elke woe. en zat. van 14u-16u, vanaf 8/10","€ 240,000240000 €",,,,,,,,,,,,,
10128708,,,1970,To be done up,,,,,,,,,,,,,,,,,,,Yes,,No,No,262m²square meters,No,,,,,462 kWh/m²kilowatt hour per square meters,E,20210709-0002438342-KNR-1,Not specified,Not specified,,No,"€ 349,000349000 €","€ 2,8162816 €",No,Steenbrugsestraat 8210- Loppem,http://www.albert-vastgoed.be,TK/AF/MJ/0108,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,,508m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10112938,,,1931,Good,,1,2,,,120m²square meters,16m²square meters,Yes,,,3,,,,,,1,2,No,,No,No,1660m²square meters,Yes,,,,,637 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,No,"€ 300,000300000 €",,No,Steenbrugsestraat 8210- Loppem,http://www.albert-vastgoed.be,1500 Halle - Heideken 11,Flemish Brabant,,,,,,,Not connected,1540m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019633,,,2012,,4,,,,Link to the virtual visit,202m²square meters,,,Installed,,4,,,,,,1,2,,,,,4110m²square meters,,,,,,107 kWh/m²kilowatt hour per square meters,B,20220630-0002633448-RES-1,Not specified,Not specified,,,,"€ 1,1831183 €",No,"Steenweg, 214 3890- Gingelom",,,Flemish Brabant,December 1 2022 - 12:00 AM,,,,,,,,,,,,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Elise DE WILDE,,,,Link to online sale,No,nl :Elke zondag en maandag van 10u-12u dit vanaf 14/08 tem 29/08,"€ 400,000400000 €",,,,,,,,,,,,,
10096286,,,1971,Good,4,,,,,188m²square meters,,Yes,Installed,23m²square meters,4,14m²square meters,12m²square meters,10m²square meters,15m²square meters,,1,1,No,57m²square meters,No,,2528m²square meters,,,,,,438 kWh/m²kilowatt hour per square meters,E,UC: 2227912-RES-1,Not specified,Not specified,Fuel oil,No,"€ 435,000435000 €","€ 1,1501150 €",No,Marktplein 16 1570- Galmaarden,http://www.groep-bg.be,spir1571,Flemish Brabant,,,,,,33 mmeters,,,,,,,Non flood zone,,South,No,Yes,No,,,,,,,,,,,,,,,,No,,,,,No,No,Farming area,Yes,Yes,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10108373,,,1899,,,1,,,,127m²square meters,,,Installed,10m²square meters,3,14m²square meters,13m²square meters,9m²square meters,,,2,3,No,13m²square meters,,,,Yes,,No,No,No,299 kWh/m²kilowatt hour per square meters,C,20200806-0002301228-RES-1,Not specified,Not specified,Gas,Yes,"€ 410,000410000 €",€ 647647 €,No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Riddersstraat-158_Le,Flemish Brabant,,,,,,,Not connected,,,No,No,Yes,Non flood zone,,,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10106575,,,1975,,4,1,,,,,44m²square meters,,Installed,16m²square meters,3,,,,,,,2,No,35m²square meters,No,No,894m²square meters,No,,No,Yes,No,348 kWh/m²kilowatt hour per square meters,D,2615977,Not specified,Not specified,,Yes,"€ 519,000519000 €","€ 1,5931593 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5504,Flemish Brabant,,,,,,,Connected,,,No,No,No,,,South,,,,,,,,,,,,,,,No,,,,,,,,Villa,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106578,,,1953,,4,1,,,,706m²square meters,121m²square meters,Yes,Installed,35m²square meters,7,,,,,,2,3,Yes,174m²square meters,No,No,5498m²square meters,Yes,Yes,No,Yes,Yes,545 kWh/m²kilowatt hour per square meters,F,2434854,Not specified,Not specified,,Yes,"€ 1,475,0001475000 €","€ 4,1074107 €",Yes,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5489,Flemish Brabant,,,,,,78 mmeters,Connected,,,No,No,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106579,,,1953,,4,1,,,,706m²square meters,121m²square meters,Yes,Installed,35m²square meters,7,,,,,,2,3,Yes,174m²square meters,No,No,5498m²square meters,Yes,Yes,No,Yes,Yes,545 kWh/m²kilowatt hour per square meters,F,2434854,Not specified,Not specified,,Yes,"€ 1,475,0001475000 €","€ 4,1074107 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5489,Flemish Brabant,,,,,,78 mmeters,Connected,,,No,No,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Villa,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859027,,,2022,,,,1,,,118m²square meters,,Yes,,,2,,,,,,1,1,No,,No,,1170m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 312,000312000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,AG_33,Flemish Brabant,,,,,,,Connected,,18m²square meters,No,Yes,Yes,Non flood zone,,North West,,Yes,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9859028,,,2022,,,,1,,,124m²square meters,,Yes,,,2,,,,,,1,1,No,,No,,1170m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 322,000322000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,AG_21A,Flemish Brabant,,,,,,,Connected,,18m²square meters,No,Yes,Yes,Non flood zone,,North West,,Yes,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9859029,,,2022,,,,1,,,124m²square meters,,Yes,,,3,,,,,,2,2,No,,No,,1170m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 350,000350000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,AG_21,Flemish Brabant,,,,,,,Connected,,18m²square meters,No,Yes,Yes,Non flood zone,,North West,,Yes,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9859026,,,2022,,,,1,,,124m²square meters,,Yes,,,3,,,,,,2,2,No,,No,,1170m²square meters,Yes,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 354,500354500 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,AG_35,Flemish Brabant,,,,,,,Connected,,,No,Yes,Yes,Non flood zone,,North West,,Yes,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10005908,,,2021,,3,,1,Countryside,,203m²square meters,,,,,4,,,,,,1,2,No,,No,No,524m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 478,500478500 €",,No,Tervuursevest 11 3000- Leuven,http://www.immo3000.be,2021_PEL020NN,Flemish Brabant,,6 m,,,,9 mmeters,Connected,,,,,,Non flood zone,,South West,,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,72m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10159510,,,1969,,2,1,,,,250m²square meters,25m²square meters,,,,4,,,,,,2,2,No,8m²square meters,No,No,243m²square meters,Yes,Yes,,,,427 kWh/m²kilowatt hour per square meters,E,0002691076,Not specified,Not specified,,Yes,"€ 439,000439000 €","€ 1,8261826 €",Yes,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5605,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159508,,,1969,,2,1,,,,250m²square meters,25m²square meters,,,,4,,,,,,2,2,No,,No,No,243m²square meters,Yes,Yes,,,,427 kWh/m²kilowatt hour per square meters,E,0002691076,Not specified,Not specified,,Yes,"€ 439,000439000 €","€ 1,8261826 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5605,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159509,,,1969,,2,1,,,,250m²square meters,25m²square meters,,,,4,,,,,,2,2,No,,No,No,243m²square meters,Yes,Yes,,,,427 kWh/m²kilowatt hour per square meters,E,0002691076,Not specified,Not specified,,Yes,"€ 439,000439000 €","€ 1,8261826 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5605,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162733,,,1990,Good,4,1,5,,,,,Yes,Installed,,3,,,,,,2,3,No,,,No,1184m²square meters,Yes,,No,Yes,No,Not specified,Not specified,2630159,Not specified,Not specified,Gas,Yes,"€ 800,000800000 €",,No,,,,Flemish Brabant,,,,,Yes,,,1m²square meter,1m²square meter,No,Yes,Yes,,1,,,Yes,Yes,Yes,No,,Yes,No,No,No,,,No,No,Yes,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262000,,,2021,,,,,,,83m²square meters,,,,,1,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 235,000235000 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2441 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261481,,,2021,,,,,,,95m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 271,500271500 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2439 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486551,,,2022,,,,,,,109m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 279,900279900 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2571 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486553,,,2022,,,,,,,109m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 289,900289900 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2573 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486549,,,2022,,,,,,,103m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 304,900304900 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2569 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9369750,,,2022,,,,,,,103m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 289,900289900 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2518 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262317,,,2021,,,,,,,113m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 313,500313500 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2445 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262757,,,2021,,,,,,,118m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 324,000324000 €",,Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2450 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126432,,,2022,,4,,,,,164m²square meters,20m²square meters,Yes,,4m²square meters,3,,,,,,1,,,,No,No,269m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 357,000357000 €",,No,Tervuursevest 356 3000- Leuven,http://www.era.be\vandendries,,Flemish Brabant,,7 m,,,,15 mmeters,Connected,,57m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,Yes,No,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159911,,,1939,To be done up,,1,,,,267m²square meters,,Yes,,,7,,,,,,1,1,No,,,,637m²square meters,No,Yes,,,,549 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,No,,"€ 1,0411041 €",No,Collegestraat 28 bus 1 9100- Sint-Niklaas,,Stationschefwoning,Flemish Brabant,,,,,,,Not connected,,,,,,,1,,,Yes,No,,,Yes,No,No,No,No,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,No,,,,,,,,,,,,,,,"€ 198,000198000€",€ 7575€,No,No,Yes,1,75,,,
10070803,,,1957,,4,,,,,,,,,,3,,,,,,,,,,,,1191m²square meters,,Yes,,Yes,,665 kWh/m²kilowatt hour per square meters,F,20200904-0002311299-RES-1,Not specified,Not specified,Fuel oil,,,"€ 1,6651665 €",No,"Robbrechtsstraat, 33 1780- Wemmel",,,Flemish Brabant,,,2,,Yes,,,,,,,,Possible flood zone,,,,,,,,,,,,,,,,,,,,,No,,No,,,No,,,,Yes,Yes,,,,"Yes, conform",,,Isabelle VERCAUTEREN,,,,Link to online sale,No,fr :sans rendez-vous les mercredis suivants : (7/9 de 14h à 16h) et (14/9 ; 21/9 et 28/9 de 17h à 19h) et les samedis suivants : (10/09 et 17/09 de 10h à 12h) et (24/09 et 01/10 de 12h30 à 14h30)nl :zonder afspraak op volgende woensdagen: (7/9 van 14u tot 16u) en (14/9; 21/9 en 28/9 van 17u tot 19u) en op volgende zaterdagen: (10/09 en 17/09 van 10u tot 12u) en (24/09 en 01/10 van 12u30 tot 14u30),"€ 360,000360000 €",,,,,,,,,,,,,
10119057,,,1919,,,1,,,,160m²square meters,31m²square meters,,,11m²square meters,3,15m²square meters,12m²square meters,12m²square meters,,,1,,No,13m²square meters,No,No,1500m²square meters,No,,,,,1038 kWh/m²kilowatt hour per square meters,F,20220908-0002669672-RES-1,Not specified,Not specified,,No,"€ 395,000395000 €",€ 470470 €,No,Oudstrijdersstraat 66/2 1785- Merchtem,http://www.immobehome.be,,Flemish Brabant,,21 m,,,,34 mmeters,Not connected,,,,,,Non flood zone,,South West,,,,,,,,,,,,,,,,,,,,,,,,,No,Extended residential area,Yes,,,350m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
