,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10043972,After signing the deed,,,Good,4,1,5,,,164m²square meters,,Yes,,,3,16m²square meters,15m²square meters,10m²square meters,,,1,2,No,,,No,585m²square meters,Yes,,No,No,No,Not specified,Not specified,20200303-000225527-RES-1,Not specified,Not specified,Gas,Yes,"€ 395,000395000 €",€ 760760 €,No,,,,Flemish Brabant,,8 m,,,Yes,,Connected,260m²square meters,23m²square meters,No,No,No,Non flood zone,,North West,,Yes,No,Yes,No,Yes,No,No,No,No,North,1,No,No,No,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10060363,Immediately,,,Good,3,,,"Living area (residential, urban or rural)",,165m²square meters,42m²square meters,,,15m²square meters,4,16m²square meters,16m²square meters,14m²square meters,15m²square meters,,2,3,No,41m²square meters,,No,249m²square meters,Yes,,,,,268 kWh/m²kilowatt hour per square meters,C,20220729-0002645689-RES-1,Not specified,Not specified,Gas,Yes,"€ 396,000396000 €",,No,,,,Flemish Brabant,,,,,,,Connected,50m²square meters,25m²square meters,,,,Non flood zone,,,,,No,Yes,No,,No,No,No,No,,,,,,,,,No,No,No,No,,No,No,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10070867,After signing the deed,,,Just renovated,3,,1,,,160m²square meters,,,USA hyper equipped,,4,,,,,,2,,No,,,No,270m²square meters,Yes,,,,,231 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 440,000440000 €",,No,,,,Flemish Brabant,,,,,,,Connected,,,,,,,,,,,No,,No,Yes,Yes,No,No,Yes,,,,,,,,,No,No,No,No,All kind,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111128,To be defined,,1899,Good,3,,,,,330m²square meters,,,,,4,,,,,,1,,Yes,,No,No,20052m²square meters,Yes,Yes,No,No,No,186 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 625,000625000 €","€ 1,0931093 €",No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Flemish Brabant,,,,,,,Not connected,,,No,,Yes,Possible flood zone,,,,,,,Yes,Yes,,,,,,,,,,No,No,,No,No,No,No,,No,No,Farming area,,Yes,No,,,,,,186,,,,,,,,,,,,,,,,,,,,,
10122744,After signing the deed,,1964,Good,3,1,,Isolated,,250m²square meters,,,USA hyper equipped,,4,,,,,,2,2,,,No,,533m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 599,000599000 €","€ 3,7353735 €",No,Winderickxplein 25 1652- Alsemberg,,4935492,Flemish Brabant,,,,,Yes,,Connected,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590876,Immediately,,1937,To renovate,4,,,"Living area (residential, urban or rural)",Link to the virtual visit,567m²square meters,,,,,5,,,,,,4,,No,,No,,6185m²square meters,,,,,,368 kWh/m²kilowatt hour per square meters,D,20211002-0002470630-res-1,Not specified,Not specified,Fuel oil,No,"€ 995,000995000 €","€ 6,6336633 €",Yes,Stationsstraat 109 3620- Lanaken,http://www.erikbessems.be,spir1108,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,No,,,,,No,No,"Living area (residential, urban or rural)",,Yes,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10037770,After signing the deed,,1951,To renovate,4,1,4,,,271m²square meters,34m²square meters,,Installed,6m²square meters,4,17m²square meters,17m²square meters,17m²square meters,20m²square meters,,1,,Yes,47m²square meters,No,,4669m²square meters,Yes,Yes,,,No,621 kWh/m²kilowatt hour per square meters,F,2642565,Not specified,Not specified,Gas,Yes,"€ 749,000749000 €",,No,Stationstraat 79 1861- Wolvertem,http://www.colorcasa.be,4845039,Flemish Brabant,,,,,Yes,,Connected,,,,,Yes,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Extended residential area,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988595,After signing the deed,,1958,To renovate,4,,2,,,,,,,,3,,,,,,1,,,,No,,503m²square meters,,Yes,,,,558 kWh/m²kilowatt hour per square meters,F,20220611-0002620899-RES-1,15 kg CO₂/m²,Not specified,Gas,Yes,"€ 399,000399000 €","€ 1,3981398 €",No,"Brusselsesteenweg, 518 3090- Overijse",https://www.immoferco.be,4794438,Flemish Brabant,,,,,Yes,,,,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143442,After signing the deed,,1925,Good,2,,,,,162m²square meters,20m²square meters,Yes,Semi equipped,19m²square meters,3,10m²square meters,19m²square meters,27m²square meters,,,2,2,Yes,,,,351m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 285,000285000 €",,No,Claesplein 18 1502- Lembeek,http://macnash.com/nl/onze-kantoren/macnash-lembeek.aspx,4963034,Flemish Brabant,,,2,,Yes,,Connected,,20m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144676,After signing the deed,,1957,To renovate,4,1,1,,,,,,,,3,16m²square meters,16m²square meters,10m²square meters,,,1,2,No,,,No,554m²square meters,No,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,No,"€ 340,000340000 €","€ 1,0601060 €",No,,,,Flemish Brabant,,,,,Yes,,Connected,450m²square meters,,,,,Non flood zone,,South,No,Yes,No,,No,Yes,No,No,No,No,,,,,,,,,No,No,No,No,All kind,,No,,,,,,,No,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10136230,After signing the deed,,1918,Good,2,,,Urban,,72m²square meters,21m²square meters,,,9m²square meters,2,20m²square meters,16m²square meters,,,,1,1,,,,,65m²square meters,No,Yes,,,,462 kWh/m²kilowatt hour per square meters,E,20220412-0002582295-RES-1,Not specified,Not specified,Gas,Yes,"Make an offer starting from€ 199,000Make an offer starting from199000 €",,No,Brusselsesteenweg 594 1731- Zellik,http://www.immodavid.be,4959120,Flemish Brabant,,3 m,,,Yes,3 mmeters,Connected,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163228,To be defined,,1988,As new,3,2,,Urban,,350m²square meters,66m²square meters,,Hyper equipped,37m²square meters,4,25m²square meters,18m²square meters,35m²square meters,13m²square meters,,2,,,,No,,2900m²square meters,Yes,Yes,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 1,099,0001099000 €",,No,Winderickxplein 25 1652- Alsemberg,,4972274,Flemish Brabant,,,,,,,Connected,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049190,After signing the deed,,1875,To renovate,4,,4,,,374m²square meters,,,Not installed,,4,,,,,,2,1,,,No,,919m²square meters,Yes,,,,,1329 kWh/m²kilowatt hour per square meters,F,220803-0002649174-RES-1,Not specified,Not specified,,,"€ 225,000225000 €",€ 223223 €,No,Brusselsestraat 41 3000- Leuven,http://www.hmvastgoed.be,4863514,Flemish Brabant,,22 m,,,Yes,28 mmeters,Connected,,,No,,Yes,Non flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099387,After signing the deed,,,To renovate,2,,,Urban,,100m²square meters,16m²square meters,Yes,Semi equipped,9m²square meters,2,18m²square meters,13m²square meters,,,,1,1,,,No,,300m²square meters,Yes,Yes,No,,,537 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,,"€ 229,000229000 €",€ 451451 €,No,Claesplein 18 1502- Lembeek,http://macnash.com/nl/onze-kantoren/macnash-lembeek.aspx,4903645,Flemish Brabant,,,,,,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111040,After signing the deed,,1930,Good,2,,,,,100m²square meters,15m²square meters,Yes,,9m²square meters,3,15m²square meters,8m²square meters,10m²square meters,,,1,1,,,No,,50m²square meters,No,,,,,316 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Yes,"€ 229,000229000 €",€ 361361 €,No,Winderickxplein 25 1652- Alsemberg,,4931317,Flemish Brabant,,,,,,,,,7m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110941,After signing the deed,,1930,Good,2,,,,,100m²square meters,15m²square meters,Yes,,9m²square meters,3,15m²square meters,8m²square meters,10m²square meters,,,1,1,,,No,,50m²square meters,No,,,,,316 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Yes,"€ 229,000229000 €",€ 361361 €,No,Winderickxplein 25 1652- Alsemberg,,4565720,Flemish Brabant,,,,,,,,,7m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134928,Immediately,,,Good,4,1,1,Countryside,,,,,,,3,,,,,,1,1,No,,,No,734m²square meters,Yes,,No,No,No,424 kWh/m²kilowatt hour per square meters,E,20210819-0002453510,11498 kg CO₂/m²,Not specified,Gas,Yes,"€ 299,000299000 €",€ 399399 €,No,,,,Flemish Brabant,,11 m,,,,,Connected,,,No,No,Yes,,,,,,No,,No,,Yes,No,No,No,,1,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128448,After signing the deed,Halle,,To renovate,3,,,,,115m²square meters,25m²square meters,Yes,USA semi equipped,10m²square meters,3,17m²square meters,15m²square meters,7m²square meters,,,1,2,Yes,,No,,378m²square meters,No,Yes,No,,No,550 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,,"€ 299,000299000 €","€ 1,0701070 €",No,Claesplein 18 1502- Lembeek,http://macnash.com/nl/onze-kantoren/macnash-lembeek.aspx,4933755,Flemish Brabant,,,,,Yes,,Connected,236m²square meters,,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026441,After signing the deed,Brabant Flamand,1977,To renovate,2,,,,,,,,,,5,15m²square meters,11m²square meters,11m²square meters,12m²square meters,20m²square meters,2,2,,,,,,Yes,,,,,463 kWh/m²kilowatt hour per square meters,E,20160203-0001832097-1,Not specified,Not specified,Gas,Yes,"€ 329,000329000 €","€ 1,6841684 €",No,Avenue François Sebrechts 26 1080- Molenbeek,http://www.perception-immobiliere.be,4849625,Flemish Brabant,,5.4 m,2,,Yes,,Connected,100m²square meters,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036739,After signing the deed,Dilbeek,1961,To be done up,3,1,1,Countryside,,80m²square meters,24m²square meters,,,7m²square meters,3,14m²square meters,11m²square meters,6m²square meters,,,1,1,,,,,274m²square meters,Yes,,,,,899 kWh/m²kilowatt hour per square meters,F,20220803-0002649851-RES-1,Not specified,Not specified,,,"€ 324,000324000 €",,No,Ninoofsesteenweg 85 1700- Dilbeek,http://www.nest-immo.be,4853712,Flemish Brabant,,,1,,Yes,,Connected,,,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923666,After signing the deed,,1970,,2,,,"Living area (residential, urban or rural)",,194m²square meters,43m²square meters,,Installed,12m²square meters,3,21m²square meters,21m²square meters,10m²square meters,,,1,1,No,,No,No,176m²square meters,Yes,,,,,180 kWh/m²kilowatt hour per square meters,B,08,Not specified,Not specified,Gas,Yes,"€ 360,000360000 €",,No,,,,Flemish Brabant,,,,,,,Connected,,70m²square meters,,,,,,,,,No,,No,,No,No,No,No,,1,,,,,,,No,No,No,No,,,,,,,,,69m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,
9702430,After signing the deed,Affligem,,Good,3,1,2,,,240m²square meters,,,,,4,,,,,,2,2,,,,,453m²square meters,Yes,Yes,,,,313 kWh/m²kilowatt hour per square meters,D,20210618-000427812-RES-1,Not specified,Not specified,,Yes,"€ 390,000390000 €","€ 1,2711271 €",Yes,Ninoofsesteenweg 85 1700- Dilbeek,http://www.nest-immo.be,4621862,Flemish Brabant,,,2,,,,Connected,,,,Yes,Yes,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127485,After signing the deed,,1977,,2,3,1,,,,40m²square meters,,Semi equipped,14m²square meters,2,24m²square meters,15m²square meters,,,,1,2,,,No,,302m²square meters,Yes,Yes,,Yes,,164 kWh/m²kilowatt hour per square meters,B,20220822-0002659551-RES-1,164 kg CO₂/m²,Not specified,Gas,Yes,"Make an offer starting from€ 425,000Make an offer starting from425000 €","€ 1,4821482 €",No,Chaussée de Louvain 244 1300- Wavre,,42922 - 20126/WAD,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826861,After signing the deed,,1974,,4,,,"Living area (residential, urban or rural)",,150m²square meters,55m²square meters,,,,2,12m²square meters,13m²square meters,,,,1,2,No,,No,No,785m²square meters,Yes,,No,No,No,375 kWh/m²kilowatt hour per square meters,D,20220118-0002528538-RES-1,19824 kg CO₂/m²,Not specified,Gas,Yes,"€ 390,000390000 €",,No,,,,Flemish Brabant,,10 m,,,,18 mmeters,Connected,635m²square meters,50m²square meters,Yes,No,Yes,Non flood zone,1,South West,,,No,Yes,No,,Yes,No,No,No,South West,,No,No,No,No,No,No,No,No,No,No,All kind,No,No,,,Yes,Yes,,150m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10051075,After signing the deed,,1977,,4,2,4,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,,1,2,,,,,920m²square meters,Yes,,,,Yes,372 kWh/m²kilowatt hour per square meters,D,20220419-0002586403-RES-1,Not specified,Not specified,Gas,Yes,"€ 430,000430000 €","€ 1,6011601 €",No,Schoolstraat 101 1745- Opwijk,http://www.schoukens.be,,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anoeshka Cornelis,,,,,,,,,,,,,,,,,,,,
10119114,After signing the deed,,1980,Good,4,4,3,,,,40m²square meters,,Installed,14m²square meters,4,16m²square meters,14m²square meters,14m²square meters,9m²square meters,,1,2,,80m²square meters,No,,,Yes,,,,,440 kWh/m²kilowatt hour per square meters,E,20191109-0002216513-res-1,Not specified,Not specified,Fuel oil,Yes,"€ 499,000499000 €","€ 1,5931593 €",No,Edingsesteenweg 341 1755- Kester,http://www.c21atg.be,3611 - 123654879,Flemish Brabant,,,,,,,,,9m²square meters,,,,Possible flood zone,,South East,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678085,After signing the deed,,2021,,2,,,,Link to the virtual visit,171m²square meters,,,USA hyper equipped,,1,,,,,,1,1,,,No,,,Yes,,Yes,,,1 kWh/m²kilowatt hour per square meters,A,00000000,Not specified,Not specified,,Yes,"€ 499,000499000 €",€ 22 €,Yes,Edingsesteenweg 341 1755- Kester,http://www.c21atg.be,3011 - 21/000126/463,Flemish Brabant,,,,,,,,,20m²square meters,,,,Possible flood zone,,,No,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128384,After signing the deed,,1969,,2,1,,,Link to the virtual visit,185m²square meters,33m²square meters,Yes,Installed,10m²square meters,3,6m²square meters,16m²square meters,16m²square meters,,,2,2,,8m²square meters,,,238m²square meters,Yes,Yes,,,,476 kWh/m²kilowatt hour per square meters,E,2665291,Not specified,Not specified,Gas,Yes,"€ 449,000449000 €",€ 887887 €,No,Stationstraat 79 1861- Wolvertem,http://www.colorcasa.be,4935594,Flemish Brabant,,,,,,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,No,,,Yes,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9982701,After signing the deed,,1950,Just renovated,2,,,,,180m²square meters,14m²square meters,Yes,Installed,10m²square meters,4,10m²square meters,13m²square meters,13m²square meters,36m²square meters,,1,2,No,27m²square meters,,No,527m²square meters,Yes,,No,Yes,No,206 kWh/m²kilowatt hour per square meters,C,20210617-0002429581-RES-1,Not specified,Not specified,Gas,Yes,"€ 439,000439000 €",,No,,,,Flemish Brabant,,6 m,,,,,Connected,150m²square meters,23m²square meters,No,Yes,Yes,Non flood zone,,South West,,,No,,No,,Yes,No,No,Yes,South West,,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055923,After signing the deed,,1966,,4,1,3,,,186m²square meters,30m²square meters,,,13m²square meters,3,14m²square meters,18m²square meters,18m²square meters,,,2,2,,,No,,1435m²square meters,No,Yes,No,,No,886 kWh/m²kilowatt hour per square meters,F,2634613,Not specified,Not specified,Fuel oil,Yes,"€ 495,000495000 €",€ 981981 €,No,Stationstraat 79 1861- Wolvertem,http://www.colorcasa.be,4866523,Flemish Brabant,,9 m,,,,6 mmeters,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Extended residential area,,Yes,No,125m²square meters,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10119113,After signing the deed,,1980,Good,4,4,3,,,,40m²square meters,,Installed,14m²square meters,4,16m²square meters,14m²square meters,14m²square meters,9m²square meters,,1,2,,80m²square meters,No,,,Yes,,,,,440 kWh/m²kilowatt hour per square meters,E,20191109-0002216513-res-1,Not specified,Not specified,Fuel oil,Yes,"€ 499,000499000 €","€ 1,5931593 €",No,Edingsesteenweg 341 1755- Kester,http://www.c21atg.be,3610 - 123654879,Flemish Brabant,,,,,,,,,9m²square meters,,,,Possible flood zone,,South East,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126305,Depending on the tenant,,2003,Good,4,1,2,Countryside,,280m²square meters,40m²square meters,Yes,Hyper equipped,16m²square meters,3,24m²square meters,19m²square meters,19m²square meters,,,1,2,Yes,,No,,541m²square meters,No,Yes,No,Yes,No,275 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,"€ 545,000545000 €",,No,Nieuwstraat 32b1 1730- Asse,http://www.kantoorleemans.be,4850723,Flemish Brabant,,,1,,Yes,,Connected,,,No,Yes,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,
10021263,After signing the deed,,2022,As new,4,1,3,"Living area (residential, urban or rural)",,200m²square meters,,Yes,Hyper equipped,30m²square meters,3,21m²square meters,12m²square meters,32m²square meters,,,1,2,No,,,No,558m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 550,000550000 €",€ 700700 €,No,,,,Flemish Brabant,,11 m,1,,,,Connected,1m²square meter,1m²square meter,No,No,Yes,Non flood zone,,,,Yes,No,Yes,No,Yes,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,Villa,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137533,After signing the deed,,,Just renovated,4,1,3,,,174m²square meters,16m²square meters,Yes,Hyper equipped,13m²square meters,4,21m²square meters,16m²square meters,19m²square meters,9m²square meters,,1,2,No,15m²square meters,,No,,Yes,,No,No,Yes,293 kWh/m²kilowatt hour per square meters,C,2016120100019139191,Not specified,Not specified,Gas,Yes,"€ 586,000586000 €",€ 632632 €,No,,,,Flemish Brabant,,,,,,,Connected,,,No,No,No,,,,,,Yes,,No,,No,No,No,No,,,No,Yes,No,No,No,No,No,No,Yes,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090816,After signing the deed,,1956,To be done up,4,1,2,Countryside,,243m²square meters,,,Semi equipped,,3,,,,,,2,2,,,No,,4513m²square meters,No,Yes,No,,No,740 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,"€ 665,000665000 €",,No,Nieuwstraat 32b1 1730- Asse,http://www.kantoorleemans.be,4874904,Flemish Brabant,,,2,,Yes,,Not connected,,,No,,Yes,Possible flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130671,After signing the deed,,1991,,4,1,4,"Living area (residential, urban or rural)",,250m²square meters,19m²square meters,Yes,USA hyper equipped,16m²square meters,3,27m²square meters,22m²square meters,21m²square meters,,,2,3,Yes,,No,,970m²square meters,No,Yes,,Yes,Yes,173 kWh/m²kilowatt hour per square meters,B,20220923-0002675307-RES-2.,Not specified,Not specified,Gas,Yes,"€ 799,000799000 €",,No,Tervuursesteenweg 762 Bus 2 1982- Elewijt,http://www.briljantimmo.com,4906086,Flemish Brabant,,13.9 m,,,Yes,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117899,After signing the deed,,,Just renovated,6,,3,"Living area (residential, urban or rural)",,267m²square meters,,Yes,USA hyper equipped,,4,17m²square meters,14m²square meters,12m²square meters,12m²square meters,,2,2,Yes,,,No,990m²square meters,Yes,,No,Yes,Yes,147 kWh/m²kilowatt hour per square meters,B,20220824-0002661006-RES-1,Not specified,Not specified,Gas,Yes,"€ 749,000749000 €","€ 1,7981798 €",No,,,,Flemish Brabant,,,,8m²square meters,Yes,,Connected,800m²square meters,40m²square meters,No,Yes,Yes,Non flood zone,1,South,,Yes,Yes,Yes,Yes,,Yes,No,No,Yes,South,1,No,Yes,Yes,No,No,Yes,No,No,Yes,No,All kind,,No,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10080915,To be defined,,2020,As new,2,1,1,,,203m²square meters,46m²square meters,,Hyper equipped,17m²square meters,3,23m²square meters,15m²square meters,19m²square meters,,,2,2,No,,,No,345m²square meters,Yes,,No,Yes,No,68 kWh/m²kilowatt hour per square meters,A,2019007427,Not specified,Not specified,Gas,Yes,"€ 680,000680000 €",,No,,,,Flemish Brabant,,8 m,,,,,Connected,147m²square meters,30m²square meters,No,Yes,Yes,,,South,,,Yes,Yes,No,,No,No,No,No,South,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,All kind,,,,,Yes,,,37m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10126591,After signing the deed,,1980,As new,4,2,,Isolated,,305m²square meters,35m²square meters,Yes,USA hyper equipped,24m²square meters,4,20m²square meters,14m²square meters,16m²square meters,,,3,,Yes,,No,,1113m²square meters,Yes,,,Yes,,198 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 899,000899000 €","€ 3,2353235 €",No,Winderickxplein 25 1652- Alsemberg,,4936536,Flemish Brabant,,,,,Yes,,Connected,,30m²square meters,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128173,To be defined,,1989,As new,4,2,6,,,,42m²square meters,,,20m²square meters,6,20m²square meters,18m²square meters,13m²square meters,11m²square meters,10m²square meters,1,2,Yes,,No,,1807m²square meters,No,Yes,,,,256 kWh/m²kilowatt hour per square meters,C,2546034,Not specified,Not specified,,,"€ 839,000839000 €",,Yes,Honsemsestraat 20 3370- Boutersem,,4934599,Flemish Brabant,,17 m,,10m²square meters,Yes,27 mmeters,Connected,,,Yes,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,No,,"Living area (residential, urban or rural)",,Yes,No,,,,,261m²square meters,,,,,,,,,,,,,,,,,,,,,,
9288925,After signing the deed,,,Good,4,,4,Countryside,,275m²square meters,50m²square meters,,,18m²square meters,4,15m²square meters,14m²square meters,11m²square meters,10m²square meters,,1,2,Yes,,No,,3800m²square meters,,,,Yes,,426 kWh/m²kilowatt hour per square meters,E,20190407-0002148827-RES-1,Not specified,Not specified,Gas,Yes,"€ 750,000750000 €","€ 1,5501550 €",,Rue Americaine 170 1050- Bruxelles-Quartier Louise,,,Flemish Brabant,,,1,6m²square meters,,,,,,,,,,1,South West,No,,Yes,Yes,,,,,,,South West,,,,,Yes,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115324,After signing the deed,,1980,As new,4,2,,Isolated,,305m²square meters,35m²square meters,Yes,USA hyper equipped,24m²square meters,4,20m²square meters,14m²square meters,16m²square meters,,,3,,Yes,,No,,1113m²square meters,Yes,,,Yes,,198 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 899,000899000 €","€ 3,2353235 €",No,Winderickxplein 25 1652- Alsemberg,,4932607,Flemish Brabant,,,,,Yes,,Connected,,30m²square meters,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
