,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
10147496,10147496,house,house,598000,forsale,2820,xl,semiequipped,1962,torenovate,gas,590,3,3628,,,,true,true,,2,6,,Antwerp
10119175,10119175,house,house,289950,forsale,2660,xl,semiequipped,1936,tobedoneup,,343,5,140,,true,56,,,,,,,Antwerp
10144420,10144420,house,house,729000,forsale,2018,xl,installed,,good,gas,400,6,145,,true,36,true,,,,,,Antwerp
10091276,10091276,house,villa,1245000,forsale,2930,xl,installed,1970,good,gas,445,6,3763,,true,2100,true,true,true,6,,,Antwerp
10154592,10154592,house,house,675000,forsale,2800,xl,installed,2011,asnew,gas,174,4,0,,true,,true,,,1,,,Antwerp
10156826,10156826,house,house,575000,forsale,2320,xl,,1976,justrenovated,,186,5,561,,,,true,,,1,2,,Antwerp
10156832,10156832,house,house,525000,forsale,2460,xl,hyperequipped,2005,asnew,gas,155,4,0,,,,true,true,true,1,1,,Antwerp
10161751,10161751,house,house,389900,forsale,2660,xl,installed,,tobedoneup,gas,377,6,98,,true,17,,,,,,,Antwerp
10160077,10160077,house,house,965000,forsale,2800,xl,,,asnew,gas,123,5,150,,true,,,,,1,,,Antwerp
10120358,10120358,house,house,349990,forsale,2660,xl,,1939,asnew,,311,3,370,,,254,true,,,,,,Antwerp
10120365,10120365,house,apartmentblock,449950,forsale,2610,xl,installed,1967,good,,186,2,154,,,,true,,,,,,Antwerp
9992270,9992270,house,exceptionalproperty,679000,forsale,2400,xl,installed,1978,good,,597,4,4480,,true,2382,,,,,,,Antwerp
10080124,10080124,house,house,379000,forsale,2627,xl,semiequipped,1979,asnew,gas,248,4,200,,,52,,,,1,,,Antwerp
10093426,10093426,house,house,399000,forsale,2660,xl,installed,1974,good,,356,3,390,,,200,,,,1,,,Antwerp
10111611,10111611,house,house,598500,forsale,2240,xl,semiequipped,2012,good,,198,4,325,,true,,true,true,,,,,Antwerp
9992269,9992269,house,house,679000,forsale,2400,xl,installed,1978,good,,597,4,4480,,true,2382,,,,,,,Antwerp
9992249,9992249,house,villa,679000,forsale,2400,xl,installed,1978,good,,597,4,4480,,true,2382,,,,,,,Antwerp
10070389,10070389,house,villa,3150000,forsale,2610,xl,installed,1959,torenovate,gas,459,5,1508,,true,750,true,,,,,,Antwerp
10143592,10143592,house,house,217000,forsale,2880,xl,notinstalled,1954,torenovate,gas,958,2,279,,true,,true,,,1,,,Antwerp
10149671,10149671,house,house,289850,forsale,2860,xl,installed,1955,,gas,252,3,0,,,,,,,,,,Antwerp
10149536,10149536,house,house,525000,forsale,2860,xl,installed,,good,gas,340,2,781,,true,620,true,,,2,2,,Antwerp
10163564,10163564,house,house,395000,forsale,2660,xl,installed,2010,asnew,gas,124,3,189,true,,131,true,,,,,,Antwerp
10049312,10049312,house,house,198000,forsale,2880,xl,installed,1875,good,gas,319,2,90,,,,,,,,,,Antwerp
9890800,9890800,house,house,289000,forsale,2880,xl,installed,1965,tobedoneup,fueloil,678,4,405,,,,true,,,1,1,,Antwerp
9986499,9986499,house,house,249000,forsale,2890,xl,semiequipped,1930,tobedoneup,gas,1055,3,242,,true,,true,,,1,,,Antwerp
10097893,10097893,house,house,359000,forsale,2170,xl,hyperequipped,,asnew,gas,197,3,87,,,,,,,,,,Antwerp
10086688,10086688,house,house,285000,forsale,2570,xl,installed,1931,tobedoneup,gas,365,3,197,,,,true,true,,,,,Antwerp
10120353,10120353,house,house,389500,forsale,2660,xl,installed,1932,good,,190,3,141,,true,45,,,,1,,,Antwerp
10160100,10160100,house,house,315000,forsale,2620,xl,installed,,good,gas,169,2,205,,true,,true,,,,2,,Antwerp
10109711,10109711,house,house,450000,forsale,2860,xl,semiequipped,1978,good,gas,291,3,1347,,,,true,,,1,2,,Antwerp
10126900,10126900,house,house,498000,forsale,2860,xl,,1992,good,gas,274,2,985,,true,,true,true,,4,4,,Antwerp
10035139,10035139,house,house,775000,forsale,2382,xl,semiequipped,1957,good,gas,336,5,10138,,true,8250,,,true,3,,,Antwerp
10094021,10094021,house,house,829000,forsale,2440,xl,installed,2002,good,gas,187,4,2475,,true,,true,true,,2,,,Antwerp
10125232,10125232,house,house,698000,forsale,2382,xl,installed,2001,good,gas,363,3,7152,,,,,,,,,,Antwerp
9992265,9992265,house,villa,850000,forsale,2560,xl,installed,1991,asnew,gas,307,4,1740,,true,,true,true,true,22,,,Antwerp
9987755,9987755,house,house,875000,forsale,2220,xl,installed,1977,good,gas,328,2,1455,,,,true,true,,1,,,Antwerp
10024334,10024334,house,villa,1495000,forsale,2240,xl,usahyperequipped,2002,asnew,gas,182,7,3676,,,,true,true,,2,,,Antwerp
10135934,10135934,house,mansion,1100000,forsale,2000,xl,semiequipped,1905,torenovate,gas,345,4,237,,true,70,true,true,,,,,Antwerp
10154591,10154591,house,villa,907500,forsale,2200,xl,hyperequipped,2020,,,,3,2613,,true,,true,true,,2,,1,Antwerp
10146162,10146162,house,house,299500,forsale,2660,xl,,1930,tobedoneup,,310,4,200,,true,114,,,,,,,Antwerp
10148171,10148171,house,house,485000,forsale,2840,xl,installed,1983,good,gas,187,4,0,,,,,,,2,,,Antwerp
10159647,10159647,house,house,375000,forsale,2610,xl,installed,,justrenovated,,282,3,106,,true,21,,,,,,,Antwerp
10147390,10147390,house,house,599000,forsale,2960,xl,installed,1968,good,gas,431,3,1683,,,1254,true,true,,1,,,Antwerp
10138619,10138619,housegroup,housegroup,465000-685000,forsale,2970,xl,,,,,,,,,,,,,,26,8,1,Antwerp
10161619,10161619,house,house,430000,forsale,2845,xl,installed,2013,asnew,gas,102,3,179,,,80,,,,1,,,Antwerp
10036010,10036010,house,house,279000,forsale,2830,xl,semiequipped,,good,gas,359,4,140,,true,,true,,,1,,,Antwerp
9988163,9988163,house,house,279000,forsale,2880,xl,semiequipped,1972,good,,295,3,185,,,,,,,1,2,,Antwerp
